[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1062 0x00016ef0 0x100184f0 5   12   .rdata  utf16le gu-in
1063 0x00016efc 0x100184fc 5   12   .rdata  utf16le he-il
1064 0x00016f08 0x10018508 5   12   .rdata  utf16le hi-in
1065 0x00016f14 0x10018514 5   12   .rdata  utf16le hr-ba
1066 0x00016f20 0x10018520 5   12   .rdata  utf16le hr-hr
1067 0x00016f2c 0x1001852c 5   12   .rdata  utf16le hu-hu
1068 0x00016f38 0x10018538 5   12   .rdata  utf16le hy-am
1069 0x00016f44 0x10018544 5   12   .rdata  utf16le id-id
1070 0x00016f50 0x10018550 5   12   .rdata  utf16le is-is
1071 0x00016f5c 0x1001855c 5   12   .rdata  utf16le it-ch
1072 0x00016f68 0x10018568 5   12   .rdata  utf16le it-it
1073 0x00016f74 0x10018574 5   12   .rdata  utf16le ja-jp
1074 0x00016f80 0x10018580 5   12   .rdata  utf16le ka-ge
1075 0x00016f8c 0x1001858c 5   12   .rdata  utf16le kk-kz
1076 0x00016f98 0x10018598 5   12   .rdata  utf16le kn-in
1077 0x00016fa4 0x100185a4 6   14   .rdata  utf16le kok-in
1078 0x00016fb4 0x100185b4 5   12   .rdata  utf16le ko-kr
1079 0x00016fc0 0x100185c0 5   12   .rdata  utf16le ky-kg
1080 0x00016fcc 0x100185cc 5   12   .rdata  utf16le lt-lt
1081 0x00016fd8 0x100185d8 5   12   .rdata  utf16le lv-lv
1082 0x00016fe4 0x100185e4 5   12   .rdata  utf16le mi-nz
1083 0x00016ff0 0x100185f0 5   12   .rdata  utf16le mk-mk
1084 0x00016ffc 0x100185fc 5   12   .rdata  utf16le ml-in
1085 0x00017008 0x10018608 5   12   .rdata  utf16le mn-mn
1086 0x00017014 0x10018614 5   12   .rdata  utf16le mr-in
1087 0x00017020 0x10018620 5   12   .rdata  utf16le ms-bn
1088 0x0001702c 0x1001862c 5   12   .rdata  utf16le ms-my
1089 0x00017038 0x10018638 5   12   .rdata  utf16le mt-mt
1090 0x00017044 0x10018644 5   12   .rdata  utf16le nb-no
1091 0x00017050 0x10018650 5   12   .rdata  utf16le nl-be
1092 0x0001705c 0x1001865c 5   12   .rdata  utf16le nl-nl
1093 0x00017068 0x10018668 5   12   .rdata  utf16le nn-no
1094 0x00017074 0x10018674 5   12   .rdata  utf16le ns-za
1095 0x00017080 0x10018680 5   12   .rdata  utf16le pa-in
1096 0x0001708c 0x1001868c 5   12   .rdata  utf16le pl-pl
1097 0x00017098 0x10018698 5   12   .rdata  utf16le pt-br
1098 0x000170a4 0x100186a4 5   12   .rdata  utf16le pt-pt
1099 0x000170b0 0x100186b0 6   14   .rdata  utf16le quz-bo
1100 0x000170c0 0x100186c0 6   14   .rdata  utf16le quz-ec
1101 0x000170d0 0x100186d0 6   14   .rdata  utf16le quz-pe
1102 0x000170e0 0x100186e0 5   12   .rdata  utf16le ro-ro
1103 0x000170ec 0x100186ec 5   12   .rdata  utf16le ru-ru
1104 0x000170f8 0x100186f8 5   12   .rdata  utf16le sa-in
1105 0x00017104 0x10018704 5   12   .rdata  utf16le se-fi
1106 0x00017110 0x10018710 5   12   .rdata  utf16le se-no
1107 0x0001711c 0x1001871c 5   12   .rdata  utf16le se-se
1108 0x00017128 0x10018728 5   12   .rdata  utf16le sk-sk
1109 0x00017134 0x10018734 5   12   .rdata  utf16le sl-si
1110 0x00017140 0x10018740 6   14   .rdata  utf16le sma-no
1111 0x00017150 0x10018750 6   14   .rdata  utf16le sma-se
1112 0x00017160 0x10018760 6   14   .rdata  utf16le smj-no
1113 0x00017170 0x10018770 6   14   .rdata  utf16le smj-se
1114 0x00017180 0x10018780 6   14   .rdata  utf16le smn-fi
1115 0x00017190 0x10018790 6   14   .rdata  utf16le sms-fi
1116 0x000171a0 0x100187a0 5   12   .rdata  utf16le sq-al
1117 0x000171ac 0x100187ac 10  22   .rdata  utf16le sr-ba-cyrl
1118 0x000171c4 0x100187c4 10  22   .rdata  utf16le sr-ba-latn
1119 0x000171dc 0x100187dc 10  22   .rdata  utf16le sr-sp-cyrl
1120 0x000171f4 0x100187f4 10  22   .rdata  utf16le sr-sp-latn
1121 0x0001720c 0x1001880c 5   12   .rdata  utf16le sv-fi
1122 0x00017218 0x10018818 5   12   .rdata  utf16le sv-se
1123 0x00017224 0x10018824 5   12   .rdata  utf16le sw-ke
1124 0x00017230 0x10018830 6   14   .rdata  utf16le syr-sy
1125 0x00017240 0x10018840 5   12   .rdata  utf16le ta-in
1126 0x0001724c 0x1001884c 5   12   .rdata  utf16le te-in
1127 0x00017258 0x10018858 5   12   .rdata  utf16le th-th
1128 0x00017264 0x10018864 5   12   .rdata  utf16le tn-za
1129 0x00017270 0x10018870 5   12   .rdata  utf16le tr-tr
1130 0x0001727c 0x1001887c 5   12   .rdata  utf16le tt-ru
1131 0x00017288 0x10018888 5   12   .rdata  utf16le uk-ua
1132 0x00017294 0x10018894 5   12   .rdata  utf16le ur-pk
1133 0x000172a0 0x100188a0 10  22   .rdata  utf16le uz-uz-cyrl
1134 0x000172b8 0x100188b8 10  22   .rdata  utf16le uz-uz-latn
1135 0x000172d0 0x100188d0 5   12   .rdata  utf16le vi-vn
1136 0x000172dc 0x100188dc 5   12   .rdata  utf16le xh-za
1137 0x000172e8 0x100188e8 6   14   .rdata  utf16le zh-chs
1138 0x000172f8 0x100188f8 6   14   .rdata  utf16le zh-cht
1139 0x00017308 0x10018908 5   12   .rdata  utf16le zh-cn
1140 0x00017314 0x10018914 5   12   .rdata  utf16le zh-hk
1141 0x00017320 0x10018920 5   12   .rdata  utf16le zh-mo
1142 0x0001732c 0x1001892c 5   12   .rdata  utf16le zh-sg
1143 0x00017338 0x10018938 5   12   .rdata  utf16le zh-tw
1144 0x00017344 0x10018944 5   12   .rdata  utf16le zu-za
1145 0x00017350 0x10018950 5   6    .rdata  ascii   log10
1146 0x000174a4 0x10018aa4 4   5    .rdata  ascii   lzZ?
1147 0x00017598 0x10018b98 5   6    .rdata  ascii   log10
1148 0x000175a8 0x10018ba8 4   5    .rdata  ascii   asin
1149 0x000175b0 0x10018bb0 4   5    .rdata  ascii   acos
1150 0x000175b8 0x10018bb8 4   5    .rdata  ascii   sqrt
1151 0x000175c8 0x10018bc8 7   16   .rdata  utf16le CONOUT$
1152 0x0001761c 0x10018c1c 4   5    .rdata  ascii   \tk8=
1153 0x0001764b 0x10018c4b 5   6    .rdata  ascii   \tQ*\e=
1154 0x0001765c 0x10018c5c 4   5    .rdata  ascii   b6\b=
1155 0x000176f3 0x10018cf3 4   6    .rdata  utf8    N\vָ? blocks=Basic Latin,Hebrew
1156 0x00017707 0x10018d07 6   7    .rdata  ascii   ?5Wg4p
1157 0x00017719 0x10018d19 4   5    .rdata  ascii   Nv$^
1158 0x00017751 0x10018d51 4   6    .rdata  utf8     <śm blocks=Basic Latin,Latin Extended-A
1159 0x00017789 0x10018d89 4   5    .rdata  ascii   w(@\t
1160 0x000177cb 0x10018dcb 5   6    .rdata  ascii   BC .=
1161 0x000177e9 0x10018de9 4   5    .rdata  ascii   a>-\e
1162 0x00017802 0x10018e02 4   5    .rdata  ascii   (lX 
1163 0x000178cc 0x10018ecc 4   5    .rdata  ascii   #{ =
1164 0x000178d1 0x10018ed1 4   5    .rdata  ascii   `~R=
1165 0x0001790c 0x10018f0c 4   5    .rdata  ascii   }s"=
1166 0x00017912 0x10018f12 4   5    .rdata  ascii   \tE[\n
1167 0x00017919 0x10018f19 5   6    .rdata  ascii   %S#[k
1168 0x00017961 0x10018f61 4   6    .rdata  utf8    x¾/@ blocks=Basic Latin,Latin-1 Supplement
1169 0x0001796a 0x10018f6a 6   7    .rdata  ascii   "B <1=
1170 0x00017979 0x10018f79 4   5    .rdata  ascii   \-!y
1171 0x0001799a 0x10018f9a 6   7    .rdata  ascii   \f#.X'=
1172 0x000179cc 0x10018fcc 4   5    .rdata  ascii   i9+=
1173 0x00017f00 0x10019500 4   5    .rdata  ascii   sinh
1174 0x00017f08 0x10019508 4   5    .rdata  ascii   cosh
1175 0x00017f10 0x10019510 4   5    .rdata  ascii   tanh
1176 0x00017f18 0x10019518 4   5    .rdata  ascii   atan
1177 0x00017f20 0x10019520 5   6    .rdata  ascii   atan2
1178 0x00017f34 0x10019534 4   5    .rdata  ascii   ceil
1179 0x00017f3c 0x1001953c 5   6    .rdata  ascii   floor
1180 0x00017f44 0x10019544 4   5    .rdata  ascii   fabs
1181 0x00017f4c 0x1001954c 4   5    .rdata  ascii   modf
1182 0x00017f54 0x10019554 5   6    .rdata  ascii   ldexp
1183 0x00017f5c 0x1001955c 5   6    .rdata  ascii   _cabs
1184 0x00017f64 0x10019564 6   7    .rdata  ascii   _hypot
1185 0x00017f6c 0x1001956c 4   5    .rdata  ascii   fmod
1186 0x00017f74 0x10019574 5   6    .rdata  ascii   frexp
1187 0x00017f88 0x10019588 5   6    .rdata  ascii   _logb
1188 0x00017f90 0x10019590 10  11   .rdata  ascii   _nextafter
1189 0x00017fb8 0x100195b8 11  12   .rdata  ascii   [MRMRIX2hpp
1190 0x00017fc4 0x100195c4 10  11   .rdata  ascii   yvpqsr2hpp
1191 0x00017fd0 0x100195d0 13  14   .rdata  ascii   MrxivrixStirE
1192 0x00017fe0 0x100195e0 19  20   .rdata  ascii   MrxivrixGpswiLerhpi
1193 0x00018000 0x10019600 16  17   .rdata  ascii   MrxivrixGsrrigxE
1194 0x00018020 0x10019620 16  17   .rdata  ascii   LxxtStirViuyiwxE
1195 0x00018040 0x10019640 16  17   .rdata  ascii   LxxtWirhViuyiwxE
1196 0x00018060 0x10019660 18  19   .rdata  ascii   YVPHs{rpsehXsJmpiE
1197 0x00018080 0x10019680 20  21   .rdata  ascii   HipixiYvpGegliIrxv}E
1198 0x00018098 0x10019698 12  13   .rdata  ascii   Oivrip762hpp
1199 0x000180b0 0x100196b0 24  25   .rdata  ascii   GviexiXssplipt76Wretwlsx
1200 0x000180cc 0x100196cc 14  15   .rdata  ascii   Tvsgiww76Jmvwx
1201 0x000180dc 0x100196dc 13  14   .rdata  ascii   Tvsgiww76Ri|x
1202 0x000180ec 0x100196ec 12  13   .rdata  ascii   PsehPmfvev}E
1203 0x00018100 0x10019700 135 136  .rdata  ascii   Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36,gzip(gfe),gzip(gfe)
1204 0x0001818c 0x1001978c 23  24   .rdata  ascii   /register.php?WORD=com_
1205 0x000181a4 0x100197a4 6   7    .rdata  ascii   &NOTE=
1206 0x000181ac 0x100197ac 8   9    .rdata  ascii   HTTP/1.1
1207 0x000181b8 0x100197b8 8   9    .rdata  ascii   my agent
1208 0x000181c4 0x100197c4 15  16   .rdata  ascii   /join.php?file=
1209 0x000181d4 0x100197d4 14  15   .rdata  ascii   IsWow64Process
1210 0x000181e4 0x100197e4 12  13   .rdata  ascii   kernel32.dll
1211 0x000181f4 0x100197f4 24  25   .rdata  ascii   %02X%02X%02X%02X%02X%02X
1212 0x00018210 0x10019810 8   9    .rdata  ascii   00000000
1213 0x00018228 0x10019828 71  72   .rdata  ascii   Build Number : %d, Major version : %d, Minor version : %d, Bit : %d.%d\n
1214 0x00018270 0x10019870 14  15   .rdata  ascii   http://%s%s/%s
1215 0x00018280 0x10019880 64  65   .rdata  ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/
1216 0x000182c5 0x100198c5 5   6    .rdata  ascii   0\aw,a
1217 0x00018324 0x10019924 4   6    .rdata  utf8    (kdz
1218 0x00018341 0x10019941 4   5    .rdata  ascii    n;^
1219 0x00018393 0x10019993 4   6    .rdata  utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
1220 0x000183f4 0x100199f4 4   5    .rdata  ascii   -=m\b
1221 0x00018401 0x10019a01 6   7    .rdata  ascii   Qkkbal
1222 0x00018439 0x10019a39 4   6    .rdata  utf8    |ӌeL blocks=Basic Latin,Cyrillic
1223 0x00018477 0x10019a77 4   5    .rdata  ascii   3_L\n
1224 0x000184cd 0x10019acd 4   6    .rdata  utf8    ұt9G blocks=Cyrillic,Basic Latin
1225 0x000184e8 0x10019ae8 4   5    .rdata  ascii   >jm\r
1226 0x000184ed 0x10019aed 4   5    .rdata  ascii   Zjz\v
1227 0x0001850f 0x10019b0f 4   5    .rdata  ascii   i]Wb
1228 0x0001851e 0x10019b1e 4   5    .rdata  ascii   knv\e
1229 0x00018525 0x10019b25 4   6    .rdata  utf8    +ӉZz blocks=Basic Latin,Cyrillic
1230 0x000185c6 0x10019bc6 5   8    .rdata  utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
1231 0x0001864f 0x10019c4f 4   5    .rdata  ascii   9a&g
1232 0x00018658 0x10019c58 4   5    .rdata  ascii   MGiI
1233 0x0001865d 0x10019c5d 6   8    .rdata  utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
1234 0x0001869f 0x10019c9f 4   5    .rdata  ascii   #.zf
1235 0x000186ad 0x10019cad 4   5    .rdata  ascii   +o*7
1236 0x000186bf 0x10019cbf 13  14   .rdata  ascii   -i|tpsviv2i|i
1237 0x000186d0 0x10019cd0 5   6    .rdata  ascii   komad
1238 0x000186dc 0x10019cdc 8   9    .rdata  ascii   i|xw2jqx
1239 0x000186e8 0x10019ce8 12  13   .rdata  ascii   vyrhpp762i|i
1240 0x000186f8 0x10019cf8 9   10   .rdata  ascii   KvetLsywi
1241 0x00018704 0x10019d04 13  14   .rdata  ascii   %s\%s "%s",%s
1242 0x00018714 0x10019d14 5   6    .rdata  ascii   evmeO
1243 0x0001871c 0x10019d1c 6   7    .rdata  ascii   evmeOX
1244 0x00018728 0x10019d28 10  11   .rdata  ascii   GrapeHouse
1245 0x00018734 0x10019d34 9   10   .rdata  ascii   hhpszi2ov
1246 0x00018740 0x10019d40 9   10   .rdata  ascii   3ffw3hexe
1247 0x0001874c 0x10019d4c 14  15   .rdata  ascii   3ffw3hexe3jsrx
1248 0x00018760 0x10019d60 16  17   .rdata  ascii   3ffw3hexe3l}fvmh
1249 0x00018780 0x10019d80 19  20   .rdata  ascii   Qmgvswsjx``I|xjsrxw
1250 0x00018794 0x10019d94 7   8    .rdata  ascii   jsrxglo
1251 0x000187a0 0x10019da0 9   10   .rdata  ascii   %s\%s.dll
1252 0x000187ac 0x10019dac 11  12   .rdata  ascii   %s\%s%d.dll
1253 0x000187b8 0x10019db8 6   7    .rdata  ascii   qwjsrx
1254 0x000187c0 0x10019dc0 49  50   .rdata  ascii   WSJX[EVI``Qmgvswsjx``[mrhs{w``GyvvirxZivwmsr``Vyr
1255 0x00018a62 0x1001a062 4   5    .rdata  ascii   i65&
1256 0x00018a73 0x1001a073 4   5    .rdata  ascii   /Y\ai
1257 0x00018cd1 0x1001a2d1 4   5    .rdata  ascii   i_\r\r
1258 0x00018cdc 0x1001a2dc 6   8    .rdata  utf8    }ۼY2J\b blocks=Basic Latin,Arabic
1259 0x00018cf2 0x1001a2f2 4   5    .rdata  ascii   {kR%
1260 0x000193f2 0x1001a9f2 11  12   .rdata  ascii   Freedom.dll
1261 0x000193fe 0x1001a9fe 9   10   .rdata  ascii   GrapHouse
1262 0x00019606 0x1001ac06 12  13   .rdata  ascii   LoadLibraryA
1263 0x00019616 0x1001ac16 14  15   .rdata  ascii   GetProcAddress
1264 0x00019628 0x1001ac28 11  12   .rdata  ascii   CloseHandle
1265 0x00019636 0x1001ac36 16  17   .rdata  ascii   GetModuleHandleA
1266 0x0001964a 0x1001ac4a 11  12   .rdata  ascii   OpenProcess
1267 0x00019658 0x1001ac58 14  15   .rdata  ascii   VirtualAllocEx
1268 0x0001966a 0x1001ac6a 18  19   .rdata  ascii   WriteProcessMemory
1269 0x00019680 0x1001ac80 18  19   .rdata  ascii   CreateRemoteThread
1270 0x00019696 0x1001ac96 19  20   .rdata  ascii   WaitForSingleObject
1271 0x000196ac 0x1001acac 12  13   .rdata  ascii   GetLastError
1272 0x000196bc 0x1001acbc 17  18   .rdata  ascii   GetCurrentProcess
1273 0x000196d0 0x1001acd0 18  19   .rdata  ascii   GetModuleFileNameA
1274 0x000196e6 0x1001ace6 21  22   .rdata  ascii   GetVolumeInformationA
1275 0x000196fe 0x1001acfe 12  13   .rdata  ascii   GetTickCount
1276 0x0001970e 0x1001ad0e 10  11   .rdata  ascii   GetVersion
1277 0x0001971c 0x1001ad1c 19  20   .rdata  ascii   GetNativeSystemInfo
1278 0x00019732 0x1001ad32 12  13   .rdata  ascii   GetTempPathA
1279 0x00019742 0x1001ad42 16  17   .rdata  ascii   GetTempFileNameA
1280 0x00019756 0x1001ad56 11  12   .rdata  ascii   CreateFileA
1281 0x00019764 0x1001ad64 11  12   .rdata  ascii   GetFileSize
1282 0x00019772 0x1001ad72 8   9    .rdata  ascii   ReadFile
1283 0x0001977e 0x1001ad7e 11  12   .rdata  ascii   DeleteFileA
1284 0x0001978c 0x1001ad8c 9   10   .rdata  ascii   WriteFile
1285 0x00019798 0x1001ad98 12  13   .rdata  ascii   CreateMutexA
1286 0x000197a8 0x1001ada8 25  26   .rdata  ascii   DisableThreadLibraryCalls
1287 0x000197c4 0x1001adc4 5   6    .rdata  ascii   Sleep
1288 0x000197cc 0x1001adcc 19  20   .rdata  ascii   GetSystemDirectoryA
1289 0x000197e2 0x1001ade2 14  15   .rdata  ascii   CreateProcessA
1290 0x000197f4 0x1001adf4 16  17   .rdata  ascii   CreateDirectoryA
1291 0x00019808 0x1001ae08 9   10   .rdata  ascii   CopyFileA
1292 0x00019814 0x1001ae14 11  12   .rdata  ascii   MoveFileExA
1293 0x00019822 0x1001ae22 9   10   .rdata  ascii   FindClose
1294 0x0001982c 0x1001ae2c 12  13   .rdata  ascii   KERNEL32.dll
1295 0x0001983c 0x1001ae3c 13  14   .rdata  ascii   RegOpenKeyExA
1296 0x0001984c 0x1001ae4c 14  15   .rdata  ascii   RegSetValueExA
1297 0x0001985e 0x1001ae5e 11  12   .rdata  ascii   RegCloseKey
1298 0x0001986a 0x1001ae6a 12  13   .rdata  ascii   ADVAPI32.dll
1299 0x0001987a 0x1001ae7a 16  17   .rdata  ascii   SHGetFolderPathA
1300 0x0001988c 0x1001ae8c 11  12   .rdata  ascii   SHELL32.dll
1301 0x0001989a 0x1001ae9a 15  16   .rdata  ascii   GetAdaptersInfo
1302 0x000198aa 0x1001aeaa 12  13   .rdata  ascii   IPHLPAPI.DLL
1303 0x000198ba 0x1001aeba 24  25   .rdata  ascii   UnhandledExceptionFilter
1304 0x000198d6 0x1001aed6 27  28   .rdata  ascii   SetUnhandledExceptionFilter
1305 0x000198f4 0x1001aef4 16  17   .rdata  ascii   TerminateProcess
1306 0x00019908 0x1001af08 25  26   .rdata  ascii   IsProcessorFeaturePresent
1307 0x00019924 0x1001af24 23  24   .rdata  ascii   QueryPerformanceCounter
1308 0x0001993e 0x1001af3e 19  20   .rdata  ascii   GetCurrentProcessId
1309 0x00019954 0x1001af54 18  19   .rdata  ascii   GetCurrentThreadId
1310 0x0001996a 0x1001af6a 23  24   .rdata  ascii   GetSystemTimeAsFileTime
1311 0x00019984 0x1001af84 19  20   .rdata  ascii   InitializeSListHead
1312 0x0001999a 0x1001af9a 17  18   .rdata  ascii   IsDebuggerPresent
1313 0x000199ae 0x1001afae 15  16   .rdata  ascii   GetStartupInfoW
1314 0x000199c0 0x1001afc0 16  17   .rdata  ascii   GetModuleHandleW
1315 0x000199d4 0x1001afd4 9   10   .rdata  ascii   RtlUnwind
1316 0x000199e0 0x1001afe0 21  22   .rdata  ascii   InterlockedFlushSList
1317 0x000199f8 0x1001aff8 14  15   .rdata  ascii   RaiseException
1318 0x00019a0a 0x1001b00a 12  13   .rdata  ascii   SetLastError
1319 0x00019a1a 0x1001b01a 13  14   .rdata  ascii   EncodePointer
1320 0x00019a2a 0x1001b02a 20  21   .rdata  ascii   EnterCriticalSection
1321 0x00019a42 0x1001b042 20  21   .rdata  ascii   LeaveCriticalSection
1322 0x00019a5a 0x1001b05a 21  22   .rdata  ascii   DeleteCriticalSection
1323 0x00019a72 0x1001b072 37  38   .rdata  ascii   InitializeCriticalSectionAndSpinCount
1324 0x00019a9a 0x1001b09a 8   9    .rdata  ascii   TlsAlloc
1325 0x00019aa6 0x1001b0a6 11  12   .rdata  ascii   TlsGetValue
1326 0x00019ab4 0x1001b0b4 11  12   .rdata  ascii   TlsSetValue
1327 0x00019ac2 0x1001b0c2 7   8    .rdata  ascii   TlsFree
1328 0x00019acc 0x1001b0cc 11  12   .rdata  ascii   FreeLibrary
1329 0x00019ada 0x1001b0da 14  15   .rdata  ascii   LoadLibraryExW
1330 0x00019aec 0x1001b0ec 12  13   .rdata  ascii   CreateThread
1331 0x00019afc 0x1001b0fc 10  11   .rdata  ascii   ExitThread
1332 0x00019b0a 0x1001b10a 24  25   .rdata  ascii   FreeLibraryAndExitThread
1333 0x00019b26 0x1001b126 18  19   .rdata  ascii   GetModuleHandleExW
1334 0x00019b3c 0x1001b13c 11  12   .rdata  ascii   ExitProcess
1335 0x00019b4a 0x1001b14a 19  20   .rdata  ascii   MultiByteToWideChar
1336 0x00019b60 0x1001b160 19  20   .rdata  ascii   WideCharToMultiByte
1337 0x00019b76 0x1001b176 8   9    .rdata  ascii   HeapFree
1338 0x00019b82 0x1001b182 9   10   .rdata  ascii   HeapAlloc
1339 0x00019b8e 0x1001b18e 6   7    .rdata  ascii   GetACP
1340 0x00019b98 0x1001b198 12  13   .rdata  ascii   GetStdHandle
1341 0x00019ba8 0x1001b1a8 11  12   .rdata  ascii   GetFileType
1342 0x00019bb6 0x1001b1b6 12  13   .rdata  ascii   SetStdHandle
1343 0x00019bc6 0x1001b1c6 16  17   .rdata  ascii   SetFilePointerEx
1344 0x00019bda 0x1001b1da 14  15   .rdata  ascii   GetConsoleMode
1345 0x00019bec 0x1001b1ec 12  13   .rdata  ascii   LCMapStringW
1346 0x00019bfc 0x1001b1fc 16  17   .rdata  ascii   FindFirstFileExA
1347 0x00019c10 0x1001b210 13  14   .rdata  ascii   FindNextFileA
1348 0x00019c20 0x1001b220 15  16   .rdata  ascii   IsValidCodePage
1349 0x00019c32 0x1001b232 8   9    .rdata  ascii   GetOEMCP
1350 0x00019c3e 0x1001b23e 9   10   .rdata  ascii   GetCPInfo
1351 0x00019c4a 0x1001b24a 15  16   .rdata  ascii   GetCommandLineA
1352 0x00019c5c 0x1001b25c 15  16   .rdata  ascii   GetCommandLineW
1353 0x00019c6e 0x1001b26e 22  23   .rdata  ascii   GetEnvironmentStringsW
1354 0x00019c88 0x1001b288 23  24   .rdata  ascii   FreeEnvironmentStringsW
1355 0x00019ca2 0x1001b2a2 14  15   .rdata  ascii   GetProcessHeap
1356 0x00019cb4 0x1001b2b4 14  15   .rdata  ascii   GetStringTypeW
1357 0x00019cc6 0x1001b2c6 11  12   .rdata  ascii   CreateFileW
1358 0x00019cd4 0x1001b2d4 16  17   .rdata  ascii   FlushFileBuffers
1359 0x00019ce8 0x1001b2e8 12  13   .rdata  ascii   GetConsoleCP
1360 0x00019cf8 0x1001b2f8 8   9    .rdata  ascii   HeapSize
1361 0x00019d04 0x1001b304 11  12   .rdata  ascii   HeapReAlloc
1362 0x00019d12 0x1001b312 13  14   .rdata  ascii   DecodePointer
1363 0x00019d22 0x1001b322 13  14   .rdata  ascii   WriteConsoleW
1364 0x0001a032 0x1001c232 26  27   .data   ascii                             
1365 0x0001a119 0x1001c319 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1366 0x0001a139 0x1001c339 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1367 0x0001a34a 0x1001c54a 26  27   .data   ascii                             
1368 0x0001a42a 0x1001c62a 26  27   .data   ascii   abcdefghijklmnopqrstuvwxyz
1369 0x0001a44a 0x1001c64a 26  27   .data   ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZ
1370 0x0001a578 0x1001c778 19  20   .data   ascii   .?AVbad_alloc@std@@
1371 0x0001a594 0x1001c794 19  20   .data   ascii   .?AVexception@std@@
1372 0x0001a5b0 0x1001c7b0 30  31   .data   ascii   .?AVbad_array_new_length@std@@
1373 0x0001a5d8 0x1001c7d8 15  16   .data   ascii   .?AVtype_info@@
1374 0x0001a5f0 0x1001c7f0 23  24   .data   ascii   .?AVbad_exception@std@@
1375 0x0001a914 0x1001e114 4   5    .vmp0   ascii   \ra [
1376 0x0001aa42 0x1001e242 4   5    .vmp0   ascii   1-\bs
1377 0x0001aab2 0x1001e2b2 4   5    .vmp0   ascii   SMB@
1378 0x0001ab06 0x1001e306 4   6    .vmp0   utf8    D\r3À blocks=Basic Latin,Latin-1 Supplement
1379 0x0001ab28 0x1001e328 6   7    .vmp0   ascii   V@e$f;
1380 0x0001ab7c 0x1001e37c 4   6    .vmp0   utf8    ؘ=(z blocks=Arabic,Basic Latin
1381 0x0001ad34 0x1001e534 4   5    .vmp0   ascii   v|)M
1382 0x0001ae37 0x1001e637 5   6    .vmp0   ascii   of%Xh
1383 0x0001ae77 0x1001e677 6   8    .vmp0   utf8    ƸngW5@ blocks=Latin Extended-B,Basic Latin
1384 0x0001aeb0 0x1001e6b0 4   5    .vmp0   ascii   f5ID
1385 0x0001af0e 0x1001e70e 4   5    .vmp0   ascii   U=lm
1386 0x0001af23 0x1001e723 4   6    .vmp0   utf8    #ċD% blocks=Basic Latin,Latin Extended-A
1387 0x0001af9c 0x1001e79c 4   6    .vmp0   utf8    Zf;ʁ blocks=Basic Latin,IPA Extensions
1388 0x0001afaa 0x1001e7aa 4   5    .vmp0   ascii   +jT(
1389 0x0001b1f2 0x1001e9f2 5   6    .vmp0   ascii   "a\ekf
1390 0x0001b201 0x1001ea01 4   6    .vmp0   utf8    \vOD%
