[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
359   0x000047d3 0x004053d3 4   5    .text   ascii   L$P3
360   0x0000480c 0x0040540c 8   10   .text   utf8    3ĉD$XSVW blocks=Basic Latin,Latin Extended-A
361   0x0000481e 0x0040541e 4   5    .text   ascii   D$pd
362   0x00004838 0x00405438 4   5    .text   ascii   D$ 3
363   0x00004857 0x00405457 4   5    .text   ascii   T$8R
364   0x0000486b 0x0040546b 4   5    .text   ascii   D$$P
365   0x00004870 0x00405470 4   5    .text   ascii   L$8Q
366   0x00004889 0x00405489 4   5    .text   ascii   L$ ;
367   0x000048b6 0x004054b6 6   7    .text   ascii   L$,9L$
368   0x000048eb 0x004054eb 4   5    .text   ascii   L$pd
369   0x000048f5 0x004054f5 4   5    .text   ascii   Y_^[
370   0x000048fa 0x004054fa 4   5    .text   ascii   L$X3
371   0x0000492c 0x0040552c 8   10   .text   utf8    3ĉD$XSVW blocks=Basic Latin,Latin Extended-A
372   0x0000493e 0x0040553e 4   5    .text   ascii   D$pd
373   0x00004958 0x00405558 4   5    .text   ascii   D$ 3
374   0x00004977 0x00405577 4   5    .text   ascii   T$8R
375   0x0000498b 0x0040558b 4   5    .text   ascii   D$$P
376   0x00004990 0x00405590 4   5    .text   ascii   L$8Q
377   0x000049a9 0x004055a9 4   5    .text   ascii   L$ ;
378   0x000049d6 0x004055d6 6   7    .text   ascii   L$,9L$
379   0x00004a0b 0x0040560b 4   5    .text   ascii   L$pd
380   0x00004a15 0x00405615 4   5    .text   ascii   Y_^[
381   0x00004a1a 0x0040561a 4   5    .text   ascii   L$X3
382   0x00004a4c 0x0040564c 8   10   .text   utf8    3ĉD$8SVW blocks=Basic Latin,Latin Extended-A
383   0x00004a5e 0x0040565e 4   5    .text   ascii   D$Pd
384   0x00004a8c 0x0040568c 4   5    .text   ascii   |$XP
385   0x00004a95 0x00405695 4   5    .text   ascii   T$0R
386   0x00004ad5 0x004056d5 4   5    .text   ascii   T$$R
387   0x00004ada 0x004056da 4   5    .text   ascii   D$4P
388   0x00004b01 0x00405701 6   7    .text   ascii   L$(9L$
389   0x00004b36 0x00405736 4   5    .text   ascii   L$Pd
390   0x00004b40 0x00405740 4   5    .text   ascii   Y_^[
391   0x00004b45 0x00405745 4   5    .text   ascii   L$83
392   0x00004b79 0x00405779 4   5    .text   ascii   D$\fd
393   0x00004bad 0x004057ad 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
394   0x00004be9 0x004057e9 4   5    .text   ascii   D$\fd
395   0x00004c1d 0x0040581d 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
396   0x00004c44 0x00405844 6   8    .text   utf8    L$\b3\tF
397   0x00004c57 0x00405857 5   6    .text   ascii   D$\fPQ
398   0x00004d0d 0x0040590d 4   5    .text   ascii   WUQP
399   0x00004d42 0x00405942 4   5    .text   ascii   \$\bV
400   0x00004e00 0x00405a00 5   6    .text   ascii   PQSVW
401   0x00004e42 0x00405a42 4   5    .text   ascii   Y_^[
402   0x00004e62 0x00405a62 4   5    .text   ascii   \bSVW
403   0x00004e6a 0x00405a6a 4   6    .text   utf8    3ۉ\$ blocks=Basic Latin,Arabic
404   0x00004edd 0x00405add 4   5    .text   ascii   PQVW
405   0x00004fcb 0x00405bcb 4   5    .text   ascii   D$Pd
406   0x00004ffb 0x00405bfb 4   5    .text   ascii   D$\fP
407   0x00005016 0x00405c16 4   5    .text   ascii   \$Xh
408   0x0000501f 0x00405c1f 4   5    .text   ascii   L$,Q
409   0x00005096 0x00405c96 9   11   .text   utf8    3ĉD$`SUVW blocks=Basic Latin,Latin Extended-A
410   0x000050a9 0x00405ca9 4   5    .text   ascii   D$xd
411   0x000050ba 0x00405cba 4   5    .text   ascii   D$8P
412   0x000050dc 0x00405cdc 5   7    .text   utf8    t$$Ǆ$ blocks=Basic Latin,Latin Extended-B
413   0x000050eb 0x00405ceb 4   5    .text   ascii   L$8;
414   0x00005104 0x00405d04 5   7    .text   utf8    ЍL$XQ blocks=Cyrillic,Basic Latin
415   0x00005125 0x00405d25 4   6    .text   utf8    ЈD$4 blocks=Cyrillic,Basic Latin
416   0x00005146 0x00405d46 6   7    .text   ascii   <+t\b<-
417   0x00005166 0x00405d66 4   5    .text   ascii   WjeU
418   0x0000516f 0x00405d6f 4   5    .text   ascii   D$%e
419   0x0000521b 0x00405e1b 4   5    .text   ascii   j0V+
420   0x0000527d 0x00405e7d 6   8    .text   utf8    9D$pǄ$ blocks=Basic Latin,Latin Extended-B
421   0x0000528f 0x00405e8f 7   8    .text   ascii   l$\9D$T
422   0x00005297 0x00405e97 4   5    .text   ascii   D$@s
423   0x000052e5 0x00405ee5 5   7    .text   utf8    uЃ|$T blocks=Basic Latin,Cyrillic
424   0x000052ed 0x00405eed 4   5    .text   ascii   l$@s
425   0x000052f7 0x00405ef7 5   7    .text   utf8    T$PǄ$ blocks=Basic Latin,Latin Extended-B
426   0x00005336 0x00405f36 6   8    .text   utf8    v\b+ȉL$ blocks=Basic Latin,Latin Extended-B
427   0x0000538a 0x00405f8a 4   5    .text   ascii   D$4P
428   0x00005425 0x00406025 4   5    .text   ascii   D$4P
429   0x0000547c 0x0040607c 5   7    .text   utf8    L$4+Ń blocks=Basic Latin,Latin Extended-A
430   0x000054c3 0x004060c3 4   5    .text   ascii   L$4Q
431   0x000054f4 0x004060f4 4   5    .text   ascii   T$4R
432   0x00005521 0x00406121 4   5    .text   ascii   L$4Q
433   0x0000554b 0x0040614b 4   5    .text   ascii   RjeU
434   0x00005560 0x00406160 5   7    .text   utf8    L$4+Ń blocks=Basic Latin,Latin Extended-A
435   0x00005569 0x00406169 4   5    .text   ascii   D$$Q
436   0x000055a7 0x004061a7 4   5    .text   ascii   L$4Q
437   0x000055eb 0x004061eb 4   5    .text   ascii   L$8Q
438   0x00005654 0x00406254 4   5    .text   ascii   L$4Q
439   0x0000568e 0x0040628e 4   5    .text   ascii   D$ V
440   0x000056a7 0x004062a7 6   7    .text   ascii   9|$Tr\r
441   0x000056ae 0x004062ae 4   5    .text   ascii   T$@R
442   0x000056ca 0x004062ca 5   7    .text   utf8    \$@Ǆ$ blocks=Basic Latin,Latin Extended-B
443   0x000056d8 0x004062d8 6   7    .text   ascii   9|$pr\r
444   0x000056df 0x004062df 4   5    .text   ascii   D$\P
445   0x000056f8 0x004062f8 5   7    .text   utf8    ƋL$xd blocks=Latin Extended-B,Basic Latin
446   0x00005704 0x00406304 5   6    .text   ascii   Y_^][
447   0x0000570a 0x0040630a 4   5    .text   ascii   L$`3
448   0x000057c6 0x004063c6 9   11   .text   utf8    3ĉD$@SUVW blocks=Basic Latin,Latin Extended-A
449   0x000057d9 0x004063d9 4   5    .text   ascii   D$Xd
450   0x000057e3 0x004063e3 4   5    .text   ascii   D$(P
451   0x000057f2 0x004063f2 6   8    .text   utf8    3ۉ\$`P blocks=Basic Latin,Arabic
452   0x00005810 0x00406410 4   5    .text   ascii   L$(;
453   0x00005829 0x00406429 5   7    .text   utf8    ЍL$8Q blocks=Cyrillic,Basic Latin
454   0x00005840 0x00406440 8   9    .text   ascii   \a<+t#<-t
455   0x00005854 0x00406454 4   5    .text   ascii   <Xu\n
456   0x0000596c 0x0040656c 4   5    .text   ascii   L$l3
457   0x00005995 0x00406595 4   5    .text   ascii   D$<P
458   0x000059b6 0x004065b6 4   5    .text   ascii   L$8+
459   0x000059df 0x004065df 4   5    .text   ascii   T$l3
460   0x000059f8 0x004065f8 4   6    .text   utf8    ҋL$| blocks=Cyrillic,Basic Latin
461   0x00005a06 0x00406606 5   6    .text   ascii   D$ PQ
462   0x00005a19 0x00406619 4   5    .text   ascii   D$@P
463   0x00005a6a 0x0040666a 4   5    .text   ascii   T$<R
464   0x00005a76 0x00406676 5   7    .text   utf8    3\tD$L
465   0x00005a89 0x00406689 5   7    .text   utf8    ǋL$Xd blocks=Latin Extended-B,Basic Latin
466   0x00005a95 0x00406695 5   6    .text   ascii   Y_^][
467   0x00005a9b 0x0040669b 4   5    .text   ascii   L$@3
468   0x00005ab2 0x004066b2 4   5    .text   ascii   l$\bV
469   0x00005b36 0x00406736 9   11   .text   utf8    3ĉD$TSUVW blocks=Basic Latin,Latin Extended-A
470   0x00005b49 0x00406749 4   5    .text   ascii   D$ld
471   0x00005b53 0x00406753 4   6    .text   utf8    ًD$| blocks=Arabic,Basic Latin
472   0x00005ba6 0x004067a6 4   6    .text   utf8    ЈD$\e blocks=Cyrillic,Basic Latin
473   0x00005bba 0x004067ba 7   8    .text   ascii   uc8F\bu:
474   0x00005bfc 0x004067fc 5   6    .text   ascii   F\t<+u
475   0x00005c69 0x00406869 5   6    .text   ascii   8F\bu:
476   0x00005ca9 0x004068a9 5   6    .text   ascii   ~\t0uR
477   0x00005cc6 0x004068c6 4   5    .text   ascii   <xt\t
478   0x00005d1f 0x0040691f 4   5    .text   ascii   D$,\n
479   0x00005d74 0x00406974 5   6    .text   ascii   A 98t
480   0x00005d7b 0x0040697b 6   7    .text   ascii   Q09:~\a
481   0x00005dae 0x004069ae 4   5    .text   ascii   QRhX
482   0x00005de6 0x004069e6 4   5    .text   ascii   ;l$D
483   0x00005dff 0x004069ff 5   6    .text   ascii   9\$Hs
484   0x00005e13 0x00406a13 5   6    .text   ascii   ;l$Dv
485   0x00005e1e 0x00406a1e 4   5    .text   ascii   9\$H
486   0x00005e23 0x00406a23 4   5    .text   ascii   D$4s
487   0x00005e31 0x00406a31 6   7    .text   ascii   ~;l$Dv
488   0x00005e43 0x00406a43 4   5    .text   ascii   D$4s
489   0x00005e70 0x00406a70 5   6    .text   ascii   A 98t
490   0x00005e77 0x00406a77 6   7    .text   ascii   Q09:~\a
491   0x00005e9c 0x00406a9c 7   8    .text   ascii   8^\tudWj
492   0x00005eb8 0x00406ab8 6   7    .text   ascii   A 98t\e
493   0x00005ebf 0x00406abf 5   6    .text   ascii   Q09:~
494   0x00005f07 0x00406b07 7   8    .text   ascii   t*;l$Dv
495   0x00005f1a 0x00406b1a 4   5    .text   ascii   D$4s
496   0x00005f3c 0x00406b3c 5   6    .text   ascii   9|$ds
497   0x00005f5c 0x00406b5c 7   8    .text   ascii   t ;l$Dv
498   0x00005f69 0x00406b69 4   5    .text   ascii   9|$H
499   0x00005f6e 0x00406b6e 4   5    .text   ascii   D$4s
500   0x00005f79 0x00406b79 5   6    .text   ascii   :\f(uB
501   0x00005f80 0x00406b80 7   8    .text   ascii   u ;l$Dv
502   0x00005f8d 0x00406b8d 4   5    .text   ascii   9|$H
503   0x00005f92 0x00406b92 4   5    .text   ascii   D$4s
504   0x00005fcc 0x00406bcc 6   7    .text   ascii   9|$Hr\r
505   0x00005fd3 0x00406bd3 4   5    .text   ascii   D$4P
506   0x00005ffa 0x00406bfa 6   7    .text   ascii   9|$dr\r
507   0x00006001 0x00406c01 4   5    .text   ascii   L$PQ
508   0x0000601f 0x00406c1f 4   5    .text   ascii   L$ld
509   0x00006029 0x00406c29 5   6    .text   ascii   Y_^][
510   0x0000602f 0x00406c2f 4   5    .text   ascii   L$T3
511   0x00006056 0x00406c56 9   11   .text   utf8    3ĉD$`SUVW blocks=Basic Latin,Latin Extended-A
512   0x00006069 0x00406c69 4   5    .text   ascii   D$xd
513   0x00006098 0x00406c98 4   5    .text   ascii   D$XP
514   0x0000609d 0x00406c9d 4   6    .text   utf8    ˉ\$8 blocks=Spacing Modifier Letters,Basic Latin
515   0x000060c2 0x00406cc2 7   8    .text   ascii   uc8F\bu:
516   0x00006104 0x00406d04 4   5    .text   ascii   ~\t+u
517   0x0000612c 0x00406d2c 4   6    .text   utf8    T$\3
518   0x000061b7 0x00406db7 5   6    .text   ascii   |$$u4
519   0x000061fa 0x00406dfa 5   6    .text   ascii   8^\bu4
520   0x0000626d 0x00406e6d 8   9    .text   ascii   |$$;l$Pv
521   0x00006281 0x00406e81 4   5    .text   ascii   D$@s
522   0x0000628e 0x00406e8e 7   8    .text   ascii   t_;l$Pv
523   0x000062a1 0x00406ea1 4   5    .text   ascii   D$@s
524   0x000062af 0x00406eaf 6   7    .text   ascii   ?;l$Pv
525   0x000062c1 0x00406ec1 4   5    .text   ascii   D$@s
526   0x000062c7 0x00406ec7 4   5    .text   ascii   D$@8
527   0x000062cc 0x00406ecc 9   10   .text   ascii   (tr8\$/tl
528   0x000062da 0x00406eda 8   9    .text   ascii   :D$/uaSj
529   0x00006343 0x00406f43 7   8    .text   ascii   t);l$Pv
530   0x00006356 0x00406f56 4   5    .text   ascii   D$@s
531   0x0000635c 0x00406f5c 4   5    .text   ascii   D$@8
532   0x00006374 0x00406f74 4   5    .text   ascii   \$\s
533   0x0000639c 0x00406f9c 7   8    .text   ascii   t ;l$Pv
534   0x000063a9 0x00406fa9 4   5    .text   ascii   9|$T
535   0x000063ae 0x00406fae 4   5    .text   ascii   D$@s
536   0x000063b8 0x00406fb8 6   7    .text   ascii   \v:\f(u/
537   0x000063c0 0x00406fc0 7   8    .text   ascii   u ;l$Pv
538   0x000063cd 0x00406fcd 4   5    .text   ascii   9|$T
539   0x000063d2 0x00406fd2 4   5    .text   ascii   D$@s
540   0x000063fa 0x00406ffa 6   7    .text   ascii   9|$Tr\r
541   0x00006401 0x00407001 4   5    .text   ascii   D$@P
542   0x0000643f 0x0040703f 4   5    .text   ascii   l$$3
543   0x00006444 0x00407044 5   6    .text   ascii   8^\bu4
544   0x00006487 0x00407087 5   6    .text   ascii   8^\bu4
545   0x000064d9 0x004070d9 5   6    .text   ascii   8^\bu4
546   0x00006513 0x00407113 4   5    .text   ascii   ~\t0u
547   0x0000651a 0x0040711a 7   8    .text   ascii   tL8^\bu4
548   0x000065ef 0x004071ef 5   6    .text   ascii   8F\bu:
549   0x000066b5 0x004072b5 7   9    .text   utf8    l$03ۀ~\b blocks=Basic Latin,Arabic
550   0x000066f5 0x004072f5 5   6    .text   ascii   ~\t0u[
551   0x00006819 0x00407419 6   7    .text   ascii   |$$$}U
552   0x00006900 0x00407500 5   6    .text   ascii   A 9(t
553   0x00006907 0x00407507 6   7    .text   ascii   Q09*~\a
554   0x0000692d 0x0040752d 6   7    .text   ascii   F\t<etF
555   0x00006941 0x00407541 5   6    .text   ascii   A 9(t
556   0x00006948 0x00407548 6   7    .text   ascii   Q09*~\a
557   0x00006986 0x00407586 4   6    .text   utf8    ;͉\$ blocks=Basic Latin,Combining Diacritical Marks
558   0x0000698f 0x0040758f 6   7    .text   ascii   A 9(t\e
559   0x00006996 0x00407596 5   6    .text   ascii   Q09*~
560   0x000069df 0x004075df 5   6    .text   ascii   8F\bu4
561   0x000069ec 0x004075ec 5   6    .text   ascii   A 9(t
562   0x000069f3 0x004075f3 6   7    .text   ascii   Q09*~\a
563   0x00006a19 0x00407619 5   6    .text   ascii   ~\t+u?
564   0x00006a27 0x00407627 4   6    .text   utf8    ;͉\$ blocks=Basic Latin,Combining Diacritical Marks
565   0x00006a34 0x00407634 4   5    .text   ascii   A 9(
566   0x00006a3f 0x0040763f 4   5    .text   ascii   Q09*
567   0x00006a6b 0x0040766b 5   6    .text   ascii   A 9(t
568   0x00006a72 0x00407672 6   7    .text   ascii   Q09*~\a
569   0x00006a98 0x00407698 5   6    .text   ascii   ~\t-uL
570   0x00006aa6 0x004076a6 4   6    .text   utf8    ;͉\$ blocks=Basic Latin,Combining Diacritical Marks
571   0x00006aaf 0x004076af 6   7    .text   ascii   A 9(t\e
572   0x00006ab6 0x004076b6 5   6    .text   ascii   Q09*~
573   0x00006af6 0x004076f6 4   6    .text   utf8    3ۀ~\b blocks=Basic Latin,Arabic
574   0x00006b33 0x00407733 5   6    .text   ascii   ~\t0uV
575   0x00006bb8 0x004077b8 4   6    .text   utf8    3ۀ~\b blocks=Basic Latin,Arabic
576   0x00006c43 0x00407843 6   7    .text   ascii   |$$\b}H
577   0x00006d1b 0x0040791b 4   5    .text   ascii   D$\P
578   0x00006d41 0x00407941 4   5    .text   ascii   L$xd
579   0x00006d4b 0x0040794b 5   6    .text   ascii   Y_^][
580   0x00006d51 0x00407951 4   5    .text   ascii   L$`3
581   0x00006d79 0x00407979 4   5    .text   ascii   D$\fd
582   0x00006da7 0x004079a7 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
583   0x00006dd9 0x004079d9 4   5    .text   ascii   D$\fd
584   0x00006e07 0x00407a07 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
585   0x00006e39 0x00407a39 4   5    .text   ascii   D$\fd
586   0x00006e83 0x00407a83 4   5    .text   ascii   L$\fd
587   0x00006ecd 0x00407acd 5   6    .text   ascii   PQSVW
588   0x00006ee4 0x00407ae4 4   6    .text   utf8    3ۉ\$ blocks=Basic Latin,Arabic
589   0x00006f30 0x00407b30 4   5    .text   ascii   Y_^[
590   0x00006f4d 0x00407b4d 5   6    .text   ascii   PQSVW
591   0x00006f64 0x00407b64 4   6    .text   utf8    3ۉ\$ blocks=Basic Latin,Arabic
592   0x00006fb0 0x00407bb0 4   5    .text   ascii   Y_^[
593   0x00006fcd 0x00407bcd 5   6    .text   ascii   PQSVW
594   0x00006fe4 0x00407be4 4   6    .text   utf8    3ۉ\$ blocks=Basic Latin,Arabic
595   0x00007030 0x00407c30 4   5    .text   ascii   Y_^[
596   0x00007059 0x00407c59 4   5    .text   ascii   D$\fd
597   0x00007089 0x00407c89 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
598   0x00007109 0x00407d09 4   5    .text   ascii   _^][
599   0x000071b2 0x00407db2 4   5    .text   ascii   \$\bV
600   0x00007315 0x00407f15 4   5    .text   ascii   l$\bs
601   0x00007413 0x00408013 4   5    .text   ascii   \fSVW
602   0x00007514 0x00408114 4   5    .text   ascii   Y_^[
603   0x00007559 0x00408159 5   6    .text   ascii   D$\bj 
604   0x00007612 0x00408212 4   5    .text   ascii   \$\bU
605   0x00007687 0x00408287 4   5    .text   ascii   s\b^]
606   0x00007695 0x00408295 4   5    .text   ascii   \$$U
607   0x0000769a 0x0040829a 5   6    .text   ascii   l$,VW
608   0x000076a2 0x004082a2 5   6    .text   ascii   t$<Vj
609   0x000076ba 0x004082ba 4   5    .text   ascii   L$8W
610   0x000076e4 0x004082e4 4   5    .text   ascii   )t$<
611   0x000076e9 0x004082e9 5   6    .text   ascii   L$8tI
612   0x0000770b 0x0040830b 4   5    .text   ascii   L$(Q
613   0x00007819 0x00408419 4   5    .text   ascii   D$\fd
614   0x00007847 0x00408447 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
615   0x0000785f 0x0040845f 4   6    .text   utf8    ̋F\bP blocks=Combining Diacritical Marks,Basic Latin
616   0x00007883 0x00408483 4   5    .text   ascii   l$\fW
617   0x0000796f 0x0040856f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
618   0x000079e9 0x004085e9 4   5    .text   ascii   D$\fd
619   0x000079f3 0x004085f3 4   5    .text   ascii   D$\bP
620   0x00007a3f 0x0040863f 5   7    .text   utf8    ҋL$\fd blocks=Cyrillic,Basic Latin
621   0x00007a7c 0x0040867c 4   5    .text   ascii   D$$d
622   0x00007a99 0x00408699 4   5    .text   ascii   =t2L
623   0x00007ab4 0x004086b4 5   6    .text   ascii   ;p\fs"
624   0x00007ace 0x004086ce 4   5    .text   ascii   ;p\fs
625   0x00007b21 0x00408721 5   7    .text   utf8    Ή5t2L blocks=Greek and Coptic,Basic Latin
626   0x00007b48 0x00408748 5   7    .text   utf8    ƋL$$d blocks=Latin Extended-B,Basic Latin
627   0x00007b93 0x00408793 4   8    .text   utf8    3ۉ]츔 blocks=Basic Latin,Arabic,Hangul Syllables
628   0x00007bc6 0x004087c6 4   7    .text   utf8    +K؍E blocks=Basic Latin,Arabic
629   0x00007d49 0x00408949 4   5    .text   ascii   Y_^[
630   0x00007d73 0x00408973 4   5    .text   ascii    SVW
631   0x00007ebd 0x00408abd 6   8    .text   utf8    A\b\vÃy( blocks=Basic Latin,Latin-1 Supplement
632   0x00007f15 0x00408b15 4   5    .text   ascii   Y_^[
633   0x00007f3c 0x00408b3c 4   5    .text   ascii   D$$d
634   0x00007f59 0x00408b59 4   5    .text   ascii   =x2L
635   0x00007f74 0x00408b74 5   6    .text   ascii   ;p\fs"
636   0x00007f8e 0x00408b8e 4   5    .text   ascii   ;p\fs
637   0x00007fdd 0x00408bdd 5   7    .text   utf8    Ή5x2L blocks=Greek and Coptic,Basic Latin
638   0x00008004 0x00408c04 5   7    .text   utf8    ƋL$$d blocks=Latin Extended-B,Basic Latin
639   0x0000803c 0x00408c3c 4   5    .text   ascii   D$$d
640   0x00008059 0x00408c59 4   5    .text   ascii   =|2L
641   0x00008074 0x00408c74 5   6    .text   ascii   ;p\fs"
642   0x0000808e 0x00408c8e 4   5    .text   ascii   ;p\fs
643   0x000080dd 0x00408cdd 5   7    .text   utf8    Ή5|2L blocks=Greek and Coptic,Basic Latin
644   0x00008104 0x00408d04 5   7    .text   utf8    ƋL$$d blocks=Latin Extended-B,Basic Latin
645   0x0000813c 0x00408d3c 4   5    .text   ascii   D$$d
646   0x00008174 0x00408d74 5   6    .text   ascii   ;p\fs"
647   0x0000818e 0x00408d8e 4   5    .text   ascii   ;p\fs
648   0x00008204 0x00408e04 5   7    .text   utf8    ƋL$$d blocks=Latin Extended-B,Basic Latin
649   0x00008236 0x00408e36 9   11   .text   utf8    3ĉD$8SUVW blocks=Basic Latin,Latin Extended-A
650   0x00008249 0x00408e49 4   5    .text   ascii   D$Pd
651   0x000082ef 0x00408eef 5   6    .text   ascii   ;l$Dv
652   0x00008300 0x00408f00 4   5    .text   ascii   D$4s
653   0x0000830d 0x00408f0d 7   8    .text   ascii   t%;l$Dv
654   0x00008320 0x00408f20 4   5    .text   ascii   D$4s
655   0x0000835e 0x00408f5e 7   8    .text   ascii   uZ8C\bu:
656   0x000083a7 0x00408fa7 4   5    .text   ascii   T$d8
657   0x000083c8 0x00408fc8 5   6    .text   ascii   ;l$Dv
658   0x000083d9 0x00408fd9 4   5    .text   ascii   D$4s
659   0x000083f8 0x00408ff8 5   6    .text   ascii   ;l$Dv
660   0x00008409 0x00409009 4   5    .text   ascii   D$4s
661   0x000084bd 0x004090bd 4   5    .text   ascii   D$4P
662   0x000084e3 0x004090e3 4   5    .text   ascii   L$Pd
663   0x000084ed 0x004090ed 5   6    .text   ascii   Y_^][
664   0x000084f3 0x004090f3 4   5    .text   ascii   L$83
665   0x00008529 0x00409129 4   5    .text   ascii   D$\fd
666   0x00008559 0x00409159 5   7    .text   utf8    ƋL$\fd blocks=Latin Extended-B,Basic Latin
667   0x000086f5 0x004092f5 4   5    .text   ascii   u\t9G
668   0x00008808 0x00409408 4   6    .text   utf8    V\fƄ$ blocks=Basic Latin,Latin Extended-B
669   0x000088c8 0x004094c8 4   6    .text   utf8    V\fƄ$ blocks=Basic Latin,Latin Extended-B
670   0x00008991 0x00409591 5   7    .text   utf8    F\r,Ƅ$ blocks=Basic Latin,Latin Extended-B
671   0x000089f3 0x004095f3 4   5    .text   ascii   \bSVW
672   0x00008a15 0x00409615 4   6    .text   utf8    3\tF\b
