[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
353  0x00006b80 0x00406b80 4   5    .text   ascii   D$*f
354  0x00006bd4 0x00406bd4 4   6    .text   utf8    ^]ËE blocks=Basic Latin,Latin-1 Supplement
355  0x00006c08 0x00406c08 4   5    .text   ascii   |$(i
356  0x00006c16 0x00406c16 4   5    .text   ascii   D$ q
357  0x00006c28 0x00406c28 5   6    .text   ascii   +t$ 9
358  0x00006c3e 0x00406c3e 4   6    .text   utf8    t11\t
359  0x00006c78 0x00406c78 4   5    .text   ascii   ^_[]
360  0x00006c8a 0x00406c8a 7   9    .text   utf8    E\b1ɉL$D blocks=Basic Latin,Latin Extended-B
361  0x00006ca7 0x00406ca7 5   6    .text   ascii   D$($+
362  0x00006ce3 0x00406ce3 5   7    .text   utf8    1\vL$0
363  0x00006d00 0x00406d00 5   7    .text   utf8    J\b1ɉJ blocks=Basic Latin,Latin Extended-B
364  0x00006d2e 0x00406d2e 7   9    .text   utf8    ^_[]ËD$ blocks=Basic Latin,Latin-1 Supplement
365  0x00006d5b 0x00406d5b 4   5    .text   ascii   ^_[]
366  0x00006d8a 0x00406d8a 5   7    .text   utf8    f1cǄ$ blocks=Basic Latin,Latin Extended-B
367  0x00006df7 0x00406df7 4   5    .text   ascii   L$<)
368  0x00006dfc 0x00406dfc 5   7    .text   utf8    )ƋD$H blocks=Basic Latin,Latin Extended-B
369  0x00006e03 0x00406e03 4   6    .text   utf8    Dǋ@x blocks=Basic Latin,Latin Extended-B
370  0x00006e09 0x00406e09 4   6    .text   utf8    K|$D
371  0x00006e2e 0x00406e2e 4   6    .text   utf8    ЉL$0 blocks=Cyrillic,Basic Latin
372  0x00006e44 0x00406e44 5   7    .text   utf8    L$7 Ɉ blocks=Basic Latin,Latin Extended-B
373  0x00006e75 0x00406e75 5   7    .text   utf8    9ȉ\$$ blocks=Basic Latin,Latin Extended-B
374  0x00006ea7 0x00406ea7 4   6    .text   utf8    ȉL$` blocks=Latin Extended-B,Basic Latin
375  0x00006efb 0x00406efb 4   5    .text   ascii   D$of
376  0x00006f0f 0x00406f0f 4   5    .text   ascii   T$[<
377  0x00006f42 0x00406f42 4   5    .text   ascii   L$xf
378  0x00006f60 0x00406f60 10  12   .text   utf8    ^_[]ËD$$%0 blocks=Basic Latin,Latin-1 Supplement
379  0x00006f81 0x00406f81 5   7    .text   utf8    D$tǄ$ blocks=Basic Latin,Latin Extended-B
380  0x00006f94 0x00406f94 4   5    .text   ascii   D$$5
381  0x00006fe0 0x00406fe0 5   7    .text   utf8    D$\Ǆ$ blocks=Basic Latin,Latin Extended-B
382  0x00006ff6 0x00406ff6 7   8    .text   ascii   \$o:t$o
383  0x00007021 0x00407021 5   6    .text   ascii   D$7\f\v
384  0x00007084 0x00407084 4   6    .text   utf8    Ɖt$d blocks=Latin Extended-B,Basic Latin
385  0x0000708a 0x0040708a 5   7    .text   utf8    L$tǄ$ blocks=Basic Latin,Latin Extended-B
386  0x0000713c 0x0040713c 4   5    .text   ascii   D$\f1
387  0x00007152 0x00407152 5   7    .text   utf8    D$TǄ$ blocks=Basic Latin,Latin Extended-B
388  0x0000715f 0x0040715f 6   8    .text   utf8    %)ߋD$\f blocks=Basic Latin,NKo
389  0x00007167 0x00407167 4   6    .text   utf8    ЉL$x blocks=Cyrillic,Basic Latin
390  0x0000719b 0x0040719b 4   5    .text   ascii   T$Df
391  0x000071e5 0x004071e5 4   5    .text   ascii   T$,f
392  0x000071fa 0x004071fa 4   5    .text   ascii   T$4f
393  0x000071ff 0x004071ff 4   5    .text   ascii   L$>f
394  0x00007204 0x00407204 4   5    .text   ascii   L$>f
395  0x00007209 0x00407209 4   5    .text   ascii   L$>f
396  0x00007213 0x00407213 4   5    .text   ascii   L$>8
397  0x0000722f 0x0040722f 4   5    .text   ascii   T$4f
398  0x00007240 0x00407240 4   5    .text   ascii   |$(f
399  0x0000724d 0x0040724d 4   5    .text   ascii   \$K9
400  0x00007259 0x00407259 5   7    .text   utf8    21\vL$
401  0x00007275 0x00407275 4   5    .text   ascii   D$$f
402  0x0000727a 0x0040727a 9   10   .text   ascii   T$>f+T$>f
403  0x00007299 0x00407299 4   5    .text   ascii   D$@D
404  0x000072b8 0x004072b8 4   5    .text   ascii   D$KC
405  0x000072c0 0x004072c0 5   6    .text   ascii   Guq8)
406  0x000072d3 0x004072d3 4   5    .text   ascii   |$$9
407  0x000072de 0x004072de 4   5    .text   ascii   D$<f
408  0x000072e3 0x004072e3 4   5    .text   ascii   L$2f
409  0x000072e8 0x004072e8 4   5    .text   ascii   T$>f
410  0x000072f6 0x004072f6 5   6    .text   ascii   T$>f9
411  0x00007322 0x00407322 8   10   .text   utf8    ^_[]ËD$  blocks=Basic Latin,Latin-1 Supplement
412  0x0000733d 0x0040733d 4   5    .text   ascii   D$K"
413  0x00007386 0x00407386 4   5    .text   ascii   <8PE
414  0x0000738d 0x0040738d 4   7    .text   utf8    Dˉȍe blocks=Basic Latin,Spacing Modifier Letters,Latin Extended-B
415  0x00007394 0x00407394 4   5    .text   ascii   ^_[]
416  0x000080a0 0x004080a0 17  18   .rdata  ascii   GetFileAttributeU
417  0x000080c2 0x004080c2 4   5    .rdata  ascii   D$,=
418  0x00008108 0x00408108 5   6    .rdata  ascii   B\e@p3
419  0x00008146 0x00408146 6   7    .rdata  ascii   D$ ]vR
420  0x0000814e 0x0040814e 7   9    .rdata  utf8    |$\e8߉D$ blocks=Basic Latin,NKo
421  0x00008160 0x00408160 4   5    .rdata  ascii   \$\vf
422  0x00008179 0x00408179 4   5    .rdata  ascii   D$49
423  0x0000819f 0x0040819f 5   6    .rdata  ascii   B\e@p3
424  0x000081cf 0x004081cf 5   6    .rdata  ascii   B\e@p3
425  0x000081e3 0x004081e3 5   6    .rdata  ascii   D$ 9"
426  0x00008214 0x00408214 4   6    .rdata  utf8    D$0˦ blocks=Basic Latin,Spacing Modifier Letters
427  0x00008221 0x00408221 4   5    .rdata  ascii   D$7X
428  0x00008247 0x00408247 5   6    .rdata  ascii   B\e@p3
429  0x0000828d 0x0040828d 4   5    .rdata  ascii   t$\fi
430  0x000082a9 0x004082a9 9   11   .rdata  utf8    ^_[]ÊD$\v4 blocks=Basic Latin,Latin-1 Supplement
431  0x000082b9 0x004082b9 4   5    .rdata  ascii   D$ \n
432  0x00009d34 0x00409d34 4   5    .rdata  ascii   E!!|
433  0x00009d50 0x00409d50 4   7    .rdata  utf8    <\tj blocks=Basic Latin,Private Use Area
434  0x00009d61 0x00409d61 4   5    .rdata  ascii   ?J%$
435  0x00009dc0 0x00409dc0 4   6    .rdata  utf8    JΣJU blocks=Basic Latin,Greek and Coptic
436  0x00009e48 0x00409e48 4   5    .rdata  ascii   ?\fb!
437  0x00009e68 0x00409e68 5   7    .rdata  utf8    co\vڻx blocks=Basic Latin,Arabic
438  0x00009eaf 0x00409eaf 4   5    .rdata  ascii   )lL6
439  0x00009efa 0x00409efa 5   8    .rdata  utf8    3׳Ծdz blocks=Basic Latin,Hebrew,Armenian
440  0x00009f29 0x00409f29 5   7    .rdata  utf8    _p!Є@ blocks=Basic Latin,Cyrillic
441  0x0000a00f 0x0040a00f 4   6    .rdata  utf8    !ߗR\f blocks=Basic Latin,NKo
442  0x0000a022 0x0040a022 4   6    .rdata  utf8    ĳ\r'7 blocks=Latin Extended-A,Basic Latin
443  0x0000a09d 0x0040a09d 4   5    .rdata  ascii   fIJu
444  0x0000a0cc 0x0040a0cc 4   5    .rdata  ascii   i2lm
445  0x0000a0d8 0x0040a0d8 4   6    .rdata  utf8    ~Lؽ, blocks=Basic Latin,Arabic
446  0x0000a106 0x0040a106 5   6    .rdata  ascii   pgc8m
447  0x0000a115 0x0040a115 4   5    .rdata  ascii   bV@z
448  0x0000a143 0x0040a143 6   7    .rdata  ascii   D'~obQ
449  0x0000a16e 0x0040a16e 4   5    .rdata  ascii   xOZo
450  0x0000a19c 0x0040a19c 4   5    .rdata  ascii   ]2CG
451  0x0000a1bc 0x0040a1bc 4   5    .rdata  ascii   b^\n\b
452  0x0000a1c2 0x0040a1c2 5   6    .rdata  ascii   lU21d
453  0x0000a1ca 0x0040a1ca 4   5    .rdata  ascii   Lrt)
454  0x0000a1f5 0x0040a1f5 4   6    .rdata  utf8    ֳwZ_ blocks=Hebrew,Basic Latin
455  0x0000a24d 0x0040a24d 7   8    .rdata  ascii   M:RtYVX
456  0x0000a2b6 0x0040a2b6 4   6    .rdata  utf8    ډ8l| blocks=Arabic,Basic Latin
457  0x0000a2c7 0x0040a2c7 4   5    .rdata  ascii   |=hw
458  0x0000a304 0x0040a304 4   6    .rdata  utf8    |lBЭ blocks=Basic Latin,Cyrillic
459  0x0000a31b 0x0040a31b 8   9    .rdata  ascii   UBIN>34+
460  0x0000a326 0x0040a326 4   6    .rdata  utf8    Ɨfu= blocks=Latin Extended-B,Basic Latin
461  0x0000a33a 0x0040a33a 5   6    .rdata  ascii   {Wq5v
462  0x0000a35d 0x0040a35d 4   5    .rdata  ascii   Moc~
463  0x0000a36e 0x0040a36e 4   5    .rdata  ascii   1]|g
464  0x0000a3ba 0x0040a3ba 6   7    .rdata  ascii   Wd`q+V
465  0x0000a3d7 0x0040a3d7 4   5    .rdata  ascii   6Yu 
466  0x0000a418 0x0040a418 4   5    .rdata  ascii   &U~X
467  0x0000a468 0x0040a468 4   6    .rdata  utf8    ũYZ' blocks=Latin Extended-A,Basic Latin
468  0x0000a478 0x0040a478 4   5    .rdata  ascii   'WzP
469  0x0000a487 0x0040a487 6   7    .rdata  ascii   N.JfsL
470  0x0000a4bc 0x0040a4bc 5   6    .rdata  ascii   gD@jB
471  0x0000a518 0x0040a518 4   6    .rdata  utf8    a˄@H blocks=Basic Latin,Spacing Modifier Letters
472  0x0000a526 0x0040a526 4   5    .rdata  ascii   w?,k
473  0x0000a549 0x0040a549 7   10   .rdata  utf8    aLg\n梠\tK blocks=Basic Latin,CJK Unified Ideographs
474  0x0000a55f 0x0040a55f 4   5    .rdata  ascii   }//W
475  0x0000a596 0x0040a596 4   5    .rdata  ascii   \r@&d
476  0x0000a5ad 0x0040a5ad 5   6    .rdata  ascii   8tdm2
477  0x0000a5e6 0x0040a5e6 6   7    .rdata  ascii   BKSQMb
478  0x0000a5f0 0x0040a5f0 4   5    .rdata  ascii   h~E\a
479  0x0000a607 0x0040a607 4   5    .rdata  ascii   Y\eOj
480  0x0000a60e 0x0040a60e 4   6    .rdata  utf8    ۙ.Nv blocks=Arabic,Basic Latin
481  0x0000a656 0x0040a656 5   6    .rdata  ascii   -&:0\
482  0x0000a6db 0x0040a6db 4   6    .rdata  utf8    ]lűC blocks=Basic Latin,Latin Extended-A
483  0x0000a6f5 0x0040a6f5 4   5    .rdata  ascii   y$YL
484  0x0000a747 0x0040a747 4   5    .rdata  ascii   \ts\ar
485  0x0000a756 0x0040a756 5   6    .rdata  ascii   =\t\aU1
486  0x0000a772 0x0040a772 4   5    .rdata  ascii   ;\b \r
487  0x0000a7af 0x0040a7af 6   8    .rdata  utf8    C;Ǉa[J blocks=Basic Latin,Latin Extended-B
488  0x0000a7c5 0x0040a7c5 6   7    .rdata  ascii   h~-I,~
489  0x0000a825 0x0040a825 4   5    .rdata  ascii   kAlm
490  0x0000a877 0x0040a877 4   5    .rdata  ascii   7bdF
491  0x0000a882 0x0040a882 4   5    .rdata  ascii   X]\tm
492  0x0000a8be 0x0040a8be 4   6    .rdata  utf8    XZ/ه blocks=Basic Latin,Arabic
493  0x0000a8c8 0x0040a8c8 4   5    .rdata  ascii   &{M#
494  0x0000a949 0x0040a949 4   5    .rdata  ascii   E-1p
495  0x0000a9ab 0x0040a9ab 6   7    .rdata  ascii   \v\Jvhp
496  0x0000a9bb 0x0040a9bb 7   8    .rdata  ascii   >wJi8&A
497  0x0000a9e3 0x0040a9e3 5   6    .rdata  ascii   {\rsh7
498  0x0000a9f3 0x0040a9f3 4   6    .rdata  utf8    -ʤH~ blocks=Basic Latin,IPA Extensions
499  0x0000a9fe 0x0040a9fe 8   9    .rdata  ascii   xSRpN\e6d
500  0x0000aa4b 0x0040aa4b 5   7    .rdata  utf8    P݀,H2 blocks=Basic Latin,Syriac
501  0x0000aa6e 0x0040aa6e 4   5    .rdata  ascii   67<J
502  0x0000aa8a 0x0040aa8a 5   8    .rdata  utf8    ƭQR|ƿ blocks=Latin Extended-B,Basic Latin
503  0x0000aa9f 0x0040aa9f 9   10   .rdata  ascii   @w|2frz*b
504  0x0000aab7 0x0040aab7 4   6    .rdata  utf8    @Tk͂ blocks=Basic Latin,Combining Diacritical Marks
505  0x0000aadc 0x0040aadc 6   8    .rdata  utf8    Q@qωwQ blocks=Basic Latin,Greek and Coptic
506  0x0000ab12 0x0040ab12 8   11   .rdata  utf8    Fʫ|rʪ>'\e blocks=Basic Latin,IPA Extensions
507  0x0000ab36 0x0040ab36 6   10   .rdata  utf8    廟'Ŝ5l7 blocks=CJK Unified Ideographs,Basic Latin,Latin Extended-A
508  0x0000abdd 0x0040abdd 6   7    .rdata  ascii   \v"H3\T
509  0x0000abe4 0x0040abe4 4   5    .rdata  ascii   jhh6
510  0x0000ac2d 0x0040ac2d 4   5    .rdata  ascii    cR<
511  0x0000ac66 0x0040ac66 4   5    .rdata  ascii   #W7\r
512  0x0000ac78 0x0040ac78 7   8    .rdata  ascii   {ZN}?Z]
513  0x0000acce 0x0040acce 5   7    .rdata  utf8    *~:AϪ blocks=Basic Latin,Greek and Coptic
514  0x0000acee 0x0040acee 4   5    .rdata  ascii   \f;)e
515  0x0000ad54 0x0040ad54 4   5    .rdata  ascii   k6\bV
516  0x0000adad 0x0040adad 4   5    .rdata  ascii   7>(W
517  0x0000adcb 0x0040adcb 4   5    .rdata  ascii   WoGN
518  0x0000ade8 0x0040ade8 4   5    .rdata  ascii   _g,\v
519  0x0000adfe 0x0040adfe 4   7    .rdata  utf8    VsB blocks=Basic Latin,Private Use Area
520  0x0000ae08 0x0040ae08 4   6    .rdata  utf8    |ϒ_\b blocks=Basic Latin,Greek and Coptic
521  0x0000ae20 0x0040ae20 4   5    .rdata  ascii   z``<
522  0x0000ae86 0x0040ae86 9   10   .rdata  ascii   B')<JZy.S
523  0x0000aed8 0x0040aed8 4   8    .rdata  utf8    ߅r\n鬸 blocks=NKo,Basic Latin,CJK Unified Ideographs
524  0x0000aef1 0x0040aef1 4   5    .rdata  ascii   \nKh\
525  0x0000aefa 0x0040aefa 4   6    .rdata  utf8    J`{ε blocks=Basic Latin,Greek and Coptic
526  0x0000af42 0x0040af42 9   10   .rdata  ascii   7)$7zHriX
527  0x0000af4c 0x0040af4c 4   5    .rdata  ascii   =Wt\a
528  0x0000af61 0x0040af61 4   5    .rdata  ascii   #/[0
529  0x0000af96 0x0040af96 5   7    .rdata  utf8    zėHk) blocks=Basic Latin,Latin Extended-A
530  0x0000afba 0x0040afba 4   5    .rdata  ascii   okLS
531  0x0000afc3 0x0040afc3 5   6    .rdata  ascii   \bq"d&
532  0x0000afc9 0x0040afc9 4   5    .rdata  ascii   7;\bx
533  0x0000b048 0x0040b048 4   5    .rdata  ascii   eam8
534  0x0000b04d 0x0040b04d 4   5    .rdata  ascii   #`3X
535  0x0000b0cb 0x0040b0cb 6   7    .rdata  ascii   \|\tZ`{
536  0x0000b16f 0x0040b16f 5   6    .rdata  ascii   (=e&M
537  0x0000b175 0x0040b175 5   6    .rdata  ascii   jipv\
538  0x0000b214 0x0040b214 5   6    .rdata  ascii   _En{<
539  0x0000b228 0x0040b228 4   5    .rdata  ascii   .X7q
540  0x0000b295 0x0040b295 6   9    .rdata  utf8    ^ݰՎWU+ blocks=Basic Latin,Arabic Supplement,Armenian
541  0x0000b2a9 0x0040b2a9 6   9    .rdata  utf8    n7ܵC\r[ blocks=Basic Latin,Syriac
542  0x0000b2bd 0x0040b2bd 4   6    .rdata  utf8    <\a;܌ blocks=Basic Latin,Syriac
543  0x0000b33a 0x0040b33a 5   7    .rdata  utf8    \nhҪf/ blocks=Basic Latin,Cyrillic
544  0x0000b348 0x0040b348 4   5    .rdata  ascii   -'tG
545  0x0000b366 0x0040b366 4   5    .rdata  ascii   (%zb
546  0x0000b38e 0x0040b38e 5   8    .rdata  utf8    կ*zdބ blocks=Armenian,Basic Latin,Thaana
547  0x0000b39e 0x0040b39e 4   5    .rdata  ascii   OIkT
548  0x0000b3b0 0x0040b3b0 4   5    .rdata  ascii   }_B+
549  0x0000b3bc 0x0040b3bc 8   10   .rdata  utf8    !RpOO$G.
550  0x0000b3d3 0x0040b3d3 8   9    .rdata  ascii   mZWn\rwr8
551  0x0000b3f6 0x0040b3f6 4   5    .rdata  ascii   @\vM3
552  0x0000b419 0x0040b419 7   8    .rdata  ascii   ^L]{D]<
553  0x0000b427 0x0040b427 4   5    .rdata  ascii   %tz,
554  0x0000b44e 0x0040b44e 4   5    .rdata  ascii   g0I'
555  0x0000b492 0x0040b492 5   7    .rdata  utf8    $I]\tн blocks=Basic Latin,Cyrillic
556  0x0000b4ab 0x0040b4ab 4   5    .rdata  ascii   iD{D
557  0x0000b4ea 0x0040b4ea 4   5    .rdata  ascii   9 zF
558  0x0000b4f0 0x0040b4f0 4   5    .rdata  ascii   HK>Q
559  0x0000b510 0x0040b510 4   6    .rdata  utf8    Dh\t۬ blocks=Basic Latin,Arabic
560  0x0000b525 0x0040b525 4   5    .rdata  ascii   \dh*
561  0x0000b54a 0x0040b54a 7   9    .rdata  utf8    ӅA oPe\a blocks=Cyrillic,Basic Latin
562  0x0000b574 0x0040b574 7   9    .rdata  utf8    9Mxuգ$s blocks=Basic Latin,Armenian
563  0x0000b59f 0x0040b59f 5   6    .rdata  ascii   O&)Fs
564  0x0000b5b5 0x0040b5b5 7   8    .rdata  ascii   E&8bkRl
565  0x0000b5c2 0x0040b5c2 6   7    .rdata  ascii   \r<^n\e$
566  0x0000b5f5 0x0040b5f5 4   7    .rdata  utf8    x鎓`j blocks=Basic Latin,CJK Unified Ideographs
567  0x0000b617 0x0040b617 6   7    .rdata  ascii   Z8\f}z{
568  0x0000b675 0x0040b675 4   6    .rdata  utf8    p~mτ blocks=Basic Latin,Greek and Coptic
569  0x0000b6c5 0x0040b6c5 4   6    .rdata  utf8    wivh
570  0x0000b6dd 0x0040b6dd 4   5    .rdata  ascii   'KdV
571  0x0000b6f6 0x0040b6f6 5   7    .rdata  utf8    HTٹ1A blocks=Basic Latin,Arabic
572  0x0000b72c 0x0040b72c 4   6    .rdata  utf8    Y\tكj blocks=Basic Latin,Arabic
573  0x0000b73b 0x0040b73b 5   6    .rdata  ascii   \emh1T
574  0x0000b751 0x0040b751 4   5    .rdata  ascii   {7v<
575  0x0000b765 0x0040b765 5   6    .rdata  ascii   vHT!d
576  0x0000b76c 0x0040b76c 8   10   .rdata  utf8    \n/ZlJ؉pR blocks=Basic Latin,Arabic
577  0x0000b77a 0x0040b77a 6   7    .rdata  ascii   zt2A7[
578  0x0000b809 0x0040b809 5   6    .rdata  ascii   \vc_ue
579  0x0000b81f 0x0040b81f 5   6    .rdata  ascii   o2BxJ
580  0x0000b851 0x0040b851 4   5    .rdata  ascii   Yrw!
581  0x0000b868 0x0040b868 5   6    .rdata  ascii   r!\r-\a
582  0x0000b95a 0x0040b95a 4   5    .rdata  ascii   !x)Z
583  0x0000b9c8 0x0040b9c8 5   6    .rdata  ascii   \aGR|X
584  0x0000ba3f 0x0040ba3f 4   5    .rdata  ascii   \e3r]
585  0x0000bab1 0x0040bab1 4   5    .rdata  ascii   Q>)m
586  0x0000bada 0x0040bada 4   5    .rdata  ascii   =W`+
587  0x0000bb42 0x0040bb42 6   9    .rdata  utf8    Qyҷڶk+ blocks=Basic Latin,Cyrillic,Arabic
588  0x0000bb65 0x0040bb65 6   7    .rdata  ascii   d\4"l\n
589  0x0000bb85 0x0040bb85 5   6    .rdata  ascii   dB.x\a
590  0x0000bba2 0x0040bba2 7   8    .rdata  ascii   n2h8[$D
591  0x0000bbc3 0x0040bbc3 4   5    .rdata  ascii   3yK`
592  0x0000bbd3 0x0040bbd3 4   5    .rdata  ascii   c\v)O
593  0x0000bbdf 0x0040bbdf 4   5    .rdata  ascii   9YW}
594  0x0000bbef 0x0040bbef 4   5    .rdata  ascii   Bf7p
595  0x0000bc05 0x0040bc05 4   6    .rdata  utf8    =ǆ^l blocks=Basic Latin,Latin Extended-B
596  0x0000bc0b 0x0040bc0b 4   5    .rdata  ascii   bn"E
597  0x0000bc5a 0x0040bc5a 5   6    .rdata  ascii    fhqC
598  0x0000bcd4 0x0040bcd4 4   5    .rdata  ascii   Wdp3
599  0x0000bcda 0x0040bcda 5   7    .rdata  utf8    [\eet>
600  0x0000bced 0x0040bced 6   7    .rdata  ascii   PO2\bgY
601  0x0000bd4f 0x0040bd4f 4   5    .rdata  ascii   \bIW%
602  0x0000bdd9 0x0040bdd9 9   10   .rdata  ascii   z"iP@J\b3-
603  0x0000bdf5 0x0040bdf5 4   6    .rdata  utf8    ׄyFt blocks=Hebrew,Basic Latin
604  0x0000be0e 0x0040be0e 4   5    .rdata  ascii   .UK`
605  0x0000be56 0x0040be56 4   5    .rdata  ascii   r}pW
606  0x0000be64 0x0040be64 6   7    .rdata  ascii   %!q1XA
607  0x0000bef0 0x0040bef0 11  13   .rdata  utf8    r\rIe \ei&~dt
608  0x0000bf38 0x0040bf38 6   8    .rdata  utf8    ~߲7NUz blocks=Basic Latin,NKo
609  0x0000bfb3 0x0040bfb3 4   5    .rdata  ascii   |E-0
610  0x0000c044 0x0040c044 4   6    .rdata  utf8    ۂkk4 blocks=Arabic,Basic Latin
611  0x0000c04a 0x0040c04a 4   5    .rdata  ascii   4]+q
612  0x0000c050 0x0040c050 4   6    .rdata  utf8    Txp[
613  0x0000c058 0x0040c058 7   8    .rdata  ascii   75t*/d2
614  0x0000c078 0x0040c078 5   6    .rdata  ascii   y<s[n
615  0x0000c087 0x0040c087 7   9    .rdata  utf8    ,7\nEܢTc blocks=Basic Latin,Syriac
616  0x0000c14a 0x0040c14a 10  12   .rdata  utf8    HmR_aWrlǜL blocks=Basic Latin,Latin Extended-B
617  0x0000c168 0x0040c168 4   5    .rdata  ascii   &&=\f
618  0x0000c16d 0x0040c16d 5   6    .rdata  ascii   P{}5$
619  0x0000c1a3 0x0040c1a3 4   6    .rdata  utf8    ͑DUQ blocks=Combining Diacritical Marks,Basic Latin
620  0x0000c1dd 0x0040c1dd 4   6    .rdata  utf8    eơM; blocks=Basic Latin,Latin Extended-B
621  0x0000c1f1 0x0040c1f1 4   8    .rdata  utf8    Vކ- blocks=Basic Latin,Thaana,Private Use Area
622  0x0000c228 0x0040c228 4   5    .rdata  ascii   j>*Z
623  0x0000c33a 0x0040c33a 5   6    .rdata  ascii   sD;{p
624  0x0000c360 0x0040c360 4   5    .rdata  ascii   %Sx>
625  0x0000c369 0x0040c369 4   5    .rdata  ascii   _V=k
626  0x0000c373 0x0040c373 5   6    .rdata  ascii   3t8z:
627  0x0000c403 0x0040c403 5   6    .rdata  ascii   fO\fP\v
628  0x0000c40a 0x0040c40a 5   6    .rdata  ascii   H-xS-
629  0x0000c41c 0x0040c41c 5   6    .rdata  ascii   iX\q0
630  0x0000c474 0x0040c474 4   5    .rdata  ascii   \rR]3
631  0x0000c483 0x0040c483 4   6    .rdata  utf8    u<mε blocks=Basic Latin,Greek and Coptic
632  0x0000c4ab 0x0040c4ab 4   5    .rdata  ascii   9i)Z
633  0x0000c4e7 0x0040c4e7 5   6    .rdata  ascii   \t9yhy
634  0x0000c4fd 0x0040c4fd 7   8    .rdata  ascii   \nA'';Uy
635  0x0000c51b 0x0040c51b 4   5    .rdata  ascii   Y*Co
636  0x0000c55c 0x0040c55c 4   5    .rdata  ascii   DS\f;
637  0x0000c5fd 0x0040c5fd 5   7    .rdata  utf8    vƢC0F blocks=Basic Latin,Latin Extended-B
638  0x0000c60a 0x0040c60a 4   5    .rdata  ascii   Sf%y
639  0x0000c61f 0x0040c61f 4   5    .rdata  ascii   8j/o
640  0x0000c63f 0x0040c63f 4   5    .rdata  ascii   4N"z
641  0x0000c664 0x0040c664 5   6    .rdata  ascii   l^w9m
642  0x0000c6af 0x0040c6af 4   5    .rdata  ascii   XSVS
643  0x0000c6cd 0x0040c6cd 4   5    .rdata  ascii   (=e~
644  0x0000c6db 0x0040c6db 4   5    .rdata  ascii   jq\e/
645  0x0000c6e5 0x0040c6e5 5   6    .rdata  ascii   -HXp)
646  0x0000c715 0x0040c715 4   5    .rdata  ascii   Oz""
647  0x0000c730 0x0040c730 4   5    .rdata  ascii   \f0gX
648  0x0000c75e 0x0040c75e 6   7    .rdata  ascii   R=x&;Q
649  0x0000c77f 0x0040c77f 9   11   .rdata  utf8    UB:LA.ϕfB blocks=Basic Latin,Greek and Coptic
650  0x0000c79e 0x0040c79e 5   7    .rdata  utf8    K{9Ӯ# blocks=Basic Latin,Cyrillic
651  0x0000c7c2 0x0040c7c2 4   5    .rdata  ascii   ^}AM
652  0x0000c7df 0x0040c7df 4   5    .rdata  ascii   aw]b
653  0x0000c7fa 0x0040c7fa 4   6    .rdata  utf8    xoB.
654  0x0000c816 0x0040c816 4   5    .rdata  ascii   _/da
655  0x0000c81f 0x0040c81f 4   5    .rdata  ascii   \vsmT
656  0x0000c899 0x0040c899 5   6    .rdata  ascii   XO[{,
657  0x0000c8c2 0x0040c8c2 4   5    .rdata  ascii   @HRl
658  0x0000c8d0 0x0040c8d0 5   7    .rdata  utf8    M@σ^? blocks=Basic Latin,Greek and Coptic
659  0x0000c8f7 0x0040c8f7 4   6    .rdata  utf8    `ؒ\v[ blocks=Basic Latin,Arabic
660  0x0000c8ff 0x0040c8ff 4   5    .rdata  ascii   tIpg
661  0x0000c967 0x0040c967 4   5    .rdata  ascii   Uw}0
662  0x0000c992 0x0040c992 4   6    .rdata  utf8    woİD blocks=Basic Latin,Latin Extended-A
663  0x0000c9d9 0x0040c9d9 5   6    .rdata  ascii   fUNP\v
664  0x0000ca2d 0x0040ca2d 5   6    .rdata  ascii   \n`Fan
665  0x0000ca3e 0x0040ca3e 4   5    .rdata  ascii   pVuN
666  0x0000ca4e 0x0040ca4e 4   5    .rdata  ascii   :Je5
667  0x0000caa5 0x0040caa5 8   11   .rdata  utf8    Ġ?;sbN&Ű blocks=Latin Extended-A,Basic Latin
668  0x0000cab3 0x0040cab3 4   6    .rdata  utf8    &C'ڨ blocks=Basic Latin,Arabic
669  0x0000cac0 0x0040cac0 4   5    .rdata  ascii   ."8x
670  0x0000cae0 0x0040cae0 4   5    .rdata  ascii   %k\b*
671  0x0000cb0b 0x0040cb0b 4   6    .rdata  utf8    yV7ۙ blocks=Basic Latin,Arabic
672  0x0000cb13 0x0040cb13 7   8    .rdata  ascii   ?hP%?#6
673  0x0000cb4a 0x0040cb4a 6   8    .rdata  utf8    fV9::ܛ blocks=Basic Latin,Syriac
