[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2129 0x00023729 0x00424329 38  39   CODE    ascii   \tfpDefault\nfpVariable\afpFixed\bGraphics
2130 0x00023754 0x00424354 11  12   CODE    ascii   \n\tTFontName
2131 0x00023765 0x00424365 13  14   CODE    ascii   \fTFontCharset
2132 0x00023781 0x00424381 11  12   CODE    ascii   \nTFontStyle
2133 0x0002379a 0x0042439a 48  49   CODE    ascii   fsBold\bfsItalic\vfsUnderline\vfsStrikeOut\bGraphics
2134 0x000237d1 0x004243d1 12  13   CODE    ascii   \vTFontStyles
2135 0x000237e9 0x004243e9 10  11   CODE    ascii   \tTPenStyle
2136 0x00023800 0x00424400 8   9    CODE    ascii   \apsSolid
2137 0x00023809 0x00424409 6   7    CODE    ascii   psDash
2138 0x00023810 0x00424410 59  60   CODE    ascii   psDot\tpsDashDot\fpsDashDotDot\apsClear\rpsInsideFrame\bGraphics
2139 0x00023851 0x00424451 9   10   CODE    ascii   \bTPenMode
2140 0x00023867 0x00424467 16  17   CODE    ascii   \apmBlack\apmWhite
2141 0x00023878 0x00424478 5   6    CODE    ascii   pmNop
2142 0x0002387e 0x0042447e 5   6    CODE    ascii   pmNot
2143 0x00023884 0x00424484 89  90   CODE    ascii   pmCopy\tpmNotCopy\rpmMergePenNot\fpmMaskPenNot\rpmMergeNotPen\fpmMaskNotPen\apmMerge\npmNotMerge
2144 0x000238de 0x004244de 16  17   CODE    ascii   pmMask\tpmNotMask
2145 0x000238ef 0x004244ef 23  24   CODE    ascii   pmXor\bpmNotXor\bGraphics
2146 0x0002390d 0x0042450d 12  13   CODE    ascii   \vTBrushStyle
2147 0x00023926 0x00424526 93  94   CODE    ascii   \absSolid\absClear\fbsHorizontal\nbsVertical\vbsFDiagonal\vbsBDiagonal\absCross\vbsDiagCross\bGraphics
2148 0x000239e5 0x004245e5 15  16   CODE    ascii   TGraphicsObject
2149 0x000239fa 0x004245fa 15  16   CODE    ascii   TGraphicsObject
2150 0x00023a13 0x00424613 9   10   CODE    ascii   \bGraphics
2151 0x00023a26 0x00424626 15  16   CODE    ascii   IChangeNotifier
2152 0x00023a4a 0x0042464a 9   10   CODE    ascii   \bGraphics
2153 0x00023acb 0x004246cb 5   6    CODE    ascii   TFont
2154 0x00023ad6 0x004246d6 5   6    CODE    ascii   TFont
2155 0x00023ae5 0x004246e5 10  11   CODE    ascii   \bGraphics\a
2156 0x00023b0a 0x0042470a 8   9    CODE    ascii   \aCharset
2157 0x00023b2d 0x0042472d 6   7    CODE    ascii   Color(
2158 0x00023b4d 0x0042474d 9   10   CODE    ascii   HeightPCB
2159 0x00023b6e 0x0042476e 7   8    CODE    ascii   Name\fCB
2160 0x00023b8d 0x0042478d 6   7    CODE    ascii   Pitch(
2161 0x00023bad 0x004247ad 4   5    CODE    ascii   Size
2162 0x00023bcc 0x004247cc 5   6    CODE    ascii   Style
2163 0x00023c2d 0x0042482d 4   5    CODE    ascii   TPen
2164 0x00023c3a 0x0042483a 7   8    CODE    ascii   TPen HB
2165 0x00023c48 0x00424848 9   10   CODE    ascii   \bGraphics
2166 0x00023c6e 0x0042486e 8   9    CODE    ascii   ColorLDB
2167 0x00023c8e 0x0042488e 4   5    CODE    ascii   Mode
2168 0x00023cad 0x004248ad 6   7    CODE    ascii   Style(
2169 0x00023ccd 0x004248cd 5   6    CODE    ascii   Width
2170 0x00023d2d 0x0042492d 6   7    CODE    ascii   TBrush
2171 0x00023d3a 0x0042493a 9   10   CODE    ascii   TBrush IB
2172 0x00023d4a 0x0042494a 9   10   CODE    ascii   \bGraphics
2173 0x00023d70 0x00424970 8   9    CODE    ascii   Color\bEB
2174 0x00023d90 0x00424990 5   6    CODE    ascii   Style
2175 0x00023dfc 0x004249fc 11  12   CODE    ascii   \aTCanvas\bJB
2176 0x00023e08 0x00424a08 9   10   CODE    ascii   \a\aTCanvas
2177 0x00023e1b 0x00424a1b 9   10   CODE    ascii   \bGraphics
2178 0x00023e41 0x00424a41 6   7    CODE    ascii   Brush(
2179 0x00023e60 0x00424a60 9   10   CODE    ascii   \bCopyMode
2180 0x00023e84 0x00424a84 7   8    CODE    ascii   Font4HB
2181 0x00023ec1 0x00424ac1 4   6    CODE    utf8    $ÃD$ blocks=Basic Latin,Latin-1 Supplement
2182 0x00023fd4 0x00424bd4 9   10   CODE    ascii   \bTGraphic
2183 0x00023fe4 0x00424be4 13  14   CODE    ascii   \a\bTGraphichKB
2184 0x00023ff8 0x00424bf8 9   10   CODE    ascii   \bGraphics
2185 0x00024054 0x00424c54 13  14   CODE    ascii   \fTSharedImage
2186 0x000240b4 0x00424cb4 13  14   CODE    ascii   \fTBitmapImage
2187 0x00024180 0x00424d80 8   9    CODE    ascii   \aTBitmap
2188 0x0002418c 0x00424d8c 9   10   CODE    ascii   \a\aTBitmap
2189 0x0002419f 0x00424d9f 9   10   CODE    ascii   \bGraphics
2190 0x000241be 0x00424dbe 4   6    CODE    utf8    Ð\fNB blocks=Latin-1 Supplement,Basic Latin
2191 0x0002420d 0x00424e0d 16  17   CODE    ascii   TResourceManager
2192 0x0002426a 0x00424e6a 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2193 0x000242fb 0x00424efb 5   6    CODE    ascii   f;p\fu
2194 0x0002436c 0x00424f6c 4   5    CODE    ascii   ZYYd
2195 0x0002438a 0x00424f8a 5   6    CODE    ascii   ^[YY]
2196 0x000243b6 0x00424fb6 5   6    CODE    ascii   Uh#PB
2197 0x0002440f 0x0042500f 4   5    CODE    ascii   ZYYd
2198 0x00024415 0x00425015 4   5    CODE    ascii   h*PB
2199 0x000244a4 0x004250a4 4   5    CODE    ascii   ZYYd
2200 0x000244bf 0x004250bf 7   9    CODE    utf8    _^[YY]Ë blocks=Basic Latin,Latin-1 Supplement
2201 0x000244e1 0x004250e1 5   6    CODE    ascii   Uh*QB
2202 0x00024516 0x00425116 4   5    CODE    ascii   ZYYd
2203 0x0002451c 0x0042511c 4   5    CODE    ascii   h1QB
2204 0x00024531 0x00425131 6   8    CODE    utf8    ^[YY]Ð blocks=Basic Latin,Latin-1 Supplement
2205 0x00024540 0x00425140 7   8    CODE    ascii   clBlack
2206 0x00024550 0x00425150 8   9    CODE    ascii   clMaroon
2207 0x00024564 0x00425164 7   8    CODE    ascii   clGreen
2208 0x00024574 0x00425174 7   8    CODE    ascii   clOlive
2209 0x00024584 0x00425184 6   7    CODE    ascii   clNavy
2210 0x00024594 0x00425194 8   9    CODE    ascii   clPurple
2211 0x000245a8 0x004251a8 6   7    CODE    ascii   clTeal
2212 0x000245b8 0x004251b8 6   7    CODE    ascii   clGray
2213 0x000245c8 0x004251c8 8   9    CODE    ascii   clSilver
2214 0x000245dc 0x004251dc 5   6    CODE    ascii   clRed
2215 0x000245ec 0x004251ec 6   7    CODE    ascii   clLime
2216 0x000245fc 0x004251fc 8   9    CODE    ascii   clYellow
2217 0x00024610 0x00425210 6   7    CODE    ascii   clBlue
2218 0x00024620 0x00425220 9   10   CODE    ascii   clFuchsia
2219 0x00024634 0x00425234 6   7    CODE    ascii   clAqua
2220 0x00024644 0x00425244 7   8    CODE    ascii   clWhite
2221 0x00024654 0x00425254 12  13   CODE    ascii   clMoneyGreen
2222 0x0002466c 0x0042526c 9   10   CODE    ascii   clSkyBlue
2223 0x00024680 0x00425280 7   8    CODE    ascii   clCream
2224 0x00024690 0x00425290 9   10   CODE    ascii   clMedGray
2225 0x000246a4 0x004252a4 14  15   CODE    ascii   clActiveBorder
2226 0x000246bc 0x004252bc 15  16   CODE    ascii   clActiveCaption
2227 0x000246d4 0x004252d4 14  15   CODE    ascii   clAppWorkSpace
2228 0x000246ec 0x004252ec 12  13   CODE    ascii   clBackground
2229 0x00024704 0x00425304 9   10   CODE    ascii   clBtnFace
2230 0x00024718 0x00425318 14  15   CODE    ascii   clBtnHighlight
2231 0x00024730 0x00425330 11  12   CODE    ascii   clBtnShadow
2232 0x00024744 0x00425344 9   10   CODE    ascii   clBtnText
2233 0x00024758 0x00425358 13  14   CODE    ascii   clCaptionText
2234 0x00024770 0x00425370 9   10   CODE    ascii   clDefault
2235 0x00024784 0x00425384 23  24   CODE    ascii   clGradientActiveCaption
2236 0x000247a4 0x004253a4 25  26   CODE    ascii   clGradientInactiveCaption
2237 0x000247c8 0x004253c8 10  11   CODE    ascii   clGrayText
2238 0x000247dc 0x004253dc 11  12   CODE    ascii   clHighlight
2239 0x000247f0 0x004253f0 15  16   CODE    ascii   clHighlightText
2240 0x00024808 0x00425408 10  11   CODE    ascii   clHotLight
2241 0x0002481c 0x0042541c 16  17   CODE    ascii   clInactiveBorder
2242 0x00024838 0x00425438 17  18   CODE    ascii   clInactiveCaption
2243 0x00024854 0x00425454 21  22   CODE    ascii   clInactiveCaptionText
2244 0x00024874 0x00425474 8   9    CODE    ascii   clInfoBk
2245 0x00024888 0x00425488 10  11   CODE    ascii   clInfoText
2246 0x0002489c 0x0042549c 6   7    CODE    ascii   clMenu
2247 0x000248ac 0x004254ac 9   10   CODE    ascii   clMenuBar
2248 0x000248c0 0x004254c0 15  16   CODE    ascii   clMenuHighlight
2249 0x000248d8 0x004254d8 10  11   CODE    ascii   clMenuText
2250 0x000248ec 0x004254ec 6   7    CODE    ascii   clNone
2251 0x000248fc 0x004254fc 11  12   CODE    ascii   clScrollBar
2252 0x00024910 0x00425510 12  13   CODE    ascii   cl3DDkShadow
2253 0x00024928 0x00425528 9   10   CODE    ascii   cl3DLight
2254 0x0002493c 0x0042553c 8   9    CODE    ascii   clWindow
2255 0x00024950 0x00425550 13  14   CODE    ascii   clWindowFrame
2256 0x00024968 0x00425568 12  13   CODE    ascii   clWindowText
2257 0x000249b1 0x004255b1 4   7    CODE    utf8    ؋ЋC\f blocks=Arabic,Cyrillic,Basic Latin
2258 0x000249b8 0x004255b8 5   7    CODE    utf8    S\b[ËP blocks=Basic Latin,Latin-1 Supplement
2259 0x000249e4 0x004255e4 12  13   CODE    ascii   ANSI_CHARSET
2260 0x000249fc 0x004255fc 15  16   CODE    ascii   DEFAULT_CHARSET
2261 0x00024a14 0x00425614 14  15   CODE    ascii   SYMBOL_CHARSET
2262 0x00024a2c 0x0042562c 11  12   CODE    ascii   MAC_CHARSET
2263 0x00024a40 0x00425640 16  17   CODE    ascii   SHIFTJIS_CHARSET
2264 0x00024a5c 0x0042565c 15  16   CODE    ascii   HANGEUL_CHARSET
2265 0x00024a74 0x00425674 13  14   CODE    ascii   JOHAB_CHARSET
2266 0x00024a8c 0x0042568c 14  15   CODE    ascii   GB2312_CHARSET
2267 0x00024aa4 0x004256a4 19  20   CODE    ascii   CHINESEBIG5_CHARSET
2268 0x00024ac0 0x004256c0 13  14   CODE    ascii   GREEK_CHARSET
2269 0x00024ad8 0x004256d8 15  16   CODE    ascii   TURKISH_CHARSET
2270 0x00024af0 0x004256f0 14  15   CODE    ascii   HEBREW_CHARSET
2271 0x00024b08 0x00425708 14  15   CODE    ascii   ARABIC_CHARSET
2272 0x00024b20 0x00425720 14  15   CODE    ascii   BALTIC_CHARSET
2273 0x00024b38 0x00425738 15  16   CODE    ascii   RUSSIAN_CHARSET
2274 0x00024b50 0x00425750 12  13   CODE    ascii   THAI_CHARSET
2275 0x00024b68 0x00425768 18  19   CODE    ascii   EASTEUROPE_CHARSET
2276 0x00024b84 0x00425784 11  12   CODE    ascii   OEM_CHARSET
2277 0x00024c42 0x00425842 4   6    CODE    utf8    R\f[Ë blocks=Basic Latin,Latin-1 Supplement
2278 0x00024cd2 0x004258d2 4   5    CODE    ascii   ZYYd
2279 0x00024cef 0x004258ef 4   5    CODE    ascii   ZYYd
2280 0x00024d15 0x00425915 5   7    CODE    utf8    [YY]Ë blocks=Basic Latin,Latin-1 Supplement
2281 0x00024d48 0x00425948 5   6    CODE    ascii   UhyYB
2282 0x00024d65 0x00425965 4   5    CODE    ascii   ZYYd
2283 0x00024d9c 0x0042599c 5   8    CODE    utf8    ĴS3҉U blocks=Latin Extended-A,Basic Latin,Cyrillic
2284 0x00024dae 0x004259ae 5   6    CODE    ascii   Uh![B
2285 0x00024e05 0x00425a05 5   8    CODE    utf8    3\tE̋E blocks=Basic Latin,Combining Diacritical Marks
2286 0x00024e2c 0x00425a2c 4   7    CODE    utf8    \bEԋE blocks=Basic Latin,Cyrillic Supplement
2287 0x00024e39 0x00425a39 4   7    CODE    utf8    \bEՋE blocks=Basic Latin,Armenian
2288 0x00024ee3 0x00425ae3 4   5    CODE    ascii   ZYYd
2289 0x00024f08 0x00425b08 4   5    CODE    ascii   ZYYd
2290 0x00024f0e 0x00425b0e 4   5    CODE    ascii   h([B
2291 0x00024f38 0x00425b38 7   8    CODE    ascii   Default
2292 0x00024f69 0x00425b69 5   7    CODE    utf8    ,^[Í@ blocks=Basic Latin,Latin-1 Supplement
2293 0x00024fa2 0x00425ba2 6   8    CODE    utf8    D$\v3ɺ  blocks=Basic Latin,IPA Extensions
2294 0x0002501d 0x00425c1d 4   6    CODE    utf8    ^[Ë@ blocks=Basic Latin,Latin-1 Supplement
2295 0x00025081 0x00425c81 5   7    CODE    utf8    ,^[Í@ blocks=Basic Latin,Latin-1 Supplement
2296 0x000250b1 0x00425cb1 5   7    CODE    utf8    ,^[Í@ blocks=Basic Latin,Latin-1 Supplement
2297 0x00025192 0x00425d92 4   5    CODE    ascii   ZYYd
2298 0x000251af 0x00425daf 4   5    CODE    ascii   ZYYd
2299 0x000251d5 0x00425dd5 5   7    CODE    utf8    [YY]Ë blocks=Basic Latin,Latin-1 Supplement
2300 0x000251ee 0x00425dee 4   6    CODE    utf8    _^Í@ blocks=Basic Latin,Latin-1 Supplement
2301 0x00025208 0x00425e08 5   6    CODE    ascii   Uh9^B
2302 0x00025225 0x00425e25 4   5    CODE    ascii   ZYYd
2303 0x0002522b 0x00425e2b 4   5    CODE    ascii   h@^B
2304 0x00025240 0x00425e40 5   7    CODE    utf8    [Y]Ë@ blocks=Basic Latin,Latin-1 Supplement
2305 0x0002526e 0x00425e6e 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2306 0x000252b4 0x00425eb4 4   5    CODE    ascii   E 8C
2307 0x000252e4 0x00425ee4 4   5    CODE    ascii   ZYYd
2308 0x00025309 0x00425f09 5   7    CODE    utf8    ]ÐV:P blocks=Basic Latin,Latin-1 Supplement
2309 0x0002534a 0x00425f4a 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2310 0x0002537e 0x00425f7e 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2311 0x00025415 0x00426015 5   6    CODE    ascii   Uh|`B
2312 0x0002542d 0x0042602d 5   6    CODE    ascii   Uh_`B
2313 0x0002544b 0x0042604b 4   5    CODE    ascii   ZYYd
2314 0x00025451 0x00426051 4   5    CODE    ascii   hf`B
2315 0x00025468 0x00426068 4   5    CODE    ascii   ZYYd
2316 0x0002548e 0x0042608e 7   9    CODE    utf8    [YY]ÐVW blocks=Basic Latin,Latin-1 Supplement
2317 0x000254a6 0x004260a6 7   10   CODE    utf8    3\tB\b_^Ë blocks=Basic Latin,Latin-1 Supplement
2318 0x000254e1 0x004260e1 4   5    CODE    ascii   ZYYd
2319 0x000254fc 0x004260fc 5   7    CODE    utf8    [Y]Ë@ blocks=Basic Latin,Latin-1 Supplement
2320 0x00025536 0x00426136 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2321 0x00025561 0x00426161 5   6    CODE    ascii   Uh\tbB
2322 0x0002559d 0x0042619d 4   6    CODE    utf8    63\tE
2323 0x000255f3 0x004261f3 4   5    CODE    ascii   ZYYd
2324 0x00025618 0x00426218 4   7    CODE    utf8    ]Ë\v@ blocks=Basic Latin,Latin-1 Supplement
2325 0x00025637 0x00426237 5   7    CODE    utf8    ÈD$\f< blocks=Latin-1 Supplement,Basic Latin
2326 0x00025654 0x00426254 6   8    CODE    utf8    ^[ÐSVW blocks=Basic Latin,Latin-1 Supplement
2327 0x00025692 0x00426292 5   6    CODE    ascii   F\b0gB
2328 0x000256b3 0x004262b3 5   6    CODE    ascii   F\bPgB
2329 0x000256d4 0x004262d4 5   6    CODE    ascii   F\bpgB
2330 0x00025774 0x00426374 4   6    CODE    utf8    ^[ÐS blocks=Basic Latin,Latin-1 Supplement
2331 0x00025786 0x00426386 4   5    CODE    ascii   CPh 
2332 0x00025802 0x00426402 4   5    CODE    ascii   ZYYd
2333 0x00025822 0x00426422 4   6    CODE    utf8    [Y]Ë blocks=Basic Latin,Latin-1 Supplement
2334 0x0002582a 0x0042642a 4   6    CODE    utf8    ؍C8P blocks=Arabic,Basic Latin
2335 0x0002583f 0x0042643f 4   5    CODE    ascii   KPh 
2336 0x00025859 0x00426459 5   7    CODE    utf8    Q\b^Í@ blocks=Basic Latin,Latin-1 Supplement
2337 0x00025866 0x00426466 4   6    CODE    utf8    Q\bÍ@ blocks=Basic Latin,Latin-1 Supplement
2338 0x00025872 0x00426472 4   6    CODE    utf8    Q\bÍ@ blocks=Basic Latin,Latin-1 Supplement
2339 0x000258b4 0x004264b4 6   8    CODE    utf8    YZ_^Í@ blocks=Basic Latin,Latin-1 Supplement
2340 0x00025959 0x00426559 4   5    CODE    ascii   C\b^[
2341 0x000259b7 0x004265b7 4   5    CODE    ascii   YZ^[
2342 0x00025a26 0x00426626 5   6    CODE    ascii   ^\bZ^[
2343 0x00025a39 0x00426639 4   7    CODE    utf8    ؋ЋC4 blocks=Arabic,Cyrillic,Basic Latin
2344 0x00025a4d 0x0042664d 4   7    CODE    utf8    ؋ЋC, blocks=Arabic,Cyrillic,Basic Latin
2345 0x00025aa3 0x004266a3 4   5    CODE    ascii   E@8C
2346 0x00025b74 0x00426774 4   5    CODE    ascii   C\b\bt
2347 0x00025bea 0x004267ea 4   5    CODE    ascii   ZYYd
2348 0x00025c8d 0x0042688d 4   5    CODE    ascii   ZYYd
2349 0x00025da2 0x004269a2 4   5    CODE    ascii   ZYYd
2350 0x00025da8 0x004269a8 4   5    CODE    ascii   h{kB
2351 0x00025de4 0x004269e4 5   6    CODE    ascii   UhtkB
2352 0x00025e7f 0x00426a7f 4   5    CODE    ascii   PVSj
2353 0x00025e9f 0x00426a9f 6   7    CODE    ascii   E$PVSj
2354 0x00025f4a 0x00426b4a 4   5    CODE    ascii   ZYYd
2355 0x00025f50 0x00426b50 4   5    CODE    ascii   h{kB
2356 0x0002600e 0x00426c0e 5   7    CODE    utf8    AOu܁> blocks=Basic Latin,Syriac
2357 0x0002603c 0x00426c3c 6   8    CODE    utf8    YZ_^[Ë blocks=Basic Latin,Latin-1 Supplement
2358 0x000260fc 0x00426cfc 4   5    CODE    ascii   Pj\bj
2359 0x00026182 0x00426d82 4   5    CODE    ascii   ZYYd
2360 0x000261d6 0x00426dd6 5   6    CODE    ascii   Uh:nB
2361 0x000261f5 0x00426df5 4   5    CODE    ascii   Pj\bj
2362 0x0002620d 0x00426e0d 5   6    CODE    ascii   Pj\bj\b
2363 0x00026223 0x00426e23 4   5    CODE    ascii   ZYYd
2364 0x00026229 0x00426e29 4   5    CODE    ascii   hAnB
2365 0x00026244 0x00426e44 6   8    CODE    utf8    [YY]Í@ blocks=Basic Latin,Latin-1 Supplement
2366 0x000262e9 0x00426ee9 5   7    CODE    utf8    _^[Í@ blocks=Basic Latin,Latin-1 Supplement
2367 0x000262f0 0x00426ef0 4   5    CODE    ascii   SVWQ
2368 0x00026301 0x00426f01 4   5    CODE    ascii   t6Tj
2369 0x0002633b 0x00426f3b 7   9    CODE    utf8    $Z_^[Í@ blocks=Basic Latin,Latin-1 Supplement
2370 0x0002634e 0x00426f4e 4   6    CODE    utf8    3҉T$ blocks=Basic Latin,Cyrillic
2371 0x00026354 0x00426f54 4   5    CODE    ascii   TjTP
2372 0x000263f0 0x00426ff0 6   7    CODE    ascii   C ;C$s
2373 0x00026423 0x00427023 4   5    CODE    ascii   T_^[
2374 0x00026433 0x00427033 5   8    CODE    utf8    ڍU؋M\b blocks=Arabic,Basic Latin
2375 0x000264be 0x004270be 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2376 0x00026520 0x00427120 5   7    CODE    utf8    []ËE\b blocks=Basic Latin,Latin-1 Supplement
2377 0x00026530 0x00427130 4   6    CODE    utf8    []ÐU blocks=Basic Latin,Latin-1 Supplement
2378 0x00026552 0x00427152 4   5    CODE    ascii   @DPU
2379 0x0002655d 0x0042715d 4   6    CODE    utf8    ȺxqB blocks=Latin Extended-B,Basic Latin
2380 0x00026569 0x00427169 6   7    CODE    ascii   S\b[YY]
2381 0x00026578 0x00427178 4   5    CODE    ascii   Data
2382 0x00026658 0x00427258 4   5    CODE    ascii   $ZXu
2383 0x00026686 0x00427286 4   5    CODE    ascii   ZYYd
2384 0x000266a3 0x004272a3 4   5    CODE    ascii   ZYYd
2385 0x00026704 0x00427304 4   5    CODE    ascii   ZYYd
2386 0x0002671f 0x0042731f 5   7    CODE    utf8    ^Y]ÐU blocks=Basic Latin,Latin-1 Supplement
2387 0x0002678f 0x0042738f 4   5    CODE    ascii   ZYYd
2388 0x000267aa 0x004273aa 4   6    CODE    utf8    ^Y]Ë blocks=Basic Latin,Latin-1 Supplement
2389 0x000267b4 0x004273b4 5   6    CODE    ascii   :P!t\n
2390 0x00026834 0x00427434 14  15   CODE    ascii   \rTBitmapCanvas
2391 0x00026848 0x00427448 15  16   CODE    ascii   \a\rTBitmapCanvas
2392 0x00026861 0x00427461 9   10   CODE    ascii   \bGraphics
2393 0x00026881 0x00427481 5   6    CODE    ascii   Uh\nuB
2394 0x000268ce 0x004274ce 4   5    CODE    ascii   ZYYd
2395 0x000268f4 0x004274f4 4   5    CODE    ascii   ZYYd
2396 0x0002695e 0x0042755e 4   5    CODE    ascii   R\b;U
2397 0x00026972 0x00427572 4   5    CODE    ascii   ZYYd
2398 0x0002698f 0x0042758f 4   5    CODE    ascii   ^[Y]
2399 0x00026a7c 0x0042767c 4   5    CODE    ascii   ZYYd
2400 0x00026a97 0x00427697 5   7    CODE    utf8    [Y]ÐU blocks=Basic Latin,Latin-1 Supplement
2401 0x00026abc 0x004276bc 5   6    CODE    ascii   Uh{wB
2402 0x00026b1a 0x0042771a 4   6    CODE    utf8    3҉P\ blocks=Basic Latin,Cyrillic
2403 0x00026b49 0x00427749 4   6    CODE    utf8    3҉P` blocks=Basic Latin,Cyrillic
2404 0x00026b67 0x00427767 4   5    CODE    ascii   ZYYd
2405 0x00026b82 0x00427782 5   7    CODE    utf8    ^[Y]Ð blocks=Basic Latin,Latin-1 Supplement
2406 0x00026ba9 0x004277a9 4   6    CODE    utf8    [ÐSV blocks=Basic Latin,Latin-1 Supplement
2407 0x00026c3a 0x0042783a 4   6    CODE    utf8    3\tC\f
2408 0x00026c47 0x00427847 7   10   CODE    utf8    3\tC\b3\tC
2409 0x00026cd6 0x004278d6 4   5    CODE    ascii   ZYYd
2410 0x00026cdc 0x004278dc 4   5    CODE    ascii   h\nyB
2411 0x00026e2a 0x00427a2a 5   6    CODE    ascii   U\ff\vB
2412 0x00026eb6 0x00427ab6 4   5    CODE    ascii   u#j\f
2413 0x00026ed3 0x00427ad3 4   6    CODE    utf8    ؋E\ff blocks=Arabic,Basic Latin
2414 0x00026f2c 0x00427b2c 4   6    CODE    utf8    3҉P( blocks=Basic Latin,Cyrillic
2415 0x00026f4c 0x00427b4c 4   6    CODE    utf8    E܍P( blocks=Basic Latin,Syriac
2416 0x00027002 0x00427c02 4   6    CODE    utf8    E܍P( blocks=Basic Latin,Syriac
2417 0x00027059 0x00427c59 4   5    CODE    ascii   @ ;E
2418 0x00027065 0x00427c65 6   7    CODE    ascii   x&\bv4j
2419 0x000270a0 0x00427ca0 4   5    CODE    ascii   ZYYd
2420 0x000270f3 0x00427cf3 4   6    CODE    utf8     3\tE
2421 0x000271c1 0x00427dc1 4   6    CODE    utf8    EЋE\b blocks=Basic Latin,Cyrillic
2422 0x000272e9 0x00427ee9 4   5    CODE    ascii   ZYYd
2423 0x00027307 0x00427f07 4   5    CODE    ascii   ZYYd
2424 0x00027331 0x00427f31 4   5    CODE    ascii   ZYYd
2425 0x00027353 0x00427f53 4   5    CODE    ascii   ZYYd
2426 0x00027375 0x00427f75 4   5    CODE    ascii   ZYYd
2427 0x0002739b 0x00427f9b 5   6    CODE    ascii   E\fPjT
2428 0x000273ce 0x00427fce 4   6    CODE    utf8    tF3\t
2429 0x000273f9 0x00427ff9 4   5    CODE    ascii   D$\bP
2430 0x0002741e 0x0042801e 4   6    CODE    utf8    ^[Í@ blocks=Basic Latin,Latin-1 Supplement
2431 0x00027428 0x00428028 4   6    CODE    utf8    ĐSVW blocks=Latin Extended-A,Basic Latin
2432 0x00027443 0x00428043 4   5    CODE    ascii   PjTS
2433 0x000274fa 0x004280fa 4   6    CODE    utf8    UhׁB blocks=Basic Latin,Hebrew
2434 0x000275c2 0x004281c2 4   5    CODE    ascii   ZYYd
2435 0x000275f3 0x004281f3 4   5    CODE    ascii   ZYYd
2436 0x0002777e 0x0042837e 4   5    CODE    ascii   ZYYd
2437 0x000277d0 0x004283d0 4   6    CODE    utf8    ĤSVW blocks=Latin Extended-A,Basic Latin
2438 0x0002783f 0x0042843f 4   5    CODE    ascii   @pPj
2439 0x00027853 0x00428453 4   5    CODE    ascii   ZYYd
2440 0x00027897 0x00428497 10  13   CODE    utf8    C(3҉PP3҉PT blocks=Basic Latin,Cyrillic
2441 0x00027a22 0x00428622 5   6    CODE    ascii   G\b+\aP
2442 0x00027a28 0x00428628 4   5    CODE    ascii   G\f+G
