[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1307 0x00018391 0x00418f91 5   7    CODE    utf8    [Y]Í@ blocks=Basic Latin,Latin-1 Supplement
1308 0x0001839d 0x00418f9d 4   6    CODE    utf8    UhӏA blocks=Basic Latin,Cyrillic
1309 0x000183c7 0x00418fc7 4   5    CODE    ascii   ZYYd
1310 0x000183da 0x00418fda 4   6    CODE    utf8    ]Ã-D blocks=Basic Latin,Latin-1 Supplement
1311 0x00018413 0x00419013 4   5    CODE    ascii   ZYYd
1312 0x00018430 0x00419030 6   8    CODE    utf8    [YY]Í@ blocks=Basic Latin,Latin-1 Supplement
1313 0x0001843d 0x0041903d 7   8    CODE    ascii   QQQQSVW
1314 0x0001847a 0x0041907a 4   6    CODE    utf8    UhՐA blocks=Basic Latin,Armenian
1315 0x000184cd 0x004190cd 4   5    CODE    ascii   ZYYd
1316 0x000184f4 0x004190f4 4   5    CODE    ascii   ZYYd
1317 0x0001852e 0x0041912e 6   8    CODE    utf8    SVW3ۉ] blocks=Basic Latin,Arabic
1318 0x00018638 0x00419238 4   5    CODE    ascii   ZYYd
1319 0x00018664 0x00419264 4   5    CODE    ascii   SVWU
1320 0x000186b3 0x004192b3 4   5    CODE    ascii   ]_^[
1321 0x00018704 0x00419304 4   5    CODE    ascii   ZYYd
1322 0x00018721 0x00419321 5   7    CODE    utf8    [Y]Í@ blocks=Basic Latin,Latin-1 Supplement
1323 0x0001878c 0x0041938c 4   5    CODE    ascii   ZYYd
1324 0x000187a7 0x004193a7 4   5    CODE    ascii   ^[Y]
1325 0x000187be 0x004193be 5   7    CODE    utf8    SV3ɉM blocks=Basic Latin,Latin Extended-B
1326 0x00018847 0x00419447 4   5    CODE    ascii   ZYYd
1327 0x00018867 0x00419467 5   6    CODE    ascii   ^[YY]
1328 0x0001887f 0x0041947f 4   5    CODE    ascii   QSVW
1329 0x000188e5 0x004194e5 4   5    CODE    ascii   ZYYd
1330 0x00018900 0x00419500 6   8    CODE    utf8    _^[Y]Ë blocks=Basic Latin,Latin-1 Supplement
1331 0x00018911 0x00419511 5   7    CODE    utf8    SVW3҉ blocks=Basic Latin,Cyrillic
1332 0x00018a94 0x00419694 4   6    CODE    utf8    0hėA blocks=Basic Latin,Latin Extended-A
1333 0x00018b18 0x00419718 4   5    CODE    ascii   ZYYd
1334 0x00018b3c 0x0041973c 4   5    CODE    ascii   ZYYd
1335 0x00018b7c 0x0041977c 9   10   CODE    ascii   HostName=
1336 0x00018b90 0x00419790 9   10   CODE    ascii   UserName=
1337 0x00018ba4 0x004197a4 9   10   CODE    ascii   Password=
1338 0x00018bc4 0x004197c4 6   7    CODE    ascii   WinSCP
1339 0x00018c34 0x00419834 4   5    CODE    ascii   ZYYd
1340 0x00018c60 0x00419860 11  12   CODE    ascii   \winscp.ini
1341 0x00018c88 0x00419888 5   7    CODE    utf8    SVW3\t
1342 0x00018cad 0x004198ad 4   6    CODE    utf8    UhٙA blocks=Basic Latin,Arabic
1343 0x00018dbd 0x004199bd 4   5    CODE    ascii   ZYYd
1344 0x00018df0 0x004199f0 6   7    CODE    ascii   WinScp
1345 0x00018e01 0x00419a01 4   6    CODE    utf8    SV3҉ blocks=Basic Latin,Cyrillic
1346 0x00018e59 0x00419a59 4   9    CODE    utf16le jjjj
1347 0x00018ee8 0x00419ae8 4   5    CODE    ascii   ZYYd
1348 0x00018f14 0x00419b14 56  57   CODE    ascii   Local Settings\Software\Microsoft\Windows\Shell\MuiCache
1349 0x00018f58 0x00419b58 6   7    CODE    ascii   winscp
1350 0x00018f65 0x00419b65 8   9    CODE    ascii   QQQQQQQQ
1351 0x00019075 0x00419c75 4   5    CODE    ascii   ZYYd
1352 0x000190a4 0x00419ca4 42  43   CODE    ascii   Software\Martin Prikryl\WinSCP 2\Sessions\
1353 0x000190d8 0x00419cd8 9   10   CODE    ascii   \HostName
1354 0x000190ec 0x00419cec 9   10   CODE    ascii   \UserName
1355 0x00019100 0x00419d00 9   10   CODE    ascii   \Password
1356 0x00019120 0x00419d20 6   7    CODE    ascii   WinSCP
1357 0x00019131 0x00419d31 4   6    CODE    utf8    SV3\t
1358 0x0001913d 0x00419d3d 4   6    CODE    utf8    UhڝA blocks=Basic Latin,Arabic
1359 0x000191c3 0x00419dc3 4   5    CODE    ascii   ZYYd
1360 0x000191e8 0x00419de8 41  42   CODE    ascii   Software\Martin Prikryl\WinSCP 2\Sessions
1361 0x00019255 0x00419e55 4   5    CODE    ascii   ZYYd
1362 0x00019299 0x00419e99 4   5    CODE    ascii   ZYYd
1363 0x0001932d 0x00419f2d 4   5    CODE    ascii   ZYYd
1364 0x000194d6 0x0041a0d6 4   5    CODE    ascii   ZYYd
1365 0x00019510 0x0041a110 5   6    CODE    ascii   POST 
1366 0x00019520 0x0041a120 9   10   CODE    ascii    HTTP/1.1
1367 0x00019540 0x0041a140 6   7    CODE    ascii   Host: 
1368 0x00019550 0x0041a150 16  17   CODE    ascii   Content-Length: 
1369 0x0001956c 0x0041a16c 47  48   CODE    ascii   Content-Type: application/x-www-form-urlencoded
1370 0x000195a1 0x0041a1a1 7   8    CODE    ascii   QQQQSVW
1371 0x00019659 0x0041a259 4   5    CODE    ascii   ZYYd
1372 0x00019685 0x0041a285 8   9    CODE    ascii   QQQQQQQS
1373 0x000196f8 0x0041a2f8 4   5    CODE    ascii   ZYYd
1374 0x00019734 0x0041a334 4   6    CODE    utf8     hУA blocks=Basic Latin,Cyrillic
1375 0x000197a3 0x0041a3a3 4   5    CODE    ascii   ZYYd
1376 0x000197d0 0x0041a3d0 5   6    CODE    ascii   cred^
1377 0x000198f4 0x0041a4f4 4   5    CODE    ascii   ZYYd
1378 0x0001992c 0x0041a52c 6   7    CODE    ascii   &cred=
1379 0x00019964 0x0041a564 4   6    CODE    utf8    UhҦA blocks=Basic Latin,Cyrillic
1380 0x000199b5 0x0041a5b5 4   6    CODE    utf8    I3ҋE blocks=Basic Latin,Cyrillic
1381 0x00019ab9 0x0041a6b9 4   5    CODE    ascii   ZYYd
1382 0x00019b18 0x0041a718 4   5    CODE    ascii   \r\n\r\n
1383 0x00019b23 0x0041a723 7   15   CODE    utf16le jjjjjjj
1384 0x00019ba4 0x0041a7a4 4   6    CODE    utf8    I3ҋE blocks=Basic Latin,Cyrillic
1385 0x00019c52 0x0041a852 4   5    CODE    ascii   ZYYd
1386 0x00019c99 0x0041a899 5   6    CODE    ascii   QQQQ3
1387 0x00019cfd 0x0041a8fd 4   5    CODE    ascii   ZYYd
1388 0x00019d38 0x0041a938 4   5    CODE    ascii   .txt
1389 0x00019d53 0x0041a953 4   5    CODE    ascii   ZYYd
1390 0x0001a084 0x0041b084 5   6    DATA    ascii   Error
1391 0x0001a08c 0x0041b08c 29  30   DATA    ascii   Runtime error     at 00000000
1392 0x0001a0ac 0x0041b0ac 16  17   DATA    ascii   0123456789ABCDEF
1393 0x0001a192 0x0041b192 5   6    DATA    ascii   @v:k\v
1394 0x0001a1ac 0x0041b1ac 7   8    DATA    ascii   %.*d$i@
1395 0x0001a411 0x0041b411 5   6    DATA    ascii   0\aw,a
1396 0x0001a470 0x0041b470 4   6    DATA    utf8    (kdz
1397 0x0001a48d 0x0041b48d 4   5    DATA    ascii    n;^
1398 0x0001a4df 0x0041b4df 4   6    DATA    utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
1399 0x0001a540 0x0041b540 4   5    DATA    ascii   -=m\b
1400 0x0001a54d 0x0041b54d 6   7    DATA    ascii   Qkkbal
1401 0x0001a585 0x0041b585 4   6    DATA    utf8    |ӌeL blocks=Basic Latin,Cyrillic
1402 0x0001a5c3 0x0041b5c3 4   5    DATA    ascii   3_L\n
1403 0x0001a619 0x0041b619 4   6    DATA    utf8    ұt9G blocks=Cyrillic,Basic Latin
1404 0x0001a634 0x0041b634 4   5    DATA    ascii   >jm\r
1405 0x0001a639 0x0041b639 4   5    DATA    ascii   Zjz\v
1406 0x0001a65b 0x0041b65b 4   5    DATA    ascii   i]Wb
1407 0x0001a66a 0x0041b66a 4   5    DATA    ascii   knv\e
1408 0x0001a671 0x0041b671 4   6    DATA    utf8    +ӉZz blocks=Basic Latin,Cyrillic
1409 0x0001a712 0x0041b712 5   8    DATA    utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
1410 0x0001a79b 0x0041b79b 4   5    DATA    ascii   9a&g
1411 0x0001a7a4 0x0041b7a4 4   5    DATA    ascii   MGiI
1412 0x0001a7a9 0x0041b7a9 6   8    DATA    utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
1413 0x0001a7eb 0x0041b7eb 4   5    DATA    ascii   #.zf
1414 0x0001a7f9 0x0041b7f9 4   5    DATA    ascii   +o*7
1415 0x0001a810 0x0041b810 4   5    DATA    ascii   #NX\a
1416 0x0001a904 0x0041b904 4   5    DATA    ascii   80( 
1417 0x0001a90c 0x0041b90c 4   5    DATA    ascii   91)!
1418 0x0001a914 0x0041b914 4   5    DATA    ascii   :2*"
1419 0x0001a91c 0x0041b91c 8   9    DATA    ascii   ;3+#>6.&
1420 0x0001a928 0x0041b928 4   5    DATA    ascii   =5-%
1421 0x0001a930 0x0041b930 4   5    DATA    ascii   <4,$
1422 0x0001a96b 0x0041b96b 15  16   DATA    ascii   '2, /+0&7!4-)1#
1423 0x0001b17c 0x0041c17c 19  20   DATA    ascii   0123456789ABCDEF<i@
1424 0x0001b790 0x0041e390 12  13   .idata  ascii   kernel32.dll
1425 0x0001b7a0 0x0041e3a0 21  22   .idata  ascii   DeleteCriticalSection
1426 0x0001b7b8 0x0041e3b8 20  21   .idata  ascii   LeaveCriticalSection
1427 0x0001b7d0 0x0041e3d0 20  21   .idata  ascii   EnterCriticalSection
1428 0x0001b7e8 0x0041e3e8 25  26   .idata  ascii   InitializeCriticalSection
1429 0x0001b804 0x0041e404 11  12   .idata  ascii   VirtualFree
1430 0x0001b812 0x0041e412 12  13   .idata  ascii   VirtualAlloc
1431 0x0001b822 0x0041e422 9   10   .idata  ascii   LocalFree
1432 0x0001b82e 0x0041e42e 10  11   .idata  ascii   LocalAlloc
1433 0x0001b83c 0x0041e43c 10  11   .idata  ascii   GetVersion
1434 0x0001b84a 0x0041e44a 18  19   .idata  ascii   GetCurrentThreadId
1435 0x0001b860 0x0041e460 20  21   .idata  ascii   InterlockedDecrement
1436 0x0001b878 0x0041e478 20  21   .idata  ascii   InterlockedIncrement
1437 0x0001b890 0x0041e490 12  13   .idata  ascii   VirtualQuery
1438 0x0001b8a0 0x0041e4a0 19  20   .idata  ascii   WideCharToMultiByte
1439 0x0001b8b6 0x0041e4b6 19  20   .idata  ascii   MultiByteToWideChar
1440 0x0001b8cc 0x0041e4cc 8   9    .idata  ascii   lstrlenA
1441 0x0001b8d8 0x0041e4d8 9   10   .idata  ascii   lstrcpynA
1442 0x0001b8e4 0x0041e4e4 14  15   .idata  ascii   LoadLibraryExA
1443 0x0001b8f6 0x0041e4f6 15  16   .idata  ascii   GetThreadLocale
1444 0x0001b908 0x0041e508 15  16   .idata  ascii   GetStartupInfoA
1445 0x0001b91a 0x0041e51a 14  15   .idata  ascii   GetProcAddress
1446 0x0001b92c 0x0041e52c 16  17   .idata  ascii   GetModuleHandleA
1447 0x0001b940 0x0041e540 18  19   .idata  ascii   GetModuleFileNameA
1448 0x0001b956 0x0041e556 14  15   .idata  ascii   GetLocaleInfoA
1449 0x0001b968 0x0041e568 12  13   .idata  ascii   GetLastError
1450 0x0001b978 0x0041e578 15  16   .idata  ascii   GetCommandLineA
1451 0x0001b98a 0x0041e58a 11  12   .idata  ascii   FreeLibrary
1452 0x0001b998 0x0041e598 14  15   .idata  ascii   FindFirstFileA
1453 0x0001b9aa 0x0041e5aa 9   10   .idata  ascii   FindClose
1454 0x0001b9b6 0x0041e5b6 11  12   .idata  ascii   ExitProcess
1455 0x0001b9c4 0x0041e5c4 9   10   .idata  ascii   WriteFile
1456 0x0001b9d0 0x0041e5d0 24  25   .idata  ascii   UnhandledExceptionFilter
1457 0x0001b9ec 0x0041e5ec 14  15   .idata  ascii   SetFilePointer
1458 0x0001b9fe 0x0041e5fe 12  13   .idata  ascii   SetEndOfFile
1459 0x0001ba0e 0x0041e60e 9   10   .idata  ascii   RtlUnwind
1460 0x0001ba1a 0x0041e61a 8   9    .idata  ascii   ReadFile
1461 0x0001ba26 0x0041e626 14  15   .idata  ascii   RaiseException
1462 0x0001ba38 0x0041e638 12  13   .idata  ascii   GetStdHandle
1463 0x0001ba48 0x0041e648 11  12   .idata  ascii   GetFileSize
1464 0x0001ba56 0x0041e656 11  12   .idata  ascii   GetFileType
1465 0x0001ba64 0x0041e664 11  12   .idata  ascii   CreateFileA
1466 0x0001ba72 0x0041e672 11  12   .idata  ascii   CloseHandle
1467 0x0001ba7e 0x0041e67e 10  11   .idata  ascii   user32.dll
1468 0x0001ba8c 0x0041e68c 15  16   .idata  ascii   GetKeyboardType
1469 0x0001ba9e 0x0041e69e 11  12   .idata  ascii   LoadStringA
1470 0x0001baac 0x0041e6ac 11  12   .idata  ascii   MessageBoxA
1471 0x0001baba 0x0041e6ba 9   10   .idata  ascii   CharNextA
1472 0x0001bac4 0x0041e6c4 12  13   .idata  ascii   advapi32.dll
1473 0x0001bad4 0x0041e6d4 16  17   .idata  ascii   RegQueryValueExA
1474 0x0001bae8 0x0041e6e8 13  14   .idata  ascii   RegOpenKeyExA
1475 0x0001baf8 0x0041e6f8 11  12   .idata  ascii   RegCloseKey
1476 0x0001bb04 0x0041e704 12  13   .idata  ascii   oleaut32.dll
1477 0x0001bb14 0x0041e714 13  14   .idata  ascii   SysFreeString
1478 0x0001bb24 0x0041e724 19  20   .idata  ascii   SysReAllocStringLen
1479 0x0001bb3a 0x0041e73a 17  18   .idata  ascii   SysAllocStringLen
1480 0x0001bb4c 0x0041e74c 12  13   .idata  ascii   kernel32.dll
1481 0x0001bb5c 0x0041e75c 11  12   .idata  ascii   TlsSetValue
1482 0x0001bb6a 0x0041e76a 11  12   .idata  ascii   TlsGetValue
1483 0x0001bb78 0x0041e778 7   8    .idata  ascii   TlsFree
1484 0x0001bb82 0x0041e782 8   9    .idata  ascii   TlsAlloc
1485 0x0001bb8e 0x0041e78e 9   10   .idata  ascii   LocalFree
1486 0x0001bb9a 0x0041e79a 10  11   .idata  ascii   LocalAlloc
1487 0x0001bba6 0x0041e7a6 12  13   .idata  ascii   advapi32.dll
1488 0x0001bbb6 0x0041e7b6 16  17   .idata  ascii   RegQueryValueExA
1489 0x0001bbca 0x0041e7ca 16  17   .idata  ascii   RegQueryInfoKeyA
1490 0x0001bbde 0x0041e7de 13  14   .idata  ascii   RegOpenKeyExA
1491 0x0001bbee 0x0041e7ee 11  12   .idata  ascii   RegOpenKeyA
1492 0x0001bbfc 0x0041e7fc 11  12   .idata  ascii   RegFlushKey
1493 0x0001bc0a 0x0041e80a 13  14   .idata  ascii   RegEnumValueA
1494 0x0001bc1a 0x0041e81a 11  12   .idata  ascii   RegEnumKeyA
1495 0x0001bc28 0x0041e828 13  14   .idata  ascii   RegEnumKeyExA
1496 0x0001bc38 0x0041e838 15  16   .idata  ascii   RegCreateKeyExA
1497 0x0001bc4a 0x0041e84a 11  12   .idata  ascii   RegCloseKey
1498 0x0001bc58 0x0041e858 15  16   .idata  ascii   OpenThreadToken
1499 0x0001bc6a 0x0041e86a 16  17   .idata  ascii   OpenProcessToken
1500 0x0001bc7e 0x0041e87e 10  11   .idata  ascii   IsValidSid
1501 0x0001bc8c 0x0041e88c 19  20   .idata  ascii   GetTokenInformation
1502 0x0001bca2 0x0041e8a2 23  24   .idata  ascii   GetSidSubAuthorityCount
1503 0x0001bcbc 0x0041e8bc 18  19   .idata  ascii   GetSidSubAuthority
1504 0x0001bcd2 0x0041e8d2 25  26   .idata  ascii   GetSidIdentifierAuthority
1505 0x0001bcec 0x0041e8ec 12  13   .idata  ascii   kernel32.dll
1506 0x0001bcfc 0x0041e8fc 9   10   .idata  ascii   WriteFile
1507 0x0001bd08 0x0041e908 19  20   .idata  ascii   WideCharToMultiByte
1508 0x0001bd1e 0x0041e91e 19  20   .idata  ascii   WaitForSingleObject
1509 0x0001bd34 0x0041e934 12  13   .idata  ascii   VirtualQuery
1510 0x0001bd44 0x0041e944 12  13   .idata  ascii   SetLastError
1511 0x0001bd54 0x0041e954 14  15   .idata  ascii   SetFilePointer
1512 0x0001bd66 0x0041e966 8   9    .idata  ascii   SetEvent
1513 0x0001bd72 0x0041e972 12  13   .idata  ascii   SetEndOfFile
1514 0x0001bd82 0x0041e982 10  11   .idata  ascii   ResetEvent
1515 0x0001bd90 0x0041e990 8   9    .idata  ascii   ReadFile
1516 0x0001bd9c 0x0041e99c 11  12   .idata  ascii   OpenProcess
1517 0x0001bdaa 0x0041e9aa 9   10   .idata  ascii   LocalFree
1518 0x0001bdb6 0x0041e9b6 12  13   .idata  ascii   LoadLibraryA
1519 0x0001bdc6 0x0041e9c6 20  21   .idata  ascii   LeaveCriticalSection
1520 0x0001bdde 0x0041e9de 25  26   .idata  ascii   InitializeCriticalSection
1521 0x0001bdfa 0x0041e9fa 8   9    .idata  ascii   HeapFree
1522 0x0001be06 0x0041ea06 9   10   .idata  ascii   HeapAlloc
1523 0x0001be12 0x0041ea12 13  14   .idata  ascii   GetVersionExA
1524 0x0001be22 0x0041ea22 15  16   .idata  ascii   GetThreadLocale
1525 0x0001be34 0x0041ea34 16  17   .idata  ascii   GetStringTypeExA
1526 0x0001be48 0x0041ea48 12  13   .idata  ascii   GetStdHandle
1527 0x0001be58 0x0041ea58 14  15   .idata  ascii   GetProcessHeap
1528 0x0001be6a 0x0041ea6a 14  15   .idata  ascii   GetProcAddress
1529 0x0001be7c 0x0041ea7c 16  17   .idata  ascii   GetModuleHandleA
1530 0x0001be90 0x0041ea90 18  19   .idata  ascii   GetModuleFileNameA
1531 0x0001bea6 0x0041eaa6 14  15   .idata  ascii   GetLocaleInfoA
1532 0x0001beb8 0x0041eab8 12  13   .idata  ascii   GetLocalTime
1533 0x0001bec8 0x0041eac8 12  13   .idata  ascii   GetLastError
1534 0x0001bed8 0x0041ead8 16  17   .idata  ascii   GetFullPathNameA
1535 0x0001beec 0x0041eaec 17  18   .idata  ascii   GetDiskFreeSpaceA
1536 0x0001bf00 0x0041eb00 14  15   .idata  ascii   GetDateFormatA
1537 0x0001bf12 0x0041eb12 18  19   .idata  ascii   GetCurrentThreadId
1538 0x0001bf28 0x0041eb28 16  17   .idata  ascii   GetCurrentThread
1539 0x0001bf3c 0x0041eb3c 17  18   .idata  ascii   GetCurrentProcess
1540 0x0001bf50 0x0041eb50 9   10   .idata  ascii   GetCPInfo
1541 0x0001bf5c 0x0041eb5c 6   7    .idata  ascii   GetACP
1542 0x0001bf66 0x0041eb66 14  15   .idata  ascii   FormatMessageA
1543 0x0001bf78 0x0041eb78 14  15   .idata  ascii   FindFirstFileA
1544 0x0001bf8a 0x0041eb8a 9   10   .idata  ascii   FindClose
1545 0x0001bf96 0x0041eb96 23  24   .idata  ascii   FileTimeToLocalFileTime
1546 0x0001bfb0 0x0041ebb0 21  22   .idata  ascii   FileTimeToDosDateTime
1547 0x0001bfc8 0x0041ebc8 17  18   .idata  ascii   EnumCalendarInfoA
1548 0x0001bfdc 0x0041ebdc 20  21   .idata  ascii   EnterCriticalSection
1549 0x0001bff4 0x0041ebf4 21  22   .idata  ascii   DeleteCriticalSection
1550 0x0001c00c 0x0041ec0c 12  13   .idata  ascii   CreateMutexA
1551 0x0001c01c 0x0041ec1c 11  12   .idata  ascii   CreateFileA
1552 0x0001c02a 0x0041ec2a 12  13   .idata  ascii   CreateEventA
1553 0x0001c03a 0x0041ec3a 14  15   .idata  ascii   CompareStringA
1554 0x0001c04c 0x0041ec4c 11  12   .idata  ascii   CloseHandle
1555 0x0001c058 0x0041ec58 10  11   .idata  ascii   user32.dll
1556 0x0001c066 0x0041ec66 11  12   .idata  ascii   MessageBoxA
1557 0x0001c074 0x0041ec74 11  12   .idata  ascii   LoadStringA
1558 0x0001c082 0x0041ec82 16  17   .idata  ascii   GetSystemMetrics
1559 0x0001c096 0x0041ec96 9   10   .idata  ascii   CharNextA
1560 0x0001c0a2 0x0041eca2 14  15   .idata  ascii   CharUpperBuffA
1561 0x0001c0b4 0x0041ecb4 10  11   .idata  ascii   CharToOemA
1562 0x0001c0c0 0x0041ecc0 12  13   .idata  ascii   kernel32.dll
1563 0x0001c0d0 0x0041ecd0 5   6    .idata  ascii   Sleep
1564 0x0001c0d6 0x0041ecd6 11  12   .idata  ascii   wsock32.dll
1565 0x0001c0e4 0x0041ece4 10  11   .idata  ascii   WSACleanup
1566 0x0001c0f2 0x0041ecf2 10  11   .idata  ascii   WSAStartup
1567 0x0001c100 0x0041ed00 11  12   .idata  ascii   gethostname
1568 0x0001c10e 0x0041ed0e 13  14   .idata  ascii   gethostbyname
1569 0x0001c11e 0x0041ed1e 6   7    .idata  ascii   socket
1570 0x0001c128 0x0041ed28 4   5    .idata  ascii   send
1571 0x0001c130 0x0041ed30 4   5    .idata  ascii   recv
1572 0x0001c138 0x0041ed38 9   10   .idata  ascii   inet_ntoa
1573 0x0001c144 0x0041ed44 5   6    .idata  ascii   htons
1574 0x0001c14c 0x0041ed4c 7   8    .idata  ascii   connect
1575 0x0001c156 0x0041ed56 11  12   .idata  ascii   closesocket
1576 0x0001c162 0x0041ed62 12  13   .idata  ascii   oleaut32.dll
1577 0x0001c172 0x0041ed72 19  20   .idata  ascii   SafeArrayPtrOfIndex
1578 0x0001c188 0x0041ed88 18  19   .idata  ascii   SafeArrayGetUBound
1579 0x0001c19e 0x0041ed9e 18  19   .idata  ascii   SafeArrayGetLBound
1580 0x0001c1b4 0x0041edb4 15  16   .idata  ascii   SafeArrayCreate
1581 0x0001c1c6 0x0041edc6 17  18   .idata  ascii   VariantChangeType
1582 0x0001c1da 0x0041edda 11  12   .idata  ascii   VariantCopy
1583 0x0001c1e8 0x0041ede8 12  13   .idata  ascii   VariantClear
1584 0x0001c1f8 0x0041edf8 11  12   .idata  ascii   VariantInit
1585 0x0001c204 0x0041ee04 11  12   .idata  ascii   crypt32.dll
1586 0x0001c212 0x0041ee12 18  19   .idata  ascii   CryptUnprotectData
1587 0x0001c43c 0x0041f03c 8   9    .edata  ascii   cred.dll
1588 0x0001c445 0x0041f045 4   5    .edata  ascii   Main
1589 0x0001c44a 0x0041f04a 4   5    .edata  ascii   Save
1590 0x0001c609 0x00420009 25  26   .reloc  ascii   0\f0,080<0@0D0H0L0P0T0`0m0
1591 0x0001c62f 0x0042002f 29  30   .reloc  ascii   1 1(1,1014181<1@1D1H1b1j1r1z1
1592 0x0001c673 0x00420073 25  26   .reloc  ascii   2"2*222:2B2J2R2Z2b2j2r2z2
1593 0x0001c6a9 0x004200a9 11  12   .reloc  ascii   3!3N3Y3(4/4
1594 0x0001c6cf 0x004200cf 17  18   .reloc  ascii   ;,;7;B;J;T;^;h;~;
1595 0x0001c6f7 0x004200f7 15  16   .reloc  ascii   <'<2<8<E<J<o<y<
1596 0x0001c719 0x00420119 7   8    .reloc  ascii   =\r=2=J=
1597 0x0001c727 0x00420127 5   6    .reloc  ascii   >(>x>
1598 0x0001c74d 0x0042014d 5   6    .reloc  ascii   1\r1/1
1599 0x0001c757 0x00420157 7   8    .reloc  ascii   2F2K2P2
1600 0x0001c765 0x00420165 5   6    .reloc  ascii   3h3q3
1601 0x0001c773 0x00420173 5   6    .reloc  ascii   3.4<4
1602 0x0001c793 0x00420193 13  14   .reloc  ascii   585>5P5h5t5|5
1603 0x0001c7a9 0x004201a9 11  12   .reloc  ascii   5+63696?6r6
1604 0x0001c7bd 0x004201bd 13  14   .reloc  ascii   6T7\7b7h7u7{7
1605 0x0001c7d9 0x004201d9 5   6    .reloc  ascii   8\e8%8
1606 0x0001c7e1 0x004201e1 7   8    .reloc  ascii   949@9H9
1607 0x0001c7ef 0x004201ef 11  12   .reloc  ascii   9\v:3:L:e:v:
1608 0x0001c805 0x00420205 15  16   .reloc  ascii   <#=L=S=Z=*>?>r>
1609 0x0001c817 0x00420217 7   8    .reloc  ascii   >$?+?f?
1610 0x0001c82d 0x0042022d 11  12   .reloc  ascii   1"1D3K3\3h3
1611 0x0001c841 0x00420241 11  12   .reloc  ascii   4w5/6G6X6t6
1612 0x0001c853 0x00420253 9   10   .reloc  ascii   819A9W9u9
1613 0x0001c869 0x00420269 7   8    .reloc  ascii   <Z=n=v=
1614 0x0001c87b 0x0042027b 9   10   .reloc  ascii   >">,>?>o>
1615 0x0001c8a0 0x004202a0 8   9    .reloc  ascii   #1K1R1j1
1616 0x0001c8c7 0x004202c7 17  18   .reloc  ascii   3"3'3,31363D3N3y3
1617 0x0001c8df 0x004202df 11  12   .reloc  ascii   3$4/4L4V4{4
1618 0x0001c8ff 0x004202ff 9   10   .reloc  ascii   515E5Q5j5
1619 0x0001c911 0x00420311 5   6    .reloc  ascii   5-7I7
1620 0x0001c919 0x00420319 5   6    .reloc  ascii   =^?g?
1621 0x0001c928 0x00420328 4   5    .reloc  ascii   n0w0
1622 0x0001c935 0x00420335 5   6    .reloc  ascii   848N8
1623 0x0001c93d 0x0042033d 5   6    .reloc  ascii   8k:u:
1624 0x0001c949 0x00420349 9   10   .reloc  ascii   ;";b;i;};
1625 0x0001c96c 0x0042036c 4   5    .reloc  ascii   B0k0
1626 0x0001c993 0x00420393 13  14   .reloc  ascii   2\e2$2-292C2j2
1627 0x0001c9b3 0x004203b3 11  12   .reloc  ascii   213O3Y3d3x3
1628 0x0001c9d1 0x004203d1 13  14   .reloc  ascii   4)4G4L4_4k4x4
1629 0x0001c9fd 0x004203fd 23  24   .reloc  ascii   5"5*525:5B5J5R5Z5b5j5r5
1630 0x0001ca35 0x00420435 25  26   .reloc  ascii   6"6*626:6B6J6R6Z6b6j6r6z6
1631 0x0001ca75 0x00420475 11  12   .reloc  ascii   7"7S7_7l7~7
1632 0x0001caa7 0x004204a7 25  26   .reloc  ascii   8$8,848<8D8L8T8\8d8l8t8|8
1633 0x0001cae7 0x004204e7 25  26   .reloc  ascii   9$9,949<9D9L9T9\9d9l9t9|9
1634 0x0001cb27 0x00420527 19  20   .reloc  ascii   :$:,:4:<:D:L:[:g:t:
1635 0x0001cb5b 0x0042055b 25  26   .reloc  ascii   ; ;$;(;,;0;4;8;<;P;p;x;|;
1636 0x0001cb99 0x00420599 25  26   .reloc  ascii   <$<,<0<4<8<<<@<D<H<L<\<|<
1637 0x0001cbdb 0x004205db 23  24   .reloc  ascii   =4=<=@=D=H=L=P=T=X=\=l=
1638 0x0001cc17 0x00420617 29  30   .reloc  ascii   >\b>\f> >@>H>L>P>T>X>\>`>d>h>x>
1639 0x0001cc53 0x00420653 5   6    .reloc  ascii   ?\b?\f?
1640 0x0001cc5d 0x0042065d 23  24   .reloc  ascii   ?(?H?P?T?X?\?`?d?h?l?p?
1641 0x0001cc9b 0x0042069b 5   6    .reloc  ascii   0\b0\f0
1642 0x0001cca7 0x004206a7 25  26   .reloc  ascii   0 040T0\0`0d0h0l0p0t0x0|0
1643 0x0001ccdf 0x004206df 23  24   .reloc  ascii   1 1$1(1,10141L1l1t1x1|1
1644 0x0001cd19 0x00420719 25  26   .reloc  ascii   2 2(2,2024282<2@2D2H2X2x2
1645 0x0001cd5b 0x0042075b 23  24   .reloc  ascii   343<3@3D3H3L3P3T3X3\3p3
1646 0x0001cd93 0x00420793 5   6    .reloc  ascii   4\b4\f4
1647 0x0001cd9b 0x0042079b 23  24   .reloc  ascii   4$4D4L4P4T4X4\4`4d4h4l4
1648 0x0001cdc5 0x004207c5 5   6    .reloc  ascii   5\b5\f5
