[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
347  0x00007944 0x00408744 4   5    .data   ascii   HQYj
348  0x00007960 0x00408760 6   7    .data   ascii   PmR_S^
349  0x00007a1b 0x0040881b 4   6    .data   utf8    E-ՃE blocks=Basic Latin,Armenian
350  0x00007a34 0x00408834 5   6    .data   ascii   \be}v\n
351  0x00007a4e 0x0040884e 4   6    .data   utf8    \bhɲG blocks=Basic Latin,IPA Extensions
352  0x00007a87 0x00408887 4   5    .data   ascii   PjP2
353  0x00007a9d 0x0040889d 4   5    .data   ascii   h|\f:
354  0x00007c23 0x00408a23 5   6    .data   ascii   ]9}i?
355  0x00007c3d 0x00408a3d 4   5    .data   ascii   r|(e
356  0x00007c53 0x00408a53 4   7    .data   utf8    Ȟe2˚ blocks=Latin Extended-B,Basic Latin,Spacing Modifier Letters
357  0x00007cd7 0x00408ad7 4   5    .data   ascii   HL-E
358  0x00007d14 0x00408b14 4   5    .data   ascii   RdPY
359  0x00007db5 0x00408bb5 7   8    .data   ascii   -U$YjM$
360  0x00007df1 0x00408bf1 4   5    .data   ascii   ,u$u
361  0x00007e0a 0x00408c0a 4   6    .data   utf8    T!̥b blocks=Basic Latin,Combining Diacritical Marks
362  0x00007e2f 0x00408c2f 6   7    .data   ascii   ~w.G\bT
363  0x00007e94 0x00408c94 4   6    .data   utf8    fʉ|q blocks=Basic Latin,IPA Extensions
364  0x00007ea5 0x00408ca5 4   5    .data   ascii   ,G\b*
365  0x00007ec1 0x00408cc1 4   5    .data   ascii   f}6]
366  0x00007f7f 0x00408d7f 4   5    .data   ascii   uuNC
367  0x00007f9c 0x00408d9c 5   6    .data   ascii   \bm}\f\b
368  0x00007fa7 0x00408da7 4   8    .data   utf8    @fd{
369  0x000080e8 0x00408ee8 5   7    .data   utf8    ^e΅i\ blocks=Basic Latin,Greek and Coptic
370  0x0000819b 0x00408f9b 4   5    .data   ascii   3McL
371  0x000081f0 0x00408ff0 4   5    .data   ascii   Pe\t@
372  0x0000822d 0x0040902d 4   5    .data   ascii   ]aHU
373  0x00008241 0x00409041 4   5    .data   ascii   Z}\e^
374  0x00008274 0x00409074 4   5    .data   ascii   HUYh
375  0x000082fa 0x004090fa 4   6    .data   utf8    P!̥` blocks=Basic Latin,Combining Diacritical Marks
376  0x0000830a 0x0040910a 4   6    .data   utf8    ` ̥X blocks=Basic Latin,Combining Diacritical Marks
377  0x00008354 0x00409154 4   6    .data   utf8    ұ\!L blocks=Cyrillic,Basic Latin
378  0x00008396 0x00409196 5   6    .data   ascii   Yh->H
379  0x000083dc 0x004091dc 4   5    .data   ascii   \bf}2
380  0x0000842a 0x0040922a 7   8    .data   ascii   OY\be}\fR
381  0x00008482 0x00409282 5   6    .data   ascii   \bhe/H
382  0x000084f2 0x004092f2 4   5    .data   ascii   \bjM 
383  0x00008536 0x00409336 4   5    .data   ascii   \bVEM
384  0x0000855a 0x0040935a 6   8    .data   utf8    \bV¹@!L blocks=Basic Latin,Latin-1 Supplement
385  0x00008581 0x00409381 4   5    .data   ascii   UH;E
386  0x000085ad 0x004093ad 4   7    .data   utf8    RލНX blocks=Basic Latin,Thaana,Cyrillic
387  0x000085c5 0x004093c5 4   5    .data   ascii   vaD,
388  0x000085ee 0x004093ee 4   6    .data   utf8    9%%;
389  0x0000871d 0x0040951d 4   5    .data   ascii   UI;R
390  0x0000876c 0x0040956c 4   5    .data   ascii   xy)A
391  0x00008796 0x00409596 4   6    .data   utf8    p9̥` blocks=Basic Latin,Combining Diacritical Marks
392  0x0000879e 0x0040959e 4   5    .data   ascii   \bW%Z
393  0x000087dc 0x004095dc 5   6    .data   ascii   \bf}\f\b
394  0x000087e7 0x004095e7 4   5    .data   ascii   Af]{
395  0x0000880c 0x0040960c 4   5    .data   ascii   xy)A
396  0x0000881b 0x0040961b 6   7    .data   ascii   PBrc?\b
397  0x00008849 0x00409649 4   5    .data   ascii   fL\bb
398  0x0000885d 0x0040965d 5   6    .data   ascii   vYW~e
399  0x00008875 0x00409675 4   5    .data   ascii   gaT>
400  0x0000887a 0x0040967a 4   5    .data   ascii   \bPu|
401  0x000088ae 0x004096ae 4   6    .data   utf8    T!̥b blocks=Basic Latin,Combining Diacritical Marks
402  0x000088df 0x004096df 4   5    .data   ascii   %\t4H
403  0x00008911 0x00409711 4   7    .data   utf8    dL腥\b blocks=Basic Latin,CJK Unified Ideographs
404  0x0000891d 0x0040971d 4   5    .data   ascii   UYj:
405  0x00008955 0x00409755 4   5    .data   ascii   (4$"
406  0x00008984 0x00409784 6   7    .data   ascii   r?\v3M]
407  0x000089bc 0x004097bc 5   6    .data   ascii   \J<$"
408  0x000089ff 0x004097ff 4   5    .data   ascii   E}&t
409  0x00008a4e 0x0040984e 10  12   .data   utf8    \bt|J|\fүT!L blocks=Basic Latin,Cyrillic
410  0x00008a83 0x00409883 4   5    .data   ascii   Em%t
411  0x00008ad4 0x004098d4 4   7    .data   utf8    ǔȋXI blocks=Latin Extended-B,Basic Latin
412  0x00008af3 0x004098f3 4   6    .data   utf8    }ŝy\b blocks=Basic Latin,Latin Extended-A
413  0x00008b21 0x00409921 4   7    .data   utf8    M\t鑣\b blocks=Basic Latin,CJK Unified Ideographs
414  0x00008baf 0x004099af 4   6    .data   utf8    }ݛ~\b blocks=Basic Latin,Arabic Supplement
415  0x00008c0b 0x00409a0b 4   5    .data   ascii   E5"t
416  0x00008cb8 0x00409ab8 4   5    .data   ascii   SD|\f
417  0x00008d83 0x00409b83 4   5    .data   ascii   Ey't
418  0x00008da2 0x00409ba2 5   6    .data   ascii   \f3MOw
419  0x00008dba 0x00409bba 6   8    .data   utf8    \bsmjLܳ blocks=Basic Latin,Syriac
420  0x00008e17 0x00409c17 4   5    .data   ascii   EEN\v
421  0x00008e30 0x00409c30 4   6    .data   utf8    бXhi blocks=Cyrillic,Basic Latin
422  0x00008e54 0x00409c54 4   5    .data   ascii   =.|\b
423  0x00008e7f 0x00409c7f 4   5    .data   ascii   E5A|
424  0x00008e9d 0x00409c9d 5   7    .data   utf8    ,|\b%ɼ blocks=Basic Latin,IPA Extensions
425  0x00008eb7 0x00409cb7 4   5    .data   ascii   E5/L
426  0x00008ed9 0x00409cd9 4   5    .data   ascii   @PY7
427  0x00008ef0 0x00409cf0 4   7    .data   utf8    @,偡1 blocks=Basic Latin,CJK Unified Ideographs
428  0x00008f1f 0x00409d1f 4   5    .data   ascii   hu{G
429  0x00008fd7 0x00409dd7 5   6    .data   ascii   P7>aH
430  0x0000901a 0x00409e1a 4   6    .data   utf8    T!̥X blocks=Basic Latin,Combining Diacritical Marks
431  0x000090f6 0x00409ef6 4   6    .data   utf8    h:̥b blocks=Basic Latin,Combining Diacritical Marks
432  0x00009108 0x00409f08 4   5    .data   ascii   j<\tu
433  0x00009133 0x00409f33 4   5    .data   ascii   \nJ"}
434  0x000091d3 0x00409fd3 4   5    .data   ascii   \;&l
435  0x000092ce 0x0040a0ce 4   7    .data   utf8    ǃի|\b blocks=Latin Extended-B,Armenian,Basic Latin
436  0x000092eb 0x0040a0eb 4   5    .data   ascii   t0,L
437  0x0000936e 0x0040a16e 5   6    .data   ascii   s$^e}
438  0x000093e7 0x0040a1e7 4   6    .data   utf8    xCΉe blocks=Basic Latin,Greek and Coptic
439  0x00009454 0x0040a254 4   5    .data   ascii   HEYj
440  0x000094a3 0x0040a2a3 5   6    .data   ascii   EU!L\b
441  0x00009503 0x0040a303 5   6    .data   ascii   EI=3\b
442  0x0000950b 0x0040a30b 4   5    .data   ascii   Ea(t
443  0x00009523 0x0040a323 5   6    .data   ascii   EI=`\b
444  0x0000952b 0x0040a32b 4   5    .data   ascii   EMlL
445  0x000095cd 0x0040a3cd 4   7    .data   utf8     |\b堦 blocks=Basic Latin,CJK Unified Ideographs
446  0x00009623 0x0040a423 4   5    .data   ascii   E-kL
447  0x00009663 0x0040a463 4   6    .data   utf8    }ў~\b blocks=Basic Latin,Cyrillic
448  0x000096d0 0x0040a4d0 4   5    .data   ascii   P-2E
449  0x0000977b 0x0040a57b 4   5    .data   ascii   hqlG
450  0x000097d0 0x0040a5d0 5   8    .data   utf8    Qd\vP嫘 blocks=Basic Latin,CJK Unified Ideographs
451  0x000097ee 0x0040a5ee 6   7    .data   ascii   \bt>"4$
452  0x00009807 0x0040a607 4   5    .data   ascii   Eum\b
453  0x0000982b 0x0040a62b 4   5    .data   ascii   h%kG
454  0x0000983d 0x0040a63d 4   5    .data   ascii   ",$"
455  0x0000984b 0x0040a64b 4   5    .data   ascii   P;"l
456  0x000098f5 0x0040a6f5 4   7    .data   utf8    &t荥\b blocks=Basic Latin,CJK Unified Ideographs
457  0x000098ff 0x0040a6ff 5   6    .data   ascii   }i,|\n
458  0x0000992f 0x0040a72f 9   10   .data   ascii   st L\f^^\nE
459  0x00009995 0x0040a795 5   6    .data   ascii   N^3M'
460  0x000099ac 0x0040a7ac 4   5    .data   ascii   x))A
461  0x00009a15 0x0040a815 4   5    .data   ascii   5YjJ
462  0x00009a1a 0x0040a81a 4   6    .data   utf8    D;̥b blocks=Basic Latin,Combining Diacritical Marks
463  0x00009a68 0x0040a868 6   7    .data   ascii   ^eV^F\
464  0x00009a71 0x0040a871 4   5    .data   ascii   9XQ>
465  0x00009a7a 0x0040a87a 4   6    .data   utf8    \!̥/ blocks=Basic Latin,Combining Diacritical Marks
466  0x00009b1a 0x0040a91a 4   6    .data   utf8    `;̥n blocks=Basic Latin,Combining Diacritical Marks
467  0x00009b2e 0x0040a92e 5   6    .data   ascii   V[Dd\
468  0x00009b34 0x0040a934 4   6    .data   utf8    !։e\t blocks=Basic Latin,Armenian
469  0x00009b44 0x0040a944 6   8    .data   utf8    ͱ(hulG blocks=Greek and Coptic,Basic Latin
470  0x00009b5c 0x0040a95c 4   5    .data   ascii   \be|\a
471  0x00009bf5 0x0040a9f5 6   7    .data   ascii   &PYTb\
472  0x00009bfe 0x0040a9fe 8   11   .data   utf8    L\b\fm̥ؖ|\n blocks=Basic Latin,Arabic,Combining Diacritical Marks
473  0x00009c2d 0x0040aa2d 4   6    .data   utf8    pX!̥ blocks=Basic Latin,Combining Diacritical Marks
474  0x00009c38 0x0040aa38 4   5    .data   ascii   P5Yj
475  0x00009c4b 0x0040aa4b 7   8    .data   ascii   u}&|\fB&
476  0x00009ccf 0x0040aacf 4   5    .data   ascii   u}|^
477  0x00009cd4 0x0040aad4 4   5    .data   ascii   xM(A
478  0x00009cf5 0x0040aaf5 4   5    .data   ascii   kU^T
479  0x00009d4c 0x0040ab4c 5   6    .data   ascii   H!}<\a
480  0x00009d6e 0x0040ab6e 6   7    .data   ascii   |\aL%5\b
481  0x00009dbe 0x0040abbe 5   6    .data   ascii   |\f\bvG
482  0x00009dd0 0x0040abd0 4   5    .data   ascii   xy'A
483  0x00009de7 0x0040abe7 4   5    .data   ascii   7R&l
484  0x00009e0d 0x0040ac0d 5   7    .data   utf8    i8Њ[> blocks=Basic Latin,Cyrillic
485  0x00009e60 0x0040ac60 4   5    .data   ascii   \tYW
486  0x00009f1b 0x0040ad1b 4   5    .data   ascii   E=ub
487  0x00009fd0 0x0040add0 4   5    .data   ascii   emyA
488  0x00009fdb 0x0040addb 5   6    .data   ascii   Pld\b3
489  0x0000a066 0x0040ae66 4   7    .data   utf8    ߅͘\t3 blocks=NKo,Combining Diacritical Marks,Basic Latin
490  0x0000a086 0x0040ae86 4   6    .data   utf8    T!̥b blocks=Basic Latin,Combining Diacritical Marks
491  0x0000a0e3 0x0040aee3 4   5    .data   ascii   Tlf\b
492  0x0000a11a 0x0040af1a 4   6    .data   utf8    ءY3H blocks=Arabic,Basic Latin
493  0x0000a14e 0x0040af4e 6   8    .data   utf8    YjڌlsL blocks=Basic Latin,Arabic
494  0x0000a177 0x0040af77 5   6    .data   ascii   3MfU^
495  0x0000a196 0x0040af96 5   7    .data   utf8    P!̥b\b blocks=Basic Latin,Combining Diacritical Marks
496  0x0000a1ab 0x0040afab 8   9    .data   ascii   u-/4\ld\b
497  0x0000a1d6 0x0040afd6 4   6    .data   utf8    V;Ӓ\n blocks=Basic Latin,Cyrillic
498  0x0000a1f2 0x0040aff2 5   6    .data   ascii   YhFLI
499  0x0000a23d 0x0040b03d 4   5    .data   ascii   dU^V
500  0x0000a2ba 0x0040b0ba 4   7    .data   utf8    ȅԑ\v@ blocks=Latin Extended-B,Cyrillic Supplement,Basic Latin
501  0x0000a318 0x0040b118 4   5    .data   ascii   J~b\b
502  0x0000a376 0x0040b176 4   6    .data   utf8    T!̥b blocks=Basic Latin,Combining Diacritical Marks
503  0x0000a3a1 0x0040b1a1 7   8    .data   ascii   *<Xld\bj
504  0x0000a3c6 0x0040b1c6 6   7    .data   ascii   b\bu\tzA
505  0x0000a3e7 0x0040b1e7 9   10   .data   ascii   \ld\buu"t\f
506  0x0000a41d 0x0040b21d 4   5    .data   ascii   c\bV:
507  0x0000a4cf 0x0040b2cf 4   5    .data   ascii   vq L
508  0x0000a4fa 0x0040b2fa 8   10   .data   utf8    `ܾf\bQePt blocks=Basic Latin,Syriac
509  0x0000a524 0x0040b324 5   6    .data   ascii   2nOFf
510  0x0000a53e 0x0040b33e 7   8    .data   ascii   P9x\r|:e
511  0x0000a584 0x0040b384 5   8    .data   utf8    睃EYvb blocks=CJK Unified Ideographs,Basic Latin
512  0x0000a5b4 0x0040b3b4 4   5    .data   ascii   xm'A
513  0x0000a5d1 0x0040b3d1 4   5    .data   ascii   }HtL
514  0x0000a5ff 0x0040b3ff 4   6    .data   utf8    ĭr`h blocks=Latin Extended-A,Basic Latin
515  0x0000a61b 0x0040b41b 6   8    .data   utf8    rF}pt̥ blocks=Basic Latin,Combining Diacritical Marks
516  0x0000a658 0x0040b458 4   6    .data   utf8    ʗ,h\r blocks=IPA Extensions,Basic Latin
517  0x0000a6aa 0x0040b4aa 4   5    .data   ascii   |\b5>
518  0x0000a726 0x0040b526 4   5    .data   ascii   \bWRj
519  0x0000a74c 0x0040b54c 4   5    .data   ascii   xm'A
520  0x0000a760 0x0040b560 5   6    .data   ascii   Af\bV[
521  0x0000a767 0x0040b567 4   5    .data   ascii   Plf\b
522  0x0000a770 0x0040b570 4   5    .data   ascii   >L\t\b
523  0x0000a783 0x0040b583 4   5    .data   ascii   EUvb
524  0x0000a79f 0x0040b59f 4   5    .data   ascii   E9v`
525  0x0000a7c4 0x0040b5c4 4   5    .data   ascii   eI}A
526  0x0000a7cc 0x0040b5cc 4   5    .data   ascii   xu'A
527  0x0000a7e4 0x0040b5e4 7   8    .data   ascii   ]w^VC L
528  0x0000a815 0x0040b615 4   5    .data   ascii   {YVJ
529  0x0000a845 0x0040b645 4   5    .data   ascii   v^Q=
530  0x0000a89b 0x0040b69b 4   5    .data   ascii   Xlf\b
531  0x0000a8a1 0x0040b6a1 6   7    .data   ascii   \r^P%@v
532  0x0000a8d3 0x0040b6d3 6   8    .data   utf8    \nLgn;Չ blocks=Basic Latin,Armenian
533  0x0000a927 0x0040b727 4   5    .data   ascii   Xlf\b
534  0x0000a974 0x0040b774 4   5    .data   ascii   @\r0M
535  0x0000a9e8 0x0040b7e8 4   5    .data   ascii   X\r2M
536  0x0000aa3a 0x0040b83a 4   5    .data   ascii   \nV[r
537  0x0000ab2a 0x0040b92a 4   6    .data   utf8    X!̥] blocks=Basic Latin,Combining Diacritical Marks
538  0x0000ab7e 0x0040b97e 7   8    .data   ascii   :3MfU^D
539  0x0000ac38 0x0040ba38 4   5    .data   ascii   P\rZP
540  0x0000acc6 0x0040bac6 5   6    .data   ascii   `<`f\b
541  0x0000accc 0x0040bacc 4   5    .data   ascii   xa'A
542  0x0000ad3d 0x0040bb3d 4   5    .data   ascii   f\b9Y
543  0x0000ad4b 0x0040bb4b 4   5    .data   ascii   hUzG
544  0x0000ad50 0x0040bb50 5   6    .data   ascii   \bi,8=
545  0x0000ad57 0x0040bb57 5   6    .data   ascii   Xlf\bh
546  0x0000adc9 0x0040bbc9 4   5    .data   ascii   b,,\f
547  0x0000ade1 0x0040bbe1 4   5    .data   ascii   j,$p
548  0x0000ae03 0x0040bc03 4   5    .data   ascii   Sry,
549  0x0000ae1c 0x0040bc1c 4   5    .data   ascii   By,$
550  0x0000ae54 0x0040bc54 5   7    .data   utf8    4\1ؚ( blocks=Basic Latin,Arabic
551  0x0000ae65 0x0040bc65 4   5    .data   ascii   ,U$q
552  0x0000ae81 0x0040bc81 4   5    .data   ascii   \rUzr
553  0x0000aeb3 0x0040bcb3 5   6    .data   ascii   \lf\bj
554  0x0000aefd 0x0040bcfd 5   6    .data   ascii   \f\vjy_
555  0x0000af17 0x0040bd17 4   5    .data   ascii   Tlf\b
556  0x0000af25 0x0040bd25 4   5    .data   ascii   \r y*
557  0x0000af35 0x0040bd35 5   6    .data   ascii   i, ]\r
558  0x0000af3e 0x0040bd3e 4   5    .data   ascii   PYZ,
559  0x0000af4e 0x0040bd4e 6   7    .data   ascii   )SCXb\b
560  0x0000af5c 0x0040bd5c 4   5    .data   ascii   5u{A
561  0x0000af7e 0x0040bd7e 4   5    .data   ascii   {pzq
562  0x0000af91 0x0040bd91 4   5    .data   ascii   -E0q
563  0x0000afb3 0x0040bdb3 4   5    .data   ascii   Fux\r
564  0x0000afbf 0x0040bdbf 5   6    .data   ascii   ~Ye{$
565  0x0000afe1 0x0040bde1 4   5    .data   ascii   w\v@v
566  0x0000afef 0x0040bdef 5   6    .data   ascii   &%%|A
567  0x0000affe 0x0040bdfe 4   6    .data   utf8    T!̥b blocks=Basic Latin,Combining Diacritical Marks
568  0x0000b05a 0x0040be5a 8   9    .data   ascii   \eTld\bjM0
569  0x0000b069 0x0040be69 4   5    .data   ascii   U$3=
570  0x0000b078 0x0040be78 4   5    .data   ascii   O/Y4
571  0x0000b084 0x0040be84 6   8    .data   utf8    ӭ'Mi/L blocks=Cyrillic,Basic Latin
572  0x0000b093 0x0040be93 4   5    .data   ascii   F}.L
573  0x0000b0e8 0x0040bee8 4   5    .data   ascii   )Kc\b
574  0x0000b19e 0x0040bf9e 4   5    .data   ascii   /E9z
575  0x0000b1a7 0x0040bfa7 4   5    .data   ascii   M%/L
576  0x0000b21f 0x0040c01f 4   5    .data   ascii   \vSa8
577  0x0000b257 0x0040c057 5   6    .data   ascii   Fi&w\
578  0x0000b267 0x0040c067 5   6    .data   ascii   FI.O\
579  0x0000b2be 0x0040c0be 4   5    .data   ascii   b\bVT
580  0x0000b2cb 0x0040c0cb 4   5    .data   ascii   h5sG
581  0x0000b2ea 0x0040c0ea 4   5    .data   ascii   L$I.
582  0x0000b332 0x0040c132 6   8    .data   utf8    hu̥^V\n blocks=Basic Latin,Combining Diacritical Marks
583  0x0000b341 0x0040c141 5   7    .data   utf8    r&99@
584  0x0000b360 0x0040c160 4   5    .data   ascii   c*M$
585  0x0000b371 0x0040c171 7   8    .data   ascii   +4Xlf\bS
586  0x0000b399 0x0040c199 4   5    .data   ascii   b,(v
587  0x0000b3ad 0x0040c1ad 8   9    .data   ascii   *M$}+\r0\a
588  0x0000b3d6 0x0040c1d6 5   6    .data   ascii   \eTld\b
589  0x0000b3eb 0x0040c1eb 4   6    .data   utf8    Ɖ"u$ blocks=Latin Extended-B,Basic Latin
590  0x0000b404 0x0040c204 5   8    .data   utf8    ܍`"̥9 blocks=Syriac,Basic Latin,Combining Diacritical Marks
591  0x0000b444 0x0040c244 4   6    .data   utf8    \Ɂ5A blocks=Basic Latin,Latin Extended-B
592  0x0000b50d 0x0040c30d 5   6    .data   ascii   []3M3
593  0x0000b526 0x0040c326 4   5    .data   ascii   ]PRj
594  0x0000b5ae 0x0040c3ae 6   7    .data   ascii   \e\ld\bj
595  0x0000b5c0 0x0040c3c0 4   5    .data   ascii   ZSQv
596  0x0000b607 0x0040c407 4   5    .data   ascii   hexG
597  0x0000b67e 0x0040c47e 5   6    .data   ascii   O;Ly\n
598  0x0000b692 0x0040c492 4   5    .data   ascii   I;Lt
599  0x0000b699 0x0040c499 4   6    .data   utf8    }(v̥ blocks=Basic Latin,Combining Diacritical Marks
600  0x0000b6da 0x0040c4da 5   6    .data   ascii   `(;f\b
601  0x0000b6f6 0x0040c4f6 4   5    .data   ascii   H;Ls
602  0x0000b71e 0x0040c51e 4   6    .data   utf8    T!̥b blocks=Basic Latin,Combining Diacritical Marks
603  0x0000b783 0x0040c583 4   5    .data   ascii   D,e\b
604  0x0000b78d 0x0040c58d 4   6    .data   utf8    }4v̥ blocks=Basic Latin,Combining Diacritical Marks
605  0x0000b793 0x0040c593 6   7    .data   ascii   E!|(P5
606  0x0000b7f5 0x0040c5f5 4   6    .data   utf8    }Lv̥ blocks=Basic Latin,Combining Diacritical Marks
607  0x0000b7fe 0x0040c5fe 4   6    .data   utf8    T!̥b blocks=Basic Latin,Combining Diacritical Marks
608  0x0000b883 0x0040c683 4   5    .data   ascii   ]Nt#
609  0x0000b8aa 0x0040c6aa 7   10   .data   utf8    iv̥G;șz blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
610  0x0000b970 0x0040c770 4   5    .data   ascii   <Ub(
611  0x0000b996 0x0040c796 5   6    .data   ascii   \eXld\b
612  0x0000b9e9 0x0040c7e9 4   5    .data   ascii   LU^f
613  0x0000ba18 0x0040c818 4   5    .data   ascii   Cp\ej
614  0x0000ba32 0x0040c832 6   7    .data   ascii   \e\bld\bh
615  0x0000ba7f 0x0040c87f 4   5    .data   ascii   hupG
616  0x0000ba8a 0x0040c88a 4   6    .data   utf8    X!̥^ blocks=Basic Latin,Combining Diacritical Marks
617  0x0000bab6 0x0040c8b6 4   5    .data   ascii   Xj\n~
618  0x0000bad0 0x0040c8d0 4   6    .data   utf8    ڒ\!L blocks=Arabic,Basic Latin
619  0x0000bb08 0x0040c908 8   11   .data   utf8    jσEaU9۾{ blocks=Basic Latin,Greek and Coptic,Arabic
620  0x0000bb52 0x0040c952 7   8    .data   ascii   ` Zf\bS^
621  0x0000bb5a 0x0040c95a 6   7    .data   ascii   \ePlf\b3
622  0x0000bb6b 0x0040c96b 4   5    .data   ascii   hYpG
623  0x0000bb72 0x0040c972 6   7    .data   ascii   c\b%a}A
624  0x0000bbd8 0x0040c9d8 4   5    .data   ascii   5U}A
625  0x0000bbea 0x0040c9ea 6   7    .data   ascii   b\b5M}A
626  0x0000bc2b 0x0040ca2b 5   6    .data   ascii   E!Ub\b
627  0x0000bc4e 0x0040ca4e 4   5    .data   ascii   \bV\b`
628  0x0000bc68 0x0040ca68 4   5    .data   ascii    Gb\b
629  0x0000bc82 0x0040ca82 4   5    .data   ascii   |/r[
630  0x0000bc8d 0x0040ca8d 4   6    .data   utf8    M|w̥ blocks=Basic Latin,Combining Diacritical Marks
631  0x0000bc9a 0x0040ca9a 5   6    .data   ascii   O;L]\n
632  0x0000bcae 0x0040caae 4   5    .data   ascii   H;LX
633  0x0000bcd3 0x0040cad3 4   5    .data   ascii   he\G
634  0x0000bcdb 0x0040cadb 5   7    .data   utf8    PºP!L blocks=Basic Latin,Latin-1 Supplement
635  0x0000bd1a 0x0040cb1a 4   7    .data   utf8    S踹b\b blocks=Basic Latin,CJK Unified Ideographs
636  0x0000bd74 0x0040cb74 4   5    .data   ascii   =xYS
637  0x0000be2f 0x0040cc2f 4   5    .data   ascii   E!un
638  0x0000be8a 0x0040cc8a 5   6    .data   ascii   O;LY\n
639  0x0000be92 0x0040cc92 5   7    .data   utf8    ȅDZ\v@ blocks=Latin Extended-B,Basic Latin
640  0x0000bee1 0x0040cce1 4   5    .data   ascii   Y\v@v
641  0x0000bf2a 0x0040cd2a 4   6    .data   utf8    \!̥U blocks=Basic Latin,Combining Diacritical Marks
642  0x0000bf43 0x0040cd43 5   6    .data   ascii   t^w]j
643  0x0000bf4f 0x0040cd4f 4   6    .data   utf8    }\tԡ3 blocks=Basic Latin,Cyrillic Supplement
644  0x0000bf62 0x0040cd62 5   6    .data   ascii   YF^.T
645  0x0000bfa4 0x0040cda4 4   5    .data   ascii   x}'A
646  0x0000bfdf 0x0040cddf 4   6    .data   utf8    9x͐A blocks=Basic Latin,Combining Diacritical Marks
647  0x0000bfef 0x0040cdef 8   9    .data   ascii   P>rYS>rb
648  0x0000c00b 0x0040ce0b 4   5    .data   ascii   EQub
649  0x0000c065 0x0040ce65 6   9    .data   utf8    ,L쪷\!L blocks=Basic Latin,Hangul Syllables
650  0x0000c096 0x0040ce96 6   7    .data   ascii   /]9Syj
