[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1810 0x000217fd 0x100231fd 4   5    .data   ascii   N8fA
1811 0x00021823 0x10023223 4   5    .data   ascii   V\bH;
1812 0x000218a1 0x100232a1 4   5    .data   ascii   D$TA
1813 0x000218f2 0x100232f2 4   5    .data   ascii   |'<;
1814 0x00021945 0x10023345 4   5    .data   ascii   T$0H
1815 0x00021961 0x10023361 4   5    .data   ascii   D$0H
1816 0x0002198a 0x1002338a 4   5    .data   ascii   D$(H
1817 0x000219ab 0x100233ab 4   5    .data   ascii   L$83
1818 0x000219c5 0x100233c5 13  14   .data   ascii   HA_A^A]A\_^][
1819 0x00021b4d 0x1002354d 4   5    .data   ascii   F+Uu
1820 0x00021b84 0x10023584 4   5    .data   ascii   XZ\vw
1821 0x00021b89 0x10023589 7   8    .data   ascii   e\vw8c\vw
1822 0x000220b7 0x10023ab7 4   5    .data   ascii   \b\t\n1
1823 0x000220bc 0x10023abc 4   5    .data   ascii   \t\b\v5
1824 0x000220c1 0x10023ac1 4   5    .data   ascii   \t\b\f6
1825 0x00022600 0x10025000 12  13   .bss    ascii   ADVAPI32.DLL
1826 0x0002260d 0x1002500d 15  16   .bss    ascii   CryptGetUserKey
1827 0x0002261d 0x1002501d 12  13   .bss    ascii   KERNEL32.DLL
1828 0x0002262a 0x1002502a 14  15   .bss    ascii   LoadLibraryExW
1829 0x00022639 0x10025039 10  11   .bss    ascii   WS2_32.DLL
1830 0x00022644 0x10025044 7   8    .bss    ascii   WSARecv
1831 0x0002264c 0x1002504c 7   8    .bss    ascii   WSASend
1832 0x00022654 0x10025054 11  12   .bss    ascii   closesocket
1833 0x00022660 0x10025060 4   5    .bss    ascii   recv
1834 0x00022665 0x10025065 10  11   .bss    ascii   CHROME.DLL
1835 0x00022670 0x10025070 63  64   .bss    ascii   soft=%u&version=%u&user=%08x%08x%08x%08x&server=%u&id=%u&crc=%x
1836 0x000226b0 0x100250b0 72  73   .bss    ascii   version=%u&soft=%u&user=%08x%08x%08x%08x&server=%u&id=%u&type=%u&name=%s
1837 0x000226f9 0x100250f9 6   7    .bss    ascii   &ip=%s
1838 0x00022700 0x10025100 6   7    .bss    ascii   &os=%s
1839 0x00022707 0x10025107 15  16   .bss    ascii   %u.%u_%u_%u_x%u
1840 0x00022717 0x10025117 6   7    .bss    ascii   &tor=1
1841 0x0002271e 0x1002511e 54  55   .bss    ascii   Mozilla/4.0 (compatible; MSIE 8.0; Windows NT %u.%u%s)
1842 0x00022755 0x10025155 7   8    .bss    ascii   http://
1843 0x0002275d 0x1002515d 8   9    .bss    ascii   https://
1844 0x00022766 0x10025166 7   8    .bss    ascii   file://
1845 0x0002276e 0x1002516e 7   8    .bss    ascii   USER.ID
1846 0x00022776 0x10025176 7   8    .bss    ascii   %lu.exe
1847 0x0002277e 0x1002517e 8   9    .bss    ascii   /upd %lu
1848 0x00022787 0x10025187 39  40   .bss    ascii   Software\AppDataLow\Software\Microsoft\
1849 0x000227af 0x100251af 4   5    .bss    ascii   Main
1850 0x000227b4 0x100251b4 5   6    .bss    ascii   Block
1851 0x000227ba 0x100251ba 4   5    .bss    ascii   Temp
1852 0x000227bf 0x100251bf 6   7    .bss    ascii   Client
1853 0x000227ca 0x100251ca 4   5    .bss    ascii   Keys
1854 0x000227d3 0x100251d3 4   5    .bss    ascii   Kill
1855 0x000227d8 0x100251d8 8   9    .bss    ascii   LastTask
1856 0x000227e1 0x100251e1 10  11   .bss    ascii   LastConfig
1857 0x000227ec 0x100251ec 6   7    .bss    ascii   CrHook
1858 0x000227f3 0x100251f3 6   7    .bss    ascii   OpHook
1859 0x000227fa 0x100251fa 4   5    .bss    ascii   Exec
1860 0x000227ff 0x100251ff 6   7    .bss    ascii   .onion
1861 0x00022806 0x10025206 9   10   .bss    ascii   TorClient
1862 0x00022810 0x10025210 6   7    .bss    ascii   TorCrc
1863 0x00022817 0x10025217 84  85   .bss    ascii   %s %s HTTP/1.1\r\nHost: %s\r\nUser-Agent: %s\r\nConnection: close;\r\nContent-length: %u\r\n\r\n
1864 0x00022870 0x10025270 36  37   .bss    ascii   http://constitution.org/usdeclar.txt
1865 0x00022895 0x10025295 47  48   .bss    ascii   C:\Program Files\Internet Explorer\iexplore.exe
1866 0x000228c5 0x100252c5 45  46   .bss    ascii   Software\Microsoft\Windows\CurrentVersion\Run
1867 0x000228f3 0x100252f3 60  61   .bss    ascii   System\CurrentControlSet\Control\Session Manager\AppCertDlls
1868 0x00022930 0x10025330 4   5    .bss    ascii   text
1869 0x00022935 0x10025335 5   6    .bss    ascii   image
1870 0x0002293b 0x1002533b 4   5    .bss    ascii   json
1871 0x00022940 0x10025340 4   5    .bss    ascii   html
1872 0x00022945 0x10025345 10  11   .bss    ascii   javascript
1873 0x00022954 0x10025354 25  26   .bss    ascii   URL: %s\r\nuser=%s\r\npass=%s
1874 0x0002296e 0x1002536e 57  58   .bss    ascii   URL: %s\r\nREF: %s\r\nLANG: %s\r\nAGENT: %s\r\nCOOKIE: %s\r\nPOST: 
1875 0x000229a8 0x100253a8 12  13   .bss    ascii   USERID: %s\r\n
1876 0x000229b5 0x100253b5 10  11   .bss    ascii   USER: %s\r\n
1877 0x000229c0 0x100253c0 47  48   .bss    ascii   DEVICE: %s\r\nCLASS: %s\r\nINTERFACE: %s\r\nADD: %u\r\n
1878 0x000229f0 0x100253f0 4   5    .bss    ascii   @%s@
1879 0x000229f5 0x100253f5 6   7    .bss    ascii   grabs=
1880 0x000229fc 0x100253fc 6   7    .bss    ascii   HIDDEN
1881 0x00022a03 0x10025403 16  17   .bss    ascii   %08x%08x%08x%08x
1882 0x00022a14 0x10025414 4   5    .bss    ascii   @ID@
1883 0x00022a19 0x10025419 7   8    .bss    ascii   @GROUP@
1884 0x00022a21 0x10025421 9   10   .bss    ascii   @RANDSTR@
1885 0x00022a2b 0x1002542b 7   8    .bss    ascii   @URL=*@
1886 0x00022a33 0x10025433 10  11   .bss    ascii   @CONFIG=*@
1887 0x00022a3e 0x1002543e 9   10   .bss    ascii   @VIDEO=*@
1888 0x00022a48 0x10025448 9   10   .bss    ascii   @SOCKS=*@
1889 0x00022a52 0x10025452 8   9    .bss    ascii   @KILL=*@
1890 0x00022a5b 0x1002545b 7   8    .bss    ascii   @VNC=*@
1891 0x00022a63 0x10025463 5   6    .bss    ascii   %s.%s
1892 0x00022a69 0x10025469 4   5    .bss    ascii   http
1893 0x00022a6e 0x1002546e 4   5    .bss    ascii   .bat
1894 0x00022a73 0x10025473 4   5    .bss    ascii   .bin
1895 0x00022a7b 0x1002547b 6   7    .bss    ascii   Local\
1896 0x00022a83 0x10025483 9   10   .bss    ascii   \\.\pipe\
1897 0x00022a8d 0x1002548d 20  21   .bss    ascii   %APPDATA%\Microsoft\
1898 0x00022aa2 0x100254a2 9   10   .bss    ascii   %APPDATA%
1899 0x00022aac 0x100254ac 4   5    .bss    ascii   form
1900 0x00022ab5 0x100254b5 4   5    .bss    ascii   keys
1901 0x00022aba 0x100254ba 4   5    .bss    ascii   POST
1902 0x00022abf 0x100254bf 12  13   .bss    ascii   --%s\r\n%s\r\n\r\n
1903 0x00022acc 0x100254cc 4   10   .bss    utf16le POST
1904 0x00022ad6 0x100254d6 65  66   .bss    ascii   Content-Disposition: form-data; name="upload_file"; filename="%s"
1905 0x00022b28 0x10025528 6   7    .bss    ascii   %u%u%u
1906 0x00022b2f 0x1002552f 46  47   .bss    ascii   Content-Type: multipart/form-data; boundary=%s
1907 0x00022b5e 0x1002555e 71  72   .bss    ascii   Content-Disposition: form-data; name="upload_file"; filename="%.4u.%lu"
1908 0x00022ba6 0x100255a6 38  39   .bss    ascii   Content-Type: application/octet-stream
1909 0x00022bcd 0x100255cd 8   9    .bss    ascii   --%s--\r\n
1910 0x00022bd6 0x100255d6 30  31   .bss    ascii   {%08X-%04X-%04X-%04X-%08X%04X}
1911 0x00022bf5 0x100255f5 28  29   .bss    ascii   %08X-%04X-%04X-%04X-%08X%04X
1912 0x00022c12 0x10025612 61  62   .bss    ascii   S:(ML;;NW;;;LW)D:(A;;0x1fffff;;;WD)(A;;0x1fffff;;;S-1-15-2-1)
1913 0x00022c50 0x10025650 4   10   .bss    utf16le open
1914 0x00022c5a 0x1002565a 7   8    .bss    ascii   %lu.bat
1915 0x00022c62 0x10025662 66  67   .bss    ascii   attrib -r -s -h %%1\r\n:%u\r\ndel %%1\r\nif exist %%1 goto %u\r\ndel %%0\r\n
1916 0x00022ca5 0x100256a5 5   6    .bss    ascii   \Vars
1917 0x00022cab 0x100256ab 6   7    .bss    ascii   \Files
1918 0x00022cb2 0x100256b2 7   8    .bss    ascii   \Config
1919 0x00022cba 0x100256ba 4   5    .bss    ascii   \Run
1920 0x00022cbf 0x100256bf 74  75   .bss    ascii   /data.php?version=%u&user=%08x%08x%08x%08x&server=%u&id=%u&type=%u&name=%s
1921 0x00022d0a 0x1002570a 4   5    .bss    ascii   /UPD
1922 0x00022d13 0x10025713 7   8    .bss    ascii   /sd %lu
1923 0x00022d1b 0x1002571b 42  43   .bss    ascii   \Software\Microsoft\Windows\CurrentVersion
1924 0x00022d49 0x10025749 59  60   .bss    ascii   SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings
1925 0x00022d85 0x10025785 9   10   .bss    ascii   NSPR4.DLL
1926 0x00022d8f 0x1002578f 8   9    .bss    ascii   NSS3.DLL
1927 0x00022d98 0x10025798 34  70   .bss    utf16le %APPDATA%\Mozilla\Firefox\Profiles
1928 0x00022dde 0x100257de 13  14   .bss    ascii   EnableSPDY3_0
1929 0x00022dec 0x100257ec 25  52   .bss    utf16le \Macromedia\Flash Player\
1930 0x00022e20 0x10025820 14  30   .bss    utf16le cookies.sqlite
1931 0x00022e3e 0x1002583e 9   10   .bss    ascii   OPERA.EXE
1932 0x00022e48 0x10025848 22  46   .bss    utf16le cookies.sqlite-journal
1933 0x00022e76 0x10025876 9   10   .bss    ascii   NTDLL.DLL
1934 0x00022e80 0x10025880 5   12   .bss    utf16le *.sol
1935 0x00022e8c 0x1002588c 5   12   .bss    utf16le *.txt
1936 0x00022e98 0x10025898 10  22   .bss    utf16le \cookie.ff
1937 0x00022eae 0x100258ae 4   5    .bss    ascii   ieui
1938 0x00022eb3 0x100258b3 8   9    .bss    ascii   ieapfltr
1939 0x00022ebc 0x100258bc 10  22   .bss    utf16le \cookie.ie
1940 0x00022ed2 0x100258d2 5   6    .bss    ascii   Host:
1941 0x00022ed8 0x100258d8 5   12   .bss    utf16le \sols
1942 0x00022ee4 0x100258e4 4   10   .bss    utf16le \\?\
1943 0x00022eee 0x100258ee 12  13   .bss    ascii   Content-MD5:
1944 0x00022efb 0x100258fb 16  17   .bss    ascii   Accept-Encoding:
1945 0x00022f14 0x10025914 4   10   .bss    utf16le ISFB
1946 0x00022f1e 0x1002591e 17  18   .bss    ascii   Content-Encoding:
1947 0x00022f30 0x10025930 31  64   .bss    utf16le  --use-spdy=off --disable-http2
1948 0x00022f78 0x10025978 4   10   .bss    utf16le jpeg
1949 0x00022f82 0x10025982 11  12   .bss    ascii   WININET.DLL
1950 0x00022f8e 0x1002598e 9   10   .bss    ascii   Referer: 
1951 0x00022f98 0x10025998 47  96   .bss    utf16le %02u-%02u-%02u %02u:%02u:%02u\r\n%s\r\n%s\r\n\r\n%s\r\n\r\n
1952 0x00022ff8 0x100259f8 50  102  .bss    utf16le %02u-%02u-%02u %02u:%02u:%02u\r\nClipboard\r\n\r\n%s\r\n\r\n
1953 0x0002305e 0x10025a5e 13  14   .bss    ascii   Content-Type:
1954 0x0002306c 0x10025a6c 16  34   .bss    utf16le Windows Explorer
1955 0x0002308e 0x10025a8e 17  18   .bss    ascii   Accept-Language: 
1956 0x000230a0 0x10025aa0 15  32   .bss    utf16le DelegateExecute
1957 0x000230c0 0x10025ac0 23  48   .bss    utf16le SOFTWARE\Classes\Chrome
1958 0x000230f0 0x10025af0 7   16   .bss    utf16le command
1959 0x00023108 0x10025b08 11  12   .bss    ascii   WSOCK32.DLL
1960 0x00023114 0x10025b14 11  12   .bss    ascii   WININET.dll
1961 0x00023120 0x10025b20 11  12   .bss    ascii   VERSION.dll
1962 0x0002312c 0x10025b2c 10  11   .bss    ascii   kernelbase
1963 0x00023137 0x10025b37 7   8    .bss    ascii   ieframe
1964 0x0002313f 0x10025b3f 6   7    .bss    ascii   urlmon
1965 0x00023146 0x10025b46 6   7    .bss    ascii   mshtml
1966 0x0002314d 0x10025b4d 11  12   .bss    ascii   inetcpl.cpl
1967 0x00023159 0x10025b59 11  12   .bss    ascii   NTDSAPI.DLL
1968 0x00023165 0x10025b65 11  12   .bss    ascii   User-Agent:
1969 0x00023171 0x10025b71 11  12   .bss    ascii   Connection:
1970 0x0002317d 0x10025b7d 15  16   .bss    ascii   Content-Length:
1971 0x0002318d 0x10025b8d 18  19   .bss    ascii   Transfer-Encoding:
1972 0x000231a0 0x10025ba0 8   9    .bss    ascii   Cookie: 
1973 0x000231a9 0x10025ba9 24  25   .bss    ascii   Content-Security-Policy:
1974 0x000231c2 0x10025bc2 36  37   .bss    ascii   Content-Security-Policy-Report-Only:
1975 0x000231e7 0x10025be7 15  16   .bss    ascii   X-Frame-Options
1976 0x000231f7 0x10025bf7 28  29   .bss    ascii   Access-Control-Allow-Origin:
1977 0x00023214 0x10025c14 35  36   .bss    ascii   no-cache, no-store, must-revalidate
1978 0x00023238 0x10025c38 4   5    .bss    ascii   %x\r\n
1979 0x0002323d 0x10025c3d 4   5    .bss    ascii   ocsp
1980 0x00023242 0x10025c42 8   9    .bss    ascii    chunked
1981 0x0002324b 0x10025c4b 9   10   .bss    ascii    identity
1982 0x00023255 0x10025c55 14  15   .bss    ascii    gzip, deflate
1983 0x00023264 0x10025c64 4   5    .bss    ascii   gzip
1984 0x00023269 0x10025c69 4   5    .bss    ascii   \r\n\r\n
1985 0x0002326e 0x10025c6e 26  27   .bss    ascii   HTTP/1.1 404 Not Found\r\n\r\n
1986 0x00023289 0x10025c89 15  16   .bss    ascii   %02u:%02u:%02u 
1987 0x00023299 0x10025c99 6   7    .bss    ascii   EMPTY\n
1988 0x000232a0 0x10025ca0 20  21   .bss    ascii   Cmd %s processed: %u
1989 0x000232b5 0x10025cb5 14  15   .bss    ascii    | "%s" | %u\r\n
1990 0x000232c4 0x10025cc4 18  19   .bss    ascii   Cmd %u parsing: %u
1991 0x000232d7 0x10025cd7 7   8    .bss    ascii   PR_Read
1992 0x000232df 0x10025cdf 8   9    .bss    ascii   PR_Write
1993 0x000232e8 0x10025ce8 8   9    .bss    ascii   PR_Close
1994 0x000232f1 0x10025cf1 46  47   .bss    ascii   .set MaxDiskSize=0\r\n.set DiskDirectory1="%s"\r\n
1995 0x00023320 0x10025d20 24  25   .bss    ascii   .set CabinetName1="%s"\r\n
1996 0x00023339 0x10025d39 26  27   .bss    ascii   .set DestinationDir="%S"\r\n
1997 0x00023354 0x10025d54 6   7    .bss    ascii   "%s"\r\n
1998 0x0002335b 0x10025d5b 10  11   .bss    ascii   \setup.inf
1999 0x00023366 0x10025d66 10  11   .bss    ascii   \setup.rpt
2000 0x00023371 0x10025d71 19  20   .bss    ascii   makecab.exe /F "%s"
2001 0x00023385 0x10025d85 16  17   .bss    ascii   cmd /C "%s> %s1"
2002 0x00023396 0x10025d96 15  16   .bss    ascii   systeminfo.exe 
2003 0x000233a6 0x10025da6 19  20   .bss    ascii   tasklist.exe /SVC >
2004 0x000233ba 0x10025dba 17  18   .bss    ascii   driverquery.exe >
2005 0x000233cc 0x10025dcc 77  78   .bss    ascii   reg.exe query "HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall" /s >
2006 0x0002341a 0x10025e1a 35  36   .bss    ascii   cmd /U /C "type %s1 > %s & del %s1"
2007 0x0002343e 0x10025e3e 10  11   .bss    ascii   net view >
2008 0x00023449 0x10025e49 20  21   .bss    ascii   nslookup 127.0.0.1 >
2009 0x0002345e 0x10025e5e 15  16   .bss    ascii   echo -------- >
2010 0x0002346e 0x10025e6e 48  49   .bss    ascii   nslookup myip.opendns.com resolver1.opendns.com 
2011 0x0002349f 0x10025e9f 13  14   .bss    ascii   ss:  *.*.*.*\r
2012 0x000234ad 0x10025ead 7   8    .bss    ascii   Unknown
2013 0x000234b5 0x10025eb5 4   5    .bss    ascii   .pfx
2014 0x000234bd 0x10025ebd 11  12   .bss    ascii   AddressBook
2015 0x000234c9 0x10025ec9 8   9    .bss    ascii   AuthRoot
2016 0x000234d2 0x10025ed2 20  21   .bss    ascii   CertificateAuthority
2017 0x000234e7 0x10025ee7 10  11   .bss    ascii   Disallowed
2018 0x000234f2 0x10025ef2 4   5    .bss    ascii   Root
2019 0x000234f7 0x10025ef7 13  14   .bss    ascii   TrustedPeople
2020 0x00023505 0x10025f05 16  17   .bss    ascii   TrustedPublisher
2021 0x00023516 0x10025f16 25  26   .bss    ascii   InternetSetStatusCallback
2022 0x00023530 0x10025f30 22  23   .bss    ascii   HttpAddRequestHeadersW
2023 0x00023547 0x10025f47 22  23   .bss    ascii   HttpAddRequestHeadersA
2024 0x0002355e 0x10025f5e 14  15   .bss    ascii   HttpQueryInfoW
2025 0x0002356d 0x10025f6d 14  15   .bss    ascii   HttpQueryInfoA
2026 0x0002357c 0x10025f7c 16  17   .bss    ascii   InternetConnectW
2027 0x0002358d 0x10025f8d 16  17   .bss    ascii   InternetConnectA
2028 0x0002359e 0x10025f9e 26  27   .bss    ascii   InternetQueryDataAvailable
2029 0x000235b9 0x10025fb9 16  17   .bss    ascii   HttpSendRequestW
2030 0x000235ca 0x10025fca 16  17   .bss    ascii   HttpSendRequestA
2031 0x000235db 0x10025fdb 19  20   .bss    ascii   InternetReadFileExW
2032 0x000235ef 0x10025fef 19  20   .bss    ascii   InternetReadFileExA
2033 0x00023603 0x10026003 17  18   .bss    ascii   InternetWriteFile
2034 0x00023615 0x10026015 16  17   .bss    ascii   InternetReadFile
2035 0x00023626 0x10026026 16  17   .bss    ascii   HttpOpenRequestW
2036 0x00023637 0x10026037 16  17   .bss    ascii   RegQueryValueExW
2037 0x00023648 0x10026048 12  13   .bss    ascii   RegGetValueW
2038 0x00023655 0x10026055 7   8    .bss    ascii   PR_Poll
2039 0x0002365d 0x1002605d 11  12   .bss    ascii   PR_GetError
2040 0x00023669 0x10026069 11  12   .bss    ascii   PR_SetError
2041 0x00023675 0x10026075 11  12   .bss    ascii   ExitProcess
2042 0x00023681 0x10026081 26  27   .bss    ascii   LdrRegisterDllNotification
2043 0x0002369c 0x1002609c 28  29   .bss    ascii   LdrUnregisterDllNotification
2044 0x000236b9 0x100260b9 14  15   .bss    ascii   CreateProcessA
2045 0x000236c8 0x100260c8 14  15   .bss    ascii   CreateProcessW
2046 0x000236d7 0x100260d7 20  21   .bss    ascii   CreateProcessAsUserA
2047 0x000236ec 0x100260ec 20  21   .bss    ascii   CreateProcessAsUserW
2048 0x00023701 0x10026101 18  19   .bss    ascii   ZwGetContextThread
2049 0x00023714 0x10026114 18  19   .bss    ascii   ZwSetContextThread
2050 0x00023727 0x10026127 20  21   .bss    ascii   ZwWriteVirtualMemory
2051 0x0002373c 0x1002613c 32  33   .bss    ascii   ZwWow64QueryInformationProcess64
2052 0x0002375d 0x1002615d 26  27   .bss    ascii   ZwWow64ReadVirtualMemory64
2053 0x00023778 0x10026178 22  23   .bss    ascii   ZwProtectVirtualMemory
2054 0x0002378f 0x1002618f 10  11   .bss    ascii   LdrLoadDll
2055 0x0002379a 0x1002619a 22  23   .bss    ascii   LdrGetProcedureAddress
2056 0x000237b1 0x100261b1 12  13   .bss    ascii   LoadLibraryA
2057 0x000237be 0x100261be 17  18   .bss    ascii   RtlExitUserThread
2058 0x000237d0 0x100261d0 18  19   .bss    ascii   CreateRemoteThread
2059 0x000237e3 0x100261e3 31  32   .bss    ascii   %02u-%02u-%02u %02u:%02u:%02u\r\n
2060 0x00023803 0x10026203 23  24   .bss    ascii   PluginRegisterCallbacks
2061 0x0002381b 0x1002621b 6   7    .bss    ascii   .rdata
2062 0x00023824 0x10026224 5   6    .bss    ascii   .text
2063 0x0002382d 0x1002622d 5   6    .bss    ascii   .data
2064 0x00023836 0x10026236 19  20   .bss    ascii   DLL load status: %u
2065 0x0002384a 0x1002624a 6   7    .bss    ascii   %s=%s&
2066 0x00023851 0x10026251 16  17   .bss    ascii   0123456789ABCDEF
2067 0x00023862 0x10026262 4   5    .bss    ascii   Main
2068 0x00023867 0x10026267 7   8    .bss    ascii   Blocked
2069 0x0002386f 0x1002626f 48  49   .bss    ascii   \r\nuser_pref("network.http.spdy.enabled", false);
2070 0x000238a0 0x100262a0 8   18   .bss    utf16le prefs.js
2071 0x000238b2 0x100262b2 6   7    .bss    ascii   %s=%s&
2072 0x000238b9 0x100262b9 8   9    .bss    ascii   /images/
2073 0x000238c2 0x100262c2 4   5    .bss    ascii   .avi
2074 0x000238c7 0x100262c7 8   9    .bss    ascii   HTTPMail
2075 0x000238d0 0x100262d0 4   5    .bss    ascii   SMTP
2076 0x000238d5 0x100262d5 4   5    .bss    ascii   POP3
2077 0x000238da 0x100262da 4   5    .bss    ascii   IMAP
2078 0x000238df 0x100262df 4   5    .bss    ascii   none
2079 0x000238e4 0x100262e4 7   8    .bss    ascii   WABOpen
2080 0x000238ec 0x100262ec 31  32   .bss    ascii   Software\Microsoft\Windows Mail
2081 0x0002390c 0x1002630c 36  37   .bss    ascii   Software\Microsoft\Windows Live Mail
2082 0x00023931 0x10026331 10  11   .bss    ascii   Store Root
2083 0x0002393c 0x1002633c 4   5    .bss    ascii   Salt
2084 0x00023941 0x10026341 20  21   .bss    ascii   account{*}.oeaccount
2085 0x00023956 0x10026356 6   7    .bss    ascii   Server
2086 0x0002395d 0x1002635d 9   10   .bss    ascii   User_Name
2087 0x00023967 0x10026367 9   10   .bss    ascii   Password2
2088 0x00023971 0x10026371 4   5    .bss    ascii   Port
2089 0x00023976 0x10026376 17  18   .bss    ascii   Secure_Connection
2090 0x00023988 0x10026388 78  158  .bss    utf16le type=%S, name=%S, address=%S, server=%S, port=%u, ssl=%S, user=%S, password=%S
2091 0x00023a26 0x10026426 8   9    .bss    ascii   NSS_Init
2092 0x00023a2f 0x1002642f 8   9    .bss    ascii   hostname
2093 0x00023a38 0x10026438 78  158  .bss    utf16le type=%S, name=%s, address=%s, server=%s, port=%u, ssl=%s, user=%s, password=%s
2094 0x00023ad6 0x100264d6 12  13   .bss    ascii   NSS_Shutdown
2095 0x00023ae3 0x100264e3 4   5    .bss    ascii   .gif
2096 0x00023ae8 0x100264e8 14  30   .bss    utf16le MessageAccount
2097 0x00023b06 0x10026506 13  14   .bss    ascii   PK11_FreeSlot
2098 0x00023b14 0x10026514 12  26   .bss    utf16le Account_Name
2099 0x00023b2e 0x1002652e 17  18   .bss    ascii   PK11_Authenticate
2100 0x00023b40 0x10026540 18  38   .bss    utf16le SMTP_Email_Address
2101 0x00023b66 0x10026566 17  18   .bss    ascii   encryptedUsername
2102 0x00023b78 0x10026578 5   12   .bss    utf16le %S_%S
2103 0x00023b8a 0x1002658a 17  18   .bss    ascii   encryptedPassword
2104 0x00023b9c 0x1002659c 5   12   .bss    utf16le Email
2105 0x00023ba8 0x100265a8 47  96   .bss    utf16le EmailAddressCollection/EmailAddress[%u]/Address
2106 0x00023c08 0x10026608 56  114  .bss    utf16le Software\Microsoft\Office\15.0\Outlook\Profiles\Outlook\
2107 0x00023c7d 0x1002667d 10  11   .bss    ascii   &uptime=%u
2108 0x00023c88 0x10026688 90  182  .bss    utf16le Software\Microsoft\Windows NT\CurrentVersion\Windows Messaging Subsystem\Profiles\Outlook\
2109 0x00023d3e 0x1002673e 8   9    .bss    ascii   Client32
2110 0x00023d47 0x10026747 8   9    .bss    ascii   Client64
2111 0x00023d50 0x10026750 56  114  .bss    utf16le Software\Microsoft\Office\16.0\Outlook\Profiles\Outlook\
2112 0x00023dc2 0x100267c2 29  30   .bss    ascii   %systemroot%\syswow64\cmd.exe
2113 0x00023de0 0x100267e0 12  26   .bss    utf16le Account Name
2114 0x00023dfa 0x100267fa 5   6    .bss    ascii   .jpeg
2115 0x00023e00 0x10026800 11  24   .bss    utf16le IMAP Server
2116 0x00023e18 0x10026818 9   20   .bss    utf16le IMAP Port
2117 0x00023e2c 0x1002682c 9   20   .bss    utf16le IMAP User
2118 0x00023e40 0x10026840 13  28   .bss    utf16le IMAP Password
2119 0x00023e5c 0x1002685c 12  26   .bss    utf16le IMAP Use SSL
2120 0x00023e76 0x10026876 4   5    .bss    ascii   .bmp
2121 0x00023e7b 0x1002687b 4   5    .bss    ascii   .avi
2122 0x00023e80 0x10026880 9   20   .bss    utf16le POP3 User
2123 0x00023e94 0x10026894 11  24   .bss    utf16le POP3 Server
2124 0x00023eac 0x100268ac 9   20   .bss    utf16le POP3 Port
2125 0x00023ec0 0x100268c0 13  28   .bss    utf16le POP3 Password
2126 0x00023edc 0x100268dc 12  26   .bss    utf16le POP3 Use SSL
2127 0x00023ef6 0x100268f6 9   10   .bss    ascii   ICGetInfo
2128 0x00023f00 0x10026900 9   20   .bss    utf16le SMTP User
2129 0x00023f14 0x10026914 11  24   .bss    utf16le SMTP Server
2130 0x00023f2c 0x1002692c 9   20   .bss    utf16le SMTP Port
2131 0x00023f40 0x10026940 13  28   .bss    utf16le SMTP Password
2132 0x00023f5c 0x1002695c 12  26   .bss    utf16le SMTP Use SSL
2133 0x00023f76 0x10026976 13  14   .bss    ascii   ICSendMessage
2134 0x00023f84 0x10026984 6   14   .bss    utf16le A8000A
2135 0x00023f92 0x10026992 32  33   .bss    ascii   %systemroot%\system32\c_1252.nls
2136 0x00023fb3 0x100269b3 52  53   .bss    ascii   %userprofile%\AppData\Local\Mozilla\Firefox\Profiles
2137 0x00023ff0 0x100269f0 8   18   .bss    utf16le nss3.dll
2138 0x00024002 0x10026a02 23  24   .bss    ascii   PK11_GetInternalKeySlot
2139 0x0002401a 0x10026a1a 15  16   .bss    ascii   PK11SDR_Decrypt
2140 0x0002402e 0x10026a2e 17  18   .bss    ascii   DllRegisterServer
2141 0x00024040 0x10026a40 34  70   .bss    utf16le %PROGRAMFILES%\Mozilla Thunderbird
2142 0x00024086 0x10026a86 65  66   .bss    ascii   %userprofile%\AppData\Local\Google\Chrome\User Data\Default\cache
2143 0x000240c8 0x10026ac8 60  122  .bss    utf16le %USERPROFILE%\AppData\Roaming\Thunderbird\Profiles\*.default
2144 0x00024142 0x10026b42 29  30   .bss    ascii   Wow64EnableWow64FsRedirection
2145 0x00024160 0x10026b60 12  26   .bss    utf16le \logins.json
2146 0x0002417c 0x10026b7c 13  28   .bss    utf16le /C pause mail
2147 0x00024198 0x10026b98 6   7    .bss    ascii   %c%02X
2148 0x0002419f 0x10026b9f 6   7    .bss    ascii   \\.\%s
2149 0x000241a8 0x10026ba8 8   18   .bss    utf16le rundll32
2150 0x000241ba 0x10026bba 7   8    .bss    ascii   msvfw32
2151 0x000241c2 0x10026bc2 6   7    .bss    ascii   ICOpen
2152 0x000241c9 0x10026bc9 7   8    .bss    ascii   ICClose
2153 0x000241d1 0x10026bd1 6   7    .bss    ascii   ICInfo
2154 0x000241d8 0x10026bd8 6   7    .bss    ascii   \*.dll
2155 0x000241e0 0x10026be0 16  34   .bss    utf16le rundll32 "%s",%S
2156 0x00024204 0x10026c04 4   10   .bss    utf16le .exe
2157 0x00024210 0x10026c10 4   10   .bss    utf16le .dll
2158 0x0002421a 0x10026c1a 14  15   .bss    ascii   IsWow64Process
2159 0x00024229 0x10026c29 66  67   .bss    ascii   D:(D;OICI;GA;;;BG)(D;OICI;GA;;;AN)(A;OICI;GA;;;AU)(A;OICI;GA;;;BA)
