[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5865 0x00069c2c 0x1006cc2c 8   9    .rsrc   ascii   8*%o/Z\ah
5866 0x00069c45 0x1006cc45 5   6    .rsrc   ascii   }LT:N
5867 0x00069c69 0x1006cc69 5   6    .rsrc   ascii   o)2bu
5868 0x00069c72 0x1006cc72 4   6    .rsrc   utf8    *ҏ\eT blocks=Basic Latin,Cyrillic
5869 0x00069c7b 0x1006cc7b 4   6    .rsrc   utf8    ҈WdM blocks=Cyrillic,Basic Latin
5870 0x00069ca4 0x1006cca4 4   5    .rsrc   ascii   X\nHs
5871 0x00069cf1 0x1006ccf1 7   8    .rsrc   ascii   +GNssHB
5872 0x00069d38 0x1006cd38 5   6    .rsrc   ascii   /wn$O
5873 0x00069d57 0x1006cd57 4   6    .rsrc   utf8    hծ?3 blocks=Basic Latin,Armenian
5874 0x00069d76 0x1006cd76 5   6    .rsrc   ascii   -)ZMt
5875 0x00069d8b 0x1006cd8b 7   9    .rsrc   utf8    BCVCЈW\ blocks=Basic Latin,Cyrillic
5876 0x00069de3 0x1006cde3 12  13   .rsrc   ascii   ;@M9[@-iSLKd
5877 0x00069e15 0x1006ce15 5   6    .rsrc   ascii   o Y@/
5878 0x00069e3c 0x1006ce3c 4   6    .rsrc   utf8    EׇQK blocks=Basic Latin,Hebrew
5879 0x00069eef 0x1006ceef 4   5    .rsrc   ascii   cFM9
5880 0x00069f3d 0x1006cf3d 4   6    .rsrc   utf8    KЕo` blocks=Basic Latin,Cyrillic
5881 0x00069f4a 0x1006cf4a 7   9    .rsrc   utf8    l;FM?މD blocks=Basic Latin,Thaana
5882 0x00069f77 0x1006cf77 4   5    .rsrc   ascii   )>eF
5883 0x00069f7f 0x1006cf7f 6   7    .rsrc   ascii   xT%o/'
5884 0x00069f8e 0x1006cf8e 4   6    .rsrc   utf8    Oև"i blocks=Basic Latin,Armenian
5885 0x00069fc7 0x1006cfc7 5   6    .rsrc   ascii   o3P?h
5886 0x00069fea 0x1006cfea 5   6    .rsrc   ascii   /W\nbU
5887 0x0006a005 0x1006d005 4   6    .rsrc   utf8    i֞$, blocks=Basic Latin,Hebrew
5888 0x0006a030 0x1006d030 4   7    .rsrc   utf8    -Ɓ\tڦ blocks=Basic Latin,Latin Extended-B,Arabic
5889 0x0006a03d 0x1006d03d 5   6    .rsrc   ascii   _k?i/
5890 0x0006a07c 0x1006d07c 4   5    .rsrc   ascii   XN:K
5891 0x0006a0c7 0x1006d0c7 4   5    .rsrc   ascii   ?0Sh
5892 0x0006a0d1 0x1006d0d1 4   5    .rsrc   ascii   aFFM
5893 0x0006a0d9 0x1006d0d9 5   6    .rsrc   ascii   pU?CP
5894 0x0006a0fc 0x1006d0fc 4   5    .rsrc   ascii   5ch(
5895 0x0006a116 0x1006d116 5   6    .rsrc   ascii   )2b\ru
5896 0x0006a120 0x1006d120 15  16   .rsrc   ascii   o?9+c-iSLGc1aOB
5897 0x0006a131 0x1006d131 5   6    .rsrc   ascii   uyE.S
5898 0x0006a193 0x1006d193 5   6    .rsrc   ascii   OG.?h
5899 0x0006a1b1 0x1006d1b1 6   7    .rsrc   ascii   EH\f^;[
5900 0x0006a1c9 0x1006d1c9 7   9    .rsrc   utf8    w"͕/)3N blocks=Basic Latin,Combining Diacritical Marks
5901 0x0006a207 0x1006d207 13  15   .rsrc   utf8    r)B͟nA)=e~Z.k blocks=Basic Latin,Combining Diacritical Marks
5902 0x0006a22a 0x1006d22a 5   7    .rsrc   utf8    O\b+̋N blocks=Basic Latin,Combining Diacritical Marks
5903 0x0006a27f 0x1006d27f 6   8    .rsrc   utf8    ƻ"V]8k blocks=Latin Extended-B,Basic Latin
5904 0x0006a2e3 0x1006d2e3 5   6    .rsrc   ascii   bR\f\b!
5905 0x0006a313 0x1006d313 5   6    .rsrc   ascii   C;5l\f
5906 0x0006a326 0x1006d326 11  14   .rsrc   utf8    \a~Q@M?։@ߐ'3 blocks=Basic Latin,Armenian,NKo
5907 0x0006a38f 0x1006d38f 4   6    .rsrc   utf8    P?hΧ blocks=Basic Latin,Greek and Coptic
5908 0x0006a3c7 0x1006d3c7 4   8    .rsrc   utf8    7唇!ڪ blocks=Basic Latin,CJK Unified Ideographs,Arabic
5909 0x0006a3dd 0x1006d3dd 9   10   .rsrc   ascii   m/W2b\r}t#
5910 0x0006a3f3 0x1006d3f3 4   5    .rsrc   ascii   @V0:
5911 0x0006a41a 0x1006d41a 5   6    .rsrc   ascii   JLoUM
5912 0x0006a42d 0x1006d42d 4   5    .rsrc   ascii   ;8N&
5913 0x0006a47f 0x1006d47f 5   7    .rsrc   utf8    v#tF̺ blocks=Basic Latin,Combining Diacritical Marks
5914 0x0006a488 0x1006d488 5   7    .rsrc   utf8    ]QKֽo blocks=Basic Latin,Hebrew
5915 0x0006a4cb 0x1006d4cb 5   9    .rsrc   utf8    巁QKֵo blocks=CJK Unified Ideographs,Basic Latin,Hebrew
5916 0x0006a4f2 0x1006d4f2 5   7    .rsrc   utf8    mQhX̊ blocks=Basic Latin,Combining Diacritical Marks
5917 0x0006a4fd 0x1006d4fd 4   6    .rsrc   utf8    TЕo$ blocks=Basic Latin,Cyrillic
5918 0x0006a509 0x1006d509 4   5    .rsrc   ascii   G<BJ
5919 0x0006a542 0x1006d542 5   6    .rsrc   ascii   osP?h
5920 0x0006a548 0x1006d548 4   5    .rsrc   ascii   X>"u
5921 0x0006a55e 0x1006d55e 5   6    .rsrc   ascii   }6$\t#
5922 0x0006a59b 0x1006d59b 4   5    .rsrc   ascii   1m2k
5923 0x0006a5ea 0x1006d5ea 4   5    .rsrc   ascii   o\v\eF
5924 0x0006a5f8 0x1006d5f8 5   6    .rsrc   ascii   *%o3h
5925 0x0006a64b 0x1006d64b 4   5    .rsrc   ascii   S]\nb
5926 0x0006a657 0x1006d657 4   5    .rsrc   ascii   3UKL
5927 0x0006a660 0x1006d660 9   11   .rsrc   utf8    "K\vZFFMFэ blocks=Basic Latin,Cyrillic
5928 0x0006a709 0x1006d709 4   5    .rsrc   ascii   h*hV
5929 0x0006a720 0x1006d720 4   5    .rsrc   ascii   WDhT
5930 0x0006a72c 0x1006d72c 4   5    .rsrc   ascii   $s.'
5931 0x0006a739 0x1006d739 5   6    .rsrc   ascii   --=!"
5932 0x0006a754 0x1006d754 5   6    .rsrc   ascii   b)\rz@
5933 0x0006a7c5 0x1006d7c5 4   7    .rsrc   utf8    ҏ?k٧ blocks=Cyrillic,Basic Latin,Arabic
5934 0x0006a7d2 0x1006d7d2 4   5    .rsrc   ascii   ;)3J
5935 0x0006a7e0 0x1006d7e0 4   5    .rsrc   ascii   KL:,
5936 0x0006a7ee 0x1006d7ee 4   5    .rsrc   ascii   =1Ap
5937 0x0006a819 0x1006d819 5   6    .rsrc   ascii   FF~,s
5938 0x0006a891 0x1006d891 4   5    .rsrc   ascii   &y^V
5939 0x0006a8a1 0x1006d8a1 4   5    .rsrc   ascii   \e[6G
5940 0x0006a8bb 0x1006d8bb 4   5    .rsrc   ascii   bm}v
5941 0x0006a8f3 0x1006d8f3 4   5    .rsrc   ascii   ?Iw+
5942 0x0006a932 0x1006d932 4   5    .rsrc   ascii   SS;#
5943 0x0006a948 0x1006d948 4   5    .rsrc   ascii   9n3V
5944 0x0006a94d 0x1006d94d 5   8    .rsrc   utf8    SԄ Qz blocks=Basic Latin,Cyrillic Supplement
5945 0x0006a966 0x1006d966 5   6    .rsrc   ascii   I}LQR
5946 0x0006a9aa 0x1006d9aa 5   7    .rsrc   utf8    H\r0ͧb blocks=Basic Latin,Combining Diacritical Marks
5947 0x0006a9d0 0x1006d9d0 4   8    .rsrc   utf8     Bح㐭 blocks=Basic Latin,Arabic,CJK Unified Ideographs Extension A
5948 0x0006a9eb 0x1006d9eb 4   5    .rsrc   ascii   9=\tL
5949 0x0006aa19 0x1006da19 4   5    .rsrc   ascii   p*$_
5950 0x0006aa32 0x1006da32 4   6    .rsrc   utf8    ҏ/X> blocks=Cyrillic,Basic Latin
5951 0x0006aa90 0x1006da90 6   8    .rsrc   utf8    b)/]ήQ blocks=Basic Latin,Greek and Coptic
5952 0x0006aae8 0x1006dae8 4   5    .rsrc   ascii   L1QK
5953 0x0006ab29 0x1006db29 4   6    .rsrc   utf8    9ڦP< blocks=Basic Latin,Arabic
5954 0x0006ab39 0x1006db39 5   6    .rsrc   ascii   1p\v/m
5955 0x0006ab6e 0x1006db6e 4   6    .rsrc   utf8    M?։\ blocks=Basic Latin,Armenian
5956 0x0006ab83 0x1006db83 4   6    .rsrc   utf8    F-\tڮ blocks=Basic Latin,Arabic
5957 0x0006abce 0x1006dbce 4   5    .rsrc   ascii   D8|K
5958 0x0006abfd 0x1006dbfd 7   9    .rsrc   utf8    J]KЕodP blocks=Basic Latin,Cyrillic
5959 0x0006ac34 0x1006dc34 5   7    .rsrc   utf8    EE߳8k blocks=Basic Latin,NKo
5960 0x0006ac7f 0x1006dc7f 4   5    .rsrc   ascii   QFFM
5961 0x0006aca6 0x1006dca6 10  12   .rsrc   utf8    6ЈWVs\v6FFM blocks=Basic Latin,Cyrillic
5962 0x0006acb2 0x1006dcb2 4   5    .rsrc   ascii   ZKS+
5963 0x0006acde 0x1006dcde 5   6    .rsrc   ascii   V73L\n
5964 0x0006ace9 0x1006dce9 4   5    .rsrc   ascii   (-i/
5965 0x0006acfe 0x1006dcfe 6   8    .rsrc   utf8    `[NҖ[E blocks=Basic Latin,Cyrillic
5966 0x0006ad25 0x1006dd25 6   7    .rsrc   ascii   7mgQ"J
5967 0x0006ad51 0x1006dd51 4   6    .rsrc   utf8    \tڂ&, blocks=Basic Latin,Arabic
5968 0x0006adce 0x1006ddce 5   6    .rsrc   ascii   ?$SoP
5969 0x0006ade5 0x1006dde5 6   8    .rsrc   utf8    DCW>ЈW blocks=Basic Latin,Cyrillic
5970 0x0006ae71 0x1006de71 4   5    .rsrc   ascii   ;^.w
5971 0x0006ae7a 0x1006de7a 5   6    .rsrc   ascii   C2GG|
5972 0x0006aeb5 0x1006deb5 8   12   .rsrc   utf8    9ƥ&w"ͩУN blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks,Cyrillic
5973 0x0006aed6 0x1006ded6 5   7    .rsrc   utf8    Da̋B; blocks=Basic Latin,Combining Diacritical Marks
5974 0x0006aefc 0x1006defc 4   7    .rsrc   utf8    ۚY֨\a blocks=Arabic,Basic Latin,Hebrew
5975 0x0006af0c 0x1006df0c 4   5    .rsrc   ascii   Q R-
5976 0x0006af25 0x1006df25 5   6    .rsrc   ascii   b-=V\f
5977 0x0006af45 0x1006df45 4   5    .rsrc   ascii   "/q]
5978 0x0006af5e 0x1006df5e 4   5    .rsrc   ascii   #\fFu
5979 0x0006af72 0x1006df72 9   10   .rsrc   ascii   Q\K\vBFFM 
5980 0x0006afb1 0x1006dfb1 7   8    .rsrc   ascii   WoAi/\t#
5981 0x0006afc5 0x1006dfc5 4   6    .rsrc   utf8    Kֽo$ blocks=Basic Latin,Hebrew
5982 0x0006afe0 0x1006dfe0 4   5    .rsrc   ascii   @-iQ
5983 0x0006b007 0x1006e007 5   6    .rsrc   ascii   cT%o+
5984 0x0006b01e 0x1006e01e 4   6    .rsrc   utf8    hՐ/3 blocks=Basic Latin,Armenian
5985 0x0006b087 0x1006e087 8   9    .rsrc   ascii   \K\vZFFM{
5986 0x0006b134 0x1006e134 6   7    .rsrc   ascii   uc6QPL
5987 0x0006b185 0x1006e185 4   7    .rsrc   utf8    뤒bR' blocks=Hangul Syllables,Basic Latin
5988 0x0006b1c2 0x1006e1c2 4   5    .rsrc   ascii   \acv^
5989 0x0006b1df 0x1006e1df 4   5    .rsrc   ascii   eTq8
5990 0x0006b1e5 0x1006e1e5 4   5    .rsrc   ascii   b\t'/
5991 0x0006b1ec 0x1006e1ec 5   7    .rsrc   utf8    5oSZ(
5992 0x0006b241 0x1006e241 4   5    .rsrc   ascii   b)\tD
5993 0x0006b249 0x1006e249 5   6    .rsrc   ascii   osP?h
5994 0x0006b24f 0x1006e24f 4   5    .rsrc   ascii   U`UU
5995 0x0006b27e 0x1006e27e 4   5    .rsrc   ascii   Q<sU
5996 0x0006b32d 0x1006e32d 4   5    .rsrc   ascii   T%oK
5997 0x0006b34d 0x1006e34d 9   11   .rsrc   utf8    ЈW\K\vFFFM blocks=Cyrillic,Basic Latin
5998 0x0006b388 0x1006e388 4   5    .rsrc   ascii   \fR@\e
5999 0x0006b3af 0x1006e3af 4   5    .rsrc   ascii   \rS0K
6000 0x0006b3be 0x1006e3be 4   6    .rsrc   utf8    ՙT{V blocks=Armenian,Basic Latin
6001 0x0006b430 0x1006e430 6   8    .rsrc   utf8    LҖY\fsi blocks=Basic Latin,Cyrillic
6002 0x0006b449 0x1006e449 10  12   .rsrc   utf8    RЈWP{\vrFFM blocks=Basic Latin,Cyrillic
6003 0x0006b457 0x1006e457 4   5    .rsrc   ascii   LMQK
6004 0x0006b46c 0x1006e46c 6   7    .rsrc   ascii   ;!LiQK
6005 0x0006b4ab 0x1006e4ab 4   5    .rsrc   ascii   /o\aY
6006 0x0006b4b2 0x1006e4b2 5   6    .rsrc   ascii   9LIQK
6007 0x0006b4fc 0x1006e4fc 4   5    .rsrc   ascii   3EKL
6008 0x0006b511 0x1006e511 4   5    .rsrc   ascii   ugG9
6009 0x0006b51f 0x1006e51f 4   5    .rsrc   ascii   )2b!
6010 0x0006b52d 0x1006e52d 6   8    .rsrc   utf8    CҖSL{d blocks=Basic Latin,Cyrillic
6011 0x0006b545 0x1006e545 6   7    .rsrc   ascii   -i/<sI
6012 0x0006b54c 0x1006e54c 4   6    .rsrc   utf8    /ֹ2i blocks=Basic Latin,Hebrew
6013 0x0006b55a 0x1006e55a 4   5    .rsrc   ascii   o$-"
6014 0x0006b575 0x1006e575 11  13   .rsrc   utf8    ЈW"K\vJFFMu& blocks=Cyrillic,Basic Latin
6015 0x0006b58b 0x1006e58b 4   6    .rsrc   utf8    nЈW5 blocks=Basic Latin,Cyrillic
6016 0x0006b593 0x1006e593 4   6    .rsrc   utf8    F͵}v blocks=Basic Latin,Greek and Coptic
6017 0x0006b5a1 0x1006e5a1 4   5    .rsrc   ascii   .k/w
6018 0x0006b657 0x1006e657 4   5    .rsrc   ascii   KpR$
6019 0x0006b690 0x1006e690 5   6    .rsrc   ascii   bn; y
6020 0x0006b6f6 0x1006e6f6 7   10   .rsrc   utf8    3qKLҚˁW blocks=Basic Latin,Cyrillic,Spacing Modifier Letters
6021 0x0006b700 0x1006e700 7   9    .rsrc   utf8    {\vRFFMй blocks=Basic Latin,Cyrillic
6022 0x0006b7b4 0x1006e7b4 4   5    .rsrc   ascii   Q<sQ
6023 0x0006b7c1 0x1006e7c1 4   5    .rsrc   ascii   LYQK
6024 0x0006b7da 0x1006e7da 4   5    .rsrc   ascii   QK*X
6025 0x0006b7e9 0x1006e7e9 5   7    .rsrc   utf8    FFB\eޔ blocks=Basic Latin,Thaana
6026 0x0006b80c 0x1006e80c 4   5    .rsrc   ascii   KLk1
6027 0x0006b92d 0x1006e92d 5   7    .rsrc   utf8    \tڎ`\n* blocks=Basic Latin,Arabic
6028 0x0006b9a2 0x1006e9a2 6   7    .rsrc   ascii   u)LQQK
6029 0x0006b9ce 0x1006e9ce 4   6    .rsrc   utf8    \ֲl\f blocks=Basic Latin,Hebrew
6030 0x0006b9e4 0x1006e9e4 5   7    .rsrc   utf8    VM?։H blocks=Basic Latin,Armenian
6031 0x0006ba17 0x1006ea17 8   9    .rsrc   ascii   ,T%oSHzQ
6032 0x0006ba23 0x1006ea23 4   5    .rsrc   ascii   kI0j
6033 0x0006ba62 0x1006ea62 4   5    .rsrc   ascii   oxN&
6034 0x0006ba9f 0x1006ea9f 4   5    .rsrc   ascii   'qhT
6035 0x0006baa4 0x1006eaa4 7   8    .rsrc   ascii   o[%:t"W
6036 0x0006bac9 0x1006eac9 5   6    .rsrc   ascii   b2C$z
6037 0x0006baf5 0x1006eaf5 4   5    .rsrc   ascii   8&&G
6038 0x0006bb06 0x1006eb06 4   6    .rsrc   utf8    H/w֙ blocks=Basic Latin,Hebrew
6039 0x0006bb3a 0x1006eb3a 5   6    .rsrc   ascii   _m*EM
6040 0x0006bb42 0x1006eb42 4   5    .rsrc   ascii   \aESD
6041 0x0006bb5e 0x1006eb5e 6   8    .rsrc   utf8    U.MҖQw blocks=Basic Latin,Cyrillic
6042 0x0006bb96 0x1006eb96 6   7    .rsrc   ascii   S)2bQu
6043 0x0006bba7 0x1006eba7 4   6    .rsrc   utf8    >ЈWV blocks=Basic Latin,Cyrillic
6044 0x0006bbbc 0x1006ebbc 6   8    .rsrc   utf8    LҖ[^\a5 blocks=Basic Latin,Cyrillic
6045 0x0006bbd5 0x1006ebd5 8   11   .rsrc   utf8    >ЈW* Тb2 blocks=Basic Latin,Cyrillic
6046 0x0006bc31 0x1006ec31 4   6    .rsrc   utf8    VԈW" blocks=Basic Latin,Cyrillic Supplement
6047 0x0006bc66 0x1006ec66 6   8    .rsrc   utf8    )łUuB  blocks=Basic Latin,Latin Extended-A
6048 0x0006bc8e 0x1006ec8e 9   11   .rsrc   utf8    ЈWVs\vJFFM blocks=Cyrillic,Basic Latin
6049 0x0006bcaa 0x1006ecaa 4   5    .rsrc   ascii   /)2b
6050 0x0006bcd5 0x1006ecd5 8   9    .rsrc   ascii   rPk\vfFFM
6051 0x0006bcfd 0x1006ecfd 4   7    .rsrc   utf8    I*뎥E blocks=Basic Latin,Hangul Syllables
6052 0x0006bd41 0x1006ed41 7   10   .rsrc   utf8    .$mƬ[Q\ blocks=Basic Latin,Latin Extended-B
6053 0x0006bd4d 0x1006ed4d 6   7    .rsrc   ascii   $@B{XP
6054 0x0006bd56 0x1006ed56 5   6    .rsrc   ascii   hF.?h
6055 0x0006bdb3 0x1006edb3 5   6    .rsrc   ascii   R% \t&
6056 0x0006bdef 0x1006edef 5   7    .rsrc   utf8    +UD3ؘ blocks=Basic Latin,Arabic
6057 0x0006be07 0x1006ee07 4   6    .rsrc   utf8    ̻N.# blocks=Combining Diacritical Marks,Basic Latin
6058 0x0006be0f 0x1006ee0f 4   6    .rsrc   utf8    b-1٘ blocks=Basic Latin,Arabic
6059 0x0006be1e 0x1006ee1e 5   7    .rsrc   utf8    ƻFEK& blocks=Latin Extended-B,Basic Latin
6060 0x0006be36 0x1006ee36 4   5    .rsrc   ascii   =1A<
6061 0x0006be55 0x1006ee55 5   6    .rsrc   ascii   ,\bLQR
6062 0x0006be80 0x1006ee80 6   8    .rsrc   utf8    u\vÄKLS blocks=Basic Latin,Latin-1 Supplement
6063 0x0006be90 0x1006ee90 4   5    .rsrc   ascii   by&v
6064 0x0006bea8 0x1006eea8 4   6    .rsrc   utf8    \tڊts blocks=Basic Latin,Arabic
6065 0x0006bebb 0x1006eebb 4   7    .rsrc   utf8    Ϸ_F̲ blocks=Greek and Coptic,Basic Latin,Combining Diacritical Marks
6066 0x0006bec5 0x1006eec5 5   7    .rsrc   utf8    \veֽoT blocks=Basic Latin,Hebrew
6067 0x0006bf4f 0x1006ef4f 6   7    .rsrc   ascii   u[*`Q\e
6068 0x0006bfab 0x1006efab 4   5    .rsrc   ascii   uoz8
6069 0x0006bfd2 0x1006efd2 5   7    .rsrc   utf8    bm?։H blocks=Basic Latin,Armenian
6070 0x0006bfea 0x1006efea 7   10   .rsrc   utf8    M?։ ߐ/3 blocks=Basic Latin,Armenian,NKo
6071 0x0006bfff 0x1006efff 5   6    .rsrc   ascii   bZEP{
6072 0x0006c035 0x1006f035 4   5    .rsrc   ascii   ;"J&
6073 0x0006c056 0x1006f056 4   5    .rsrc   ascii   \n*\nE
6074 0x0006c063 0x1006f063 4   5    .rsrc   ascii   uWJ&
6075 0x0006c07a 0x1006f07a 6   7    .rsrc   ascii   uWgmNL
6076 0x0006c0ce 0x1006f0ce 4   6    .rsrc   utf8    F-\tڊ blocks=Basic Latin,Arabic
6077 0x0006c10e 0x1006f10e 6   10   .rsrc   utf8    WݨТbz: blocks=Basic Latin,Arabic Supplement,Cyrillic
6078 0x0006c134 0x1006f134 4   5    .rsrc   ascii   FZ\ah
6079 0x0006c145 0x1006f145 5   6    .rsrc   ascii   1iX\R
6080 0x0006c17a 0x1006f17a 4   5    .rsrc   ascii   LDC;
6081 0x0006c1a5 0x1006f1a5 6   7    .rsrc   ascii   uwFZ\ah
6082 0x0006c1b4 0x1006f1b4 4   6    .rsrc   utf8    Æ9l\v blocks=Latin-1 Supplement,Basic Latin
6083 0x0006c1c2 0x1006f1c2 6   7    .rsrc   ascii   Y[Qq)"
6084 0x0006c1f3 0x1006f1f3 4   5    .rsrc   ascii   \t"-X
6085 0x0006c204 0x1006f204 4   5    .rsrc   ascii   '!i[
6086 0x0006c210 0x1006f210 8   10   .rsrc   utf8    \e)OE\r`aޖ blocks=Basic Latin,Thaana
6087 0x0006c27f 0x1006f27f 7   11   .rsrc   utf8    =_@̋NX blocks=Basic Latin,Private Use Area,Combining Diacritical Marks
6088 0x0006c28d 0x1006f28d 4   6    .rsrc   utf8    R5Dń blocks=Basic Latin,Latin Extended-A
6089 0x0006c2bb 0x1006f2bb 4   5    .rsrc   ascii   b9Qk
6090 0x0006c31d 0x1006f31d 6   7    .rsrc   ascii   0w"5t"
6091 0x0006c324 0x1006f324 4   5    .rsrc   ascii   $D]u
6092 0x0006c35d 0x1006f35d 4   5    .rsrc   ascii   .>X-
6093 0x0006c399 0x1006f399 4   5    .rsrc   ascii   \b\nkG
6094 0x0006c3c9 0x1006f3c9 5   6    .rsrc   ascii   WvhT$
6095 0x0006c3df 0x1006f3df 5   6    .rsrc   ascii   gIj-%
6096 0x0006c3e8 0x1006f3e8 4   6    .rsrc   utf8     \t"ʁ blocks=Basic Latin,IPA Extensions
6097 0x0006c42f 0x1006f42f 4   5    .rsrc   ascii   :z/w
6098 0x0006c472 0x1006f472 4   6    .rsrc   utf8    CŗfQ blocks=Basic Latin,Latin Extended-A
6099 0x0006c4b9 0x1006f4b9 6   7    .rsrc   ascii   ,iSLsV
6100 0x0006c4cb 0x1006f4cb 6   7    .rsrc   ascii   >\a.>@-
6101 0x0006c4eb 0x1006f4eb 4   7    .rsrc   utf8    \tvT蓾 blocks=Basic Latin,CJK Unified Ideographs
6102 0x0006c50b 0x1006f50b 4   6    .rsrc   utf8    ̏hT$ blocks=Combining Diacritical Marks,Basic Latin
6103 0x0006c51c 0x1006f51c 4   7    .rsrc   utf8    蓺_n\v blocks=CJK Unified Ideographs,Basic Latin
6104 0x0006c57b 0x1006f57b 4   5    .rsrc   ascii   ,0uH
6105 0x0006c5ba 0x1006f5ba 4   8    .rsrc   utf8    Ťa蓮K blocks=Latin Extended-A,Basic Latin,CJK Unified Ideographs
6106 0x0006c5c4 0x1006f5c4 4   5    .rsrc   ascii   ,%=\a
6107 0x0006c5db 0x1006f5db 6   8    .rsrc   utf8    YQ|PKּ blocks=Basic Latin,Hebrew
6108 0x0006c5eb 0x1006f5eb 4   8    .rsrc   utf8    J̋F blocks=Private Use Area,Basic Latin,Combining Diacritical Marks
6109 0x0006c63d 0x1006f63d 4   5    .rsrc   ascii   '!#[
6110 0x0006c684 0x1006f684 4   5    .rsrc   ascii   \t"a&
6111 0x0006c68a 0x1006f68a 5   6    .rsrc   ascii   ->J&J
6112 0x0006c6c4 0x1006f6c4 5   9    .rsrc   utf8    S[褻Ŗ/ blocks=Basic Latin,CJK Unified Ideographs,Latin Extended-A
6113 0x0006c6fa 0x1006f6fa 4   5    .rsrc   ascii   ]4sU
6114 0x0006c717 0x1006f717 4   6    .rsrc   utf8    l\nFƺ blocks=Basic Latin,Latin Extended-B
6115 0x0006c780 0x1006f780 4   6    .rsrc   utf8    'hΝQ blocks=Basic Latin,Greek and Coptic
6116 0x0006c78d 0x1006f78d 6   8    .rsrc   utf8    \tږ{FVQ blocks=Basic Latin,Arabic
6117 0x0006c7fe 0x1006f7fe 4   7    .rsrc   utf8    Ł\tڢ/ blocks=Latin Extended-A,Basic Latin,Arabic
6118 0x0006c89e 0x1006f89e 4   6    .rsrc   utf8    ',Yĺ blocks=Basic Latin,Latin Extended-A
6119 0x0006c8f0 0x1006f8f0 4   5    .rsrc   ascii   \vccf
6120 0x0006c940 0x1006f940 5   7    .rsrc   utf8    b~G\aȭ blocks=Basic Latin,Latin Extended-B
6121 0x0006c948 0x1006f948 6   7    .rsrc   ascii   us\aP?h
6122 0x0006c96e 0x1006f96e 6   7    .rsrc   ascii   vcJL#,
6123 0x0006c9e7 0x1006f9e7 4   6    .rsrc   utf8    0Ր'3 blocks=Basic Latin,Armenian
6124 0x0006c9f6 0x1006f9f6 7   8    .rsrc   ascii   kW2b\tp>
6125 0x0006cac7 0x1006fac7 4   5    .rsrc   ascii   FFv\t
6126 0x0006cacf 0x1006facf 5   6    .rsrc   ascii   QK,$D
6127 0x0006cae4 0x1006fae4 6   7    .rsrc   ascii   9*%o/Z
6128 0x0006caf3 0x1006faf3 4   6    .rsrc   utf8    /ֹ2i blocks=Basic Latin,Hebrew
6129 0x0006caf9 0x1006faf9 6   7    .rsrc   ascii   ?9LySK
6130 0x0006cb07 0x1006fb07 5   6    .rsrc   ascii   {58+)
6131 0x0006cb32 0x1006fb32 6   8    .rsrc   utf8    6ЈWdC7 blocks=Basic Latin,Cyrillic
6132 0x0006cb40 0x1006fb40 4   6    .rsrc   utf8    hծ?3 blocks=Basic Latin,Armenian
6133 0x0006cb51 0x1006fb51 4   6    .rsrc   utf8    jͽs6 blocks=Basic Latin,Greek and Coptic
6134 0x0006cba0 0x1006fba0 4   5    .rsrc   ascii   3QKL
6135 0x0006cbcf 0x1006fbcf 4   6    .rsrc   utf8    .9Sh
6136 0x0006cbfc 0x1006fbfc 4   5    .rsrc   ascii   3]KL
6137 0x0006cc11 0x1006fc11 6   9    .rsrc   utf8    QKԄ Qz blocks=Basic Latin,Cyrillic Supplement
6138 0x0006cc52 0x1006fc52 6   7    .rsrc   ascii   C7@w;u
6139 0x0006cc65 0x1006fc65 4   5    .rsrc   ascii   <I\f9
6140 0x0006ccdc 0x1006fcdc 4   5    .rsrc   ascii   M}6^
6141 0x0006cce2 0x1006fce2 4   7    .rsrc   utf8    Ԅ Qz blocks=Cyrillic Supplement,Basic Latin
6142 0x0006cd14 0x1006fd14 4   5    .rsrc   ascii   &)"w
6143 0x0006cd50 0x1006fd50 4   5    .rsrc   ascii   j-)M
6144 0x0006cd55 0x1006fd55 4   6    .rsrc   utf8    3њ). blocks=Basic Latin,Cyrillic
6145 0x0006cd76 0x1006fd76 4   5    .rsrc   ascii   >B&N
6146 0x0006cdb6 0x1006fdb6 4   6    .rsrc   utf8    ā`4+ blocks=Latin Extended-A,Basic Latin
6147 0x0006ce0f 0x1006fe0f 7   8    .rsrc   ascii   gc\bi/\t#
6148 0x0006ce3d 0x1006fe3d 4   5    .rsrc   ascii   vnNd
6149 0x0006ce50 0x1006fe50 4   5    .rsrc   ascii   u_'i
6150 0x0006ce5d 0x1006fe5d 7   9    .rsrc   utf8    SW2bY̊S blocks=Basic Latin,Combining Diacritical Marks
6151 0x0006ce95 0x1006fe95 6   7    .rsrc   ascii   u\vn\v]L
6152 0x0006cee7 0x1006fee7 7   8    .rsrc   ascii   &W2biz\f
6153 0x0006cf42 0x1006ff42 4   5    .rsrc   ascii   G,7F
6154 0x0006cf64 0x1006ff64 6   7    .rsrc   ascii   ug_TFL
6155 0x0006cf79 0x1006ff79 6   7    .rsrc   ascii   dd_>jh
6156 0x0006cfd7 0x1006ffd7 4   5    .rsrc   ascii   3I\aZ
6157 0x0006cfdc 0x1006ffdc 5   7    .rsrc   utf8    HYĘ`2 blocks=Basic Latin,Latin Extended-A
