[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
315  0x000088b4 0x004094b4 5    7    .text    utf8    [^_]Í blocks=Basic Latin,Latin-1 Supplement
316  0x00008922 0x00409522 7    9    .text    utf8    [^_]É|$ blocks=Basic Latin,Latin-1 Supplement
317  0x00008934 0x00409534 4    7    .text    utf8    \tƉ\at blocks=Basic Latin,Latin Extended-B
318  0x000089d0 0x004095d0 4    5    .text    ascii   UWVS
319  0x00008abf 0x004096bf 6    8    .text    utf8    ,[^_]É blocks=Basic Latin,Latin-1 Supplement
320  0x00008b30 0x00409730 4    5    .text    ascii   UWVS
321  0x00008bc4 0x004097c4 8    9    .text    ascii   +D$\b\eT$\f
322  0x00008c1f 0x0040981f 5    7    .text    utf8    wߋl$\b blocks=Basic Latin,NKo
323  0x00008c6c 0x0040986c 5    6    .text    ascii   ,[^_]
324  0x00008c92 0x00409892 6    8    .text    utf8    ,[^_]É blocks=Basic Latin,Latin-1 Supplement
325  0x00008d19 0x00409919 4    5    .text    ascii   [^_]
326  0x00008d32 0x00409932 5    6    .text    ascii   L$\ftI
327  0x00008d5c 0x0040995c 4    6    .text    utf8    9މT$ blocks=Basic Latin,Thaana
328  0x00008d7b 0x0040997b 5    7    .text    utf8    [^_]Á blocks=Basic Latin,Latin-1 Supplement
329  0x00008d93 0x00409993 5    7    .text    utf8    [^_]Ð blocks=Basic Latin,Latin-1 Supplement
330  0x00008da0 0x004099a0 4    5    .text    ascii   UWVS
331  0x00008e23 0x00409a23 4    5    .text    ascii   [^_]
332  0x00008e7e 0x00409a7e 6    8    .text    utf8    [^_]Éx blocks=Basic Latin,Latin-1 Supplement
333  0x00008ec0 0x00409ac0 4    5    .text    ascii   UWVS
334  0x00008f06 0x00409b06 4    5    .text    ascii   D$\b 
335  0x00008f0d 0x00409b0d 4    5    .text    ascii   )D$\b
336  0x00008f3e 0x00409b3e 5    7    .text    utf8    \f$\t؉F blocks=Basic Latin,Arabic
337  0x00008f89 0x00409b89 4    5    .text    ascii   [^_]
338  0x00008fc9 0x00409bc9 5    7    .text    utf8    [^_]É blocks=Basic Latin,Latin-1 Supplement
339  0x00009270 0x00409e70 4    5    .text    ascii   UWVS
340  0x00009299 0x00409e99 4    5    .text    ascii   l$\bu
341  0x000092af 0x00409eaf 4    5    .text    ascii   [^_]
342  0x000092e8 0x00409ee8 6    8    .text    utf8    [^_]Ív blocks=Basic Latin,Latin-1 Supplement
343  0x00009317 0x00409f17 7    9    .text    utf8    [^_]Ít& blocks=Basic Latin,Latin-1 Supplement
344  0x0000933e 0x00409f3e 5    8    .text    utf8    ىŉD$\b blocks=Arabic,Latin Extended-A,Basic Latin
345  0x00009346 0x00409f46 4    5    .text    ascii   D$\f\t
346  0x00009373 0x00409f73 5    6    .text    ascii   r/9D$
347  0x00009398 0x00409f98 6    8    .text    utf8    [^_]Ív blocks=Basic Latin,Latin-1 Supplement
348  0x000093a8 0x00409fa8 7    8    .text    ascii   +L$\b\e,$
349  0x000093b1 0x00409fb1 4    5    .text    ascii   ;D$\b
350  0x000093c0 0x00409fc0 4    5    .text    ascii   UWVS
351  0x00009408 0x0040a008 6    8    .text    utf8    [^_]Ív blocks=Basic Latin,Latin-1 Supplement
352  0x0000941a 0x0040a01a 5    6    .text    ascii   u6;\f$
353  0x0000943d 0x0040a03d 5    7    .text    utf8    [^_]É blocks=Basic Latin,Latin-1 Supplement
354  0x0000944d 0x0040a04d 6    8    .text    utf8    [^_]ÿ  blocks=Basic Latin,Latin-1 Supplement
355  0x000094c8 0x0040a0c8 5    7    .text    utf8    [^_]Ð blocks=Basic Latin,Latin-1 Supplement
356  0x00009543 0x0040a143 4    5    .text    ascii   < us
357  0x00009591 0x0040a191 4    5    .text    ascii   Y[^]
358  0x000095a0 0x0040a1a0 4    5    .text    ascii   <"t\n
359  0x00009600 0x0040b000 7    16   .data    utf16le q123wqe
360  0x0000b38e 0x0040cd8e 5    11   .data    utf16le 38"8"
361  0x00011629 0x00413029 4    5    .data    ascii   ]JgB
362  0x00011678 0x00413078 4    7    .data    utf8    ѳն)' blocks=Cyrillic,Armenian,Basic Latin
363  0x00011683 0x00413083 6    7    .data    ascii   h;m;lz
364  0x000116a8 0x004130a8 4    5    .data    ascii   $j0e
365  0x000116d3 0x004130d3 4    7    .data    utf8    Ƭ<۴\n blocks=Latin Extended-B,Basic Latin,Arabic
366  0x00011722 0x00413122 6    8    .data    utf8    E}x7ց- blocks=Basic Latin,Armenian
367  0x0001173e 0x0041313e 7    9    .data    utf8    ~M"C<tŭ blocks=Basic Latin,Latin Extended-A
368  0x0001175f 0x0041315f 5    6    .data    ascii   DdR13
369  0x0001178c 0x0041318c 8    9    .data    ascii   Ane`QZ\e3
370  0x000117d1 0x004131d1 4    5    .data    ascii   xeI\v
371  0x000117d8 0x004131d8 5    7    .data    utf8    -ݠ/mc blocks=Basic Latin,Arabic Supplement
372  0x00011855 0x00413255 5    7    .data    utf8    vز nX blocks=Basic Latin,Arabic
373  0x00011883 0x00413283 4    5    .data    ascii   }\n6,
374  0x000118cd 0x004132cd 5    7    .data    utf8    SǢn)$ blocks=Basic Latin,Latin Extended-B
375  0x000118ef 0x004132ef 4    5    .data    ascii   #h<t
376  0x00011913 0x00413313 4    5    .data    ascii   |1\n!
377  0x0001193c 0x0041333c 5    6    .data    ascii   J.TqN
378  0x0001197a 0x0041337a 4    5    .data    ascii   S4,Q
379  0x00011987 0x00413387 5    6    .data    ascii   AqW\fu
380  0x00011990 0x00413390 7    8    .data    ascii   "!CE|-C
381  0x000119b6 0x004133b6 4    6    .data    utf8    wRИO blocks=Basic Latin,Cyrillic
382  0x000119e8 0x004133e8 5    6    .data    ascii   2H\a\b1
383  0x00011a29 0x00413429 4    5    .data    ascii   )}96
384  0x00011a64 0x00413464 5    6    .data    ascii   -s)\rL
385  0x00011a6f 0x0041346f 4    5    .data    ascii   ~&Yg
386  0x00011abd 0x004134bd 4    5    .data    ascii   RB)>
387  0x00011ac9 0x004134c9 6    10   .data    utf8    DA%<XC
388  0x00011aeb 0x004134eb 4    5    .data    ascii   t2#^
389  0x00011b23 0x00413523 6    10   .data    utf8    ;<՞Q鯘a blocks=Basic Latin,Armenian,CJK Unified Ideographs
390  0x00011b5b 0x0041355b 4    5    .data    ascii   8\ehk
391  0x00011b8f 0x0041358f 7    8    .data    ascii   JPVOnL^
392  0x00011c2f 0x0041362f 7    8    .data    ascii   dv*\nzG[
393  0x00011c50 0x00413650 4    5    .data    ascii   ZV\/
394  0x00011c5b 0x0041365b 4    7    .data    utf8    hוAخ blocks=Basic Latin,Hebrew,Arabic
395  0x00011c6a 0x0041366a 4    5    .data    ascii   KIoq
396  0x00011c9d 0x0041369d 5    6    .data    ascii   \vF(K;
397  0x00011cab 0x004136ab 6    7    .data    ascii   Cyu*J&
398  0x00011d21 0x00413721 6    7    .data    ascii   DnngOy
399  0x00011d3c 0x0041373c 5    6    .data    ascii   M\a\fg8
400  0x00011dea 0x004137ea 4    5    .data    ascii   C^J>
401  0x00011df7 0x004137f7 5    6    .data    ascii   -,AD<
402  0x00011e26 0x00413826 4    5    .data    ascii   BqCp
403  0x00011e65 0x00413865 4    5    .data    ascii   Bs+]
404  0x00011e74 0x00413874 4    5    .data    ascii   VjEm
405  0x00011e87 0x00413887 4    6    .data    utf8    bƀ+d blocks=Basic Latin,Latin Extended-B
406  0x00011e95 0x00413895 4    7    .data    utf8    Y\ļв blocks=Basic Latin,Latin Extended-A,Cyrillic
407  0x00011e9c 0x0041389c 4    5    .data    ascii   (TD]
408  0x00011ea9 0x004138a9 4    5    .data    ascii   :]_\n
409  0x00011eb2 0x004138b2 5    7    .data    utf8    :z'֝r blocks=Basic Latin,Hebrew
410  0x00011eea 0x004138ea 4    5    .data    ascii   g:7/
411  0x00011f69 0x00413969 4    5    .data    ascii   lhV'
412  0x00011fac 0x004139ac 4    5    .data    ascii   )s~<
413  0x00011fc5 0x004139c5 4    5    .data    ascii   &@Tc
414  0x00011ff8 0x004139f8 7    8    .data    ascii   wD/,Zq\a
415  0x0001202e 0x00413a2e 4    6    .data    utf8    awxԻ blocks=Basic Latin,Armenian
416  0x00012038 0x00413a38 4    7    .data    utf8    ퟪi\f` blocks=Hangul Jamo Extended-B,Basic Latin
417  0x00012075 0x00413a75 4    6    .data    utf8    G͐"K blocks=Basic Latin,Combining Diacritical Marks
418  0x0001209d 0x00413a9d 4    6    .data    utf8    "GWϵ blocks=Basic Latin,Greek and Coptic
419  0x000120b4 0x00413ab4 4    5    .data    ascii   ~Lmt
420  0x00012189 0x00413b89 4    5    .data    ascii   ^2`>
421  0x000121c2 0x00413bc2 4    6    .data    utf8    Gٚh8 blocks=Basic Latin,Arabic
422  0x00012214 0x00413c14 5    6    .data    ascii   pUH )
423  0x00012222 0x00413c22 4    5    .data    ascii   o]Ic
424  0x00012246 0x00413c46 5    6    .data    ascii   6;\n2`
425  0x00012279 0x00413c79 4    6    .data    utf8    9#5ٞ blocks=Basic Latin,Arabic
426  0x00012298 0x00413c98 4    5    .data    ascii   \n<?P
427  0x0001229e 0x00413c9e 4    5    .data    ascii   ]/DM
428  0x000122ac 0x00413cac 4    5    .data    ascii   ,:#\n
429  0x000122cb 0x00413ccb 6    7    .data    ascii   /Z\f@-K
430  0x000122fa 0x00413cfa 4    7    .data    utf8    hbO䡟 blocks=Basic Latin,CJK Unified Ideographs Extension A
431  0x00012351 0x00413d51 4    5    .data    ascii   BC(|
432  0x000123a9 0x00413da9 4    6    .data    utf8    ߜUHm blocks=NKo,Basic Latin
433  0x000123d3 0x00413dd3 4    8    .data    utf8    Ȃw֙Ʉ blocks=Latin Extended-B,Basic Latin,Hebrew
434  0x00012402 0x00413e02 5    7    .data    utf8    ۊS1\br blocks=Arabic,Basic Latin
435  0x0001241f 0x00413e1f 4    5    .data    ascii   x9D 
436  0x00012443 0x00413e43 5    6    .data    ascii   p& ?#
437  0x0001247b 0x00413e7b 6    8    .data    utf8    Ŋ^\aSwO blocks=Latin Extended-A,Basic Latin
438  0x000124a8 0x00413ea8 4    5    .data    ascii   IZ@]
439  0x000124b2 0x00413eb2 5    8    .data    utf8    ,冡(xe blocks=Basic Latin,CJK Unified Ideographs
440  0x0001259e 0x00413f9e 8    12   .data    utf8    VZӟKx5\ blocks=Basic Latin,Cyrillic,Private Use Area
441  0x00012615 0x00414015 4    5    .data    ascii   c1Wv
442  0x00012654 0x00414054 7    9    .data    utf8    \t'dI4@À blocks=Basic Latin,Latin-1 Supplement
443  0x00012668 0x00414068 4    5    .data    ascii   \v/"h
444  0x0001268e 0x0041408e 4    6    .data    utf8    Mʑp$ blocks=Basic Latin,IPA Extensions
445  0x000126ec 0x004140ec 4    5    .data    ascii   e)DV
446  0x0001272c 0x0041412c 5    9    .data    utf8    C\nI|
447  0x0001275e 0x0041415e 5    6    .data    ascii   >KL ]
448  0x0001276a 0x0041416a 4    5    .data    ascii   xz6]
449  0x000128b1 0x004142b1 4    6    .data    utf8    bUҐy blocks=Basic Latin,Cyrillic
450  0x000128f5 0x004142f5 5    6    .data    ascii   63R!}
451  0x00012941 0x00414341 5    6    .data    ascii   kDn%0
452  0x00012975 0x00414375 7    9    .data    utf8    ěMiT{~% blocks=Latin Extended-A,Basic Latin
453  0x00012999 0x00414399 4    5    .data    ascii   mR$)
454  0x000129e1 0x004143e1 4    5    .data    ascii   7w>h
455  0x000129e8 0x004143e8 4    5    .data    ascii   THD\r
456  0x00012a41 0x00414441 5    6    .data    ascii   u%b5/
457  0x00012a52 0x00414452 4    5    .data    ascii   ] y&
458  0x00012a7b 0x0041447b 10   12   .data    utf8    l/i\rXm-Gk٘ blocks=Basic Latin,Arabic
459  0x00012aec 0x004144ec 6    7    .data    ascii   )b}k%W
460  0x00012b86 0x00414586 4    5    .data    ascii   9I>"
461  0x00012b8e 0x0041458e 4    5    .data    ascii   6fUG
462  0x00012b93 0x00414593 4    6    .data    utf8    `ַw+ blocks=Basic Latin,Hebrew
463  0x00012bda 0x004145da 5    7    .data    utf8    $Z\bռN blocks=Basic Latin,Armenian
464  0x00012c10 0x00414610 4    5    .data    ascii   8.<B
465  0x00012c15 0x00414615 5    6    .data    ascii   r]t$Y
466  0x00012c60 0x00414660 6    9    .data    utf8    H2o<칝h blocks=Basic Latin,Hangul Syllables
467  0x00012c85 0x00414685 4    5    .data    ascii   \vXH/
468  0x00012c8b 0x0041468b 5    7    .data    utf8    jȉ-kc blocks=Basic Latin,Latin Extended-B
469  0x00012cb1 0x004146b1 4    5    .data    ascii   B_8;
470  0x00012cd0 0x004146d0 5    6    .data    ascii   u0#@+
471  0x00012cee 0x004146ee 4    6    .data    utf8    tnSт blocks=Basic Latin,Cyrillic
472  0x00012d20 0x00414720 4    5    .data    ascii   >Q:t
473  0x00012d50 0x00414750 4    5    .data    ascii   1a<%
474  0x00012d7d 0x0041477d 4    5    .data    ascii   :\f];
475  0x00012d91 0x00414791 4    5    .data    ascii   ldf"
476  0x00012d9b 0x0041479b 5    6    .data    ascii   YPrx:
477  0x00012db2 0x004147b2 4    5    .data    ascii   jV5\f
478  0x00012dd7 0x004147d7 4    5    .data    ascii   \V\n>
479  0x00012de9 0x004147e9 4    5    .data    ascii   h(\nD
480  0x00012e44 0x00414844 5    9    .data    utf8    V䳌j\a؇ blocks=Basic Latin,CJK Unified Ideographs Extension A,Arabic
481  0x00012e4d 0x0041484d 4    6    .data    utf8    ԗkH, blocks=Cyrillic Supplement,Basic Latin
482  0x00012ebb 0x004148bb 5    6    .data    ascii   @A%L6
483  0x00012ef0 0x004148f0 5    6    .data    ascii   S8e[L
484  0x00012ef6 0x004148f6 5    6    .data    ascii   sC2\aM
485  0x00012f17 0x00414917 4    5    .data    ascii   4v[c
486  0x00012f1d 0x0041491d 5    7    .data    utf8    !݉kna blocks=Basic Latin,Syriac
487  0x00012f48 0x00414948 4    5    .data    ascii   \twdR
488  0x00012fbf 0x004149bf 4    5    .data    ascii   S6:\e
489  0x0001303f 0x00414a3f 4    6    .data    utf8    \nٷL| blocks=Basic Latin,Arabic
490  0x0001308b 0x00414a8b 4    6    .data    utf8    e_ԝE blocks=Basic Latin,Cyrillic Supplement
491  0x000130b7 0x00414ab7 8    9    .data    ascii   FoNL2($ 
492  0x00013149 0x00414b49 5    7    .data    utf8    ,dð>k blocks=Basic Latin,Latin-1 Supplement
493  0x00013192 0x00414b92 5    6    .data    ascii   i87(\b
494  0x00013220 0x00414c20 6    7    .data    ascii   @wY7f1
495  0x00013237 0x00414c37 5    7    .data    utf8    `UݺN1 blocks=Basic Latin,Arabic Supplement
496  0x0001326b 0x00414c6b 9    10   .data    ascii   .z\foy)="\t
497  0x0001327e 0x00414c7e 4    5    .data    ascii   /,$u
498  0x000132d3 0x00414cd3 6    9    .data    utf8    iSޤց<L blocks=Basic Latin,Thaana,Armenian
499  0x000132fd 0x00414cfd 4    5    .data    ascii   TW^&
500  0x00013315 0x00414d15 4    6    .data    utf8     ȘG7 blocks=Basic Latin,Latin Extended-B
501  0x00013335 0x00414d35 7    10   .data    utf8    <qtʉ\fؼ* blocks=Basic Latin,IPA Extensions,Arabic
502  0x0001334d 0x00414d4d 5    6    .data    ascii   =)$@\r
503  0x0001336b 0x00414d6b 4    5    .data    ascii   _g2q
504  0x000133a3 0x00414da3 4    7    .data    utf8    ֬vSֿ blocks=Hebrew,Basic Latin
505  0x0001340a 0x00414e0a 5    7    .data    utf8    _H\t:|
506  0x00013429 0x00414e29 4    5    .data    ascii   !~\bq
507  0x00013469 0x00414e69 4    5    .data    ascii   ra`b
508  0x000134b7 0x00414eb7 7    8    .data    ascii   zmNF~%h
509  0x000134c9 0x00414ec9 4    5    .data    ascii   n\n7Q
510  0x000134d9 0x00414ed9 4    5    .data    ascii   dk2Q
511  0x00013544 0x00414f44 4    5    .data    ascii   S"Zb
512  0x0001355a 0x00414f5a 7    11   .data    utf8    HC@D󴭔&" blocks=Basic Latin,Supplementary Private Use Area-A
513  0x00013580 0x00414f80 4    5    .data    ascii   \nKBX
514  0x000135b3 0x00414fb3 4    5    .data    ascii   }FnG
515  0x000135ba 0x00414fba 4    5    .data    ascii   cFd"
516  0x000135d5 0x00414fd5 4    5    .data    ascii   "Hb\a
517  0x00013625 0x00415025 5    6    .data    ascii   }Uu`P
518  0x0001363d 0x0041503d 4    5    .data    ascii   \e\br*
519  0x0001364c 0x0041504c 6    8    .data    utf8    nNܡ*wo blocks=Basic Latin,Syriac
520  0x0001366a 0x0041506a 5    6    .data    ascii   `Z;n>
521  0x000136c2 0x004150c2 4    6    .data    utf8    dǑk' blocks=Basic Latin,Latin Extended-B
522  0x00013711 0x00415111 6    7    .data    ascii   |zcnpj
523  0x00013751 0x00415151 6    7    .data    ascii   .-aCcU
524  0x0001375e 0x0041515e 5    6    .data    ascii   }w-\a?
525  0x0001377c 0x0041517c 6    7    .data    ascii   T\t9<Z5
526  0x000137af 0x004151af 5    6    .data    ascii   HO[\e`
527  0x00013808 0x00415208 4    5    .data    ascii   \e#\K
528  0x00013833 0x00415233 4    6    .data    utf8    6gZΥ blocks=Basic Latin,Greek and Coptic
529  0x00013839 0x00415239 5    6    .data    ascii   SmW@e
530  0x0001389a 0x0041529a 4    5    .data    ascii   Dc>\r
531  0x000138a8 0x004152a8 4    5    .data    ascii   o6pT
532  0x000138e4 0x004152e4 5    7    .data    utf8    BmٌZ: blocks=Basic Latin,Arabic
533  0x0001397f 0x0041537f 4    7    .data    utf8    ]㭗xi blocks=Basic Latin,CJK Unified Ideographs Extension A
534  0x000139d3 0x004153d3 4    5    .data    ascii   \rI#;
535  0x000139d8 0x004153d8 4    5    .data    ascii   `?pz
536  0x00013a38 0x00415438 6    9    .data    utf8    P+ިʛp? blocks=Basic Latin,Thaana,IPA Extensions
537  0x00013a57 0x00415457 4    5    .data    ascii   J\n#m
538  0x00013a81 0x00415481 9    12   .data    utf8    q#[&+۲էD' blocks=Basic Latin,Arabic,Armenian
539  0x00013ab4 0x004154b4 4    5    .data    ascii   \f\bL`
540  0x00013aba 0x004154ba 5    6    .data    ascii   o9M\nu
541  0x00013aed 0x004154ed 4    5    .data    ascii   w@Z+
542  0x00013afb 0x004154fb 4    5    .data    ascii   x?\!
543  0x00013b58 0x00415558 5    6    .data    ascii   2g=N\a
544  0x00013b6f 0x0041556f 4    5    .data    ascii   5{k:
545  0x00013b91 0x00415591 4    5    .data    ascii   *hVq
546  0x00013c2a 0x0041562a 5    7    .data    utf8    с~vs\f blocks=Cyrillic,Basic Latin
547  0x00013c4b 0x0041564b 5    6    .data    ascii   xz 5%
548  0x00013c5e 0x0041565e 5    6    .data    ascii   v?<7O
549  0x00013c78 0x00415678 9    11   .data    utf8    8ĿFZ9^;Fi blocks=Basic Latin,Latin Extended-A
550  0x00013c84 0x00415684 5    6    .data    ascii   =\fV/"
551  0x00013cbb 0x004156bb 6    7    .data    ascii   )LpfD)
552  0x00013cc7 0x004156c7 4    5    .data    ascii   \eC-e
553  0x00013cec 0x004156ec 5    9    .data    utf8    ޘ*џƺ2 blocks=Thaana,Basic Latin,Cyrillic,Latin Extended-B
554  0x00013d2f 0x0041572f 4    5    .data    ascii   \n\a+l
555  0x00013d7e 0x0041577e 5    6    .data    ascii   Md"\aq
556  0x00013d8c 0x0041578c 4    5    .data    ascii   s1aM
557  0x00013dad 0x004157ad 4    6    .data    utf8     ]ܦ\a blocks=Basic Latin,Syriac
558  0x00013dd0 0x004157d0 5    6    .data    ascii   f'\eS)
559  0x00013e12 0x00415812 5    7    .data    utf8    \bõ$hN blocks=Basic Latin,Latin-1 Supplement
560  0x00013e5a 0x0041585a 5    6    .data    ascii   "T\aBD
561  0x00013e67 0x00415867 5    6    .data    ascii   lvey~
562  0x00013e7e 0x0041587e 6    7    .data    ascii   ,q0+vB
563  0x00013eae 0x004158ae 4    6    .data    utf8    "dğ8 blocks=Basic Latin,Latin Extended-A
564  0x00013ef3 0x004158f3 6    7    .data    ascii   0.YdQY
565  0x00013f3d 0x0041593d 4    5    .data    ascii   G;}r
566  0x00013f49 0x00415949 4    5    .data    ascii   +sh/
567  0x00013fe7 0x004159e7 5    6    .data    ascii   \bjB\"
568  0x00013ff9 0x004159f9 4    7    .data    utf8    ؋_lD blocks=Arabic,Basic Latin
569  0x00014024 0x00415a24 5    6    .data    ascii   tXoUx
570  0x0001404c 0x00415a4c 7    8    .data    ascii   'DMu`=+
571  0x00014055 0x00415a55 5    6    .data    ascii   1B("+
572  0x00014066 0x00415a66 4    5    .data    ascii   A0^7
573  0x00014081 0x00415a81 4    6    .data    utf8    ʓMGm blocks=IPA Extensions,Basic Latin
574  0x00014087 0x00415a87 4    6    .data    utf8    A,\fڄ blocks=Basic Latin,Arabic
575  0x000140d0 0x00415ad0 5    7    .data    utf8    X`GƧ[ blocks=Basic Latin,Latin Extended-B
576  0x000140f4 0x00415af4 4    5    .data    ascii   \v7,W
577  0x00014154 0x00415b54 5    7    .data    utf8    i{\e\bݎ blocks=Basic Latin,Syriac
578  0x00014177 0x00415b77 4    5    .data    ascii   J+#D
579  0x00014189 0x00415b89 4    5    .data    ascii   LnOi
580  0x00014198 0x00415b98 4    8    .data    utf8    撩Ѻb! blocks=CJK Unified Ideographs,Cyrillic,Basic Latin
581  0x000141ae 0x00415bae 4    6    .data    utf8    \bݙJ: blocks=Basic Latin,Arabic Supplement
582  0x000141da 0x00415bda 5    6    .data    ascii   )\tlHK
583  0x000141e6 0x00415be6 5    8    .data    utf8    oGʛaޞ blocks=Basic Latin,IPA Extensions,Thaana
584  0x000141f1 0x00415bf1 4    5    .data    ascii   Q2zG
585  0x0001421a 0x00415c1a 4    5    .data    ascii   39sb
586  0x0001423b 0x00415c3b 4    5    .data    ascii   &RmI
587  0x00014244 0x00415c44 4    5    .data    ascii   jF./
588  0x0001427d 0x00415c7d 4    5    .data    ascii   K\t1v
589  0x00014300 0x00415d00 6    7    .data    ascii   sTtG){
590  0x0001433a 0x00415d3a 5    7    .data    utf8    +؉jg\f blocks=Basic Latin,Arabic
591  0x00014368 0x00415d68 4    5    .data    ascii   #C\a1
592  0x000143ca 0x00415dca 4    5    .data    ascii   Z9)\v
593  0x000143ee 0x00415dee 4    5    .data    ascii   `~\bn
594  0x00014432 0x00415e32 4    6    .data    utf8    <*˟d blocks=Basic Latin,Spacing Modifier Letters
595  0x0001444b 0x00415e4b 4    5    .data    ascii   ]S[Z
596  0x00014459 0x00415e59 4    5    .data    ascii   $\a%a
597  0x000144ab 0x00415eab 4    7    .data    utf8    &ٕ̉W blocks=Basic Latin,Arabic,Combining Diacritical Marks
598  0x000144c2 0x00415ec2 4    5    .data    ascii   d}\en
599  0x000144d7 0x00415ed7 7    8    .data    ascii   6AVTEZ9
600  0x00014582 0x00415f82 4    7    .data    utf8    ɦ&g͋ blocks=IPA Extensions,Basic Latin,Combining Diacritical Marks
601  0x000145ac 0x00415fac 4    6    .data    utf8    CՁ~y blocks=Basic Latin,Armenian
602  0x000145e7 0x00415fe7 5    6    .data    ascii   skWMS
