[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
323   0x00003ec6 0x00404ac6 4   5    sect_0  ascii   0 g\a
324   0x00003edc 0x00404adc 4   9    sect_0  utf8    ފx󻺱F blocks=Thaana,Basic Latin,Supplementary Private Use Area-A
325   0x00003f07 0x00404b07 4   5    sect_0  ascii   Aw|/
326   0x00003f56 0x00404b56 5   6    sect_0  ascii   6gGKZ
327   0x00003faf 0x00404baf 5   6    sect_0  ascii   h1\bo^
328   0x00003fdf 0x00404bdf 4   5    sect_0  ascii   il}\r
329   0x0000402b 0x00404c2b 4   5    sect_0  ascii   ] .\v
330   0x00004049 0x00404c49 5   7    sect_0  utf8    ?R\t\Ŗ blocks=Basic Latin,Latin Extended-A
331   0x00004056 0x00404c56 4   5    sect_0  ascii   )uRG
332   0x000040a9 0x00404ca9 4   5    sect_0  ascii   02KO
333   0x000040af 0x00404caf 4   5    sect_0  ascii   s#E!
334   0x000040cc 0x00404ccc 4   5    sect_0  ascii   0'^\f
335   0x000040ef 0x00404cef 4   5    sect_0  ascii   heOS
336   0x000040fc 0x00404cfc 4   6    sect_0  utf8    d"Sþ blocks=Basic Latin,Latin-1 Supplement
337   0x0000413f 0x00404d3f 6   9    sect_0  utf8    |ҳd6à! blocks=Basic Latin,Cyrillic,Latin-1 Supplement
338   0x00004165 0x00404d65 4   6    sect_0  utf8    ;+א2 blocks=Basic Latin,Hebrew
339   0x000041ab 0x00404dab 4   5    sect_0  ascii   -#Z(
340   0x000041ee 0x00404dee 4   5    sect_0  ascii   0KAD
341   0x000041fb 0x00404dfb 4   5    sect_0  ascii   %uTm
342   0x00004217 0x00404e17 4   6    sect_0  utf8    x\t0ە blocks=Basic Latin,Arabic
343   0x0000423c 0x00404e3c 4   5    sect_0  ascii   %vLO
344   0x0000426f 0x00404e6f 5   6    sect_0  ascii   +i\fX%
345   0x00004280 0x00404e80 5   6    sect_0  ascii   }{-\f|
346   0x000042b2 0x00404eb2 4   5    sect_0  ascii   dM_.
347   0x000042ec 0x00404eec 5   7    sect_0  utf8    rqB$ج blocks=Basic Latin,Arabic
348   0x0000433a 0x00404f3a 4   5    sect_0  ascii   %=^r
349   0x00004377 0x00404f77 4   5    sect_0  ascii   )6Gy
350   0x0000439b 0x00404f9b 4   5    sect_0  ascii   LN} 
351   0x000043fe 0x00404ffe 4   5    sect_0  ascii   7&y 
352   0x0000442b 0x0040502b 8   10   sect_0  utf8    ؈96ZX2gd blocks=Arabic,Basic Latin
353   0x0000443f 0x0040503f 5   8    sect_0  utf8    ٘-$\tb blocks=Arabic,Basic Latin
354   0x0000445c 0x0040505c 4   5    sect_0  ascii   LB=Q
355   0x0000448a 0x0040508a 4   5    sect_0  ascii   \rbs>
356   0x000044b0 0x004050b0 5   8    sect_0  utf8    \tݠ\f+ٌ blocks=Basic Latin,Arabic Supplement,Arabic
357   0x000044b8 0x004050b8 8   10   sect_0  utf8    ^,dJajDʻ blocks=Basic Latin,Spacing Modifier Letters
358   0x00004503 0x00405103 4   5    sect_0  ascii   $k6\
359   0x00004573 0x00405173 6   8    sect_0  utf8    ǳbj/i, blocks=Latin Extended-B,Basic Latin
360   0x00004583 0x00405183 4   6    sect_0  utf8    _ؿS\v blocks=Basic Latin,Arabic
361   0x00004602 0x00405202 4   5    sect_0  ascii   iEm9
362   0x0000467f 0x0040527f 4   5    sect_0  ascii   /8Su
363   0x0000469c 0x0040529c 6   7    sect_0  ascii   mO,/`:
364   0x000046be 0x004052be 4   5    sect_0  ascii   c60J
365   0x000046dc 0x004052dc 4   5    sect_0  ascii   =pu 
366   0x00004701 0x00405301 4   5    sect_0  ascii   .r\fH
367   0x0000470b 0x0040530b 6   7    sect_0  ascii   ^=(S\rU
368   0x00004755 0x00405355 5   6    sect_0  ascii   ry70)
369   0x00004783 0x00405383 4   5    sect_0  ascii   ]w6[
370   0x00004796 0x00405396 4   6    sect_0  utf8    S͋hR blocks=Basic Latin,Combining Diacritical Marks
371   0x0000479d 0x0040539d 5   6    sect_0  ascii   9\u)K
372   0x000047f7 0x004053f7 4   5    sect_0  ascii   d4Ba
373   0x00004804 0x00405404 4   5    sect_0  ascii   \t[mU
374   0x00004842 0x00405442 6   7    sect_0  ascii   jv{\v>G
375   0x00004854 0x00405454 5   6    sect_0  ascii   '~=*`
376   0x00004870 0x00405470 4   5    sect_0  ascii   >ZTb
377   0x00004893 0x00405493 5   7    sect_0  utf8    \b{^ؾ9 blocks=Basic Latin,Arabic
378   0x000048cc 0x004054cc 5   6    sect_0  ascii   ;qIul
379   0x000048df 0x004054df 4   5    sect_0  ascii   ,Iw*
380   0x000048f2 0x004054f2 5   6    sect_0  ascii    o4YW
381   0x00004909 0x00405509 5   6    sect_0  ascii   e\bVd:
382   0x00004969 0x00405569 5   7    sect_0  utf8    j0<ă* blocks=Basic Latin,Latin Extended-A
383   0x0000497e 0x0040557e 4   6    sect_0  utf8    ٔZZI blocks=Arabic,Basic Latin
384   0x000049c3 0x004055c3 5   6    sect_0  ascii   Fg68j
385   0x00004a09 0x00405609 4   5    sect_0  ascii   T\r\tH
386   0x00004a10 0x00405610 5   6    sect_0  ascii   93O?x
387   0x00004a29 0x00405629 4   5    sect_0  ascii   '>x3
388   0x00004a43 0x00405643 4   6    sect_0  utf8    VאW7 blocks=Basic Latin,Hebrew
389   0x00004a5b 0x0040565b 4   6    sect_0  utf8    ֑)-: blocks=Hebrew,Basic Latin
390   0x00004a79 0x00405679 4   6    sect_0  utf8    ;QҋP blocks=Basic Latin,Cyrillic
391   0x00004ae2 0x004056e2 4   5    sect_0  ascii   FOhX
392   0x00004b19 0x00405719 4   5    sect_0  ascii   ;:%D
393   0x00004b53 0x00405753 6   7    sect_0  ascii   9\n}zUn
394   0x00004b93 0x00405793 4   7    sect_0  utf8    jģ/߹ blocks=Basic Latin,Latin Extended-A,NKo
395   0x00004be0 0x004057e0 9   12   sect_0  utf8    D9β]Yę\f\a2 blocks=Basic Latin,Greek and Coptic,Latin Extended-A
396   0x00004c10 0x00405810 6   8    sect_0  utf8    :=EԳ8- blocks=Basic Latin,Armenian
397   0x00004c26 0x00405826 5   7    sect_0  utf8    P&E؞E blocks=Basic Latin,Arabic
398   0x00004c7f 0x0040587f 4   6    sect_0  utf8    >twؿ blocks=Basic Latin,Arabic
399   0x00004c92 0x00405892 4   5    sect_0  ascii   W%F0
400   0x00004ca3 0x004058a3 4   5    sect_0  ascii   !}T*
401   0x00004cb2 0x004058b2 6   7    sect_0  ascii   \a\b<6<.
402   0x00004cb9 0x004058b9 4   5    sect_0  ascii   09D_
403   0x00004cd5 0x004058d5 4   7    sect_0  utf8    5\t攪Q blocks=Basic Latin,CJK Unified Ideographs
404   0x00004ced 0x004058ed 6   7    sect_0  ascii   \rQLmi7
405   0x00004d50 0x00405950 4   5    sect_0  ascii   :oJ&
406   0x00004d6b 0x0040596b 4   6    sect_0  utf8    WuÑ8 blocks=Basic Latin,Latin-1 Supplement
407   0x00004dc3 0x004059c3 7   8    sect_0  ascii   +E\eLgD}
408   0x00004e15 0x00405a15 5   7    sect_0  utf8    O\aǺg  blocks=Basic Latin,Latin Extended-B
409   0x00004e29 0x00405a29 4   7    sect_0  utf8    hǼ_ā blocks=Basic Latin,Latin Extended-B,Latin Extended-A
410   0x00004e36 0x00405a36 4   5    sect_0  ascii   C\t\nc
411   0x00004e4f 0x00405a4f 5   9    sect_0  utf8    ޥ\Ⴓ;[ blocks=Thaana,Basic Latin,Georgian
412   0x00004ede 0x00405ade 7   8    sect_0  ascii   o)@gc*\
413   0x00004f2b 0x00405b2b 12  13   sect_0  ascii   E\b/onIn6h0n8
414   0x00004f40 0x00405b40 4   6    sect_0  utf8    \v!e¦ blocks=Basic Latin,Latin-1 Supplement
415   0x00004f4e 0x00405b4e 4   7    sect_0  utf8    鎼yfl blocks=CJK Unified Ideographs,Basic Latin
416   0x00004fb3 0x00405bb3 4   5    sect_0  ascii   807x
417   0x00004fd2 0x00405bd2 6   7    sect_0  ascii   |3Pl1`
418   0x0000500f 0x00405c0f 4   5    sect_0  ascii   2YpY
419   0x00005038 0x00405c38 7   9    sect_0  utf8    v#i%5Gu
420   0x0000504c 0x00405c4c 4   5    sect_0  ascii   o!nP
421   0x00005073 0x00405c73 4   5    sect_0  ascii   vt.s
422   0x000050dc 0x00405cdc 5   6    sect_0  ascii   putNT
423   0x0000513b 0x00405d3b 4   5    sect_0  ascii   `P]R
424   0x00005187 0x00405d87 5   7    sect_0  utf8    E=ةu= blocks=Basic Latin,Arabic
425   0x0000519d 0x00405d9d 5   6    sect_0  ascii   leLSy
426   0x000051a6 0x00405da6 8   9    sect_0  ascii   xR]g\tN\f<
427   0x000051ea 0x00405dea 4   5    sect_0  ascii   idM!
428   0x00005267 0x00405e67 5   7    sect_0  utf8    ՝NC>o blocks=Armenian,Basic Latin
429   0x0000527b 0x00405e7b 4   7    sect_0  utf8    -\nP blocks=Private Use Area,Basic Latin
430   0x0000528f 0x00405e8f 4   6    sect_0  utf8    Ҵ?.j blocks=Cyrillic,Basic Latin
431   0x00005295 0x00405e95 4   6    sect_0  utf8    Z=aױ blocks=Basic Latin,Hebrew
432   0x000052a5 0x00405ea5 4   5    sect_0  ascii   Pge#
433   0x000052ae 0x00405eae 4   5    sect_0  ascii   \vY[a
434   0x000052bf 0x00405ebf 6   9    sect_0  utf8    ˫"cj#ӿ blocks=Spacing Modifier Letters,Basic Latin,Cyrillic
435   0x000052d3 0x00405ed3 4   6    sect_0  utf8    iP؟Y blocks=Basic Latin,Arabic
436   0x000052f9 0x00405ef9 4   7    sect_0  utf8    éĖBm blocks=Latin-1 Supplement,Latin Extended-A,Basic Latin
437   0x00005320 0x00405f20 5   6    sect_0  ascii   3a\az/
438   0x00005338 0x00405f38 4   5    sect_0  ascii   G%u^
439   0x00005379 0x00405f79 4   5    sect_0  ascii   jp|7
440   0x00005398 0x00405f98 4   6    sect_0  utf8    >ͮ0x blocks=Basic Latin,Combining Diacritical Marks
441   0x000053b0 0x00405fb0 5   6    sect_0  ascii   |3`[N
442   0x000053e8 0x00405fe8 5   6    sect_0  ascii   \a_Wsn
443   0x000053ff 0x00405fff 4   6    sect_0  utf8    Ѷ[RL blocks=Cyrillic,Basic Latin
444   0x0000541b 0x0040601b 5   6    sect_0  ascii   \f){^3
445   0x00005424 0x00406024 4   6    sect_0  utf8    Ysl̍ blocks=Basic Latin,Combining Diacritical Marks
446   0x00005450 0x00406050 5   7    sect_0  utf8    'ޜz/R blocks=Basic Latin,Thaana
447   0x0000545d 0x0040605d 6   7    sect_0  ascii   ZgMXH\
448   0x00005470 0x00406070 4   6    sect_0  utf8    Z/ݷJ blocks=Basic Latin,Arabic Supplement
449   0x000054f1 0x004060f1 5   6    sect_0  ascii   4p'zz
450   0x00005529 0x00406129 5   7    sect_0  utf8    ݼU;kO blocks=Arabic Supplement,Basic Latin
451   0x00005538 0x00406138 4   5    sect_0  ascii   Q>t6
452   0x00005575 0x00406175 4   5    sect_0  ascii   5z\b#
453   0x000055ce 0x004061ce 4   5    sect_0  ascii   3e{p
454   0x0000562d 0x0040622d 5   6    sect_0  ascii   _a#/:
455   0x00005659 0x00406259 5   6    sect_0  ascii   '\n[\eJ
456   0x000056f0 0x004062f0 5   8    sect_0  utf8    mN׀Yǲ blocks=Basic Latin,Hebrew,Latin Extended-B
457   0x00005772 0x00406372 4   5    sect_0  ascii   'UwC
458   0x00005784 0x00406384 4   5    sect_0  ascii   2\vf\v
459   0x0000579c 0x0040639c 4   5    sect_0  ascii   xwA(
460   0x00005819 0x00406419 4   5    sect_0  ascii   @;jk
461   0x0000589a 0x0040649a 4   5    sect_0  ascii   $IM 
462   0x000058cb 0x004064cb 5   6    sect_0  ascii   f8t<K
463   0x000058d2 0x004064d2 6   9    sect_0  utf8    SF䵮\tqX blocks=Basic Latin,CJK Unified Ideographs Extension A
464   0x000058e5 0x004064e5 4   5    sect_0  ascii   ]<S\b
465   0x000058ff 0x004064ff 6   7    sect_0  ascii   ~u0Hu(
466   0x0000593a 0x0040653a 6   7    sect_0  ascii   ;au43L
467   0x0000597c 0x0040657c 6   7    sect_0  ascii   <Fc98\b
468   0x000059a4 0x004065a4 4   5    sect_0  ascii   RxMb
469   0x000059c0 0x004065c0 6   7    sect_0  ascii   N\aG\nen
470   0x00005a0c 0x0040660c 4   5    sect_0  ascii   )mR~
471   0x00005a13 0x00406613 5   6    sect_0  ascii   \a{RGZ
472   0x00005a39 0x00406639 4   5    sect_0  ascii   !\v?5
473   0x00005a80 0x00406680 5   6    sect_0  ascii   [ \epx
474   0x00005a90 0x00406690 5   7    sect_0  utf8    d.֕]$ blocks=Basic Latin,Hebrew
475   0x00005aac 0x004066ac 5   7    sect_0  utf8    =0V«S blocks=Basic Latin,Latin-1 Supplement
476   0x00005ac5 0x004066c5 4   5    sect_0  ascii   [X0/
477   0x00005adf 0x004066df 4   5    sect_0  ascii   ~`b\f
478   0x00005af5 0x004066f5 4   6    sect_0  utf8    8'`Ե blocks=Basic Latin,Armenian
479   0x00005b18 0x00406718 4   5    sect_0  ascii   +\e:O
480   0x00005b38 0x00406738 5   6    sect_0  ascii   \fOOx\a
481   0x00005b73 0x00406773 4   8    sect_0  utf8    sq_袕 blocks=Basic Latin,CJK Unified Ideographs
482   0x00005bbc 0x004067bc 4   5    sect_0  ascii   |(il
483   0x00005bd4 0x004067d4 5   6    sect_0  ascii   21~=,
484   0x00005be0 0x004067e0 4   5    sect_0  ascii   !q()
485   0x00005be7 0x004067e7 4   5    sect_0  ascii   mV=<
486   0x00005bf4 0x004067f4 7   8    sect_0  ascii   \t>PR*R:
487   0x00005c54 0x00406854 4   6    sect_0  utf8    bi3˘ blocks=Basic Latin,Spacing Modifier Letters
488   0x00005ccb 0x004068cb 7   11   sect_0  utf8    dෳGzu3Ǟ blocks=Basic Latin,Sinhala,Latin Extended-B
489   0x00005ce1 0x004068e1 4   5    sect_0  ascii   XT}@
490   0x00005d17 0x00406917 4   5    sect_0  ascii   S6ew
491   0x00005d27 0x00406927 5   6    sect_0  ascii   8\rs\rU
492   0x00005e4f 0x00406a4f 6   7    sect_0  ascii   \f\e(\G9
493   0x00005e75 0x00406a75 4   6    sect_0  utf8    eF_ĵ blocks=Basic Latin,Latin Extended-A
494   0x00005e7f 0x00406a7f 4   5    sect_0  ascii   Aj\fY
495   0x00005e91 0x00406a91 4   7    sect_0  utf8    +#* blocks=Private Use Area,Basic Latin
496   0x00005ea2 0x00406aa2 8   10   sect_0  utf8    ĉAz=e@\bH blocks=Latin Extended-A,Basic Latin
497   0x00005ebc 0x00406abc 4   6    sect_0  utf8    bЖb( blocks=Basic Latin,Cyrillic
498   0x00005f09 0x00406b09 4   5    sect_0  ascii   6^Uy
499   0x00005fab 0x00406bab 4   5    sect_0  ascii   :x6)
500   0x00005ff3 0x00406bf3 4   5    sect_0  ascii   *J\K
501   0x0000601e 0x00406c1e 4   6    sect_0  utf8    ǽ\cT blocks=Latin Extended-B,Basic Latin
502   0x00006035 0x00406c35 4   5    sect_0  ascii   sZ|+
503   0x00006076 0x00406c76 4   5    sect_0  ascii   o$sD
504   0x0000609a 0x00406c9a 4   6    sect_0  utf8    Ҡ1H} blocks=Cyrillic,Basic Latin
505   0x00006165 0x00406d65 4   5    sect_0  ascii   \r\v"a
506   0x00006181 0x00406d81 4   5    sect_0  ascii   mMrU
507   0x000061a5 0x00406da5 5   7    sect_0  utf8    Hs[_ʡ blocks=Basic Latin,IPA Extensions
508   0x000061c0 0x00406dc0 4   5    sect_0  ascii   lUEc
509   0x000061e6 0x00406de6 4   5    sect_0  ascii   y{U\e
510   0x0000622f 0x00406e2f 4   6    sect_0  utf8    K:÷^ blocks=Basic Latin,Latin-1 Supplement
511   0x0000627b 0x00406e7b 6   7    sect_0  ascii   "0E"IY
512   0x000062bd 0x00406ebd 4   5    sect_0  ascii   `S#V
513   0x000062d7 0x00406ed7 4   6    sect_0  utf8    #v-͉ blocks=Basic Latin,Combining Diacritical Marks
514   0x000062ed 0x00406eed 4   5    sect_0  ascii   vBTy
515   0x0000634c 0x00406f4c 4   5    sect_0  ascii   w\b--
516   0x000063ba 0x00406fba 6   9    sect_0  utf8    P[Zܲ\rɈ blocks=Basic Latin,Syriac,Latin Extended-B
517   0x000063d6 0x00406fd6 4   5    sect_0  ascii   gp`\
518   0x000063e0 0x00406fe0 5   6    sect_0  ascii   XibT"
519   0x0000641b 0x0040701b 4   5    sect_0  ascii   KzUx
520   0x00006466 0x00407066 5   6    sect_0  ascii   eB\b\rY
521   0x000064c9 0x004070c9 4   5    sect_0  ascii   ;>kc
522   0x000064f3 0x004070f3 4   5    sect_0  ascii   r7Bo
523   0x000064fb 0x004070fb 7   9    sect_0  utf8    *)Z_'ՖQ blocks=Basic Latin,Armenian
524   0x00006515 0x00407115 4   6    sect_0  utf8    ܆:fI blocks=Syriac,Basic Latin
525   0x00006537 0x00407137 5   6    sect_0  ascii   On\eG
526   0x0000657b 0x0040717b 5   6    sect_0  ascii   tpPj+
527   0x000065be 0x004071be 5   7    sect_0  utf8    ԅWLCu blocks=Cyrillic Supplement,Basic Latin
528   0x00006689 0x00407289 7   9    sect_0  utf8    ֪\euI0j% blocks=Hebrew,Basic Latin
529   0x000066a4 0x004072a4 4   5    sect_0  ascii   4{@f
530   0x00006725 0x00407325 4   5    sect_0  ascii   P+@@
531   0x00006779 0x00407379 5   6    sect_0  ascii   }Xn\f\n
532   0x000067d5 0x004073d5 6   7    sect_0  ascii   ciqH\r'
533   0x00006826 0x00407426 4   6    sect_0  utf8    ?۳v; blocks=Basic Latin,Arabic
534   0x0000683f 0x0040743f 4   5    sect_0  ascii   bW&~
535   0x0000685d 0x0040745d 4   5    sect_0  ascii   x_I\e
536   0x00006866 0x00407466 4   6    sect_0  utf8    SŃL` blocks=Basic Latin,Latin Extended-A
537   0x0000688f 0x0040748f 4   5    sect_0  ascii   |WX\e
538   0x000068c2 0x004074c2 5   7    sect_0  utf8    hK_;r blocks=Basic Latin,Greek and Coptic
539   0x0000696c 0x0040756c 7   8    sect_0  ascii   7T\fL-_}
540   0x000069b3 0x004075b3 4   6    sect_0  utf8    `os/
541   0x000069f4 0x004075f4 5   6    sect_0  ascii   0HCr<
542   0x000069fa 0x004075fa 4   7    sect_0  utf8    Mɰߴq blocks=Basic Latin,IPA Extensions,NKo
543   0x00006a71 0x00407671 4   5    sect_0  ascii   ]a,l
544   0x00006a87 0x00407687 4   5    sect_0  ascii   BMWc
545   0x00006ac6 0x004076c6 4   5    sect_0  ascii   zf:\e
546   0x00006ad7 0x004076d7 4   5    sect_0  ascii   +g^+
547   0x00006adf 0x004076df 5   9    sect_0  utf8    ӫ|cF㼡 blocks=Cyrillic,Basic Latin,CJK Unified Ideographs Extension A
548   0x00006af7 0x004076f7 7   8    sect_0  ascii   P%\tKI+&
549   0x00006b1e 0x0040771e 4   5    sect_0  ascii   7.\e3
550   0x00006b58 0x00407758 5   6    sect_0  ascii   m\nbb 
551   0x00006b67 0x00407767 4   7    sect_0  utf8    ܠb{\r blocks=Syriac,Basic Latin
552   0x00006b74 0x00407774 4   5    sect_0  ascii   YdBj
553   0x00006b8b 0x0040778b 4   5    sect_0  ascii   hVIW
554   0x00006bbb 0x004077bb 4   5    sect_0  ascii   VyV\
555   0x00006bd9 0x004077d9 6   7    sect_0  ascii   uXZo6-
556   0x00006bee 0x004077ee 5   6    sect_0  ascii   9\XK_
557   0x00006c05 0x00407805 4   6    sect_0  utf8    ׀g\vL blocks=Hebrew,Basic Latin
558   0x00006c0b 0x0040780b 4   5    sect_0  ascii   ieU6
559   0x00006c81 0x00407881 7   8    sect_0  ascii   }:DBZU\r
560   0x00006ccf 0x004078cf 6   7    sect_0  ascii   V^5Q@:
561   0x00006cf4 0x004078f4 4   5    sect_0  ascii   5~XS
562   0x00006cfe 0x004078fe 4   5    sect_0  ascii   |bme
563   0x00006d11 0x00407911 5   8    sect_0  utf8    Ǫ(Ӳ\bI blocks=Latin Extended-B,Basic Latin,Cyrillic
564   0x00006d27 0x00407927 6   7    sect_0  ascii   8DL)Kt
565   0x00006db7 0x004079b7 4   8    sect_0  utf8    t Ͳ윻 blocks=Basic Latin,Greek and Coptic,Hangul Syllables
566   0x00006dcc 0x004079cc 4   6    sect_0  utf8    ЪhY7 blocks=Cyrillic,Basic Latin
567   0x00006dd3 0x004079d3 4   5    sect_0  ascii   Q0]w
568   0x00006dec 0x004079ec 4   5    sect_0  ascii   1MZM
569   0x00006e0a 0x00407a0a 4   5    sect_0  ascii   qBa:
570   0x00006e14 0x00407a14 4   5    sect_0  ascii   h\a|!
571   0x00006e42 0x00407a42 4   5    sect_0  ascii   q{c\n
572   0x00006eb1 0x00407ab1 4   5    sect_0  ascii   h!x!
573   0x00006f4e 0x00407b4e 5   6    sect_0  ascii   Fn\4]
574   0x00006f75 0x00407b75 4   5    sect_0  ascii   p\rI6
575   0x00006fee 0x00407bee 5   6    sect_0  ascii   :lX\re
576   0x00007012 0x00407c12 4   5    sect_0  ascii   _B\r1
577   0x00007064 0x00407c64 4   5    sect_0  ascii   1J<:
578   0x000070a0 0x00407ca0 4   5    sect_0  ascii   N\b\a}
579   0x000070be 0x00407cbe 4   5    sect_0  ascii   \v,&c
580   0x000070c8 0x00407cc8 4   5    sect_0  ascii   :)^N
581   0x000070e8 0x00407ce8 4   5    sect_0  ascii   P~N|
582   0x0000710a 0x00407d0a 4   5    sect_0  ascii   S\a`
583   0x00007168 0x00407d68 4   5    sect_0  ascii   , ]c
584   0x000071c5 0x00407dc5 4   5    sect_0  ascii   k3\a'
585   0x000071ff 0x00407dff 6   8    sect_0  utf8    ̈Up2ck blocks=Combining Diacritical Marks,Basic Latin
586   0x00007228 0x00407e28 5   6    sect_0  ascii   "mm7o
587   0x00007247 0x00407e47 5   6    sect_0  ascii   @iwG+
588   0x000072af 0x00407eaf 4   5    sect_0  ascii   aF$@
589   0x000072b4 0x00407eb4 5   6    sect_0  ascii   \e5Z}>
590   0x00007303 0x00407f03 5   6    sect_0  ascii   \tiE<B
591   0x000073f4 0x00407ff4 4   5    sect_0  ascii   Nt]#
592   0x00007422 0x00408022 7   8    sect_0  ascii   2{N\aP?{
593   0x0000743c 0x0040803c 6   8    sect_0  utf8    iŝyCG* blocks=Basic Latin,Latin Extended-A
594   0x0000745b 0x0040805b 4   8    sect_0  utf8    ~膦ʟ0 blocks=Basic Latin,CJK Unified Ideographs,IPA Extensions
595   0x00007483 0x00408083 4   8    sect_0  utf8    iĽ1[ blocks=Basic Latin,Latin Extended-A
596   0x000074c0 0x004080c0 7   8    sect_0  ascii   !USDk%2
597   0x000074e7 0x004080e7 4   5    sect_0  ascii   *\em7
598   0x00007526 0x00408126 5   6    sect_0  ascii   4* Hj
599   0x0000753b 0x0040813b 4   5    sect_0  ascii   +MMP
600   0x000075b1 0x004081b1 4   6    sect_0  utf8    ohK:
601   0x000075ce 0x004081ce 4   5    sect_0  ascii   IfGO
602   0x0000760e 0x0040820e 4   5    sect_0  ascii   nweX
603   0x00007653 0x00408253 5   6    sect_0  ascii   REknN
604   0x0000767f 0x0040827f 5   8    sect_0  utf8    u\_쨷D blocks=Basic Latin,Hangul Syllables
605   0x00007690 0x00408290 5   6    sect_0  ascii   W`s(6
606   0x000076a7 0x004082a7 6   7    sect_0  ascii   ?C5h>H
607   0x00007797 0x00408397 4   5    sect_0  ascii   **,[
608   0x000077cd 0x004083cd 4   5    sect_0  ascii   F{2r
609   0x000077d5 0x004083d5 5   6    sect_0  ascii   n %_\r
610   0x00007814 0x00408414 4   6    sect_0  utf8    Ҝds) blocks=Cyrillic,Basic Latin
611   0x00007856 0x00408456 4   5    sect_0  ascii   XJ;y
612   0x0000786f 0x0040846f 4   6    sect_0  utf8    "vUƽ blocks=Basic Latin,Latin Extended-B
613   0x00007886 0x00408486 4   5    sect_0  ascii   \eRoB
614   0x000078a5 0x004084a5 5   6    sect_0  ascii   Qs#,D
615   0x000078cf 0x004084cf 5   6    sect_0  ascii   ~#:H%
616   0x000078d6 0x004084d6 5   6    sect_0  ascii   Dk`\f_
617   0x000078f9 0x004084f9 4   6    sect_0  utf8    Kܭ@= blocks=Basic Latin,Syriac
618   0x0000793c 0x0040853c 4   6    sect_0  utf8    |#qܿ blocks=Basic Latin,Syriac
619   0x0000796d 0x0040856d 4   5    sect_0  ascii   :B\b>
620   0x0000797a 0x0040857a 8   9    sect_0  ascii   /A`2cut9
621   0x000079a7 0x004085a7 6   7    sect_0  ascii   .\aA\bX\t
622   0x000079b3 0x004085b3 4   6    sect_0  utf8    ڠ\n"U blocks=Arabic,Basic Latin
623   0x00007a0b 0x0040860b 9   10   sect_0  ascii   Yq)\%7!rP
624   0x00007a4a 0x0040864a 4   6    sect_0  utf8    =\eضr blocks=Basic Latin,Arabic
625   0x00007aa4 0x004086a4 4   5    sect_0  ascii   lGot
626   0x00007ab7 0x004086b7 5   7    sect_0  utf8    z\a<ũ? blocks=Basic Latin,Latin Extended-A
627   0x00007add 0x004086dd 4   6    sect_0  utf8    }dj%
628   0x00007b1c 0x0040871c 4   6    sect_0  utf8    Ѫ~m( blocks=Cyrillic,Basic Latin
629   0x00007b2b 0x0040872b 4   6    sect_0  utf8    \bi{Ū blocks=Basic Latin,Latin Extended-A
630   0x00007b44 0x00408744 4   5    sect_0  ascii   1:r\r
631   0x00007b5b 0x0040875b 10  12   sect_0  utf8    5/>\vv6SNwڻ blocks=Basic Latin,Arabic
632   0x00007b7d 0x0040877d 4   5    sect_0  ascii   L\tY@
633   0x00007c25 0x00408825 5   7    sect_0  utf8    5 ʹq/ blocks=Basic Latin,Spacing Modifier Letters
634   0x00007c3a 0x0040883a 11  13   sect_0  utf8    Ψ6Nc~N?6,r  blocks=Greek and Coptic,Basic Latin
635   0x00007c5d 0x0040885d 4   5    sect_0  ascii   Wu\eU
636   0x00007cc6 0x004088c6 4   5    sect_0  ascii   kxpi
637   0x00007cf0 0x004088f0 8   10   sect_0  utf8    ")`B\bl0~
638   0x00007d7b 0x0040897b 5   7    sect_0  utf8    q^*=Ʋ blocks=Basic Latin,Latin Extended-B
639   0x00007d87 0x00408987 4   6    sect_0  utf8    kϨN< blocks=Basic Latin,Greek and Coptic
640   0x00007dbc 0x004089bc 5   6    sect_0  ascii   Ee>\ba
641   0x00007dd2 0x004089d2 7   8    sect_0  ascii   >;aBv\nw
642   0x00007dde 0x004089de 5   8    sect_0  utf8    o\tV.윬 blocks=Basic Latin,Hangul Syllables
643   0x00007e51 0x00408a51 5   6    sect_0  ascii   3QOy,
644   0x00007e90 0x00408a90 5   7    sect_0  utf8    dԐ,Xf blocks=Basic Latin,Cyrillic Supplement
645   0x00007ed1 0x00408ad1 4   5    sect_0  ascii   /<zh
646   0x00007ee8 0x00408ae8 4   5    sect_0  ascii   QYtL
647   0x00007f0f 0x00408b0f 4   5    sect_0  ascii   >+=-
648   0x00007f37 0x00408b37 6   8    sect_0  utf8    t"$DlC
