[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000188 0x00000188 5   6            ascii   .text
2     0x000001ae 0x000001ae 7   8            ascii   P`.data
3     0x000001d8 0x000001d8 6   7            ascii   .rdata
4     0x000001fe 0x000001fe 8   9            ascii   `@.pdata
5     0x00000226 0x00000226 8   9            ascii   0@.xdata
6     0x0000024e 0x0000024e 6   7            ascii   0@.bss
7     0x00000278 0x00000278 6   7            ascii   .edata
8     0x0000029e 0x0000029e 8   9            ascii   0@.idata
9     0x000002c8 0x000002c8 5   6            ascii   .rsrc
10    0x000002f0 0x000002f0 6   7            ascii   .reloc
10272 0x0009244f 0x0049a24f 4   5    .reloc  ascii   )aE 
10273 0x00092564 0x0049a364 7   8    .reloc  ascii   Tq0?H)`
10274 0x0009259f 0x0049a39f 5   6    .reloc  ascii   8@F;F
10275 0x000925b9 0x0049a3b9 4   5    .reloc  ascii   (s7$
10276 0x000925e5 0x0049a3e5 4   5    .reloc  ascii   <Ow\e
10277 0x00092610 0x0049a410 6   7    .reloc  ascii   $F6s[t
10278 0x00092625 0x0049a425 6   7    .reloc  ascii   _vVNl*
10279 0x0009263c 0x0049a43c 4   5    .reloc  ascii   \vB?T
10280 0x00092678 0x0049a478 4   5    .reloc  ascii   ) 'N
10281 0x00092681 0x0049a481 4   5    .reloc  ascii   aDcY
10282 0x0009268a 0x0049a48a 4   6    .reloc  utf8    \wзX blocks=Basic Latin,Cyrillic
10283 0x000926b8 0x0049a4b8 4   6    .reloc  utf8    sε]s blocks=Basic Latin,Greek and Coptic
10284 0x000926c1 0x0049a4c1 4   5    .reloc  ascii   \a^|n
10285 0x000926e8 0x0049a4e8 4   5    .reloc  ascii   EPn\r
10286 0x0009272b 0x0049a52b 4   6    .reloc  utf8    #\f#ߧ blocks=Basic Latin,NKo
10287 0x0009277a 0x0049a57a 4   5    .reloc  ascii   yw\]
10288 0x000927ae 0x0049a5ae 11  12   .reloc  ascii   m`g n{A^\fIE
10289 0x000927d5 0x0049a5d5 4   5    .reloc  ascii   ";w0
10290 0x000927ef 0x0049a5ef 4   5    .reloc  ascii   6kt.
10291 0x0009281b 0x0049a61b 6   8    .reloc  utf8    U'֕[SC blocks=Basic Latin,Hebrew
10292 0x00092831 0x0049a631 4   6    .reloc  utf8    ܵ.\e6 blocks=Syriac,Basic Latin
10293 0x000928c9 0x0049a6c9 6   7    .reloc  ascii   V$\nQXw
10294 0x000928e2 0x0049a6e2 6   7    .reloc  ascii   \v=RG\aF
10295 0x000928fb 0x0049a6fb 5   6    .reloc  ascii   {>0UJ
10296 0x00092921 0x0049a721 4   5    .reloc  ascii   l0[S
10297 0x000929b6 0x0049a7b6 9   10   .reloc  ascii   \nanea]d\'
10298 0x000929d9 0x0049a7d9 7   8    .reloc  ascii   yPs"1\f|
10299 0x00092a07 0x0049a807 6   7    .reloc  ascii   \aNXODr
10300 0x00092a18 0x0049a818 7   10   .reloc  utf8    i`띭\r{'o blocks=Basic Latin,Hangul Syllables
10301 0x00092a30 0x0049a830 4   6    .reloc  utf8    6\f3Ӯ blocks=Basic Latin,Cyrillic
10302 0x00092a3b 0x0049a83b 4   5    .reloc  ascii   d)7t
10303 0x00092a40 0x0049a840 6   7    .reloc  ascii   \bCWS&\n
10304 0x00092a69 0x0049a869 4   6    .reloc  utf8    z%ՙz blocks=Basic Latin,Armenian
10305 0x00092ac1 0x0049a8c1 4   6    .reloc  utf8    zvoÓ blocks=Basic Latin,Latin-1 Supplement
10306 0x00092b48 0x0049a948 5   6    .reloc  ascii   4X{$\t
10307 0x00092ba0 0x0049a9a0 7   10   .reloc  utf8    muUϨЄj4 blocks=Basic Latin,Greek and Coptic,Cyrillic
10308 0x00092c5b 0x0049aa5b 4   5    .reloc  ascii   g4&S
10309 0x00092c89 0x0049aa89 4   5    .reloc  ascii   S*LH
10310 0x00092d08 0x0049ab08 5   8    .reloc  utf8    \vQ\tC blocks=Basic Latin,Private Use Area
10311 0x00092d89 0x0049ab89 4   6    .reloc  utf8    ־kC* blocks=Hebrew,Basic Latin
10312 0x00092e13 0x0049ac13 6   7    .reloc  ascii   B75o-e
10313 0x00092e22 0x0049ac22 4   6    .reloc  utf8    @Qzu
10314 0x00092e38 0x0049ac38 6   7    .reloc  ascii   CZtlp)
10315 0x00092e62 0x0049ac62 4   5    .reloc  ascii   8CUI
10316 0x00092e81 0x0049ac81 4   5    .reloc  ascii   2&(e
10317 0x00092ebe 0x0049acbe 4   5    .reloc  ascii   )$}f
10318 0x00092ee5 0x0049ace5 9   10   .reloc  ascii   \vL\fZ$U}\a7
10319 0x00092f03 0x0049ad03 4   5    .reloc  ascii   $H3X
10320 0x00092f72 0x0049ad72 4   5    .reloc  ascii   l9PV
10321 0x00092f99 0x0049ad99 4   5    .reloc  ascii   kJsW
10322 0x00092fe6 0x0049ade6 5   6    .reloc  ascii   i8#C"
10323 0x00093009 0x0049ae09 4   6    .reloc  utf8    uS?t
10324 0x000930ab 0x0049aeab 4   5    .reloc  ascii   tuUj
10325 0x00093128 0x0049af28 5   6    .reloc  ascii   \7L[J
10326 0x0009319c 0x0049af9c 4   5    .reloc  ascii   7Gd_
10327 0x000931ca 0x0049afca 4   5    .reloc  ascii   ,\alb
10328 0x000931eb 0x0049afeb 4   5    .reloc  ascii   a)\r:
10329 0x00093218 0x0049b018 4   5    .reloc  ascii   ]5\vR
10330 0x00093228 0x0049b028 6   7    .reloc  ascii   '!*M!n
10331 0x00093245 0x0049b045 7   8    .reloc  ascii   \nQ\aoF@N
10332 0x00093263 0x0049b063 4   5    .reloc  ascii    jIN
10333 0x00093289 0x0049b089 5   7    .reloc  utf8    1d8j͊ blocks=Basic Latin,Combining Diacritical Marks
10334 0x00093292 0x0049b092 7   8    .reloc  ascii   GL"3kO!
10335 0x000932a0 0x0049b0a0 6   9    .reloc  utf8    @8LS.)
10336 0x000932ae 0x0049b0ae 4   5    .reloc  ascii   -%*.
10337 0x0009333c 0x0049b13c 6   7    .reloc  ascii   X$DmB)
10338 0x0009334a 0x0049b14a 4   5    .reloc  ascii   nFUP
10339 0x00093357 0x0049b157 4   6    .reloc  utf8    6'\n(
10340 0x0009338f 0x0049b18f 5   6    .reloc  ascii   \neIhl
10341 0x000933b0 0x0049b1b0 4   5    .reloc  ascii   \PI 
10342 0x000933d5 0x0049b1d5 4   5    .reloc  ascii   g^vE
10343 0x000933fb 0x0049b1fb 4   5    .reloc  ascii   xG5\v
10344 0x00093403 0x0049b203 4   5    .reloc  ascii   W$cS
10345 0x00093463 0x0049b263 4   6    .reloc  utf8    xPkω blocks=Basic Latin,Greek and Coptic
10346 0x000934a0 0x0049b2a0 4   5    .reloc  ascii   n&*\f
10347 0x000934a9 0x0049b2a9 4   5    .reloc  ascii   [j65
10348 0x00093504 0x0049b304 4   6    .reloc  utf8    -E#Ƌ blocks=Basic Latin,Latin Extended-B
10349 0x0009351a 0x0049b31a 5   7    .reloc  utf8    ʛz"m' blocks=IPA Extensions,Basic Latin
10350 0x000935c1 0x0049b3c1 5   6    .reloc  ascii   \t[=/R
10351 0x00093614 0x0049b414 7   8    .reloc  ascii   {5n*N+Q
10352 0x00093659 0x0049b459 4   5    .reloc  ascii   J\rs\r
10353 0x0009366c 0x0049b46c 5   6    .reloc  ascii   \fA(\a5
10354 0x0009367c 0x0049b47c 5   6    .reloc  ascii   I7u&g
10355 0x0009372b 0x0049b52b 5   7    .reloc  utf8    ОB,2- blocks=Cyrillic,Basic Latin
10356 0x00093773 0x0049b573 6   7    .reloc  ascii   \{k0}*
10357 0x00093784 0x0049b584 4   6    .reloc  utf8    56"Ą blocks=Basic Latin,Latin Extended-A
10358 0x000937b0 0x0049b5b0 4   5    .reloc  ascii   kD5\b
10359 0x000937bd 0x0049b5bd 4   5    .reloc  ascii   I\r9.
10360 0x000937e9 0x0049b5e9 5   6    .reloc  ascii   cS\b].
10361 0x00093800 0x0049b600 4   7    .reloc  utf8    Z"픆( blocks=Basic Latin,Hangul Syllables
10362 0x0009381c 0x0049b61c 5   6    .reloc  ascii   H7_OK
10363 0x00093822 0x0049b622 4   5    .reloc  ascii   \e`!B
10364 0x00093858 0x0049b658 4   5    .reloc  ascii   _L=i
10365 0x0009386e 0x0049b66e 4   5    .reloc  ascii   u;$s
10366 0x00093887 0x0049b687 5   6    .reloc  ascii   \n{n8Y
10367 0x0009390b 0x0049b70b 5   8    .reloc  utf8    qtyV۶ blocks=Basic Latin,Arabic
10368 0x00093949 0x0049b749 5   7    .reloc  utf8    Q--Ƭ6 blocks=Basic Latin,Latin Extended-B
10369 0x000939a1 0x0049b7a1 5   7    .reloc  utf8    'mb͢: blocks=Basic Latin,Combining Diacritical Marks
10370 0x000939dd 0x0049b7dd 4   5    .reloc  ascii   +2zJ
10371 0x000939e4 0x0049b7e4 7   8    .reloc  ascii   _@\vo;&7
10372 0x00093a1e 0x0049b81e 4   5    .reloc  ascii   bYo\e
10373 0x00093a91 0x0049b891 6   7    .reloc  ascii   #\0}\bK
10374 0x00093abc 0x0049b8bc 6   7    .reloc  ascii   |\a[Vl(
10375 0x00093ac8 0x0049b8c8 4   5    .reloc  ascii   /1\b 
10376 0x00093ad2 0x0049b8d2 4   5    .reloc  ascii   %C\az
10377 0x00093b14 0x0049b914 5   7    .reloc  utf8    ׂa8{D blocks=Hebrew,Basic Latin
10378 0x00093b49 0x0049b949 4   5    .reloc  ascii   'KRu
10379 0x00093bd4 0x0049b9d4 4   8    .reloc  utf8    "f&z
10380 0x00093bff 0x0049b9ff 6   9    .reloc  utf8    ?J饶9_Z blocks=Basic Latin,CJK Unified Ideographs
10381 0x00093c1b 0x0049ba1b 4   5    .reloc  ascii   .>\aE
10382 0x00093c20 0x0049ba20 6   7    .reloc  ascii   -\r,x%B
10383 0x00093c3e 0x0049ba3e 4   5    .reloc  ascii   N4&J
10384 0x00093c4d 0x0049ba4d 4   5    .reloc  ascii   Y\eTa
10385 0x00093c6b 0x0049ba6b 7   8    .reloc  ascii   k*{sj\tu
10386 0x00093c97 0x0049ba97 4   6    .reloc  utf8    ܯ-\a$ blocks=Syriac,Basic Latin
10387 0x00093d09 0x0049bb09 5   7    .reloc  utf8    1?rҹn blocks=Basic Latin,Cyrillic
10388 0x00093d31 0x0049bb31 5   6    .reloc  ascii   {LW95
10389 0x00093d60 0x0049bb60 8   9    .reloc  ascii   |$:(\bYSp
10390 0x00093ddc 0x0049bbdc 5   6    .reloc  ascii   i+0zx
10391 0x00093e00 0x0049bc00 4   5    .reloc  ascii   xjxY
10392 0x00093e10 0x0049bc10 5   6    .reloc  ascii   \653f
10393 0x00093e42 0x0049bc42 7   8    .reloc  ascii   5h1\b4\fA
10394 0x00093e82 0x0049bc82 5   6    .reloc  ascii   'D!\w
10395 0x00093e88 0x0049bc88 4   5    .reloc  ascii   ||rP
10396 0x00093ec1 0x0049bcc1 4   5    .reloc  ascii   ~?Ik
10397 0x00093efe 0x0049bcfe 5   6    .reloc  ascii   $O?q?
10398 0x00093f06 0x0049bd06 6   8    .reloc  utf8    ۚ-?L>W blocks=Arabic,Basic Latin
10399 0x00093f99 0x0049bd99 5   6    .reloc  ascii   gb|yQ
10400 0x00094022 0x0049be22 4   5    .reloc  ascii   \feMZ
10401 0x00094064 0x0049be64 4   5    .reloc  ascii   !Q D
10402 0x000940b3 0x0049beb3 4   6    .reloc  utf8    k^ٜ& blocks=Basic Latin,Arabic
10403 0x000940fc 0x0049befc 4   5    .reloc  ascii   J&U?
10404 0x00094118 0x0049bf18 7   8    .reloc  ascii   mY\f2r80
10405 0x00094141 0x0049bf41 4   5    .reloc  ascii   \r0"F
10406 0x00094181 0x0049bf81 4   5    .reloc  ascii   tpNr
10407 0x00094213 0x0049c013 5   6    .reloc  ascii   \aj4.*
10408 0x000942b5 0x0049c0b5 4   7    .reloc  utf8    wԖ۩Q blocks=Basic Latin,Cyrillic Supplement,Arabic
10409 0x000942bc 0x0049c0bc 4   5    .reloc  ascii   Kz[5
10410 0x000942c7 0x0049c0c7 5   6    .reloc  ascii   l\f !r
10411 0x000942d1 0x0049c0d1 4   5    .reloc  ascii   Ig3m
10412 0x00094343 0x0049c143 8   9    .reloc  ascii   }EB*\tX]{
10413 0x000943ad 0x0049c1ad 5   6    .reloc  ascii   A<Egn
10414 0x00094418 0x0049c218 6   8    .reloc  utf8    Mˬ,"5( blocks=Basic Latin,Spacing Modifier Letters
10415 0x0009443d 0x0049c23d 5   7    .reloc  utf8    \v~(ټ% blocks=Basic Latin,Arabic
10416 0x00094454 0x0049c254 6   9    .reloc  utf8    踿T/n{\t blocks=CJK Unified Ideographs,Basic Latin
10417 0x0009446d 0x0049c26d 4   5    .reloc  ascii   ueYV
10418 0x000944b9 0x0049c2b9 4   5    .reloc  ascii   2&1Q
10419 0x000944f9 0x0049c2f9 4   6    .reloc  utf8    Ǭo;R blocks=Latin Extended-B,Basic Latin
10420 0x00094531 0x0049c331 4   6    .reloc  utf8    ͬm75 blocks=Combining Diacritical Marks,Basic Latin
10421 0x00094541 0x0049c341 5   6    .reloc  ascii   y14Fq
10422 0x00094600 0x0049c400 4   5    .reloc  ascii   y\n2\v
10423 0x00094610 0x0049c410 5   6    .reloc  ascii   :MWwk
10424 0x0009462a 0x0049c42a 4   5    .reloc  ascii   Aj^S
10425 0x00094681 0x0049c481 4   5    .reloc  ascii   ,J?l
10426 0x000946d1 0x0049c4d1 4   5    .reloc  ascii   psZl
10427 0x000946e2 0x0049c4e2 4   5    .reloc  ascii   d.t^
10428 0x00094711 0x0049c511 4   5    .reloc  ascii   #\aRL
10429 0x0009473f 0x0049c53f 4   5    .reloc  ascii   ;Fs/
10430 0x00094754 0x0049c554 4   5    .reloc  ascii   hJ20
10431 0x00094769 0x0049c569 4   5    .reloc  ascii   "0=.
10432 0x00094795 0x0049c595 4   5    .reloc  ascii   \t/\vP
10433 0x000947b4 0x0049c5b4 4   6    .reloc  utf8    )w/Γ blocks=Basic Latin,Greek and Coptic
10434 0x00094801 0x0049c601 4   6    .reloc  utf8    JֱW] blocks=Basic Latin,Hebrew
10435 0x00094830 0x0049c630 4   5    .reloc  ascii   !Z3\e
10436 0x00094858 0x0049c658 4   5    .reloc  ascii   ]mJo
10437 0x000948b7 0x0049c6b7 6   7    .reloc  ascii   h~:\r?M
10438 0x0009491d 0x0049c71d 4   5    .reloc  ascii   |T`*
10439 0x00094928 0x0049c728 4   5    .reloc  ascii   b +[
10440 0x0009494c 0x0049c74c 4   6    .reloc  utf8    ^K8͌ blocks=Basic Latin,Combining Diacritical Marks
10441 0x00094a10 0x0049c810 6   7    .reloc  ascii   qWHe[4
10442 0x00094a29 0x0049c829 4   5    .reloc  ascii   p"a^
10443 0x00094a2e 0x0049c82e 4   5    .reloc  ascii   <g]/
10444 0x00094a34 0x0049c834 6   7    .reloc  ascii   5\tq*Pz
10445 0x00094ac9 0x0049c8c9 4   7    .reloc  utf8    Rf~玓 blocks=Basic Latin,CJK Unified Ideographs
10446 0x00094ad0 0x0049c8d0 5   6    .reloc  ascii   3V2 b
10447 0x00094ae2 0x0049c8e2 8   9    .reloc  ascii   5Z`E)m]"
10448 0x00094b11 0x0049c911 4   5    .reloc  ascii   W#!?
10449 0x00094b44 0x0049c944 4   5    .reloc  ascii   Aj-Q
10450 0x00094b79 0x0049c979 4   5    .reloc  ascii   mf-i
10451 0x00094ba5 0x0049c9a5 4   6    .reloc  utf8    8=\eŚ blocks=Basic Latin,Latin Extended-A
10452 0x00094c0b 0x0049ca0b 4   6    .reloc  utf8    x%Ǧl blocks=Basic Latin,Latin Extended-B
10453 0x00094c30 0x0049ca30 4   5    .reloc  ascii   1()l
10454 0x00094c58 0x0049ca58 4   5    .reloc  ascii   RmTe
10455 0x00094c91 0x0049ca91 4   6    .reloc  utf8    Fx`̽ blocks=Basic Latin,Combining Diacritical Marks
10456 0x00094d42 0x0049cb42 4   5    .reloc  ascii   )9fO
10457 0x00094e11 0x0049cc11 4   5    .reloc  ascii   7wt]
10458 0x00094e29 0x0049cc29 5   6    .reloc  ascii   oLV'\b
10459 0x00094e2f 0x0049cc2f 4   7    .reloc  utf8    Ай\a& blocks=Cyrillic,Basic Latin
10460 0x00094e36 0x0049cc36 4   5    .reloc  ascii   kKM\b
10461 0x00094e8c 0x0049cc8c 5   6    .reloc  ascii   r;uf!
10462 0x00094e93 0x0049cc93 4   5    .reloc  ascii   \e+GC
10463 0x00094edd 0x0049ccdd 4   6    .reloc  utf8    )4׆\t blocks=Basic Latin,Hebrew
10464 0x00094f11 0x0049cd11 4   5    .reloc  ascii   9\aJD
10465 0x00094f2d 0x0049cd2d 5   9    .reloc  utf8    c"y8l
10466 0x00094f7e 0x0049cd7e 4   5    .reloc  ascii   um\n 
10467 0x00094fc9 0x0049cdc9 4   5    .reloc  ascii   KnOa
10468 0x00094fde 0x0049cdde 4   5    .reloc  ascii   V#pm
10469 0x00094fe3 0x0049cde3 4   6    .reloc  utf8    &#g̩ blocks=Basic Latin,Combining Diacritical Marks
10470 0x00094ffe 0x0049cdfe 4   5    .reloc  ascii   `TjL
10471 0x0009503b 0x0049ce3b 5   7    .reloc  utf8    =7\e~)
10472 0x0009505c 0x0049ce5c 4   6    .reloc  utf8    ԌCKX blocks=Cyrillic Supplement,Basic Latin
10473 0x00095080 0x0049ce80 4   5    .reloc  ascii   RW6-
10474 0x000950b6 0x0049ceb6 7   9    .reloc  utf8    &s)9\nbܓ blocks=Basic Latin,Syriac
10475 0x000950c7 0x0049cec7 4   5    .reloc  ascii   #r7%
10476 0x000951a1 0x0049cfa1 4   5    .reloc  ascii   '<FT
10477 0x000951b0 0x0049cfb0 6   7    .reloc  ascii   TO-f\tl
10478 0x00095217 0x0049d017 4   5    .reloc  ascii   *@)6
10479 0x0009525e 0x0049d05e 4   5    .reloc  ascii   MmVb
10480 0x00095266 0x0049d066 4   5    .reloc  ascii   @L2=
10481 0x00095272 0x0049d072 6   8    .reloc  utf8    ÔUB\tqs blocks=Latin-1 Supplement,Basic Latin
10482 0x000952b2 0x0049d0b2 6   8    .reloc  utf8    ި)_`"V blocks=Thaana,Basic Latin
10483 0x000952e5 0x0049d0e5 4   5    .reloc  ascii   )X0J
10484 0x000952ea 0x0049d0ea 4   5    .reloc  ascii   !9U#
10485 0x00095327 0x0049d127 4   5    .reloc  ascii   m)Z@
10486 0x0009535d 0x0049d15d 4   6    .reloc  utf8    Ptԣ\f blocks=Basic Latin,Cyrillic Supplement
10487 0x000953f3 0x0049d1f3 4   5    .reloc  ascii   !@\?
10488 0x0009543c 0x0049d23c 5   6    .reloc  ascii   @R&8|
10489 0x0009546f 0x0049d26f 4   5    .reloc  ascii   ^Zr6
10490 0x0009548e 0x0049d28e 4   5    .reloc  ascii    0 o
10491 0x0009549b 0x0049d29b 4   5    .reloc  ascii   +-^D
10492 0x000954b6 0x0049d2b6 4   5    .reloc  ascii   %{vP
10493 0x000954c1 0x0049d2c1 5   6    .reloc  ascii   rQZ!:
10494 0x00095554 0x0049d354 4   5    .reloc  ascii   8d/X
10495 0x0009556e 0x0049d36e 4   5    .reloc  ascii   UB+9
10496 0x000955a1 0x0049d3a1 4   5    .reloc  ascii   8RTm
10497 0x000955af 0x0049d3af 4   6    .reloc  utf8    UYތ\n blocks=Basic Latin,Thaana
10498 0x000955ea 0x0049d3ea 4   5    .reloc  ascii   T&A4
10499 0x00095602 0x0049d402 6   9    .reloc  utf8    9is\aߪ2 blocks=Basic Latin,NKo
10500 0x0009560e 0x0049d40e 4   5    .reloc  ascii   t!yR
10501 0x00095628 0x0049d428 4   5    .reloc  ascii   Z[F'
10502 0x0009563b 0x0049d43b 4   5    .reloc  ascii   &,ov
10503 0x000956b9 0x0049d4b9 4   5    .reloc  ascii   =N'e
10504 0x000956cb 0x0049d4cb 4   8    .reloc  utf8    dϪJ菗 blocks=Basic Latin,Greek and Coptic,CJK Unified Ideographs
10505 0x0009570d 0x0049d50d 4   5    .reloc  ascii   tc4"
10506 0x00095712 0x0049d512 4   5    .reloc  ascii   /!(K
10507 0x0009572a 0x0049d52a 4   6    .reloc  utf8    L\f<ũ blocks=Basic Latin,Latin Extended-A
10508 0x00095747 0x0049d547 5   6    .reloc  ascii   \vt-@E
10509 0x00095755 0x0049d555 4   5    .reloc  ascii   _Hh~
10510 0x00095762 0x0049d562 4   6    .reloc  utf8    )Eؘ~ blocks=Basic Latin,Arabic
10511 0x00095769 0x0049d569 4   5    .reloc  ascii   "D91
10512 0x00095778 0x0049d578 4   5    .reloc  ascii   GvWs
10513 0x00095844 0x0049d644 4   5    .reloc  ascii   ZZ\=
10514 0x00095872 0x0049d672 4   7    .reloc  utf8    J1: blocks=Private Use Area,Basic Latin
10515 0x0009588f 0x0049d68f 6   7    .reloc  ascii   ZgC\ex
10516 0x0009589e 0x0049d69e 4   6    .reloc  utf8    ΄1hi blocks=Greek and Coptic,Basic Latin
10517 0x000958d1 0x0049d6d1 10  11   .reloc  ascii   x._}\v-)xAO
10518 0x000958dc 0x0049d6dc 4   5    .reloc  ascii   b>\r.
10519 0x000958e7 0x0049d6e7 8   9    .reloc  ascii   oc )\e\fA6
10520 0x00095906 0x0049d706 4   5    .reloc  ascii   6o\n\b
10521 0x0009590b 0x0049d70b 5   6    .reloc  ascii   4a{\b\r
10522 0x00095918 0x0049d718 4   6    .reloc  utf8    \r)b֩ blocks=Basic Latin,Hebrew
10523 0x0009599e 0x0049d79e 6   7    .reloc  ascii   xhviT1
10524 0x000959d3 0x0049d7d3 4   5    .reloc  ascii   K/\v.
10525 0x00095a0f 0x0049d80f 4   5    .reloc  ascii   5[o(
10526 0x00095a2c 0x0049d82c 4   5    .reloc  ascii   \v|\v
10527 0x00095a78 0x0049d878 5   6    .reloc  ascii   {rknI
10528 0x00095ac1 0x0049d8c1 4   5    .reloc  ascii   N"oZ
10529 0x00095ad1 0x0049d8d1 4   5    .reloc  ascii   |\n|#
10530 0x00095b2a 0x0049d92a 4   5    .reloc  ascii   KN[.
10531 0x00095b60 0x0049d960 4   5    .reloc  ascii   PH{.
10532 0x00095bbd 0x0049d9bd 4   5    .reloc  ascii   R1@X
10533 0x00095c18 0x0049da18 5   6    .reloc  ascii   -E.*\t
10534 0x00095c39 0x0049da39 5   6    .reloc  ascii   \$hLL
10535 0x00095c6b 0x0049da6b 4   5    .reloc  ascii   PaV;
10536 0x00095c70 0x0049da70 4   5    .reloc  ascii   F{~E
10537 0x00095c89 0x0049da89 4   5    .reloc  ascii   r(fQ
10538 0x00095d01 0x0049db01 6   9    .reloc  utf8    <ΐ\rrVˆ blocks=Basic Latin,Greek and Coptic,Spacing Modifier Letters
10539 0x00095d0a 0x0049db0a 4   5    .reloc  ascii   6^i\a
10540 0x00095d5f 0x0049db5f 4   5    .reloc  ascii   C:<-
10541 0x00095dd0 0x0049dbd0 5   7    .reloc  utf8    i1bҦ\e blocks=Basic Latin,Cyrillic
10542 0x00095dea 0x0049dbea 7   8    .reloc  ascii   F.}GWKV
10543 0x00095df6 0x0049dbf6 4   5    .reloc  ascii   |'LZ
10544 0x00095e12 0x0049dc12 6   7    .reloc  ascii   '8\fVq6
10545 0x00095e45 0x0049dc45 4   5    .reloc  ascii   !\vW\e
10546 0x00095e4d 0x0049dc4d 4   5    .reloc  ascii   \vdJ=
10547 0x00095eb6 0x0049dcb6 4   5    .reloc  ascii   }bmS
10548 0x00095ed7 0x0049dcd7 4   5    .reloc  ascii   1\at(
10549 0x00095f00 0x0049dd00 5   6    .reloc  ascii   n agu
10550 0x00095f96 0x0049dd96 4   5    .reloc  ascii   0\t7\b
10551 0x00095fd0 0x0049ddd0 4   5    .reloc  ascii   Hrd\t
10552 0x00095fd5 0x0049ddd5 5   6    .reloc  ascii   w*f4n
10553 0x00095ffc 0x0049ddfc 8   9    .reloc  ascii   <!b0k_yV
10554 0x0009600d 0x0049de0d 4   5    .reloc  ascii   4FwN
10555 0x0009601d 0x0049de1d 5   6    .reloc  ascii   4aO1\a
10556 0x00096057 0x0049de57 5   6    .reloc  ascii   d>m0\t
10557 0x000960e4 0x0049dee4 6   7    .reloc  ascii   1)#s<x
10558 0x0009611b 0x0049df1b 4   5    .reloc  ascii   2581
10559 0x00096132 0x0049df32 4   6    .reloc  utf8     I˓u blocks=Basic Latin,Spacing Modifier Letters
10560 0x0009613d 0x0049df3d 4   5    .reloc  ascii   ,'!>
10561 0x00096178 0x0049df78 4   5    .reloc  ascii   8*~!
10562 0x00096180 0x0049df80 4   5    .reloc  ascii   "xt\n
10563 0x00096190 0x0049df90 8   10   .reloc  utf8    G6.~"Х)f blocks=Basic Latin,Cyrillic
10564 0x0009622a 0x0049e02a 4   5    .reloc  ascii   ^h[n
10565 0x0009623f 0x0049e03f 4   6    .reloc  utf8    pũ#8 blocks=Basic Latin,Latin Extended-A
10566 0x00096248 0x0049e048 4   7    .reloc  utf8    h玣`@ blocks=Basic Latin,CJK Unified Ideographs
10567 0x00096267 0x0049e067 7   8    .reloc  ascii   k_*TJmA
10568 0x00096281 0x0049e081 4   5    .reloc  ascii   |&.E
10569 0x000962bc 0x0049e0bc 5   7    .reloc  utf8    sՋO~\ blocks=Basic Latin,Armenian
10570 0x0009630f 0x0049e10f 7   8    .reloc  ascii   +nO\f2\r|
10571 0x00096317 0x0049e117 5   6    .reloc  ascii   slLA6
10572 0x00096354 0x0049e154 4   5    .reloc  ascii   \ftr"
10573 0x000963d5 0x0049e1d5 4   5    .reloc  ascii   sOh\n
10574 0x000963f3 0x0049e1f3 6   8    .reloc  utf8    ߚZ5C_p blocks=NKo,Basic Latin
10575 0x00096463 0x0049e263 5   6    .reloc  ascii   b1zFW
10576 0x0009649d 0x0049e29d 4   5    .reloc  ascii   {ZE[
10577 0x00096509 0x0049e309 6   7    .reloc  ascii   &t^QXv
10578 0x00096522 0x0049e322 5   6    .reloc  ascii   a\a5[O
10579 0x00096549 0x0049e349 5   8    .reloc  utf8    N2\nf㦈 blocks=Basic Latin,CJK Unified Ideographs Extension A
10580 0x00096571 0x0049e371 4   5    .reloc  ascii   ]g^8
10581 0x000965a0 0x0049e3a0 4   5    .reloc  ascii   ~8Y9
10582 0x000965d5 0x0049e3d5 4   5    .reloc  ascii   &+*x
10583 0x000965ff 0x0049e3ff 5   6    .reloc  ascii   f\v\n^\e
10584 0x0009660e 0x0049e40e 4   5    .reloc  ascii   :.+6
10585 0x00096613 0x0049e413 5   6    .reloc  ascii   1[x_,
10586 0x00096629 0x0049e429 11  12   .reloc  ascii   n*PnoLlk>32
10587 0x00096645 0x0049e445 4   5    .reloc  ascii   \n<pq
10588 0x00096667 0x0049e467 4   5    .reloc  ascii   \a_z!
10589 0x000966bc 0x0049e4bc 4   5    .reloc  ascii   svhA
10590 0x000966ce 0x0049e4ce 5   7    .reloc  utf8    ~ϒy"8 blocks=Basic Latin,Greek and Coptic
10591 0x000966eb 0x0049e4eb 4   6    .reloc  utf8    fHЄ6 blocks=Basic Latin,Cyrillic
10592 0x0009671b 0x0049e51b 4   5    .reloc  ascii   6U?[
10593 0x00096768 0x0049e568 4   5    .reloc  ascii   hhoJ
10594 0x000967b4 0x0049e5b4 5   7    .reloc  utf8    /u{Wߏ blocks=Basic Latin,NKo
10595 0x000967d0 0x0049e5d0 5   6    .reloc  ascii   UO[*'
10596 0x0009680a 0x0049e60a 4   5    .reloc  ascii   bD"~
10597 0x0009681c 0x0049e61c 9   10   .reloc  ascii   '#0OJf\ffG
10598 0x00096858 0x0049e658 4   5    .reloc  ascii   2B\a\t
10599 0x00096869 0x0049e669 5   6    .reloc  ascii   \vhNPu
