[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2241 0x00020ea5 0x004246a5 5   6    .text_1 ascii   zEeG-
2242 0x00020ebe 0x004246be 4   5    .text_1 ascii   2__%
2243 0x00020eeb 0x004246eb 4   5    .text_1 ascii   cWDJ
2244 0x00020f3b 0x0042473b 6   7    .text_1 ascii   ~!vq'P
2245 0x00020f47 0x00424747 5   7    .text_1 utf8    9\bcѨ6 blocks=Basic Latin,Cyrillic
2246 0x00020f7c 0x0042477c 4   6    .text_1 utf8    AǢFn blocks=Basic Latin,Latin Extended-B
2247 0x00020f95 0x00424795 4   5    .text_1 ascii   pD`x
2248 0x00020fbd 0x004247bd 6   8    .text_1 utf8    N5Q\e̺l blocks=Basic Latin,Combining Diacritical Marks
2249 0x00021000 0x00424800 6   7    .text_1 ascii   i|\ey\f\f
2250 0x0002101a 0x0042481a 4   5    .text_1 ascii   xv.,
2251 0x0002102b 0x0042482b 5   6    .text_1 ascii   CP\tEo
2252 0x00021049 0x00424849 4   5    .text_1 ascii   4,Iz
2253 0x00021051 0x00424851 4   6    .text_1 utf8    Σb66 blocks=Greek and Coptic,Basic Latin
2254 0x00021093 0x00424893 5   6    .text_1 ascii   A:S@\v
2255 0x000210bd 0x004248bd 4   5    .text_1 ascii   9\e\nv
2256 0x000210ce 0x004248ce 8   10   .text_1 utf8    =<ױg\fXW8 blocks=Basic Latin,Hebrew
2257 0x000210de 0x004248de 4   5    .text_1 ascii   b n8
2258 0x000210ee 0x004248ee 7   8    .text_1 ascii   @hTG3Cz
2259 0x0002116a 0x0042496a 6   7    .text_1 ascii   |P=ir\e
2260 0x0002119f 0x0042499f 4   5    .text_1 ascii   OU.O
2261 0x0002123d 0x00424a3d 4   6    .text_1 utf8    n'3Ɵ blocks=Basic Latin,Latin Extended-B
2262 0x00021255 0x00424a55 5   7    .text_1 utf8    ZV0Uۛ blocks=Basic Latin,Arabic
2263 0x0002128a 0x00424a8a 4   5    .text_1 ascii   +KW'
2264 0x000212b0 0x00424ab0 4   5    .text_1 ascii   Cz#w
2265 0x000212c1 0x00424ac1 9   11   .text_1 utf8    CLc~ţ\eCM6 blocks=Basic Latin,Latin Extended-A
2266 0x000212f7 0x00424af7 6   7    .text_1 ascii   @0;iBK
2267 0x0002135e 0x00424b5e 4   6    .text_1 utf8    DG7s
2268 0x00021366 0x00424b66 5   7    .text_1 utf8    0+BΑS blocks=Basic Latin,Greek and Coptic
2269 0x0002139a 0x00424b9a 4   6    .text_1 utf8    J~Iˣ blocks=Basic Latin,Spacing Modifier Letters
2270 0x00021428 0x00424c28 4   5    .text_1 ascii   JG[<
2271 0x00021439 0x00424c39 4   6    .text_1 utf8    סWDn blocks=Hebrew,Basic Latin
2272 0x0002145e 0x00424c5e 4   5    .text_1 ascii   E\f4m
2273 0x00021463 0x00424c63 6   7    .text_1 ascii   C4!\a93
2274 0x0002146c 0x00424c6c 4   5    .text_1 ascii   >3c7
2275 0x00021496 0x00424c96 4   6    .text_1 utf8    d#B× blocks=Basic Latin,Latin-1 Supplement
2276 0x000214b8 0x00424cb8 6   8    .text_1 utf8    iAƷ9w\a blocks=Basic Latin,Latin Extended-B
2277 0x000214c7 0x00424cc7 5   6    .text_1 ascii   Xcpgi
2278 0x000214d3 0x00424cd3 4   7    .text_1 utf8    QΜuŜ blocks=Basic Latin,Greek and Coptic,Latin Extended-A
2279 0x000214e5 0x00424ce5 4   6    .text_1 utf8    \t2\nϘ blocks=Basic Latin,Greek and Coptic
2280 0x000214f0 0x00424cf0 4   5    .text_1 ascii   n y/
2281 0x00021517 0x00424d17 6   8    .text_1 utf8    \nӳQ[E> blocks=Basic Latin,Cyrillic
2282 0x00021558 0x00424d58 4   5    .text_1 ascii   6MoG
2283 0x0002157b 0x00424d7b 6   8    .text_1 utf8    \n}iKV{
2284 0x00021584 0x00424d84 6   9    .text_1 utf8    tF۷\ʺv blocks=Basic Latin,Arabic,Spacing Modifier Letters
2285 0x000215c1 0x00424dc1 5   6    .text_1 ascii   DGR}u
2286 0x000215cb 0x00424dcb 4   6    .text_1 utf8    NJXԟ blocks=Basic Latin,Cyrillic Supplement
2287 0x000215e4 0x00424de4 5   6    .text_1 ascii   pr;CP
2288 0x00021602 0x00424e02 4   5    .text_1 ascii   \aS}_
2289 0x000216a5 0x00424ea5 9   10   .text_1 ascii   Ga+kb(**8
2290 0x000216de 0x00424ede 4   5    .text_1 ascii   ] 9C
2291 0x000216e9 0x00424ee9 4   5    .text_1 ascii   wF*g
2292 0x000217a9 0x00424fa9 7   8    .text_1 ascii   T,<ri<v
2293 0x000217c9 0x00424fc9 4   5    .text_1 ascii   \f\fW1
2294 0x00021826 0x00425026 4   6    .text_1 utf8    dh4ܪ blocks=Basic Latin,Syriac
2295 0x00021882 0x00425082 4   5    .text_1 ascii   8iQ9
2296 0x000218b4 0x004250b4 5   6    .text_1 ascii   L RcQ
2297 0x000218f9 0x004250f9 4   5    .text_1 ascii   b\b]n
2298 0x00021904 0x00425104 4   7    .text_1 utf8    $\aٯƼ blocks=Basic Latin,Arabic,Latin Extended-B
2299 0x00021965 0x00425165 5   6    .text_1 ascii   S\bEpy
2300 0x00021974 0x00425174 5   6    .text_1 ascii   R/M\t\t
2301 0x0002199d 0x0042519d 5   6    .text_1 ascii   <.b\vL
2302 0x000219d9 0x004251d9 5   6    .text_1 ascii   rH\r\n\
2303 0x000219ed 0x004251ed 5   6    .text_1 ascii   \e$/8_
2304 0x00021a18 0x00425218 4   6    .text_1 utf8    \a̭J) blocks=Basic Latin,Combining Diacritical Marks
2305 0x00021a72 0x00425272 5   6    .text_1 ascii   2[i6b
2306 0x00021a89 0x00425289 4   5    .text_1 ascii   |/3@
2307 0x00021aa6 0x004252a6 4   5    .text_1 ascii   (X#"
2308 0x00021ad5 0x004252d5 4   5    .text_1 ascii   PtF<
2309 0x00021afa 0x004252fa 7   8    .text_1 ascii    !<G>Im
2310 0x00021b21 0x00425321 4   5    .text_1 ascii   m!Y!
2311 0x00021b4e 0x0042534e 4   5    .text_1 ascii   H8.d
2312 0x00021b6e 0x0042536e 5   7    .text_1 utf8    sy8χ9 blocks=Basic Latin,Greek and Coptic
2313 0x00021b92 0x00425392 5   6    .text_1 ascii   uBnO\f
2314 0x00021ba0 0x004253a0 4   6    .text_1 utf8    ݣ\f/\t blocks=Arabic Supplement,Basic Latin
2315 0x00021bb8 0x004253b8 6   8    .text_1 utf8    Cg\Jv˜ blocks=Basic Latin,Spacing Modifier Letters
2316 0x00021bf5 0x004253f5 4   5    .text_1 ascii   4Pt%
2317 0x00021c42 0x00425442 8   9    .text_1 ascii   [@mZaEYf
2318 0x00021c80 0x00425480 4   5    .text_1 ascii   7/`:
2319 0x00021c8c 0x0042548c 4   5    .text_1 ascii   KD;%
2320 0x00021cc8 0x004254c8 4   5    .text_1 ascii   *\vR)
2321 0x00021d6a 0x0042556a 7   9    .text_1 utf8    `*ZĨ6gV blocks=Basic Latin,Latin Extended-A
2322 0x00021dd2 0x004255d2 7   10   .text_1 utf8    q蔜![o@S blocks=Basic Latin,CJK Unified Ideographs
2323 0x00021e0d 0x0042560d 5   6    .text_1 ascii   T(!Y$
2324 0x00021e1a 0x0042561a 6   7    .text_1 ascii   6L\Ar"
2325 0x00021e3c 0x0042563c 6   7    .text_1 ascii   a=-)K\
2326 0x00021e81 0x00425681 4   5    .text_1 ascii   :<bS
2327 0x00021ea7 0x004256a7 4   5    .text_1 ascii   gT\a3
2328 0x00021edf 0x004256df 6   7    .text_1 ascii   'mw)\fN
2329 0x00021f27 0x00425727 4   5    .text_1 ascii   _)I.
2330 0x00021f40 0x00425740 4   5    .text_1 ascii   pA:J
2331 0x00021f62 0x00425762 4   5    .text_1 ascii   KE$b
2332 0x00021fff 0x004257ff 5   6    .text_1 ascii   i%i7`
2333 0x00022007 0x00425807 4   6    .text_1 utf8    cVޖH blocks=Basic Latin,Thaana
2334 0x00022018 0x00425818 4   5    .text_1 ascii   aZQ%
2335 0x00022020 0x00425820 4   5    .text_1 ascii   6#PF
2336 0x00022067 0x00425867 4   5    .text_1 ascii   XTg\
2337 0x00022096 0x00425896 4   6    .text_1 utf8    ވ[X\n blocks=Thaana,Basic Latin
2338 0x000220b5 0x004258b5 5   6    .text_1 ascii   C17f+
2339 0x000220f7 0x004258f7 5   8    .text_1 utf8    0ɭ:ˤ; blocks=Basic Latin,IPA Extensions,Spacing Modifier Letters
2340 0x00022109 0x00425909 4   5    .text_1 ascii   II/I
2341 0x00022174 0x00425974 6   7    .text_1 ascii   \b.\bgg4
2342 0x0002218b 0x0042598b 9   10   .text_1 ascii   mOJh]`#vg
2343 0x000221a9 0x004259a9 5   7    .text_1 utf8    @gݾ/\e blocks=Basic Latin,Arabic Supplement
2344 0x000221fe 0x004259fe 4   5    .text_1 ascii   \t(9>
2345 0x00022317 0x00425b17 5   6    .text_1 ascii   \tGDlN
2346 0x00022322 0x00425b22 4   5    .text_1 ascii   >yqC
2347 0x00022339 0x00425b39 9   12   .text_1 utf8    z"|?ُh[R) blocks=Basic Latin,Arabic
2348 0x0002234d 0x00425b4d 5   6    .text_1 ascii   YY V;
2349 0x00022385 0x00425b85 4   5    .text_1 ascii   %c@S
2350 0x0002240d 0x00425c0d 4   5    .text_1 ascii   jN,a
2351 0x0002242c 0x00425c2c 6   7    .text_1 ascii   =L`mH<
2352 0x0002243b 0x00425c3b 4   5    .text_1 ascii   8$+I
2353 0x00022493 0x00425c93 4   5    .text_1 ascii   DrJ/
2354 0x0002249b 0x00425c9b 7   9    .text_1 utf8    Y9V6t^z
2355 0x000224e1 0x00425ce1 4   6    .text_1 utf8    vmۻs blocks=Basic Latin,Arabic
2356 0x0002250d 0x00425d0d 7   8    .text_1 ascii   \r!B"F@]
2357 0x00022520 0x00425d20 4   6    .text_1 utf8    {̈́?^ blocks=Basic Latin,Combining Diacritical Marks
2358 0x00022531 0x00425d31 5   6    .text_1 ascii   \nu1Ar
2359 0x0002257d 0x00425d7d 6   7    .text_1 ascii   4u!KV\v
2360 0x00022594 0x00425d94 5   6    .text_1 ascii   O;]84
2361 0x000225e5 0x00425de5 6   7    .text_1 ascii   )aVv\f'
2362 0x0002260f 0x00425e0f 4   5    .text_1 ascii   ~AQ6
2363 0x00022624 0x00425e24 4   5    .text_1 ascii   \'<M
2364 0x0002265f 0x00425e5f 5   7    .text_1 utf8    B^Rg֢ blocks=Basic Latin,Hebrew
2365 0x0002267e 0x00425e7e 4   5    .text_1 ascii   Xw3o
2366 0x000226ae 0x00425eae 4   6    .text_1 utf8    U"u2
2367 0x000226cf 0x00425ecf 4   5    .text_1 ascii   "6\f\a
2368 0x000226d5 0x00425ed5 4   5    .text_1 ascii   j^a<
2369 0x00022712 0x00425f12 4   5    .text_1 ascii   T8E\r
2370 0x0002273f 0x00425f3f 4   5    .text_1 ascii    CXE
2371 0x0002274d 0x00425f4d 4   6    .text_1 utf8    B8ƌ' blocks=Basic Latin,Latin Extended-B
2372 0x00022766 0x00425f66 4   5    .text_1 ascii   \bm~\
2373 0x00022798 0x00425f98 5   6    .text_1 ascii   xp6Rr
2374 0x000227b0 0x00425fb0 5   6    .text_1 ascii   NV\nl3
2375 0x000227b6 0x00425fb6 4   5    .text_1 ascii   xT9;
2376 0x000227bf 0x00425fbf 5   6    .text_1 ascii   "TJJh
2377 0x000227c5 0x00425fc5 5   6    .text_1 ascii   ]!\ndH
2378 0x00022804 0x00426004 4   7    .text_1 utf8    X֡ѱX blocks=Basic Latin,Hebrew,Cyrillic
2379 0x00022825 0x00426025 5   6    .text_1 ascii   :?|C&
2380 0x0002282b 0x0042602b 5   6    .text_1 ascii   zZONK
2381 0x00022832 0x00426032 4   5    .text_1 ascii   <73\b
2382 0x0002289b 0x0042609b 4   5    .text_1 ascii   Noy`
2383 0x000228a2 0x004260a2 4   5    .text_1 ascii   P>oR
2384 0x000228b2 0x004260b2 5   6    .text_1 ascii   u/U/\r
2385 0x000228c1 0x004260c1 4   5    .text_1 ascii   C \g
2386 0x000228ca 0x004260ca 5   6    .text_1 ascii   ^#{a?
2387 0x000228d9 0x004260d9 4   5    .text_1 ascii   ztJX
2388 0x0002292b 0x0042612b 4   6    .text_1 utf8    u-%;
2389 0x00022966 0x00426166 6   10   .text_1 utf8    j̈́h㵽vP blocks=Basic Latin,Combining Diacritical Marks,CJK Unified Ideographs Extension A
2390 0x00022999 0x00426199 5   7    .text_1 utf8    طdNJA blocks=Arabic,Basic Latin
2391 0x000229b5 0x004261b5 6   9    .text_1 utf8    ڲ_ (FC blocks=Arabic,Basic Latin
2392 0x000229c4 0x004261c4 4   7    .text_1 utf8    ̇w1֪ blocks=Combining Diacritical Marks,Basic Latin,Hebrew
2393 0x000229da 0x004261da 4   5    .text_1 ascii   C!Xc
2394 0x000229ea 0x004261ea 4   6    .text_1 utf8    ۀ6M{ blocks=Arabic,Basic Latin
2395 0x000229f2 0x004261f2 10  11   .text_1 ascii   9<0\rZN>DX'
2396 0x00022a33 0x00426233 4   5    .text_1 ascii   -PLb
2397 0x00022a49 0x00426249 4   5    .text_1 ascii   Es~ 
2398 0x00022a8d 0x0042628d 5   6    .text_1 ascii   ViRM%
2399 0x00022abd 0x004262bd 4   5    .text_1 ascii   KhBp
2400 0x00022aff 0x004262ff 4   5    .text_1 ascii   (*}8
2401 0x00022b13 0x00426313 5   6    .text_1 ascii   <|QmJ
2402 0x00022b4e 0x0042634e 6   8    .text_1 utf8    &qۭ\fL\ blocks=Basic Latin,Arabic
2403 0x00022b72 0x00426372 5   6    .text_1 ascii   e>)<d
2404 0x00022bc0 0x004263c0 5   7    .text_1 utf8    DQϴ>D blocks=Basic Latin,Greek and Coptic
2405 0x00022bdf 0x004263df 4   5    .text_1 ascii   ]Q#@
2406 0x00022c07 0x00426407 4   7    .text_1 utf8    L֛5~ blocks=Basic Latin,Hebrew
2407 0x00022c21 0x00426421 7   8    .text_1 ascii   \aS?n.1W
2408 0x00022c8e 0x0042648e 4   6    .text_1 utf8    RŘ7N blocks=Basic Latin,Latin Extended-A
2409 0x00022cd9 0x004264d9 5   6    .text_1 ascii   vbNAE
2410 0x00022d0d 0x0042650d 4   6    .text_1 utf8    ˤ=e@ blocks=Spacing Modifier Letters,Basic Latin
2411 0x00022d3a 0x0042653a 5   6    .text_1 ascii   \aW~LP
2412 0x00022d95 0x00426595 4   5    .text_1 ascii   Aj^X
2413 0x00022dba 0x004265ba 5   7    .text_1 utf8    c\tMDԻ blocks=Basic Latin,Armenian
2414 0x00022dc8 0x004265c8 5   6    .text_1 ascii   |\a*~
2415 0x00022de1 0x004265e1 7   10   .text_1 utf8    \(&ٱKîb blocks=Basic Latin,Arabic,Latin-1 Supplement
2416 0x00022e5f 0x0042665f 4   5    .text_1 ascii   \aH))
2417 0x00022e64 0x00426664 4   5    .text_1 ascii   wU\v3
2418 0x00022e6e 0x0042666e 4   5    .text_1 ascii   \e2Gc
2419 0x00022e82 0x00426682 4   7    .text_1 utf8    C;Ѧԟ blocks=Basic Latin,Cyrillic,Cyrillic Supplement
2420 0x00022eb0 0x004266b0 5   6    .text_1 ascii   oY7tH
2421 0x00022eb6 0x004266b6 4   5    .text_1 ascii   e\a3k
2422 0x00022ec1 0x004266c1 6   8    .text_1 utf8    xE"\wΌ blocks=Basic Latin,Greek and Coptic
2423 0x00022ed8 0x004266d8 10  13   .text_1 utf8    P6i.Թֲ&9wm blocks=Basic Latin,Armenian,Hebrew
2424 0x00022f37 0x00426737 5   6    .text_1 ascii   ~[fCe
2425 0x00022f48 0x00426748 5   6    .text_1 ascii   GjiGo
2426 0x00022f55 0x00426755 8   11   .text_1 utf8    1\衴rUZnt blocks=Basic Latin,CJK Unified Ideographs
2427 0x00022f89 0x00426789 5   6    .text_1 ascii   /\vT>5
2428 0x00022f99 0x00426799 4   5    .text_1 ascii   9j\tS
2429 0x00022fad 0x004267ad 4   5    .text_1 ascii   Ea1W
2430 0x00022fee 0x004267ee 5   6    .text_1 ascii   @l6\e\v
2431 0x0002301d 0x0042681d 4   5    .text_1 ascii   a^#a
2432 0x00023094 0x00426894 4   5    .text_1 ascii   qVq(
2433 0x000230c7 0x004268c7 4   5    .text_1 ascii   ;q\b_
2434 0x000230e0 0x004268e0 4   5    .text_1 ascii   x0r9
2435 0x00023111 0x00426911 6   8    .text_1 utf8    CROiݍQ blocks=Basic Latin,Syriac
2436 0x0002312b 0x0042692b 6   8    .text_1 utf8    nB+ڶVs blocks=Basic Latin,Arabic
2437 0x00023196 0x00426996 4   5    .text_1 ascii   kR@,
2438 0x000231b0 0x004269b0 4   5    .text_1 ascii   S,tY
2439 0x000231ba 0x004269ba 6   7    .text_1 ascii   $QmMsA
2440 0x000231c3 0x004269c3 5   7    .text_1 utf8    W}"؋S blocks=Basic Latin,Arabic
2441 0x00023200 0x00426a00 4   5    .text_1 ascii   jY} 
2442 0x000232a8 0x00426aa8 4   6    .text_1 utf8    _ú)@ blocks=Basic Latin,Latin-1 Supplement
2443 0x000232ce 0x00426ace 4   5    .text_1 ascii   bpKh
2444 0x000232ec 0x00426aec 4   6    .text_1 utf8    pqϘQ blocks=Basic Latin,Greek and Coptic
2445 0x000232fc 0x00426afc 4   5    .text_1 ascii   kU?O
2446 0x00023309 0x00426b09 6   9    .text_1 utf8    4t;U"载 blocks=Basic Latin,CJK Unified Ideographs
2447 0x0002333b 0x00426b3b 5   7    .text_1 utf8    \e۫&4+ blocks=Basic Latin,Arabic
2448 0x00023342 0x00426b42 4   6    .text_1 utf8    6aѳQ blocks=Basic Latin,Cyrillic
2449 0x00023373 0x00426b73 5   6    .text_1 ascii   U9\aLx
2450 0x0002337d 0x00426b7d 4   5    .text_1 ascii   T#e7
2451 0x0002339c 0x00426b9c 5   6    .text_1 ascii   <c%KH
2452 0x000233af 0x00426baf 4   5    .text_1 ascii   9\b\0
2453 0x00023406 0x00426c06 4   5    .text_1 ascii   D-i2
2454 0x000234b3 0x00426cb3 4   8    .text_1 utf8    ݘRg鵼 blocks=Arabic Supplement,Basic Latin,CJK Unified Ideographs
2455 0x00023567 0x00426d67 5   7    .text_1 utf8    gNI=ǉ blocks=Basic Latin,Latin Extended-B
2456 0x00023575 0x00426d75 4   5    .text_1 ascii   xF|w
2457 0x0002360b 0x00426e0b 5   6    .text_1 ascii   5.x%#
2458 0x00023611 0x00426e11 4   5    .text_1 ascii   U9Oe
2459 0x00023678 0x00426e78 7   8    .text_1 ascii   '\e(\vRK&
2460 0x00023699 0x00426e99 5   6    .text_1 ascii   \bD/\f5
2461 0x000236be 0x00426ebe 4   7    .text_1 utf8    ^Q鸴} blocks=Basic Latin,CJK Unified Ideographs
2462 0x000236dc 0x00426edc 6   7    .text_1 ascii   u\au]$
2463 0x000236f6 0x00426ef6 9   10   .text_1 ascii   q&\aBLe8tK
2464 0x0002370b 0x00426f0b 5   6    .text_1 ascii   C.#`;
2465 0x0002372c 0x00426f2c 5   8    .text_1 utf8    Υމm*2 blocks=Greek and Coptic,Thaana,Basic Latin
2466 0x0002373d 0x00426f3d 4   6    .text_1 utf8    Je\bа blocks=Basic Latin,Cyrillic
2467 0x00023765 0x00426f65 4   5    .text_1 ascii   \rB\rB
2468 0x000237d5 0x00426fd5 4   5    .text_1 ascii   P.#\b
2469 0x000237e3 0x00426fe3 6   7    .text_1 ascii   {"<}AZ
2470 0x00023821 0x00427021 5   6    .text_1 ascii   |akJ^
2471 0x0002383b 0x0042703b 4   5    .text_1 ascii   *H)}
2472 0x0002384c 0x0042704c 4   5    .text_1 ascii   e-U3
2473 0x00023868 0x00427068 5   6    .text_1 ascii   Z3H?:
2474 0x000238c1 0x004270c1 4   7    .text_1 utf8    vɞvĶ blocks=Basic Latin,IPA Extensions,Latin Extended-A
2475 0x000238d9 0x004270d9 4   5    .text_1 ascii   FG\ef
2476 0x00023907 0x00427107 4   5    .text_1 ascii   fGk%
2477 0x00023921 0x00427121 4   6    .text_1 utf8    Bكd\n blocks=Basic Latin,Arabic
2478 0x00023978 0x00427178 6   8    .text_1 utf8    M\v̠\f$) blocks=Basic Latin,Combining Diacritical Marks
2479 0x00023990 0x00427190 4   5    .text_1 ascii   QB@\b
2480 0x000239e3 0x004271e3 7   8    .text_1 ascii   hm);\t)f
2481 0x000239fa 0x004271fa 4   6    .text_1 utf8    !ލ|; blocks=Basic Latin,Thaana
2482 0x00023a85 0x00427285 4   6    .text_1 utf8    _}aҙ blocks=Basic Latin,Cyrillic
2483 0x00023a91 0x00427291 5   6    .text_1 ascii   \rF?3N
2484 0x00023ab2 0x004272b2 4   5    .text_1 ascii   }\aR)
2485 0x00023ad4 0x004272d4 4   5    .text_1 ascii   \b\e+W
2486 0x00023af5 0x004272f5 5   6    .text_1 ascii   ',1K"
2487 0x00023b96 0x00427396 5   7    .text_1 utf8    (%I-ټ blocks=Basic Latin,Arabic
2488 0x00023ba2 0x004273a2 4   5    .text_1 ascii   NLqO
2489 0x00023bdd 0x004273dd 4   5    .text_1 ascii   l"sZ
2490 0x00023be9 0x004273e9 5   6    .text_1 ascii   R?t_d
2491 0x00023c13 0x00427413 4   5    .text_1 ascii   cv5(
2492 0x00023c6c 0x0042746c 6   7    .text_1 ascii   &Jz6Mc
2493 0x00023c96 0x00427496 9   10   .text_1 ascii   s!y_?:Kk_
2494 0x00023cce 0x004274ce 5   6    .text_1 ascii   gQJ"\e
2495 0x00023cf7 0x004274f7 5   7    .text_1 utf8    1қ\tPA blocks=Basic Latin,Cyrillic
2496 0x00023d35 0x00427535 4   5    .text_1 ascii   \aoNS
2497 0x00023d3b 0x0042753b 4   5    .text_1 ascii   ,J*P
2498 0x00023d4f 0x0042754f 4   5    .text_1 ascii   '&0l
2499 0x00023d72 0x00427572 7   8    .text_1 ascii   bl\vVDm1
2500 0x00023dbb 0x004275bb 4   5    .text_1 ascii   b\y+
2501 0x00023dda 0x004275da 5   6    .text_1 ascii   w:o0#
2502 0x00023e55 0x00427655 7   8    .text_1 ascii   2I1z.\vy
2503 0x00023e68 0x00427668 7   8    .text_1 ascii   qYo|\f]q
2504 0x00023f59 0x00427759 6   7    .text_1 ascii   hO9t)&
2505 0x00023fe8 0x004277e8 5   6    .text_1 ascii   h\aI^+
2506 0x00024004 0x00427804 6   7    .text_1 ascii   FS2pO\b
2507 0x0002400b 0x0042780b 6   7    .text_1 ascii   2h\eu|f
2508 0x00024030 0x00427830 4   5    .text_1 ascii   b,8\f
2509 0x00024044 0x00427844 6   7    .text_1 ascii   ,6(,Y_
2510 0x00024080 0x00427880 4   5    .text_1 ascii   8uj0
2511 0x000240bc 0x004278bc 5   7    .text_1 utf8    Ϸ~1}( blocks=Greek and Coptic,Basic Latin
2512 0x000240fd 0x004278fd 4   6    .text_1 utf8    ܽ,,\ blocks=Syriac,Basic Latin
2513 0x00024113 0x00427913 5   6    .text_1 ascii   <JJ#.
2514 0x00024121 0x00427921 5   6    .text_1 ascii    t=H.
2515 0x00024144 0x00427944 6   7    .text_1 ascii   \nHn4<;
2516 0x0002416d 0x0042796d 4   5    .text_1 ascii   i)Rc
2517 0x00024172 0x00427972 4   5    .text_1 ascii   \r*l;
2518 0x00024184 0x00427984 5   6    .text_1 ascii   %*~6T
2519 0x0002418a 0x0042798a 4   5    .text_1 ascii   r)qq
2520 0x000241e1 0x004279e1 4   5    .text_1 ascii   wlXq
2521 0x00024244 0x00427a44 5   6    .text_1 ascii   \f\a%-D
2522 0x00024252 0x00427a52 4   5    .text_1 ascii   x[6R
2523 0x000242d4 0x00427ad4 6   7    .text_1 ascii   q2\fUOF
2524 0x00024312 0x00427b12 6   7    .text_1 ascii   u@a7zB
2525 0x00024393 0x00427b93 4   5    .text_1 ascii   C\a(f
2526 0x000243e4 0x00427be4 7   8    .text_1 ascii   vWlh%<R
2527 0x0002444c 0x00427c4c 6   7    .text_1 ascii   cX_n&&
2528 0x00024463 0x00427c63 5   6    .text_1 ascii   j[UGJ
2529 0x00024486 0x00427c86 4   5    .text_1 ascii   ,#F=
2530 0x0002448b 0x00427c8b 5   6    .text_1 ascii   dDwU0
2531 0x000244e0 0x00427ce0 4   5    .text_1 ascii   LS3\a
2532 0x000244ea 0x00427cea 4   6    .text_1 utf8    ݲIO~ blocks=Arabic Supplement,Basic Latin
2533 0x000244f0 0x00427cf0 6   7    .text_1 ascii   G38N*K
2534 0x00024524 0x00427d24 4   5    .text_1 ascii   \e!Ux
2535 0x00024529 0x00427d29 6   7    .text_1 ascii   ?w^D1a
2536 0x0002455d 0x00427d5d 4   5    .text_1 ascii   L\a}v
2537 0x0002458a 0x00427d8a 4   5    .text_1 ascii   \vIv]
2538 0x000245a8 0x00427da8 5   7    .text_1 utf8    GtX\rܡ blocks=Basic Latin,Syriac
2539 0x000245cf 0x00427dcf 6   8    .text_1 utf8    mq GҌ% blocks=Basic Latin,Cyrillic
2540 0x000245e2 0x00427de2 4   5    .text_1 ascii   8 ` 
2541 0x0002461a 0x00427e1a 5   6    .text_1 ascii   Yo]\tY
2542 0x00024632 0x00427e32 6   9    .text_1 utf8    bҘ͒%TJ blocks=Basic Latin,Cyrillic,Combining Diacritical Marks
2543 0x0002463f 0x00427e3f 5   6    .text_1 ascii   $W@]?
2544 0x00024672 0x00427e72 4   5    .text_1 ascii   *TFX
2545 0x00024677 0x00427e77 4   7    .text_1 utf8    pQڧK blocks=Basic Latin,Arabic
2546 0x0002468b 0x00427e8b 5   6    .text_1 ascii   Q*\rsz
2547 0x00024691 0x00427e91 5   7    .text_1 utf8    ͐C+Uc blocks=Combining Diacritical Marks,Basic Latin
2548 0x00024751 0x00427f51 4   7    .text_1 utf8    "ퟧrT blocks=Basic Latin,Hangul Jamo Extended-B
2549 0x000247a6 0x00427fa6 4   5    .text_1 ascii   _hs$
2550 0x000247b3 0x00427fb3 4   5    .text_1 ascii   o{b+
2551 0x000247bc 0x00427fbc 4   6    .text_1 utf8    }"a͋ blocks=Basic Latin,Combining Diacritical Marks
2552 0x000247e9 0x00427fe9 6   7    .text_1 ascii   5]Xr:Z
2553 0x00024808 0x00428008 4   5    .text_1 ascii   ;Ze\n
2554 0x0002484c 0x0042804c 5   7    .text_1 utf8    &Bx$٤ blocks=Basic Latin,Arabic
2555 0x00024870 0x00428070 5   6    .text_1 ascii   B\a\ra=
2556 0x000248b8 0x004280b8 4   6    .text_1 utf8    .zkӅ blocks=Basic Latin,Cyrillic
2557 0x000248fa 0x004280fa 5   6    .text_1 ascii   }^3:2
2558 0x00024903 0x00428103 4   5    .text_1 ascii   \t\vo`
2559 0x0002491e 0x0042811e 4   6    .text_1 utf8    Ŏ3lY blocks=Latin Extended-A,Basic Latin
2560 0x00024940 0x00428140 4   5    .text_1 ascii   &uE]
2561 0x00024945 0x00428145 4   5    .text_1 ascii   6guC
2562 0x00024965 0x00428165 4   5    .text_1 ascii   .KoS
2563 0x00024991 0x00428191 4   5    .text_1 ascii   $?AE
2564 0x000249d8 0x004281d8 5   6    .text_1 ascii   .R?1L
2565 0x00024a00 0x00428200 4   5    .text_1 ascii   OBgA
2566 0x00024a33 0x00428233 4   6    .text_1 utf8    U̯d4 blocks=Basic Latin,Combining Diacritical Marks
2567 0x00024a58 0x00428258 6   7    .text_1 ascii   E,XU0q
2568 0x00024a95 0x00428295 4   5    .text_1 ascii   eEL/
2569 0x00024a9c 0x0042829c 6   7    .text_1 ascii   yU:wr\
2570 0x00024aa3 0x004282a3 4   5    .text_1 ascii   5G6b
2571 0x00024aaa 0x004282aa 5   7    .text_1 utf8    Ufuܕ7 blocks=Basic Latin,Syriac
2572 0x00024ab1 0x004282b1 6   7    .text_1 ascii   Y>Vn\vY
