[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x000004ed 0x004010ed 5   11   .text   utf16le jjjjj
692  0x00010cf6 0x004118f6 4   6    .text   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
693  0x00010d23 0x00411923 9   11   .text   utf8     VWj\aY3\r}
694  0x00010da1 0x004119a1 4   5    .text   ascii   QQV3
695  0x00010ec3 0x00411ac3 4   5    .text   ascii    SVW
696  0x00010f36 0x00411b36 4   6    .text   utf8    ?3ȉM blocks=Basic Latin,Latin Extended-B
697  0x00010fc0 0x00411bc0 4   5    .text   ascii   u\bWj
698  0x00010fe4 0x00411be4 5   6    .text   ascii   t\bj@Y
699  0x0001101b 0x00411c1b 8   9    .text   ascii   t\f;E\ft\a@
700  0x00011174 0x00411d74 4   5    .text   ascii   E\bSV
701  0x0001117c 0x00411d7c 4   6    .text   utf8    E؋E\f blocks=Basic Latin,Arabic
702  0x000111b3 0x00411db3 4   5    .text   ascii   ~\rSP
703  0x00011325 0x00411f25 4   7    .text   utf8    j\tV蹗 blocks=Basic Latin,CJK Unified Ideographs
704  0x0001166e 0x0041226e 4   6    .text   utf8    (\rКA blocks=Basic Latin,Cyrillic
705  0x00011b02 0x00412702 5   7    .text   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
706  0x00011b42 0x00412742 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
707  0x00011b89 0x00412789 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
708  0x00011c77 0x00412877 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
709  0x00011c88 0x00412888 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
710  0x00011cc1 0x004128c1 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
711  0x00011e11 0x00412a11 4   5    .text   ascii   etPj
712  0x00011fcc 0x00412bcc 4   5    .text   ascii   QQSV
713  0x00011fd5 0x00412bd5 4   5    .text   ascii   Vh?\e
714  0x00012007 0x00412c07 4   5    .text   ascii   w\fVS
715  0x0001202a 0x00412c2a 5   6    .text   ascii   $j\fj\b
716  0x00012061 0x00412c61 4   5    .text   ascii   $j\fj
717  0x00012076 0x00412c76 4   5    .text   ascii   YY^[
718  0x000120a1 0x00412ca1 4   5    .text   ascii   \at'\n
719  0x000120e9 0x00412ce9 4   5    .text   ascii   E\bQQ
720  0x000120fc 0x00412cfc 4   5    .text   ascii   E\bQQ
721  0x000121df 0x00412ddf 5   6    .text   ascii   9M\fu.
722  0x00012211 0x00412e11 6   7    .text   ascii   \9E\fuY
723  0x000122dc 0x00412edc 4   5    .text   ascii   j\b_Q
724  0x00012320 0x00412f20 5   6    .text   ascii   F\bPQW
725  0x00012349 0x00412f49 5   6    .text   ascii   >\bYYt
726  0x00012650 0x00413250 4   5    .text   ascii   _t\bj
727  0x00012666 0x00413266 5   6    .text   ascii    t\vj 
728  0x00012741 0x00413341 4   5    .text   ascii   \b1A\b
729  0x00012774 0x00413374 4   5    .text   ascii   3A\b#
730  0x000127b9 0x004133b9 5   6    .text   ascii   E\b\tX\f
731  0x00012850 0x00413450 5   6    .text   ascii   E\b\tX 
732  0x0001286e 0x0041346e 5   6    .text   ascii   E\b\tX`
733  0x000128a2 0x004134a2 5   6    .text   ascii   E\b\tX`
734  0x000128c7 0x004134c7 4   5    .text   ascii   E\bPj
735  0x00012993 0x00413593 5   7    .text   utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
736  0x00012aed 0x004136ed 4   5    .text   ascii   [t\t\r
737  0x00012b35 0x00413735 4   6    .text   utf8    0^]Ë blocks=Basic Latin,Latin-1 Supplement
738  0x00012b73 0x00413773 4   5    .text   ascii   E\bu\a
739  0x00012b7b 0x0041377b 5   7    .text   utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
740  0x00012bde 0x004137de 4   5    .text   ascii   E\bQQ
741  0x00012cae 0x004138ae 4   5    .text   ascii   _^[]
742  0x00012cd8 0x004138d8 4   5    .text   ascii   \bSVW
743  0x00012d41 0x00413941 4   5    .text   ascii   Y_^[
744  0x00012d72 0x00413972 4   5    .text   ascii   Y_^[
745  0x00012d94 0x00413994 4   6    .text   utf8    A8PE
746  0x00012dce 0x004139ce 4   5    .text   ascii   D$\f3
747  0x00012dd6 0x004139d6 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
748  0x00012e1f 0x00413a1f 7   8    .text   ascii   ;T$\fw\br
749  0x00012e27 0x00413a27 10  11   .text   ascii   ;D$\bv\tN+D$
750  0x00012e38 0x00413a38 8   9    .text   ascii   +D$\b\eT$\f
751  0x00012e48 0x00413a48 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
752  0x00012e60 0x00413a60 4   5    .text   ascii   WVU3
753  0x00012f06 0x00413b06 6   7    .text   ascii   v\tN+D$
754  0x00012f26 0x00413b26 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
755  0x00012f82 0x00413b82 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
756  0x00012f98 0x00413b98 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
757  0x00013052 0x00413c52 4   5    .text   ascii   }\bww
758  0x0001314c 0x00413d4c 4   8    .text   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
759  0x000131e8 0x00413de8 6   8    .text   utf8    3\nD$\bS
760  0x0001321d 0x00413e1d 4   6    .text   utf8    V\v؋\n blocks=Basic Latin,Arabic
761  0x0001325c 0x00413e5c 4   5    .text   ascii   ^_[3
762  0x00013299 0x00413e99 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
763  0x000132a0 0x00413ea0 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
764  0x000135b0 0x004141b0 8   18   .rdata  utf16le mhyprot2
765  0x000135d8 0x004141d8 7   8    .rdata  ascii   sfc.exe
766  0x000135e0 0x004141e0 8   9    .rdata  ascii   cscm.exe
767  0x000135e9 0x004141e9 10  11   .rdata  ascii   iptray.exe
768  0x000135f4 0x004141f4 13  14   .rdata  ascii   tlaworker.exe
769  0x00013602 0x00414202 22  23   .rdata  ascii   cortex-xdr-payload.exe
770  0x00013619 0x00414219 12  13   .rdata  ascii   cyserver.exe
771  0x00013626 0x00414226 10  11   .rdata  ascii   cytray.exe
772  0x00013631 0x00414231 13  14   .rdata  ascii   Tunis.Svc.exe
773  0x0001363f 0x0041423f 29  30   .rdata  ascii   active_protection_service.exe
774  0x0001365d 0x0041425d 14  15   .rdata  ascii   MmsMonitor.exe
775  0x0001366c 0x0041426c 10  11   .rdata  ascii   aakore.exe
776  0x00013677 0x00414277 7   8    .rdata  ascii   mms.exe
777  0x0001367f 0x0041427f 25  26   .rdata  ascii   acp-update-controller.exe
778  0x00013699 0x00414299 12  13   .rdata  ascii   schedul2.exe
779  0x000136a6 0x004142a6 18  19   .rdata  ascii   NortonSecurity.exe
780  0x000136b9 0x004142b9 12  13   .rdata  ascii   nsWscSvc.exe
781  0x000136c6 0x004142c6 11  12   .rdata  ascii   MsMpEng.exe
782  0x000136d2 0x004142d2 11  12   .rdata  ascii   MSASCui.exe
783  0x000136de 0x004142de 12  13   .rdata  ascii   MSASCuiL.exe
784  0x000136eb 0x004142eb 15  16   .rdata  ascii   MBAMService.exe
785  0x000136fb 0x004142fb 7   8    .rdata  ascii   Smc.exe
786  0x00013703 0x00414303 12  13   .rdata  ascii   ccSvcHst.exe
787  0x00013710 0x00414310 10  11   .rdata  ascii   SmcGui.exe
788  0x0001371b 0x0041431b 22  23   .rdata  ascii   EPProtectedService.exe
789  0x00013732 0x00414332 24  25   .rdata  ascii   EPIntegrationService.exe
790  0x0001374b 0x0041434b 21  22   .rdata  ascii   EPSecurityService.exe
791  0x00013761 0x00414361 19  20   .rdata  ascii   EPUpdateService.exe
792  0x00013775 0x00414375 13  14   .rdata  ascii   bdredline.exe
793  0x00013783 0x00414383 13  14   .rdata  ascii   epconsole.exe
794  0x00013791 0x00414391 12  13   .rdata  ascii   BDFsTray.exe
795  0x0001379e 0x0041439e 16  17   .rdata  ascii   BDFileServer.exe
796  0x000137af 0x004143af 11  12   .rdata  ascii   bdemsrv.exe
797  0x000137bb 0x004143bb 15  16   .rdata  ascii   BDAvScanner.exe
798  0x000137cb 0x004143cb 12  13   .rdata  ascii   Arrakis3.exe
799  0x000137d8 0x004143d8 12  13   .rdata  ascii   bdlived2.exe
800  0x000137e5 0x004143e5 12  13   .rdata  ascii   BDLogger.exe
801  0x000137f2 0x004143f2 11  12   .rdata  ascii   bdlserv.exe
802  0x000137fe 0x004143fe 13  14   .rdata  ascii   bdregsvr2.exe
803  0x0001380c 0x0041440c 15  16   .rdata  ascii   BDScheduler.exe
804  0x0001381c 0x0041441c 16  17   .rdata  ascii   BDStatistics.exe
805  0x0001382d 0x0041442d 15  16   .rdata  ascii   npemclient3.exe
806  0x0001383d 0x0041443d 10  11   .rdata  ascii   ephost.exe
807  0x00013848 0x00414448 15  16   .rdata  ascii   anti_ransom.exe
808  0x00013858 0x00414458 7   8    .rdata  ascii   avp.exe
809  0x00013860 0x00414460 10  11   .rdata  ascii   avpsus.exe
810  0x0001386b 0x0041446b 9   10   .rdata  ascii   avpui.exe
811  0x00013875 0x00414475 12  13   .rdata  ascii   hmpalert.exe
812  0x00013882 0x00414482 9   10   .rdata  ascii   ALsvc.exe
813  0x0001388c 0x0041448c 12  13   .rdata  ascii   McsAgent.exe
814  0x00013899 0x00414499 13  14   .rdata  ascii   McsClient.exe
815  0x000138a7 0x004144a7 14  15   .rdata  ascii   SEDService.exe
816  0x000138b6 0x004144b6 13  14   .rdata  ascii   Sophos UI.exe
817  0x000138c4 0x004144c4 12  13   .rdata  ascii   SophosUI.exe
818  0x000138d1 0x004144d1 21  22   .rdata  ascii   SophosFileScanner.exe
819  0x000138e7 0x004144e7 12  13   .rdata  ascii   SophosFS.exe
820  0x000138f4 0x004144f4 20  21   .rdata  ascii   SophosFIMService.exe
821  0x00013909 0x00414509 16  17   .rdata  ascii   SophosHealth.exe
822  0x0001391a 0x0041451a 10  11   .rdata  ascii   swi_fc.exe
823  0x00013925 0x00414525 14  15   .rdata  ascii   swi_filter.exe
824  0x00013934 0x00414534 26  27   .rdata  ascii   SophosLiveQueryService.exe
825  0x0001394f 0x0041454f 13  14   .rdata  ascii   SophosMTR.exe
826  0x0001395d 0x0041455d 22  23   .rdata  ascii   SophosMTRExtension.exe
827  0x00013974 0x00414574 19  20   .rdata  ascii   SophosNetFilter.exe
828  0x00013988 0x00414588 20  21   .rdata  ascii   SophosNtpService.exe
829  0x0001399d 0x0041459d 17  18   .rdata  ascii   SophosOsquery.exe
830  0x000139af 0x004145af 26  27   .rdata  ascii   SophosOsqueryExtension.exe
831  0x000139ca 0x004145ca 14  15   .rdata  ascii   SSPService.exe
832  0x000139d9 0x004145d9 14  15   .rdata  ascii   SavService.exe
833  0x000139e8 0x004145e8 15  16   .rdata  ascii   swi_service.exe
834  0x000139f8 0x004145f8 14  15   .rdata  ascii   SSPService.exe
835  0x00013a07 0x00414607 21  22   .rdata  ascii   SophosSafestore64.exe
836  0x00013a1d 0x0041461d 18  19   .rdata  ascii   SophosCleanM64.exe
837  0x00013a30 0x00414630 15  16   .rdata  ascii   swc_service.exe
838  0x00013a40 0x00414640 19  20   .rdata  ascii   SAVAdminService.exe
839  0x00013a54 0x00414654 14  15   .rdata  ascii   sdcservice.exe
840  0x00013a63 0x00414663 10  11   .rdata  ascii   SavApi.exe
841  0x00013a6e 0x0041466e 21  22   .rdata  ascii   ManagementAgentNT.exe
842  0x00013a84 0x00414684 33  34   .rdata  ascii   CertificationManagerServiceNT.exe
843  0x00013aa6 0x004146a6 9   10   .rdata  ascii   ALMon.exe
844  0x00013ab0 0x004146b0 11  12   .rdata  ascii   MgntSvc.exe
845  0x00013abc 0x004146bc 12  13   .rdata  ascii   RouterNT.exe
846  0x00013ac9 0x004146c9 19  20   .rdata  ascii   SophosUpdateMgr.exe
847  0x00013add 0x004146dd 14  15   .rdata  ascii   SUMService.exe
848  0x00013aec 0x004146ec 35  36   .rdata  ascii   Sophos.PolicyEvaluation.Service.exe
849  0x00013b10 0x00414710 11  12   .rdata  ascii   msseces.exe
850  0x00013b1c 0x0041471c 8   9    .rdata  ascii   ekrn.exe
851  0x00013b25 0x00414725 8   9    .rdata  ascii   egui.exe
852  0x00013b2e 0x0041472e 15  16   .rdata  ascii   EraAgentSvc.exe
853  0x00013b3e 0x0041473e 13  14   .rdata  ascii   eguiProxy.exe
854  0x00013b4c 0x0041474c 9   10   .rdata  ascii   PccNt.exe
855  0x00013b56 0x00414756 12  13   .rdata  ascii   TmWSCSvc.exe
856  0x00013b63 0x00414763 10  11   .rdata  ascii   TmCCSF.exe
857  0x00013b6e 0x0041476e 20  21   .rdata  ascii   ESEFrameworkHost.exe
858  0x00013b83 0x00414783 18  19   .rdata  ascii   svcGenericHost.exe
859  0x00013b96 0x00414796 11  12   .rdata  ascii   TMBMSRV.exe
860  0x00013ba2 0x004147a2 15  16   .rdata  ascii   iCRCService.exe
861  0x00013bb2 0x004147b2 20  21   .rdata  ascii   tmicAgentSetting.exe
862  0x00013bc7 0x004147c7 14  15   .rdata  ascii   OfcService.exe
863  0x00013bd6 0x004147d6 12  13   .rdata  ascii   DbServer.exe
864  0x00013be3 0x004147e3 12  13   .rdata  ascii   NTRTScan.exe
865  0x00013bf0 0x004147f0 13  14   .rdata  ascii   CNTAoSMgr.exe
866  0x00013bfe 0x004147fe 13  14   .rdata  ascii   SRService.exe
867  0x00013c0c 0x0041480c 15  16   .rdata  ascii   LWCSService.exe
868  0x00013c1c 0x0041481c 12  13   .rdata  ascii   DbServer.exe
869  0x00013c29 0x00414829 13  14   .rdata  ascii   ofcDdaSvr.exe
870  0x00013c37 0x00414837 12  13   .rdata  ascii   PccNTMon.exe
871  0x00013c44 0x00414844 12  13   .rdata  ascii   TmListen.exe
872  0x00013c51 0x00414851 12  13   .rdata  ascii   iVPAgent.exe
873  0x00013c5e 0x0041485e 9   10   .rdata  ascii   TmPfw.exe
874  0x00013c68 0x00414868 12  13   .rdata  ascii   ESClient.exe
875  0x00013c75 0x00414875 14  15   .rdata  ascii   TmSSClient.exe
876  0x00013c84 0x00414884 18  19   .rdata  ascii   TmsaInstance64.exe
877  0x00013c97 0x00414897 19  20   .rdata  ascii   ESEServiceShell.exe
878  0x00013cab 0x004148ab 20  21   .rdata  ascii   ESEFrameworkHost.exe
879  0x00013cc0 0x004148c0 12  13   .rdata  ascii   AvastSvc.exe
880  0x00013ccd 0x004148cd 11  12   .rdata  ascii   AvastUI.exe
881  0x00013cd9 0x004148d9 15  16   .rdata  ascii   aswToolsSvc.exe
882  0x00013ce9 0x004148e9 13  14   .rdata  ascii   aswEngSrv.exe
883  0x00013cf7 0x004148f7 15  16   .rdata  ascii   aswidsagent.exe
884  0x00013d07 0x00414907 15  16   .rdata  ascii   VipreAAPSvc.exe
885  0x00013d17 0x00414917 12  13   .rdata  ascii   VipreNis.exe
886  0x00013d24 0x00414924 11  12   .rdata  ascii   SBAMSvc.exe
887  0x00013d30 0x00414930 12  13   .rdata  ascii   SBAMTray.exe
888  0x00013d3d 0x0041493d 12  13   .rdata  ascii   SBPIMSvc.exe
889  0x00013d4a 0x0041494a 23  24   .rdata  ascii   threatlockerservice.exe
890  0x00013d62 0x00414962 20  21   .rdata  ascii   threatlockertray.exe
891  0x00013d77 0x00414977 23  24   .rdata  ascii   ThreatLockerConsent.exe
892  0x00013d8f 0x0041498f 17  18   .rdata  ascii   Healthservice.exe
893  0x00013da1 0x004149a1 14  15   .rdata  ascii   SentinelUI.exe
894  0x00013db0 0x004149b0 17  18   .rdata  ascii   SentinelAgent.exe
895  0x00013dc2 0x004149c2 23  24   .rdata  ascii   SentinelAgentWorker.exe
896  0x00013dda 0x004149da 25  26   .rdata  ascii   SentinelHelperService.exe
897  0x00013df4 0x004149f4 23  24   .rdata  ascii   SentinelServiceHost.exe
898  0x00013e0c 0x00414a0c 24  25   .rdata  ascii   SentinelStaticEngine.exe
899  0x00013e25 0x00414a25 31  32   .rdata  ascii   SentinelStaticEngineScanner.exe
900  0x00013e50 0x00414a50 8   18   .rdata  utf16le \Device\
901  0x00013e68 0x00414a68 40  82   .rdata  utf16le NtOpenFile() failed with status 0x%.08x\n
902  0x00013ebc 0x00414abc 18  38   .rdata  utf16le Error kill PID: %x
903  0x00013ee4 0x00414ae4 9   10   .rdata  ascii    success\n
904  0x00013ef0 0x00414af0 8   9    .rdata  ascii    failed\n
905  0x00013efc 0x00414afc 11  12   .rdata  ascii    not found\n
906  0x00013f08 0x00414b08 15  16   .rdata  ascii   %s try kill -> 
907  0x000142a8 0x00414ea8 8   9    .rdata  ascii   __based(
908  0x000142b4 0x00414eb4 7   8    .rdata  ascii   __cdecl
909  0x000142bc 0x00414ebc 8   9    .rdata  ascii   __pascal
910  0x000142c8 0x00414ec8 9   10   .rdata  ascii   __stdcall
911  0x000142d4 0x00414ed4 10  11   .rdata  ascii   __thiscall
912  0x000142e0 0x00414ee0 10  11   .rdata  ascii   __fastcall
913  0x000142ec 0x00414eec 12  13   .rdata  ascii   __vectorcall
914  0x000142fc 0x00414efc 9   10   .rdata  ascii   __clrcall
915  0x00014308 0x00414f08 6   7    .rdata  ascii   __eabi
916  0x00014310 0x00414f10 9   10   .rdata  ascii   __swift_1
917  0x0001431c 0x00414f1c 9   10   .rdata  ascii   __swift_2
918  0x00014328 0x00414f28 7   8    .rdata  ascii   __ptr64
919  0x00014330 0x00414f30 10  11   .rdata  ascii   __restrict
920  0x0001433c 0x00414f3c 11  12   .rdata  ascii   __unaligned
921  0x00014348 0x00414f48 9   10   .rdata  ascii   restrict(
922  0x00014354 0x00414f54 4   5    .rdata  ascii    new
923  0x0001435c 0x00414f5c 7   8    .rdata  ascii    delete
924  0x00014380 0x00414f80 8   9    .rdata  ascii   operator
925  0x00014408 0x00415008 9   10   .rdata  ascii   `vftable'
926  0x00014414 0x00415014 9   10   .rdata  ascii   `vbtable'
927  0x00014420 0x00415020 7   8    .rdata  ascii   `vcall'
928  0x00014428 0x00415028 8   9    .rdata  ascii   `typeof'
929  0x00014434 0x00415034 20  21   .rdata  ascii   `local static guard'
930  0x0001444c 0x0041504c 8   9    .rdata  ascii   `string'
931  0x00014458 0x00415058 18  19   .rdata  ascii   `vbase destructor'
932  0x0001446c 0x0041506c 28  29   .rdata  ascii   `vector deleting destructor'
933  0x0001448c 0x0041508c 29  30   .rdata  ascii   `default constructor closure'
934  0x000144ac 0x004150ac 28  29   .rdata  ascii   `scalar deleting destructor'
935  0x000144cc 0x004150cc 29  30   .rdata  ascii   `vector constructor iterator'
936  0x000144ec 0x004150ec 28  29   .rdata  ascii   `vector destructor iterator'
937  0x0001450c 0x0041510c 35  36   .rdata  ascii   `vector vbase constructor iterator'
938  0x00014530 0x00415130 26  27   .rdata  ascii   `virtual displacement map'
939  0x0001454c 0x0041514c 32  33   .rdata  ascii   `eh vector constructor iterator'
940  0x00014570 0x00415170 31  32   .rdata  ascii   `eh vector destructor iterator'
941  0x00014590 0x00415190 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
942  0x000145b8 0x004151b8 26  27   .rdata  ascii   `copy constructor closure'
943  0x000145d4 0x004151d4 15  16   .rdata  ascii   `udt returning'
944  0x000145e8 0x004151e8 5   6    .rdata  ascii   `RTTI
945  0x000145f0 0x004151f0 15  16   .rdata  ascii   `local vftable'
946  0x00014600 0x00415200 35  36   .rdata  ascii   `local vftable constructor closure'
947  0x00014624 0x00415224 6   7    .rdata  ascii    new[]
948  0x0001462c 0x0041522c 9   10   .rdata  ascii    delete[]
949  0x00014638 0x00415238 14  15   .rdata  ascii   `omni callsig'
950  0x00014648 0x00415248 26  27   .rdata  ascii   `placement delete closure'
951  0x00014664 0x00415264 28  29   .rdata  ascii   `placement delete[] closure'
952  0x00014684 0x00415284 37  38   .rdata  ascii   `managed vector constructor iterator'
953  0x000146ac 0x004152ac 36  37   .rdata  ascii   `managed vector destructor iterator'
954  0x000146d4 0x004152d4 37  38   .rdata  ascii   `eh vector copy constructor iterator'
955  0x000146fc 0x004152fc 43  44   .rdata  ascii   `eh vector vbase copy constructor iterator'
956  0x00014728 0x00415328 26  27   .rdata  ascii   `dynamic initializer for '
957  0x00014744 0x00415344 32  33   .rdata  ascii   `dynamic atexit destructor for '
958  0x00014768 0x00415368 34  35   .rdata  ascii   `vector copy constructor iterator'
959  0x0001478c 0x0041538c 40  41   .rdata  ascii   `vector vbase copy constructor iterator'
960  0x000147b8 0x004153b8 42  43   .rdata  ascii   `managed vector copy constructor iterator'
961  0x000147e4 0x004153e4 27  28   .rdata  ascii   `local static thread guard'
962  0x00014800 0x00415400 12  13   .rdata  ascii   operator "" 
963  0x00014810 0x00415410 17  18   .rdata  ascii   operator co_await
964  0x00014824 0x00415424 11  12   .rdata  ascii   operator<=>
965  0x00014830 0x00415430 17  18   .rdata  ascii    Type Descriptor'
966  0x00014844 0x00415444 27  28   .rdata  ascii    Base Class Descriptor at (
967  0x00014860 0x00415460 18  19   .rdata  ascii    Base Class Array'
968  0x00014874 0x00415474 28  29   .rdata  ascii    Class Hierarchy Descriptor'
969  0x00014894 0x00415494 25  26   .rdata  ascii    Complete Object Locator'
970  0x000148b0 0x004154b0 21  22   .rdata  ascii   `anonymous namespace'
971  0x000148d2 0x004154d2 30  62   .rdata  utf16le Aapi-ms-win-core-fibers-l1-1-1
972  0x00014910 0x00415510 28  58   .rdata  utf16le api-ms-win-core-synch-l1-2-0
973  0x0001494c 0x0041554c 8   18   .rdata  utf16le kernel32
974  0x00014960 0x00415560 7   16   .rdata  utf16le api-ms-
975  0x00014978 0x00415578 8   9    .rdata  ascii   FlsAlloc
976  0x0001498c 0x0041558c 7   8    .rdata  ascii   FlsFree
977  0x0001499c 0x0041559c 11  12   .rdata  ascii   FlsGetValue
978  0x000149b0 0x004155b0 11  12   .rdata  ascii   FlsSetValue
979  0x000149c4 0x004155c4 27  28   .rdata  ascii   InitializeCriticalSectionEx
980  0x00014bf8 0x004157f8 8   36   .rdata  utf32le \a\b\a\b\a\b\a\b
981  0x00014de0 0x004159e0 6   14   .rdata  utf16le (null)
982  0x00014df0 0x004159f0 6   7    .rdata  ascii   (null)
983  0x00014e98 0x00415a98 9   20   .rdata  utf16le coree.dll
984  0x00014eac 0x00415aac 14  15   .rdata  ascii   CorExitProcess
985  0x00014f6c 0x00415b6c 12  52   .rdata  utf32le \t\a\f\b\f\t\f\n\a\v\b\f
986  0x00014ff0 0x00415bf0 5   24   .rdata  utf32le R\rS\rW
987  0x00015008 0x00415c08 7   32   .rdata  utf32le Y\vl\rm p
988  0x00015074 0x00415c74 4   20   .rdata  utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
989  0x000150f6 0x00415cf6 32  66   .rdata  utf16le Aapi-ms-win-core-datetime-l1-1-1
990  0x00015138 0x00415d38 27  56   .rdata  utf16le api-ms-win-core-file-l1-2-2
991  0x00015170 0x00415d70 35  72   .rdata  utf16le api-ms-win-core-localization-l1-2-1
992  0x000151b8 0x00415db8 44  90   .rdata  utf16le api-ms-win-core-localization-obsolete-l1-2-0
993  0x00015218 0x00415e18 37  76   .rdata  utf16le api-ms-win-core-processthreads-l1-1-2
994  0x00015264 0x00415e64 29  60   .rdata  utf16le api-ms-win-core-string-l1-1-0
995  0x000152a0 0x00415ea0 30  62   .rdata  utf16le api-ms-win-core-sysinfo-l1-2-1
996  0x000152e0 0x00415ee0 28  58   .rdata  utf16le api-ms-win-core-winrt-l1-1-0
997  0x0001531c 0x00415f1c 29  60   .rdata  utf16le api-ms-win-core-xstate-l2-1-0
998  0x00015358 0x00415f58 38  78   .rdata  utf16le api-ms-win-rtcore-ntuser-window-l1-1-0
999  0x000153a8 0x00415fa8 42  86   .rdata  utf16le api-ms-win-security-systemfunctions-l1-1-0
1000 0x00015400 0x00416000 34  70   .rdata  utf16le ext-ms-win-ntuser-dialogbox-l1-1-0
1001 0x00015448 0x00416048 38  78   .rdata  utf16le ext-ms-win-ntuser-windowstation-l1-1-0
1002 0x00015498 0x00416098 8   18   .rdata  utf16le advapi32
1003 0x000154ac 0x004160ac 5   12   .rdata  utf16le ntdll
1004 0x000154b8 0x004160b8 34  70   .rdata  utf16le api-ms-win-appmodel-runtime-l1-1-2
1005 0x00015500 0x00416100 6   14   .rdata  utf16le user32
1006 0x00015510 0x00416110 7   16   .rdata  utf16le ext-ms-
1007 0x00015524 0x00416124 15  16   .rdata  ascii   AreFileApisANSI
1008 0x0001553c 0x0041613c 15  16   .rdata  ascii   CompareStringEx
1009 0x0001557c 0x0041617c 13  14   .rdata  ascii   LCMapStringEx
1010 0x00015594 0x00416194 16  17   .rdata  ascii   LocaleNameToLCID
1011 0x000155ac 0x004161ac 36  37   .rdata  ascii   AppPolicyGetProcessTerminationMethod
1012 0x00015628 0x00416228 9   10   .rdata  ascii   NAN(SNAN)
1013 0x00015634 0x00416234 9   10   .rdata  ascii   nan(snan)
1014 0x00015640 0x00416240 8   9    .rdata  ascii   NAN(IND)
1015 0x0001564c 0x0041624c 8   9    .rdata  ascii   nan(ind)
1016 0x00015658 0x00416258 5   6    .rdata  ascii   e+000
1017 0x000157e0 0x004163e0 6   7    .rdata  ascii   Sunday
1018 0x000157e8 0x004163e8 6   7    .rdata  ascii   Monday
1019 0x000157f0 0x004163f0 7   8    .rdata  ascii   Tuesday
1020 0x000157f8 0x004163f8 9   10   .rdata  ascii   Wednesday
1021 0x00015804 0x00416404 8   9    .rdata  ascii   Thursday
1022 0x00015810 0x00416410 6   7    .rdata  ascii   Friday
1023 0x00015818 0x00416418 8   9    .rdata  ascii   Saturday
1024 0x00015854 0x00416454 7   8    .rdata  ascii   January
1025 0x0001585c 0x0041645c 8   9    .rdata  ascii   February
1026 0x00015868 0x00416468 5   6    .rdata  ascii   March
1027 0x00015870 0x00416470 5   6    .rdata  ascii   April
1028 0x00015878 0x00416478 4   5    .rdata  ascii   June
1029 0x00015880 0x00416480 4   5    .rdata  ascii   July
1030 0x00015888 0x00416488 6   7    .rdata  ascii   August
1031 0x00015890 0x00416490 9   10   .rdata  ascii   September
1032 0x0001589c 0x0041649c 7   8    .rdata  ascii   October
1033 0x000158a4 0x004164a4 8   9    .rdata  ascii   November
1034 0x000158b0 0x004164b0 8   9    .rdata  ascii   December
1035 0x000158c4 0x004164c4 8   9    .rdata  ascii   MM/dd/yy
1036 0x000158d0 0x004164d0 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
1037 0x000158e4 0x004164e4 8   9    .rdata  ascii   HH:mm:ss
1038 0x00015928 0x00416528 6   14   .rdata  utf16le Sunday
1039 0x00015938 0x00416538 6   14   .rdata  utf16le Monday
1040 0x00015948 0x00416548 7   16   .rdata  utf16le Tuesday
1041 0x00015958 0x00416558 9   20   .rdata  utf16le Wednesday
1042 0x0001596c 0x0041656c 8   18   .rdata  utf16le Thursday
1043 0x00015980 0x00416580 6   14   .rdata  utf16le Friday
