[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2384  0x0001a146 0x006df946 4   5    .data   ascii   p\eek
2385  0x0001a15e 0x006df95e 4   5    .data   ascii   X|\0
2386  0x0001a195 0x006df995 4   5    .data   ascii   g3&8
2387  0x0001a1ca 0x006df9ca 4   5    .data   ascii   2T\b\t
2388  0x0001a223 0x006dfa23 4   6    .data   utf8    ʀg6U blocks=IPA Extensions,Basic Latin
2389  0x0001a241 0x006dfa41 4   5    .data   ascii   \rFB8
2390  0x0001a259 0x006dfa59 4   7    .data   utf8    v<\nσ blocks=Basic Latin,Greek and Coptic
2391  0x0001a291 0x006dfa91 4   5    .data   ascii   \rYZN
2392  0x0001a2ba 0x006dfaba 4   5    .data   ascii   u&av
2393  0x0001a2c1 0x006dfac1 7   8    .data   ascii   \nX8~u\a\v
2394  0x0001a2e2 0x006dfae2 4   5    .data   ascii   qKP0
2395  0x0001a2ff 0x006dfaff 4   5    .data   ascii   v*[s
2396  0x0001a334 0x006dfb34 7   8    .data   ascii   T\fRB<md
2397  0x0001a342 0x006dfb42 6   7    .data   ascii   ]6V,\fO
2398  0x0001a35b 0x006dfb5b 6   8    .data   utf8     BCȜA\n blocks=Basic Latin,Latin Extended-B
2399  0x0001a384 0x006dfb84 4   5    .data   ascii   !'CX
2400  0x0001a389 0x006dfb89 6   7    .data   ascii   LCCpcH
2401  0x0001a39a 0x006dfb9a 5   6    .data   ascii   "\t`D\
2402  0x0001a3c2 0x006dfbc2 10  11   .data   ascii   fLqT\t3$i \r
2403  0x0001a3d3 0x006dfbd3 6   7    .data   ascii   ael_EC
2404  0x0001a40a 0x006dfc0a 6   9    .data   utf8    "gD!+Ἤ blocks=Basic Latin,Greek Extended
2405  0x0001a416 0x006dfc16 4   5    .data   ascii   L"\t<
2406  0x0001a42e 0x006dfc2e 4   5    .data   ascii   N0@R
2407  0x0001a434 0x006dfc34 7   8    .data   ascii   D\f Q+0O
2408  0x0001a44f 0x006dfc4f 4   5    .data   ascii   DL$|
2409  0x0001a455 0x006dfc55 5   6    .data   ascii   (PhC}
2410  0x0001a482 0x006dfc82 5   7    .data   utf8    \bPzq̛ blocks=Basic Latin,Combining Diacritical Marks
2411  0x0001a4ae 0x006dfcae 5   6    .data   ascii    \t+x}
2412  0x0001a4b4 0x006dfcb4 4   6    .data   utf8    \b̌~# blocks=Basic Latin,Combining Diacritical Marks
2413  0x0001a4ba 0x006dfcba 5   6    .data   ascii   ]bp}5
2414  0x0001a4c4 0x006dfcc4 4   5    .data   ascii   L&?\b
2415  0x0001a4ee 0x006dfcee 4   5    .data   ascii   ~10A
2416  0x0001a510 0x006dfd10 5   6    .data   ascii   _Wrap
2417  0x0001a528 0x006dfd28 4   5    .data   ascii   }kUA
2418  0x0001a557 0x006dfd57 5   6    .data   ascii   \f3Ep]
2419  0x0001a571 0x006dfd71 5   6    .data   ascii   f6tsB
2420  0x0001a582 0x006dfd82 5   7    .data   utf8    xP7 վ blocks=Basic Latin,Armenian
2421  0x0001a59c 0x006dfd9c 4   7    .data   utf8    ̕<2φ blocks=Combining Diacritical Marks,Basic Latin,Greek and Coptic
2422  0x0001a5a4 0x006dfda4 8   9    .data   ascii   3D0~#O7E
2423  0x0001a5c2 0x006dfdc2 4   5    .data   ascii   Q\b\b4
2424  0x0001a5d6 0x006dfdd6 4   5    .data   ascii   (hnF
2425  0x0001a5de 0x006dfdde 5   7    .data   utf8    "&PFۈ blocks=Basic Latin,Arabic
2426  0x0001a5f3 0x006dfdf3 4   5    .data   ascii   \eF/\b
2427  0x0001a601 0x006dfe01 5   7    .data   utf8    H/tP\a
2428  0x0001a62a 0x006dfe2a 6   8    .data   utf8    zĵ|tZE blocks=Basic Latin,Latin Extended-A
2429  0x0001a641 0x006dfe41 5   6    .data   ascii   Qu\b4R
2430  0x0001a647 0x006dfe47 4   5    .data   ascii   \bdR}
2431  0x0001a65b 0x006dfe5b 4   5    .data   ascii   q\b"\f
2432  0x0001a686 0x006dfe86 4   5    .data   ascii   ]C$\b
2433  0x0001a6ad 0x006dfead 12  13   .data   ascii   S\a4F4!<JLR0/
2434  0x0001a6c9 0x006dfec9 4   5    .data   ascii   DbLT
2435  0x0001a6e4 0x006dfee4 4   5    .data   ascii   U?!h
2436  0x0001a754 0x006dff54 4   5    .data   ascii   (uCX
2437  0x0001a77e 0x006dff7e 5   7    .data   utf8    Y>įY> blocks=Basic Latin,Latin Extended-A
2438  0x0001a78b 0x006dff8b 4   5    .data   ascii   ,4B$
2439  0x0001a790 0x006dff90 8   9    .data   ascii   %Z?#(XXZ
2440  0x0001a843 0x006e0043 4   5    .data   ascii   9*u8
2441  0x0001a89b 0x006e009b 4   5    .data   ascii   !|c]
2442  0x0001a8c4 0x006e00c4 7   8    .data   ascii   &t#seV!
2443  0x0001a8d5 0x006e00d5 8   9    .data   ascii   v#KfV!~f
2444  0x0001a8e7 0x006e00e7 6   8    .data   utf8    #gՈVg} blocks=Basic Latin,Armenian
2445  0x0001a8f8 0x006e00f8 5   6    .data   ascii   g5b.h
2446  0x0001a923 0x006e0123 5   6    .data   ascii   <_j+&
2447  0x0001a973 0x006e0173 5   6    .data   ascii   1BKuJ
2448  0x0001a9c4 0x006e01c4 4   5    .data   ascii   % /#
2449  0x0001a9f1 0x006e01f1 4   5    .data   ascii   p@]v
2450  0x0001aa13 0x006e0213 4   5    .data   ascii   D@B;
2451  0x0001aa4f 0x006e024f 5   9    .data   utf8    \n!ΐȢχ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
2452  0x0001ab05 0x006e0305 4   5    .data   ascii   qD z
2453  0x0001ab13 0x006e0313 10  11   .data   ascii   ,R@+_|\fMj/
2454  0x0001ab27 0x006e0327 4   5    .data   ascii   N_bT
2455  0x0001ab32 0x006e0332 5   6    .data   ascii   GH8pE
2456  0x0001ab38 0x006e0338 6   10   .data   utf8    \bŔ< G blocks=Basic Latin,Private Use Area,Latin Extended-A
2457  0x0001ab8f 0x006e038f 4   6    .data   utf8    mܠh> blocks=Basic Latin,Syriac
2458  0x0001ab97 0x006e0397 7   8    .data   ascii   t\f\nAf\r@
2459  0x0001abac 0x006e03ac 4   5    .data   ascii   a6O^
2460  0x0001abb1 0x006e03b1 9   10   .data   ascii   2.16c840n
2461  0x0001abd0 0x006e03d0 4   5    .data   ascii   WN\bB
2462  0x0001abe1 0x006e03e1 5   6    .data   ascii   Y yBq
2463  0x0001ac08 0x006e0408 5   7    .data   utf8    q>Įq+ blocks=Basic Latin,Latin Extended-A
2464  0x0001ac40 0x006e0440 4   5    .data   ascii   v!Is
2465  0x0001ac64 0x006e0464 4   5    .data   ascii   1.P@
2466  0x0001acd7 0x006e04d7 4   5    .data   ascii   (N"@
2467  0x0001acdd 0x006e04dd 6   8    .data   utf8    X%ɠtc6 blocks=Basic Latin,IPA Extensions
2468  0x0001acf5 0x006e04f5 4   5    .data   ascii   \npVC
2469  0x0001ad0b 0x006e050b 5   7    .data   utf8    Jhڣ'A blocks=Basic Latin,Arabic
2470  0x0001ad16 0x006e0516 4   5    .data   ascii   &FJo
2471  0x0001ad35 0x006e0535 6   7    .data   ascii   2i@%\fU
2472  0x0001ad79 0x006e0579 6   9    .data   utf8    ?]Tpፓ+ blocks=Basic Latin,Ethiopic
2473  0x0001aded 0x006e05ed 4   5    .data   ascii   LG$/
2474  0x0001adfd 0x006e05fd 6   7    .data   ascii   `\t|q:\
2475  0x0001ae0c 0x006e060c 7   8    .data   ascii   twlBLH\v
2476  0x0001ae2d 0x006e062d 4   5    .data   ascii   Y\f\tT
2477  0x0001ae84 0x006e0684 4   5    .data   ascii   \f6\f,
2478  0x0001aeb8 0x006e06b8 11  12   .data   ascii   xNL1-rL36zg
2479  0x0001aec7 0x006e06c7 7   8    .data   ascii   JvvNL14
2480  0x0001af28 0x006e0728 5   7    .data   utf8    }>Ĳ}> blocks=Basic Latin,Latin Extended-A
2481  0x0001b0ab 0x006e08ab 5   7    .data   utf8    v#ݎV! blocks=Basic Latin,Syriac
2482  0x0001b125 0x006e0925 4   5    .data   ascii   9_KR
2483  0x0001b186 0x006e0986 5   7    .data   utf8    WbҘ5b blocks=Basic Latin,Cyrillic
2484  0x0001b1bc 0x006e09bc 4   5    .data   ascii   }WBZ
2485  0x0001b220 0x006e0a20 4   5    .data   ascii   }t#j
2486  0x0001b251 0x006e0a51 4   5    .data   ascii   H~E6
2487  0x0001b257 0x006e0a57 4   5    .data   ascii   |I_y
2488  0x0001b26d 0x006e0a6d 5   8    .data   utf8    䁋i|\b_ blocks=CJK Unified Ideographs Extension A,Basic Latin
2489  0x0001b286 0x006e0a86 4   5    .data   ascii   0cOF
2490  0x0001b29c 0x006e0a9c 4   5    .data   ascii   ;C+x
2491  0x0001b2a9 0x006e0aa9 4   5    .data   ascii   FOuq
2492  0x0001b2be 0x006e0abe 4   5    .data   ascii   <$+R
2493  0x0001b2d8 0x006e0ad8 4   6    .data   utf8    YZ٠j blocks=Basic Latin,Arabic
2494  0x0001b2e1 0x006e0ae1 4   5    .data   ascii   _+6R
2495  0x0001b2fc 0x006e0afc 4   5    .data   ascii   ? 2-
2496  0x0001b306 0x006e0b06 4   5    .data   ascii   `SWV
2497  0x0001b313 0x006e0b13 7   11   .data   utf8    ѿH틸Z:\bS blocks=Cyrillic,Basic Latin,Hangul Syllables
2498  0x0001b351 0x006e0b51 4   5    .data   ascii   ^X9v
2499  0x0001b3c1 0x006e0bc1 5   6    .data   ascii   &v\f@\b
2500  0x0001b418 0x006e0c18 5   6    .data   ascii   ewt#q
2501  0x0001b451 0x006e0c51 4   5    .data   ascii   z~!,
2502  0x0001b490 0x006e0c90 5   6    .data   ascii   ewt#Y
2503  0x0001b4b0 0x006e0cb0 4   6    .data   utf8    ±Wb\t blocks=Latin-1 Supplement,Basic Latin
2504  0x0001b559 0x006e0d59 5   6    .data   ascii   \TWBu
2505  0x0001b570 0x006e0d70 5   6    .data   ascii   GWh~!
2506  0x0001b5f4 0x006e0df4 4   5    .data   ascii   Y(XH
2507  0x0001b6b2 0x006e0eb2 5   9    .data   utf8    ʅ|Fʸʇ blocks=IPA Extensions,Basic Latin,Spacing Modifier Letters
2508  0x0001b747 0x006e0f47 7   9    .data   utf8    $֪z\#2S blocks=Basic Latin,Hebrew
2509  0x0001b842 0x006e1042 4   6    .data   utf8    $tWШ blocks=Basic Latin,Cyrillic
2510  0x0001b8b0 0x006e10b0 4   5    .data   ascii   !P,%
2511  0x0001b8cf 0x006e10cf 20  21   .data   ascii   \r\n/*\a This\\aann\fcdep
2512  0x0001b90a 0x006e110a 4   5    .data   ascii   */PL
2513  0x0001b913 0x006e1113 9   10   .data   ascii   RIJ\aNDAEL
2514  0x0001b93a 0x006e113a 6   7    .data   ascii   tHw09c
2515  0x0001b949 0x006e1149 6   7    .data   ascii   !eG\r*D
2516  0x0001b950 0x006e1150 6   7    .data   ascii   )\nAdva
2517  0x0001b967 0x006e1167 6   7    .data   ascii   osg(am
2518  0x0001b971 0x006e1171 7   8    .data   ascii   USIN\eq|
2519  0x0001b979 0x006e1179 4   5    .data   ascii   uIos
2520  0x0001b982 0x006e1182 4   5    .data   ascii   F<)s
2521  0x0001b98d 0x006e118d 5   6    .data   ascii   olzy.
2522  0x0001b994 0x006e1194 6   7    .data   ascii   v\nCopy
2523  0x0001b99c 0x006e119c 4   5    .data   ascii   ghtd
2524  0x0001b9c5 0x006e11c5 4   5    .data   ascii   Ogiv
2525  0x0001b9da 0x006e11da 14  15   .data   ascii   j<0F3\fcop'[DhR
2526  0x0001b9e9 0x006e11e9 8   10   .data   utf8    -\rus\bϩbj blocks=Basic Latin,Greek and Coptic
2527  0x0001ba04 0x006e1204 6   7    .data   ascii   T\eUF}i
2528  0x0001ba17 0x006e1217 4   5    .data   ascii   zjy)
2529  0x0001ba3f 0x006e123f 8   9    .data   ascii   &.`}JPNu
2530  0x0001ba4b 0x006e124b 6   7    .data   ascii   (g"\t@B
2531  0x0001ba5c 0x006e125c 9   11   .data   utf8    \aԐuk) *14 blocks=Basic Latin,Cyrillic Supplement
2532  0x0001ba78 0x006e1278 5   6    .data   ascii   uO4B\
2533  0x0001ba90 0x006e1290 5   6    .data   ascii   T$Sy\
2534  0x0001baac 0x006e12ac 5   6    .data   ascii   @d\tXG
2535  0x0001baba 0x006e12ba 4   6    .data   utf8    SǩmA blocks=Basic Latin,Latin Extended-B
2536  0x0001bb21 0x006e1321 6   8    .data   utf8      "ܼha blocks=Basic Latin,Syriac
2537  0x0001bb29 0x006e1329 9   10   .data   ascii   P\nTG1Y1y2
2538  0x0001bb35 0x006e1335 7   8    .data   ascii   @q\b\f?TR
2539  0x0001bb41 0x006e1341 4   5    .data   ascii   Evp\t
2540  0x0001bb4b 0x006e134b 4   5    .data   ascii   r\aIT
2541  0x0001bb52 0x006e1352 4   5    .data   ascii   S`\bw
2542  0x0001bb9a 0x006e139a 7   8    .data   ascii   )X\t)glD
2543  0x0001bc03 0x006e1403 4   5    .data   ascii   m3i}
2544  0x0001bc09 0x006e1409 4   5    .data   ascii   E-#\a
2545  0x0001bc15 0x006e1415 5   8    .data   utf8    㧝Gust blocks=CJK Unified Ideographs Extension A,Basic Latin
2546  0x0001bc1f 0x006e141f 6   7    .data   ascii   ~cLC N
2547  0x0001bca7 0x006e14a7 4   5    .data   ascii   U`38
2548  0x0001bcb3 0x006e14b3 5   7    .data   utf8    v!ӹ!1 blocks=Basic Latin,Cyrillic
2549  0x0001bcbb 0x006e14bb 4   5    .data   ascii   \nUE\n
2550  0x0001bced 0x006e14ed 4   6    .data   utf8    3Uɶ{ blocks=Basic Latin,IPA Extensions
2551  0x0001bcfa 0x006e14fa 4   5    .data   ascii   !T|+
2552  0x0001bd1e 0x006e151e 4   5    .data   ascii   \tU+B
2553  0x0001bd46 0x006e1546 4   5    .data   ascii   !QE]
2554  0x0001bd50 0x006e1550 4   5    .data   ascii    3pB
2555  0x0001bdc0 0x006e15c0 4   5    .data   ascii   $gT"
2556  0x0001bdf7 0x006e15f7 6   7    .data   ascii   PjvMM,
2557  0x0001be11 0x006e1611 5   6    .data   ascii   >V\vi`
2558  0x0001be3c 0x006e163c 4   7    .data   utf8    欄#0U blocks=CJK Compatibility Ideographs,Basic Latin
2559  0x0001be98 0x006e1698 6   8    .data   utf8    ЎA040B blocks=Cyrillic,Basic Latin
2560  0x0001beaa 0x006e16aa 6   7    .data   ascii   G`dwKh
2561  0x0001bed3 0x006e16d3 5   6    .data   ascii   ,/)|H
2562  0x0001bf0d 0x006e170d 7   9    .data   utf8    ~l$vӇXe blocks=Basic Latin,Cyrillic
2563  0x0001bf22 0x006e1722 4   5    .data   ascii   k@-B
2564  0x0001bf2b 0x006e172b 5   6    .data   ascii   Z\r6f(
2565  0x0001bf32 0x006e1732 4   5    .data   ascii   Df['
2566  0x0001bf69 0x006e1769 4   5    .data   ascii   \nuB+
2567  0x0001bfa0 0x006e17a0 6   8    .data   utf8    t[`YRP
2568  0x0001c018 0x006e1818 8   10   .data   utf8    \ WvQOِ3 blocks=Basic Latin,Arabic
2569  0x0001c07e 0x006e187e 5   7    .data   utf8    ,ɉAMR blocks=Basic Latin,Latin Extended-B
2570  0x0001c0a5 0x006e18a5 6   8    .data   utf8    RL,ȄH@ blocks=Basic Latin,Latin Extended-B
2571  0x0001c0ad 0x006e18ad 4   5    .data   ascii   UJab
2572  0x0001c143 0x006e1943 6   7    .data   ascii   ' Xx@B
2573  0x0001c14d 0x006e194d 5   6    .data   ascii   Hvp%]
2574  0x0001c16b 0x006e196b 6   7    .data   ascii   @ \f\f^D
2575  0x0001c176 0x006e1976 4   5    .data   ascii   8d<6
2576  0x0001c197 0x006e1997 6   7    .data   ascii   8`Xu\e\a
2577  0x0001c1c3 0x006e19c3 4   5    .data   ascii   w\a'$
2578  0x0001c1db 0x006e19db 6   9    .data   utf8    眿18S(* blocks=CJK Unified Ideographs,Basic Latin
2579  0x0001c217 0x006e1a17 5   6    .data   ascii   xxSh?
2580  0x0001c23c 0x006e1a3c 4   5    .data   ascii   's\bu
2581  0x0001c252 0x006e1a52 8   9    .data   ascii   01234567
2582  0x0001c25b 0x006e1a5b 8   9    .data   ascii   89abcdef
2583  0x0001c264 0x006e1a64 6   7    .data   ascii   *>`_wM
2584  0x0001c26f 0x006e1a6f 5   6    .data   ascii   Ih$F"
2585  0x0001c27d 0x006e1a7d 4   5    .data   ascii   > @.
2586  0x0001c2cb 0x006e1acb 6   7    .data   ascii   {V|%)X
2587  0x0001c2d5 0x006e1ad5 5   6    .data   ascii    rz&v
2588  0x0001c2e4 0x006e1ae4 5   6    .data   ascii   QCgpI
2589  0x0001c306 0x006e1b06 6   7    .data   ascii   =_"<SB
2590  0x0001c32e 0x006e1b2e 4   5    .data   ascii   kJ}q
2591  0x0001c342 0x006e1b42 4   6    .data   utf8    00v܅ blocks=Basic Latin,Syriac
2592  0x0001c360 0x006e1b60 4   5    .data   ascii   3(0T
2593  0x0001c39d 0x006e1b9d 4   5    .data   ascii   Y_~3
2594  0x0001c3aa 0x006e1baa 4   6    .data   utf8    5\fƞ_ blocks=Basic Latin,Latin Extended-B
2595  0x0001c3ef 0x006e1bef 5   7    .data   utf8    \f0Fʜt blocks=Basic Latin,IPA Extensions
2596  0x0001c44a 0x006e1c4a 4   5    .data   ascii   (KB\f
2597  0x0001c48f 0x006e1c8f 4   5    .data   ascii   Hj4K
2598  0x0001c49d 0x006e1c9d 4   5    .data   ascii   ;@<w
2599  0x0001c4f5 0x006e1cf5 4   6    .data   utf8    WbNu
2600  0x0001c51b 0x006e1d1b 5   7    .data   utf8    wJ+ׇ  blocks=Basic Latin,Hebrew
2601  0x0001c54c 0x006e1d4c 4   5    .data   ascii   AQp<
2602  0x0001c55c 0x006e1d5c 6   8    .data   utf8    >Pp`Ώ( blocks=Basic Latin,Greek and Coptic
2603  0x0001c59c 0x006e1d9c 4   7    .data   utf8    ݟX܁\b blocks=Arabic Supplement,Basic Latin,Syriac
2604  0x0001c5b1 0x006e1db1 6   7    .data   ascii   v#~|Bv
2605  0x0001c5c7 0x006e1dc7 4   7    .data   utf8    <МυD blocks=Basic Latin,Cyrillic,Greek and Coptic
2606  0x0001c5ec 0x006e1dec 5   6    .data   ascii   Z\a\bSQ
2607  0x0001c603 0x006e1e03 8   10   .data   utf8    =ЙlA0;+, blocks=Basic Latin,Cyrillic
2608  0x0001c613 0x006e1e13 5   6    .data   ascii   \b\aTMP
2609  0x0001c653 0x006e1e53 4   5    .data   ascii   ?,yF
2610  0x0001c693 0x006e1e93 4   6    .data   utf8    Y\ftښ blocks=Basic Latin,Arabic
2611  0x0001c6b2 0x006e1eb2 4   6    .data   utf8    BĥQ, blocks=Basic Latin,Latin Extended-A
2612  0x0001c6cf 0x006e1ecf 5   6    .data   ascii   gG*Ku
2613  0x0001c6e5 0x006e1ee5 6   7    .data   ascii   cR;Cc(
2614  0x0001c71b 0x006e1f1b 4   5    .data   ascii   fom3
2615  0x0001c79b 0x006e1f9b 4   5    .data   ascii   I!02
2616  0x0001c8d4 0x006e20d4 4   5    .data   ascii   zL@;
2617  0x0001c91b 0x006e211b 5   6    .data   ascii   c\tj\t1
2618  0x0001c93b 0x006e213b 4   5    .data   ascii   t%er
2619  0x0001ca5d 0x006e225d 6   7    .data   ascii   CbeG"p
2620  0x0001ca72 0x006e2272 4   5    .data   ascii   uQ1'
2621  0x0001ca78 0x006e2278 5   6    .data   ascii   z%r\ar
2622  0x0001ca7f 0x006e227f 4   5    .data   ascii   nHAF
2623  0x0001cad9 0x006e22d9 4   6    .data   utf8    ʮejz blocks=IPA Extensions,Basic Latin
2624  0x0001caec 0x006e22ec 6   7    .data   ascii   xOb&ta
2625  0x0001caf5 0x006e22f5 4   5    .data   ascii   <'uQ
2626  0x0001cb17 0x006e2317 6   7    .data   ascii   \f+F\b=+
2627  0x0001cb21 0x006e2321 4   5    .data   ascii   %VX1
2628  0x0001cb6d 0x006e236d 4   5    .data   ascii   #\rt8
2629  0x0001cb76 0x006e2376 7   8    .data   ascii   \f\nx.&tS
2630  0x0001cb84 0x006e2384 4   5    .data   ascii   Nrp&
2631  0x0001cb95 0x006e2395 8   10   .data   utf8    ҍP(HN,_C blocks=Cyrillic,Basic Latin
2632  0x0001cbb0 0x006e23b0 4   6    .data   utf8    ;B+ϊ blocks=Basic Latin,Greek and Coptic
2633  0x0001cbd0 0x006e23d0 7   9    .data   utf8    vp{ڇh2T blocks=Basic Latin,Arabic
2634  0x0001cc32 0x006e2432 5   6    .data   ascii   Kxdg5
2635  0x0001cc40 0x006e2440 4   5    .data   ascii   H\n<Q
2636  0x0001cc90 0x006e2490 4   6    .data   utf8    ς~$y blocks=Greek and Coptic,Basic Latin
2637  0x0001ccb7 0x006e24b7 4   6    .data   utf8    ]ԉ\t@ blocks=Basic Latin,Cyrillic Supplement
2638  0x0001ccea 0x006e24ea 5   6    .data   ascii   "^S\fJ
2639  0x0001cd21 0x006e2521 4   5    .data   ascii   \bBHu
2640  0x0001cd56 0x006e2556 4   6    .data   utf8    {!ӷa blocks=Basic Latin,Cyrillic
2641  0x0001cd65 0x006e2565 4   8    .data   utf8    σ;ǻƻ blocks=Greek and Coptic,Basic Latin,Latin Extended-B
2642  0x0001cd6e 0x006e256e 4   5    .data   ascii   0@\bu
2643  0x0001cda2 0x006e25a2 8   9    .data   ascii   /X0;zu*}
2644  0x0001cdae 0x006e25ae 6   7    .data   ascii   7RM$a6
2645  0x0001cde6 0x006e25e6 5   6    .data   ascii   a\e;Q\n
2646  0x0001cdfc 0x006e25fc 5   7    .data   utf8    40,uF
2647  0x0001ce3c 0x006e263c 4   6    .data   utf8    >@ӖJ blocks=Basic Latin,Cyrillic
2648  0x0001ce61 0x006e2661 4   5    .data   ascii   \b\rI1
2649  0x0001ce87 0x006e2687 7   8    .data   ascii   _)[sL(\
2650  0x0001ce99 0x006e2699 5   6    .data   ascii   \bsPN|
2651  0x0001cf0c 0x006e270c 4   5    .data   ascii   (fh_
2652  0x0001cf18 0x006e2718 4   5    .data   ascii   \n\aa5
2653  0x0001cf37 0x006e2737 6   7    .data   ascii   XDs@91
2654  0x0001cf62 0x006e2762 5   7    .data   utf8    /VQĊI blocks=Basic Latin,Latin Extended-A
2655  0x0001cf88 0x006e2788 4   5    .data   ascii   &Vm-
2656  0x0001cfa3 0x006e27a3 4   5    .data   ascii   (BZH
2657  0x0001cfa9 0x006e27a9 4   5    .data   ascii   K+IK
2658  0x0001cfba 0x006e27ba 4   6    .data   utf8    ]صV\b blocks=Basic Latin,Arabic
2659  0x0001cfec 0x006e27ec 4   6    .data   utf8    .9хe blocks=Basic Latin,Cyrillic
2660  0x0001d037 0x006e2837 5   7    .data   utf8    t\v1ҽ% blocks=Basic Latin,Cyrillic
2661  0x0001d042 0x006e2842 6   8    .data   utf8    [ҎI,VQ blocks=Basic Latin,Cyrillic
2662  0x0001d0d5 0x006e28d5 5   6    .data   ascii   \v+`YD
2663  0x0001d0dd 0x006e28dd 4   6    .data   utf8    ʒysW blocks=IPA Extensions,Basic Latin
2664  0x0001d0e7 0x006e28e7 5   6    .data   ascii   *\f-DP
2665  0x0001d154 0x006e2954 4   5    .data   ascii   2:HN
2666  0x0001d159 0x006e2959 4   5    .data   ascii   a;\n+
2667  0x0001d18f 0x006e298f 6   7    .data   ascii   t]=ox^
2668  0x0001d1c6 0x006e29c6 4   5    .data   ascii   LtzH
2669  0x0001d1f5 0x006e29f5 4   5    .data   ascii   %s0(
2670  0x0001d200 0x006e2a00 4   5    .data   ascii   {k:(
2671  0x0001d23f 0x006e2a3f 4   5    .data   ascii   |rNF
2672  0x0001d25b 0x006e2a5b 7   8    .data   ascii   ,vJd\r`@
2673  0x0001d27a 0x006e2a7a 4   8    .data   utf8    %\eց blocks=Private Use Area,Basic Latin,Armenian
2674  0x0001d2a7 0x006e2aa7 5   7    .data   utf8    Ċ:lHJ blocks=Latin Extended-A,Basic Latin
2675  0x0001d2d9 0x006e2ad9 6   8    .data   utf8    8mZt_͗ blocks=Basic Latin,Combining Diacritical Marks
2676  0x0001d312 0x006e2b12 5   6    .data   ascii   r\eww\v
2677  0x0001d32c 0x006e2b2c 4   6    .data   utf8    @%܉% blocks=Basic Latin,Syriac
2678  0x0001d348 0x006e2b48 5   6    .data   ascii   d&Ha5
2679  0x0001d3e7 0x006e2be7 4   5    .data   ascii   (FDp
2680  0x0001d3ef 0x006e2bef 5   6    .data   ascii   3@LuU
2681  0x0001d403 0x006e2c03 4   5    .data   ascii   \v8O(
2682  0x0001d43b 0x006e2c3b 4   5    .data   ascii   ki2'
2683  0x0001d453 0x006e2c53 5   6    .data   ascii   ;E0v\n
2684  0x0001d4a2 0x006e2ca2 4   6    .data   utf8    v}Կ\v blocks=Basic Latin,Armenian
2685  0x0001d4fe 0x006e2cfe 5   6    .data   ascii   aI\+L
2686  0x0001d527 0x006e2d27 4   6    .data   utf8    ̐^X\t blocks=Combining Diacritical Marks,Basic Latin
2687  0x0001d53a 0x006e2d3a 4   5    .data   ascii   \nZ\vF
2688  0x0001d58b 0x006e2d8b 5   6    .data   ascii   rfHd,
2689  0x0001d5a0 0x006e2da0 4   5    .data   ascii   dkwA
2690  0x0001d5a6 0x006e2da6 4   5    .data   ascii   F!$^
2691  0x0001d5bc 0x006e2dbc 5   6    .data   ascii   '^;=F
2692  0x0001d603 0x006e2e03 4   5    .data   ascii   "U(\f
2693  0x0001d61e 0x006e2e1e 4   5    .data   ascii   @Gq\
2694  0x0001d623 0x006e2e23 5   6    .data   ascii   @(uN\a
2695  0x0001d636 0x006e2e36 4   5    .data   ascii   ]H8^
2696  0x0001d653 0x006e2e53 4   5    .data   ascii   4zer
2697  0x0001d667 0x006e2e67 5   6    .data   ascii   $1)nB
