[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a7 0x000000a7 5   6            ascii   ~2#n~
2    0x000000af 0x000000af 5   6            ascii   ~2#i~
3    0x000000b7 0x000000b7 7   8            ascii   ~2#{~-q
4    0x000000bf 0x000000bf 7   8            ascii   ~Rich,q
5    0x000001d8 0x000001d8 5   6            ascii   .text
6    0x000001ff 0x000001ff 7   8            ascii   `.rdata
7    0x00000227 0x00000227 6   7            ascii   @.data
8    0x00000250 0x00000250 5   6            ascii   .rsrc
9    0x00000277 0x00000277 6   7            ascii   @.text
4544 0x00045efa 0x0044aafa 4   6    .text_1 utf8    \ޕYO blocks=Basic Latin,Thaana
4545 0x00045f20 0x0044ab20 4   6    .text_1 utf8    mޕ,H blocks=Basic Latin,Thaana
4546 0x00045f77 0x0044ab77 4   8    .text_1 utf8    /Sꃇܔ blocks=Basic Latin,Yi Syllables,Syriac
4547 0x00046002 0x0044ac02 5   8    .text_1 utf8    ؛bޕ,E blocks=Arabic,Basic Latin,Thaana
4548 0x0004623e 0x0044ae3e 4   6    .text_1 utf8    cޓVJ blocks=Basic Latin,Thaana
4549 0x00046282 0x0044ae82 4   8    .text_1 utf8    a"∺ݥ blocks=Basic Latin,Mathematical Operators,Arabic Supplement
4550 0x00046478 0x0044b078 4   6    .text_1 utf8    dޗ%J blocks=Basic Latin,Thaana
4551 0x000464ad 0x0044b0ad 4   5    .text_1 ascii   *eF(
4552 0x000464f9 0x0044b0f9 5   7    .text_1 utf8    Òh1?P blocks=Latin-1 Supplement,Basic Latin
4553 0x00046540 0x0044b140 4   5    .text_1 ascii   F)4B
4554 0x00046547 0x0044b147 4   5    .text_1 ascii   bz!=
4555 0x000467ec 0x0044b3ec 5   6    .text_1 ascii   1 {k$
4556 0x00046823 0x0044b423 4   5    .text_1 ascii   m*\b1
4557 0x0004683e 0x0044b43e 4   6    .text_1 utf8    `!ܮh blocks=Basic Latin,Syriac
4558 0x0004685c 0x0044b45c 4   6    .text_1 utf8    K֤Pg blocks=Basic Latin,Hebrew
4559 0x00046907 0x0044b507 4   7    .text_1 utf8    b֥ſU blocks=Basic Latin,Hebrew,Latin Extended-A
4560 0x00046925 0x0044b525 5   6    .text_1 ascii   .T:B^
4561 0x0004693b 0x0044b53b 6   7    .text_1 ascii   \n+N\etR
4562 0x000469c7 0x0044b5c7 5   7    .text_1 utf8    L~fٰR blocks=Basic Latin,Arabic
4563 0x000469e9 0x0044b5e9 6   9    .text_1 utf8    /ΈզQfO blocks=Basic Latin,Greek and Coptic,Armenian
4564 0x00046aa1 0x0044b6a1 5   6    .text_1 ascii   +l<Rz
4565 0x00046ab5 0x0044b6b5 4   6    .text_1 utf8    a8^V
4566 0x00046b27 0x0044b727 4   5    .text_1 ascii   q<^V
4567 0x00046b36 0x0044b736 4   7    .text_1 utf8    `"ݨD blocks=Basic Latin,Arabic Supplement
4568 0x00046b85 0x0044b785 5   6    .text_1 ascii   XT (H
4569 0x00046b93 0x0044b793 6   7    .text_1 ascii   $1`'!~
4570 0x00046be3 0x0044b7e3 4   5    .text_1 ascii   D=4e
4571 0x00046bfb 0x0044b7fb 4   6    .text_1 utf8    2Nڎ+ blocks=Basic Latin,Arabic
4572 0x00046c21 0x0044b821 5   6    .text_1 ascii   {VQ\f0
4573 0x00046c4c 0x0044b84c 5   7    .text_1 utf8    ä\n:O{ blocks=Latin-1 Supplement,Basic Latin
4574 0x00046c5a 0x0044b85a 5   7    .text_1 utf8    :ї0tB blocks=Basic Latin,Cyrillic
4575 0x00046ca1 0x0044b8a1 4   6    .text_1 utf8    ݶpG} blocks=Arabic Supplement,Basic Latin
4576 0x00046cd2 0x0044b8d2 4   5    .text_1 ascii   1\ecM
4577 0x00046cd9 0x0044b8d9 5   6    .text_1 ascii   ;FxQ:
4578 0x00046ce5 0x0044b8e5 5   7    .text_1 utf8    L<fٰP blocks=Basic Latin,Arabic
4579 0x00046d55 0x0044b955 5   7    .text_1 utf8    dBmŲ0 blocks=Basic Latin,Latin Extended-A
4580 0x00046d7b 0x0044b97b 4   6    .text_1 utf8     ש\vc blocks=Basic Latin,Hebrew
4581 0x00046d81 0x0044b981 4   5    .text_1 ascii   lR=*
4582 0x00046daf 0x0044b9af 4   5    .text_1 ascii   l/-"
4583 0x00046e41 0x0044ba41 4   6    .text_1 utf8    x&9ɣ blocks=Basic Latin,IPA Extensions
4584 0x00047737 0x0044c337 7   8    .text_1 ascii   /g/F0)z
4585 0x0004778a 0x0044c38a 4   5    .text_1 ascii   I[VX
4586 0x00047796 0x0044c396 5   6    .text_1 ascii   Xo/dQ
4587 0x0004780d 0x0044c40d 4   8    .text_1 utf8    ┮#^ג blocks=Box Drawing,Basic Latin,Hebrew
4588 0x00047868 0x0044c468 5   9    .text_1 utf8    ~A=┮\ blocks=Basic Latin,Box Drawing
4589 0x000478c8 0x0044c4c8 4   5    .text_1 ascii   X1Ee
4590 0x000478f0 0x0044c4f0 11  13   .text_1 utf8    Emkn#"ϭ:JbO blocks=Basic Latin,Greek and Coptic
4591 0x0004790f 0x0044c50f 6   10   .text_1 utf8    ߯[/اκR blocks=NKo,Basic Latin,Arabic,Greek and Coptic
4592 0x00047acf 0x0044c6cf 4   6    .text_1 utf8    ]ޖml blocks=Basic Latin,Thaana
4593 0x00047bd9 0x0044c7d9 4   6    .text_1 utf8    0ބmw blocks=Basic Latin,Thaana
4594 0x00047c97 0x0044c897 4   6    .text_1 utf8    7ާmd blocks=Basic Latin,Thaana
4595 0x00047ded 0x0044c9ed 4   6    .text_1 utf8    eޖ%M blocks=Basic Latin,Thaana
4596 0x00047e0b 0x0044ca0b 4   6    .text_1 utf8    v#\bҎ blocks=Basic Latin,Cyrillic
4597 0x00047e50 0x0044ca50 4   5    .text_1 ascii   N6Ds
4598 0x00047e8c 0x0044ca8c 4   5    .text_1 ascii   VgDl
4599 0x00047e91 0x0044ca91 4   5    .text_1 ascii   _T\t\r
4600 0x00047eb3 0x0044cab3 4   7    .text_1 utf8    2ˑܺW blocks=Basic Latin,Spacing Modifier Letters,Syriac
4601 0x00047f59 0x0044cb59 4   5    .text_1 ascii   L%zd
4602 0x00048017 0x0044cc17 4   5    .text_1 ascii   LB{k
4603 0x0004807e 0x0044cc7e 4   8    .text_1 utf8    0,叺֔ blocks=Basic Latin,CJK Unified Ideographs,Hebrew
4604 0x000481ae 0x0044cdae 4   8    .text_1 utf8    0,叺֔ blocks=Basic Latin,CJK Unified Ideographs,Hebrew
4605 0x00048269 0x0044ce69 4   5    .text_1 ascii   .z%`
4606 0x0004827c 0x0044ce7c 4   6    .text_1 utf8    UܛE( blocks=Basic Latin,Syriac
4607 0x000482ac 0x0044ceac 6   8    .text_1 utf8    '49\eԟ\b blocks=Basic Latin,Cyrillic Supplement
4608 0x000482ea 0x0044ceea 5   7    .text_1 utf8    ۞r)]` blocks=Arabic,Basic Latin
4609 0x0004831c 0x0044cf1c 4   5    .text_1 ascii   }b&\a
4610 0x0004835a 0x0044cf5a 6   7    .text_1 ascii   y%\t6rU
4611 0x00048365 0x0044cf65 8   10   .text_1 utf8    E0d*ݰNSx blocks=Basic Latin,Arabic Supplement
4612 0x00048371 0x0044cf71 4   6    .text_1 utf8    ̈^G" blocks=Combining Diacritical Marks,Basic Latin
4613 0x0004839f 0x0044cf9f 4   5    .text_1 ascii   ;&%B
4614 0x000483e2 0x0044cfe2 4   5    .text_1 ascii   R b1
4615 0x000483f0 0x0044cff0 5   7    .text_1 utf8    %է,;' blocks=Basic Latin,Armenian
4616 0x0004842b 0x0044d02b 4   6    .text_1 utf8    Ɔ(5J blocks=Latin Extended-B,Basic Latin
4617 0x00048432 0x0044d032 7   8    .text_1 ascii   5\e-F-7w
4618 0x000484a4 0x0044d0a4 5   6    .text_1 ascii   _)g$W
4619 0x000484f2 0x0044d0f2 4   5    .text_1 ascii   =g{c
4620 0x00048566 0x0044d166 7   8    .text_1 ascii   lX=SP~0
4621 0x00048594 0x0044d194 5   6    .text_1 ascii   so$\vx
4622 0x000485b2 0x0044d1b2 4   5    .text_1 ascii   ,RhL
4623 0x00048619 0x0044d219 4   5    .text_1 ascii   PB=&
4624 0x000486a4 0x0044d2a4 4   7    .text_1 utf8    㒹};Y blocks=CJK Unified Ideographs Extension A,Basic Latin
4625 0x000486d9 0x0044d2d9 4   5    .text_1 ascii   W\fZ\e
4626 0x000486f8 0x0044d2f8 7   8    .text_1 ascii   viv/}\t{
4627 0x00048705 0x0044d305 6   7    .text_1 ascii   Z\f(f,\e
4628 0x0004870f 0x0044d30f 4   5    .text_1 ascii   )*4\r
4629 0x000487a7 0x0044d3a7 7   8    .text_1 ascii   {F\eaNqt
4630 0x000487f5 0x0044d3f5 4   5    .text_1 ascii   O X5
4631 0x0004885f 0x0044d45f 7   8    .text_1 ascii   w(y"\e\ac
4632 0x0004887b 0x0044d47b 5   6    .text_1 ascii   ?B 0T
4633 0x000488cd 0x0044d4cd 5   6    .text_1 ascii    C-I%
4634 0x000488f2 0x0044d4f2 4   6    .text_1 utf8    %`@ż blocks=Basic Latin,Latin Extended-A
4635 0x00048968 0x0044d568 4   5    .text_1 ascii   \biRO
4636 0x0004897f 0x0044d57f 4   7    .text_1 utf8    <iƶϕ blocks=Basic Latin,Latin Extended-B,Greek and Coptic
4637 0x00048993 0x0044d593 6   7    .text_1 ascii   54a&4E
4638 0x000489a6 0x0044d5a6 5   7    .text_1 utf8    Up\bͻ! blocks=Basic Latin,Greek and Coptic
4639 0x000489b1 0x0044d5b1 4   5    .text_1 ascii   *jgQ
4640 0x00048a65 0x0044d665 4   5    .text_1 ascii   [1Pl
4641 0x00048a6b 0x0044d66b 4   5    .text_1 ascii   ={\x
4642 0x00048a91 0x0044d691 5   6    .text_1 ascii   \ex9#<
4643 0x00048ab1 0x0044d6b1 4   7    .text_1 utf8    Tz\r䈧 blocks=Basic Latin,CJK Unified Ideographs Extension A
4644 0x00048abf 0x0044d6bf 4   6    .text_1 utf8    ͪw/a blocks=Combining Diacritical Marks,Basic Latin
4645 0x00048b53 0x0044d753 8   10   .text_1 utf8    җ1o'5{jB blocks=Cyrillic,Basic Latin
4646 0x00048bc8 0x0044d7c8 4   7    .text_1 utf8    煂tT~ blocks=CJK Unified Ideographs,Basic Latin
4647 0x00048bcf 0x0044d7cf 5   7    .text_1 utf8    ߢd~]\a blocks=NKo,Basic Latin
4648 0x00048be9 0x0044d7e9 4   6    .text_1 utf8    /<ͤ- blocks=Basic Latin,Combining Diacritical Marks
4649 0x00048bf2 0x0044d7f2 4   5    .text_1 ascii   /}|`
4650 0x00048c08 0x0044d808 4   6    .text_1 utf8    Ҳ+51 blocks=Cyrillic,Basic Latin
4651 0x00048c38 0x0044d838 4   6    .text_1 utf8    0uOŶ blocks=Basic Latin,Latin Extended-A
4652 0x00048cb9 0x0044d8b9 4   5    .text_1 ascii   cYcN
4653 0x00048d40 0x0044d940 4   5    .text_1 ascii   S#"@
4654 0x00048d56 0x0044d956 4   7    .text_1 utf8    qۙȠV blocks=Basic Latin,Arabic,Latin Extended-B
4655 0x00048d67 0x0044d967 4   5    .text_1 ascii   i~\vP
4656 0x00048d82 0x0044d982 5   7    .text_1 utf8    ʘ]:-\b blocks=IPA Extensions,Basic Latin
4657 0x00048dc2 0x0044d9c2 7   8    .text_1 ascii   oo]rt6|
4658 0x00048e06 0x0044da06 4   5    .text_1 ascii   ZOm|
4659 0x00048e58 0x0044da58 4   7    .text_1 utf8    Ȩ]yW blocks=Latin Extended-B,Basic Latin
4660 0x00048e8a 0x0044da8a 4   6    .text_1 utf8    "ψGw blocks=Basic Latin,Greek and Coptic
4661 0x00048e91 0x0044da91 5   6    .text_1 ascii   sEy7!
4662 0x00048eec 0x0044daec 7   8    .text_1 ascii   J'\fTFk*
4663 0x00048f04 0x0044db04 4   5    .text_1 ascii    |/\r
4664 0x00048f8a 0x0044db8a 6   7    .text_1 ascii   1'J\zv
4665 0x00048fb0 0x0044dbb0 5   6    .text_1 ascii   2).o]
4666 0x00048fb6 0x0044dbb6 4   6    .text_1 utf8    \boUҚ blocks=Basic Latin,Cyrillic
4667 0x00048fe2 0x0044dbe2 6   7    .text_1 ascii   2?[}a"
4668 0x0004901f 0x0044dc1f 4   5    .text_1 ascii   rU3+
4669 0x00049052 0x0044dc52 4   5    .text_1 ascii   ~F\rE
4670 0x00049060 0x0044dc60 4   6    .text_1 utf8    ibә6 blocks=Basic Latin,Cyrillic
4671 0x00049087 0x0044dc87 4   6    .text_1 utf8    N$}J
4672 0x000490b4 0x0044dcb4 4   6    .text_1 utf8    N%29
4673 0x000490dc 0x0044dcdc 4   5    .text_1 ascii   ,|cj
4674 0x0004913c 0x0044dd3c 4   5    .text_1 ascii   =im?
4675 0x0004914b 0x0044dd4b 5   6    .text_1 ascii   cI<vx
4676 0x00049178 0x0044dd78 4   5    .text_1 ascii   &fWM
4677 0x000491b8 0x0044ddb8 4   5    .text_1 ascii   |~\vS
4678 0x000491ef 0x0044ddef 5   6    .text_1 ascii   o"w_o
4679 0x0004922b 0x0044de2b 4   5    .text_1 ascii   AGRt
4680 0x0004924a 0x0044de4a 5   7    .text_1 utf8    P;̈́^I blocks=Basic Latin,Combining Diacritical Marks
4681 0x000492e2 0x0044dee2 4   5    .text_1 ascii   =H~'
4682 0x00049357 0x0044df57 4   5    .text_1 ascii   oG.Q
4683 0x00049381 0x0044df81 6   8    .text_1 utf8    ɮ`&a\vb blocks=IPA Extensions,Basic Latin
4684 0x0004939d 0x0044df9d 4   5    .text_1 ascii   heU<
4685 0x000493a2 0x0044dfa2 4   5    .text_1 ascii   T !%
4686 0x000493e4 0x0044dfe4 4   5    .text_1 ascii   B}!-
4687 0x000493fc 0x0044dffc 4   5    .text_1 ascii   dH\fE
4688 0x00049421 0x0044e021 4   5    .text_1 ascii   '\a\te
4689 0x00049439 0x0044e039 4   5    .text_1 ascii   \njy(
4690 0x00049489 0x0044e089 4   5    .text_1 ascii   />E.
4691 0x000494ae 0x0044e0ae 5   6    .text_1 ascii   8/$\fh
4692 0x000494dc 0x0044e0dc 9   11   .text_1 utf8    '݈,02OR\b\a blocks=Basic Latin,Syriac
4693 0x000494fa 0x0044e0fa 4   6    .text_1 utf8    _S>ؑ blocks=Basic Latin,Arabic
4694 0x00049539 0x0044e139 7   8    .text_1 ascii   6LL]\azB
4695 0x00049541 0x0044e141 4   6    .text_1 utf8    #,Fb
4696 0x00049580 0x0044e180 5   6    .text_1 ascii   Nhng+
4697 0x00049589 0x0044e189 9   12   .text_1 utf8    \nzJJ 菀ME[ blocks=Basic Latin,CJK Unified Ideographs
4698 0x000495ae 0x0044e1ae 5   6    .text_1 ascii   n02~a
4699 0x000495c0 0x0044e1c0 4   5    .text_1 ascii   [f_4
4700 0x000495db 0x0044e1db 4   6    .text_1 utf8    ߡ-F[ blocks=NKo,Basic Latin
4701 0x00049641 0x0044e241 5   7    .text_1 utf8    uѩ\bFZ blocks=Basic Latin,Cyrillic
4702 0x0004965b 0x0044e25b 4   5    .text_1 ascii   9$\e
4703 0x0004967c 0x0044e27c 4   5    .text_1 ascii   "j)J
4704 0x00049681 0x0044e281 4   5    .text_1 ascii   Z$1*
4705 0x000496b4 0x0044e2b4 4   5    .text_1 ascii   t{O\
4706 0x00049707 0x0044e307 4   7    .text_1 utf8    տ}Uݬ blocks=Armenian,Basic Latin,Arabic Supplement
4707 0x00049752 0x0044e352 4   5    .text_1 ascii   Q]cD
4708 0x000497ed 0x0044e3ed 4   5    .text_1 ascii   -<\n%
4709 0x0004980b 0x0044e40b 4   6    .text_1 utf8    @+uȝ blocks=Basic Latin,Latin Extended-B
4710 0x0004981e 0x0044e41e 4   5    .text_1 ascii   k|2a
4711 0x00049887 0x0044e487 5   7    .text_1 utf8    zU|ˉg blocks=Basic Latin,Spacing Modifier Letters
4712 0x000498c0 0x0044e4c0 4   6    .text_1 utf8    ֒:1l blocks=Hebrew,Basic Latin
4713 0x000498d6 0x0044e4d6 4   5    .text_1 ascii   qf+L
4714 0x000498f7 0x0044e4f7 5   7    .text_1 utf8    ΅"[Kk blocks=Greek and Coptic,Basic Latin
4715 0x00049934 0x0044e534 4   5    .text_1 ascii   $\r(F
4716 0x0004995c 0x0044e55c 4   6    .text_1 utf8    \r,ӌQ blocks=Basic Latin,Cyrillic
4717 0x00049979 0x0044e579 8   10   .text_1 utf8    G#F`V̼72 blocks=Basic Latin,Combining Diacritical Marks
4718 0x000499da 0x0044e5da 4   5    .text_1 ascii   s>/v
4719 0x00049a24 0x0044e624 6   7    .text_1 ascii   uZE0+y
4720 0x00049a41 0x0044e641 5   6    .text_1 ascii   JhYp[
4721 0x00049a4f 0x0044e64f 5   6    .text_1 ascii   a\a-ZM
4722 0x00049a72 0x0044e672 6   10   .text_1 utf8    R͉2짟_! blocks=Basic Latin,Combining Diacritical Marks,Hangul Syllables
4723 0x00049ab9 0x0044e6b9 4   5    .text_1 ascii   cFk`
4724 0x00049acf 0x0044e6cf 6   8    .text_1 utf8    }&ڍyo\b blocks=Basic Latin,Arabic
4725 0x00049afc 0x0044e6fc 6   7    .text_1 ascii   P4i4pJ
4726 0x00049b0d 0x0044e70d 6   7    .text_1 ascii   3@{)->
4727 0x00049b2c 0x0044e72c 6   7    .text_1 ascii    Z^6|f
4728 0x00049b6f 0x0044e76f 4   7    .text_1 utf8    ,kU⥠ blocks=Basic Latin,Supplemental Arrows-B
4729 0x00049bb1 0x0044e7b1 4   5    .text_1 ascii   }Y ;
4730 0x00049be0 0x0044e7e0 5   6    .text_1 ascii   nw=2'
4731 0x00049c05 0x0044e805 4   5    .text_1 ascii   \E:2
4732 0x00049c74 0x0044e874 6   7    .text_1 ascii   =ug>+V
4733 0x00049cb1 0x0044e8b1 4   5    .text_1 ascii   \vny8
4734 0x00049d4d 0x0044e94d 6   7    .text_1 ascii   Z77G~a
4735 0x00049d74 0x0044e974 10  14   .text_1 utf8    虀pGїRPGylL blocks=CJK Unified Ideographs,Basic Latin,Cyrillic
4736 0x00049db8 0x0044e9b8 4   5    .text_1 ascii   #?){
4737 0x00049e00 0x0044ea00 4   5    .text_1 ascii   LqH-
4738 0x00049e27 0x0044ea27 7   8    .text_1 ascii   '<Gm\tC*
4739 0x00049e3f 0x0044ea3f 5   8    .text_1 utf8    cya$齜 blocks=Basic Latin,CJK Unified Ideographs
4740 0x00049e4b 0x0044ea4b 4   5    .text_1 ascii   \blad
4741 0x00049e6d 0x0044ea6d 6   7    .text_1 ascii   Q1 D?l
4742 0x00049e7a 0x0044ea7a 4   6    .text_1 utf8    ,+\eִ blocks=Basic Latin,Hebrew
4743 0x00049ec4 0x0044eac4 4   5    .text_1 ascii   .z]0
4744 0x00049efe 0x0044eafe 4   6    .text_1 utf8    ĐSks blocks=Latin Extended-A,Basic Latin
4745 0x00049f0b 0x0044eb0b 9   10   .text_1 ascii   mLd6U5/>9
4746 0x00049f4f 0x0044eb4f 4   6    .text_1 utf8    k\a Μ blocks=Basic Latin,Greek and Coptic
4747 0x00049f55 0x0044eb55 5   6    .text_1 ascii   Dr uZ
4748 0x00049f5b 0x0044eb5b 4   5    .text_1 ascii   \rn;?
4749 0x00049fa6 0x0044eba6 4   6    .text_1 utf8    YaBx
4750 0x00049fd8 0x0044ebd8 6   7    .text_1 ascii    \+BG\r
4751 0x0004a023 0x0044ec23 5   7    .text_1 utf8    |^ߘCH blocks=Basic Latin,NKo
4752 0x0004a047 0x0044ec47 6   7    .text_1 ascii   G,p,z/
4753 0x0004a061 0x0044ec61 4   5    .text_1 ascii   oCdG
4754 0x0004a07d 0x0044ec7d 6   8    .text_1 utf8    u.BtծP blocks=Basic Latin,Armenian
4755 0x0004a0af 0x0044ecaf 7   8    .text_1 ascii   @L[y5["
4756 0x0004a109 0x0044ed09 4   6    .text_1 utf8    hp%ԗ blocks=Basic Latin,Cyrillic Supplement
4757 0x0004a131 0x0044ed31 4   5    .text_1 ascii   0K[y
4758 0x0004a15a 0x0044ed5a 4   5    .text_1 ascii   H418
4759 0x0004a1b9 0x0044edb9 4   5    .text_1 ascii   #_BX
4760 0x0004a1da 0x0044edda 5   6    .text_1 ascii   ON\t\v>
4761 0x0004a1e0 0x0044ede0 4   5    .text_1 ascii   @[jf
4762 0x0004a220 0x0044ee20 5   7    .text_1 utf8    \bɑsN/ blocks=Basic Latin,IPA Extensions
4763 0x0004a253 0x0044ee53 7   10   .text_1 utf8    JٻҶDOt: blocks=Basic Latin,Arabic,Cyrillic
4764 0x0004a26d 0x0044ee6d 6   7    .text_1 ascii   KMa@jb
4765 0x0004a2a0 0x0044eea0 4   5    .text_1 ascii   u\n/`
4766 0x0004a2b8 0x0044eeb8 5   7    .text_1 utf8    ԅ\eEeh blocks=Cyrillic Supplement,Basic Latin
4767 0x0004a2c0 0x0044eec0 4   5    .text_1 ascii   I7C$
4768 0x0004a31e 0x0044ef1e 4   6    .text_1 utf8    89Ó\v blocks=Basic Latin,Latin-1 Supplement
4769 0x0004a355 0x0044ef55 6   8    .text_1 utf8    L;/l."
4770 0x0004a383 0x0044ef83 4   6    .text_1 utf8    Iؑ:2 blocks=Basic Latin,Arabic
4771 0x0004a396 0x0044ef96 5   6    .text_1 ascii   J]w\a0
4772 0x0004a3b2 0x0044efb2 5   6    .text_1 ascii   LZ]tV
4773 0x0004a3fa 0x0044effa 4   5    .text_1 ascii   r)V3
4774 0x0004a414 0x0044f014 5   7    .text_1 utf8    OїTb3 blocks=Basic Latin,Cyrillic
4775 0x0004a43b 0x0044f03b 4   5    .text_1 ascii   Q^8y
4776 0x0004a44c 0x0044f04c 4   5    .text_1 ascii   U\:Y
4777 0x0004a461 0x0044f061 5   6    .text_1 ascii   }:WP2
4778 0x0004a474 0x0044f074 4   7    .text_1 utf8    \eˈߣ4 blocks=Basic Latin,Spacing Modifier Letters,NKo
4779 0x0004a4a1 0x0044f0a1 4   5    .text_1 ascii   Tbc<
4780 0x0004a4ab 0x0044f0ab 5   6    .text_1 ascii   4nx:0
4781 0x0004a4d9 0x0044f0d9 4   6    .text_1 utf8    p^Ճ6 blocks=Basic Latin,Armenian
4782 0x0004a4f5 0x0044f0f5 4   5    .text_1 ascii   :ns*
4783 0x0004a586 0x0044f186 4   6    .text_1 utf8    q:Ť| blocks=Basic Latin,Latin Extended-A
4784 0x0004a592 0x0044f192 5   6    .text_1 ascii   e3y0V
4785 0x0004a5c1 0x0044f1c1 6   7    .text_1 ascii   X%~AX`
4786 0x0004a649 0x0044f249 4   5    .text_1 ascii   V,<W
4787 0x0004a652 0x0044f252 6   8    .text_1 utf8    o,@ł@` blocks=Basic Latin,Latin Extended-A
4788 0x0004a71d 0x0044f31d 5   7    .text_1 utf8    c%;ʅ# blocks=Basic Latin,IPA Extensions
4789 0x0004a75f 0x0044f35f 5   6    .text_1 ascii   *U5k.
4790 0x0004a7e4 0x0044f3e4 4   6    .text_1 utf8    cߴB4 blocks=Basic Latin,NKo
4791 0x0004a7f8 0x0044f3f8 4   5    .text_1 ascii   u\v\a`
4792 0x0004a869 0x0044f469 6   9    .text_1 utf8    Ηx]+pߍ blocks=Greek and Coptic,Basic Latin,NKo
4793 0x0004a876 0x0044f476 4   5    .text_1 ascii   y++s
4794 0x0004a89e 0x0044f49e 5   6    .text_1 ascii   @PUZ#
4795 0x0004a8b1 0x0044f4b1 6   8    .text_1 utf8    L˱j1WI blocks=Basic Latin,Spacing Modifier Letters
4796 0x0004a92f 0x0044f52f 4   5    .text_1 ascii   40~o
4797 0x0004a95c 0x0044f55c 4   7    .text_1 utf8    .ȸ'y blocks=Basic Latin,Latin Extended-B
4798 0x0004a9ba 0x0044f5ba 5   7    .text_1 utf8    GSQ~ݭ blocks=Basic Latin,Arabic Supplement
4799 0x0004a9e7 0x0044f5e7 4   5    .text_1 ascii   Chf\a
4800 0x0004a9fc 0x0044f5fc 4   6    .text_1 utf8    ?p^ч blocks=Basic Latin,Cyrillic
4801 0x0004aa2d 0x0044f62d 4   6    .text_1 utf8    l+Q͚ blocks=Basic Latin,Combining Diacritical Marks
4802 0x0004aa83 0x0044f683 5   7    .text_1 utf8    Ɉi}4? blocks=Latin Extended-B,Basic Latin
4803 0x0004aa96 0x0044f696 6   7    .text_1 ascii   *w&8ex
4804 0x0004aaa3 0x0044f6a3 4   6    .text_1 utf8    oë+L blocks=Basic Latin,Latin-1 Supplement
4805 0x0004ab38 0x0044f738 4   6    .text_1 utf8    n\t.¶ blocks=Basic Latin,Latin-1 Supplement
4806 0x0004ab48 0x0044f748 6   7    .text_1 ascii   ?z2\bme
4807 0x0004ab72 0x0044f772 4   6    .text_1 utf8    07MX
4808 0x0004ab9a 0x0044f79a 5   6    .text_1 ascii   ?"n8m
4809 0x0004ac18 0x0044f818 4   7    .text_1 utf8    培'DI blocks=CJK Unified Ideographs,Basic Latin
4810 0x0004ac72 0x0044f872 5   7    .text_1 utf8    W&,\Д blocks=Basic Latin,Cyrillic
4811 0x0004ac89 0x0044f889 4   5    .text_1 ascii   aq?4
4812 0x0004ac94 0x0044f894 4   5    .text_1 ascii   x;y#
4813 0x0004acc3 0x0044f8c3 9   11   .text_1 utf8    [c*]R#Gs9
4814 0x0004acdd 0x0044f8dd 5   7    .text_1 utf8    sůKE\t blocks=Basic Latin,Latin Extended-A
4815 0x0004ad08 0x0044f908 4   7    .text_1 utf8    @⒣Sv blocks=Basic Latin,Enclosed Alphanumerics
4816 0x0004ad38 0x0044f938 5   7    .text_1 utf8    _Y[К9 blocks=Basic Latin,Cyrillic
4817 0x0004ad3f 0x0044f93f 4   5    .text_1 ascii   (}F;
4818 0x0004ad6c 0x0044f96c 5   6    .text_1 ascii   y\biw4
4819 0x0004ad98 0x0044f998 4   6    .text_1 utf8    ܻ$J\ blocks=Syriac,Basic Latin
4820 0x0004ada2 0x0044f9a2 4   5    .text_1 ascii   y**D
4821 0x0004ade9 0x0044f9e9 5   6    .text_1 ascii   h"`k-
4822 0x0004adf6 0x0044f9f6 4   5    .text_1 ascii   \e\ed>
4823 0x0004adfb 0x0044f9fb 4   5    .text_1 ascii   @\5"
4824 0x0004ae06 0x0044fa06 4   5    .text_1 ascii   Z(;,
4825 0x0004ae65 0x0044fa65 5   6    .text_1 ascii   j8\f&~
4826 0x0004aeb1 0x0044fab1 5   8    .text_1 utf8    O˨@Gَ blocks=Basic Latin,Spacing Modifier Letters,Arabic
4827 0x0004aec1 0x0044fac1 4   5    .text_1 ascii   1EQP
4828 0x0004aee8 0x0044fae8 4   6    .text_1 utf8    ͻHnv blocks=Greek and Coptic,Basic Latin
4829 0x0004aefa 0x0044fafa 4   6    .text_1 utf8    Uo߄% blocks=Basic Latin,NKo
4830 0x0004afa1 0x0044fba1 4   5    .text_1 ascii   ^&_\e
4831 0x0004afd0 0x0044fbd0 4   5    .text_1 ascii   Zz\v"
4832 0x0004b001 0x0044fc01 4   6    .text_1 utf8    #ZĤ^ blocks=Basic Latin,Latin Extended-A
4833 0x0004b023 0x0044fc23 5   6    .text_1 ascii   a/\tn9
4834 0x0004b0bd 0x0044fcbd 5   7    .text_1 utf8    \v|cԻd blocks=Basic Latin,Armenian
4835 0x0004b137 0x0044fd37 4   5    .text_1 ascii   K{Hd
4836 0x0004b15e 0x0044fd5e 4   6    .text_1 utf8    ߒ!M> blocks=NKo,Basic Latin
4837 0x0004b170 0x0044fd70 4   6    .text_1 utf8    &iMϧ blocks=Basic Latin,Greek and Coptic
4838 0x0004b1b4 0x0044fdb4 4   5    .text_1 ascii   \f~0\e
4839 0x0004b1cb 0x0044fdcb 6   7    .text_1 ascii   "R)M+v
