[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1099 0x0000ae81 0x0040ae81 7   8    .text   ascii   jAj5j j
1100 0x0000ae89 0x0040ae89 5   6    .text   ascii   j#jMj
1101 0x0000aecb 0x0040aecb 4   6    .text   utf8    \vȋ|$ blocks=Basic Latin,Latin Extended-B
1102 0x0000aee0 0x0040aee0 4   6    .text   utf8    ;ǉt$ blocks=Basic Latin,Latin Extended-B
1103 0x0000aef7 0x0040aef7 4   5    .text   ascii   L$Hd
1104 0x0000afeb 0x0040afeb 5   11   .text   utf16le @jjjh
1105 0x0000b001 0x0040b001 4   5    .text   ascii   |$Dj
1106 0x0000b0ae 0x0040b0ae 4   5    .text   ascii   D$Dj
1107 0x0000b166 0x0040b166 4   9    .text   utf16le jjjh
1108 0x0000b16f 0x0040b16f 4   9    .text   utf16le @jjh
1109 0x0000b184 0x0040b184 8   17   .text   utf16le jjjjjjjj
1110 0x0000b1d2 0x0040b1d2 5   7    .text   utf8    #ƋG\fj blocks=Basic Latin,Latin Extended-B
1111 0x0000b217 0x0040b217 5   6    .text   ascii   jVSj7
1112 0x0000b28b 0x0040b28b 6   7    .text   ascii   f)3>35
1113 0x0000b41e 0x0040b41e 5   7    .text   utf8    k̋l$@ blocks=Basic Latin,Combining Diacritical Marks
1114 0x0000b4c2 0x0040b4c2 4   5    .text   ascii   l$(\v
1115 0x0000b4ca 0x0040b4ca 6   7    .text   ascii   \njQj}j
1116 0x0000b504 0x0040b504 4   9    .text   utf16le jjjh
1117 0x0000b50d 0x0040b50d 4   9    .text   utf16le @jjh
1118 0x0000b59a 0x0040b59a 4   8    .text   utf8    \vV+遘 blocks=Basic Latin,CJK Unified Ideographs
1119 0x0000b606 0x0040b606 4   5    .text   ascii   hTOA
1120 0x0000b639 0x0040b639 5   7    .text   utf8    3ύt$4 blocks=Basic Latin,Greek and Coptic
1121 0x0000b688 0x0040b688 10  21   .text   utf16le @jjjjjjjjj
1122 0x0000b83a 0x0040b83a 4   9    .text   utf16le jjjh
1123 0x0000b84e 0x0040b84e 4   6    .text   utf8    W̋H4 blocks=Basic Latin,Combining Diacritical Marks
1124 0x0000b94e 0x0040b94e 4   5    .text   ascii   j?jz
1125 0x0000b963 0x0040b963 5   11   .text   utf16le @jjjj
1126 0x0000b975 0x0040b975 4   5    .text   ascii   hTOA
1127 0x0000b991 0x0040b991 4   6    .text   utf8    3ȋD$ blocks=Basic Latin,Latin Extended-B
1128 0x0000b9a1 0x0040b9a1 4   5    .text   ascii   f9\bh
1129 0x0000b9f8 0x0040b9f8 5   6    .text   ascii   jbjkj
1130 0x0000ba52 0x0040ba52 4   5    .text   ascii   l$\f3
1131 0x0000ba87 0x0040ba87 5   7    .text   utf8    E܋|$  blocks=Basic Latin,Syriac
1132 0x0000bac1 0x0040bac1 7   15   .text   utf16le jjjjjjj
1133 0x0000bafd 0x0040bafd 4   5    .text   ascii   8csm
1134 0x0000bb03 0x0040bb03 5   6    .text   ascii   L$ WP
1135 0x0000bb0c 0x0040bb0c 4   5    .text   ascii   hTOA
1136 0x0000bb5d 0x0040bb5d 4   5    .text   ascii   L$L#
1137 0x0000bbf9 0x0040bbf9 5   6    .text   ascii   QZ^&,
1138 0x0000bcc7 0x0040bcc7 7   15   .text   utf16le jjjjjjj
1139 0x0000bd87 0x0040bd87 4   5    .text   ascii   u\bjK
1140 0x0000be19 0x0040be19 4   6    .text   utf8    ËT$\b blocks=Latin-1 Supplement,Basic Latin
1141 0x0000c012 0x0040c012 7   9    .text   utf8    ʍD$4Yh` blocks=IPA Extensions,Basic Latin
1142 0x0000c03d 0x0040c03d 4   9    .text   utf16le jjjh
1143 0x0000c046 0x0040c046 4   9    .text   utf16le @jjh
1144 0x0000c069 0x0040c069 5   7    .text   utf8     3\t\$
1145 0x0000c072 0x0040c072 5   8    .text   utf8    3ƋƋL$ blocks=Basic Latin,Latin Extended-B
1146 0x0000c0f7 0x0040c0f7 5   11   .text   utf16le jjjjj
1147 0x0000c13f 0x0040c13f 4   5    .text   ascii   L$4j
1148 0x0000c161 0x0040c161 4   5    .text   ascii   hXt@
1149 0x0000c1a0 0x0040c1a0 4   5    .text   ascii   #T$X
1150 0x0000c1b5 0x0040c1b5 7   15   .text   utf16le jjjjjjj
1151 0x0000c1f2 0x0040c1f2 4   5    .text   ascii   D$4Y
1152 0x0000c208 0x0040c208 4   5    .text   ascii   \.\ah
1153 0x0000c261 0x0040c261 4   6    .text   utf8    3ЍD$ blocks=Basic Latin,Cyrillic
1154 0x0000c394 0x0040c394 5   7    .text   utf8    3ҍt$4 blocks=Basic Latin,Cyrillic
1155 0x0000c3c0 0x0040c3c0 5   7    .text   utf8    \$ 3ǋ blocks=Basic Latin,Latin Extended-B
1156 0x0000c46e 0x0040c46e 4   5    .text   ascii   hpmA
1157 0x0000c4bc 0x0040c4bc 4   6    .text   utf8    ̋L$$ blocks=Combining Diacritical Marks,Basic Latin
1158 0x0000c579 0x0040c579 4   5    .text   ascii   hpmA
1159 0x0000c58e 0x0040c58e 5   6    .text   ascii   D$8U\v
1160 0x0000c595 0x0040c595 4   5    .text   ascii   D$T_
1161 0x0000c619 0x0040c619 4   6    .text   utf8    k\v؈A blocks=Basic Latin,Arabic
1162 0x0000c63b 0x0040c63b 4   5    .text   ascii   D$,j
1163 0x0000c68b 0x0040c68b 5   11   .text   utf16le @jjjh
1164 0x0000c6f0 0x0040c6f0 5   11   .text   utf16le @jjjh
1165 0x0000c7bc 0x0040c7bc 5   7    .text   utf8    3ȉ\$D blocks=Basic Latin,Latin Extended-B
1166 0x0000c7e8 0x0040c7e8 4   5    .text   ascii   D$Xj
1167 0x0000c8fe 0x0040c8fe 4   9    .text   utf16le jjjj
1168 0x0000c933 0x0040c933 4   5    .text   ascii   #Egh
1169 0x0000c95e 0x0040c95e 4   5    .text   ascii   mj8h
1170 0x0000c9f3 0x0040c9f3 8   17   .text   utf16le jjjjjjjj
1171 0x0000ca54 0x0040ca54 6   8    .text   utf8    ڋl$\f1E blocks=Arabic,Basic Latin
1172 0x0000ca60 0x0040ca60 4   5    .text   ascii   \$Lj
1173 0x0000cad1 0x0040cad1 4   6    .text   utf8    ЉT$T blocks=Cyrillic,Basic Latin
1174 0x0000cae3 0x0040cae3 4   6    .text   utf8    Љ\$P blocks=Cyrillic,Basic Latin
1175 0x0000cbb0 0x0040cbb0 7   10   .text   utf8    j^jwjv蜥 blocks=Basic Latin,CJK Unified Ideographs
1176 0x0000cc0a 0x0040cc0a 6   8    .text   utf8    \vƁ8csm blocks=Basic Latin,Latin Extended-B
1177 0x0000cd22 0x0040cd22 4   5    .text   ascii   T$8\v
1178 0x0000cd49 0x0040cd49 4   5    .text   ascii   jajS
1179 0x0000cd5e 0x0040cd5e 4   6    .text   utf8    \vȋ\$ blocks=Basic Latin,Latin Extended-B
1180 0x0000cd72 0x0040cd72 4   5    .text   ascii   |$Lj
1181 0x0000cdc1 0x0040cdc1 4   5    .text   ascii   D$$^
1182 0x0000d01a 0x0040d01a 4   5    .text   ascii   hpmA
1183 0x0000d037 0x0040d037 5   6    .text   ascii   jMj\tj
1184 0x0000d08a 0x0040d08a 4   5    .text   ascii   \rD5A
1185 0x0000d094 0x0040d094 5   7    .text   utf8    3ȋ@\fV blocks=Basic Latin,Latin Extended-B
1186 0x0000d11e 0x0040d11e 5   7    .text   utf8    \$8̍\r blocks=Basic Latin,Combining Diacritical Marks
1187 0x0000d1a2 0x0040d1a2 4   5    .text   ascii   hpmA
1188 0x0000d1ba 0x0040d1ba 5   11   .text   utf16le @jjjh
1189 0x0000d274 0x0040d274 4   5    .text   ascii   #U\bU
1190 0x0000d2ff 0x0040d2ff 4   6    .text   utf8    ЉL$8 blocks=Cyrillic,Basic Latin
1191 0x0000d448 0x0040d448 4   5    .text   ascii   L$4O
1192 0x0000d454 0x0040d454 4   5    .text   ascii   4QSj
1193 0x0000d502 0x0040d502 5   6    .text   ascii   jQjyj
1194 0x0000d55a 0x0040d55a 4   5    .text   ascii   j]j"
1195 0x0000d56b 0x0040d56b 4   5    .text   ascii   L$@j
1196 0x0000d584 0x0040d584 4   5    .text   ascii   hpmA
1197 0x0000d5f7 0x0040d5f7 4   6    .text   utf8    3Չl$ blocks=Basic Latin,Armenian
1198 0x0000d645 0x0040d645 4   6    .text   utf8    ؋D$h blocks=Arabic,Basic Latin
1199 0x0000d667 0x0040d667 4   6    .text   utf8    \f+ދ} blocks=Basic Latin,Thaana
1200 0x0000d67c 0x0040d67c 4   5    .text   ascii   hXt@
1201 0x0000d681 0x0040d681 5   7    .text   utf8    ̉L$ # blocks=Combining Diacritical Marks,Basic Latin
1202 0x0000d72e 0x0040d72e 4   5    .text   ascii   L$XO
1203 0x0000d73b 0x0040d73b 5   6    .text   ascii   |$PVh
1204 0x0000d7b1 0x0040d7b1 4   5    .text   ascii   L$Hj
1205 0x0000d80c 0x0040d80c 5   8    .text   utf8    j\fjd芍 blocks=Basic Latin,CJK Unified Ideographs
1206 0x0000dab1 0x0040dab1 8   17   .text   utf16le jjjjjjjj
1207 0x0000dae4 0x0040dae4 4   6    .text   utf8    ʋ]\f\v blocks=IPA Extensions,Basic Latin
1208 0x0000db76 0x0040db76 4   5    .text   ascii   \$Lj
1209 0x0000dbbf 0x0040dbbf 5   6    .text   ascii   jQjyj
1210 0x0000dc02 0x0040dc02 4   5    .text   ascii   D$lj
1211 0x0000dc2d 0x0040dc2d 4   5    .text   ascii   L$$_
1212 0x0000dd41 0x0040dd41 6   7    .text   ascii   j^jHjT
1213 0x0000ddc5 0x0040ddc5 4   5    .text   ascii   D$L3
1214 0x0000dde2 0x0040dde2 4   5    .text   ascii   L$Hj
1215 0x0000de38 0x0040de38 4   9    .text   utf16le @jjj
1216 0x0000de7d 0x0040de7d 5   11   .text   utf16le @jjjj
1217 0x0000dec0 0x0040dec0 5   7    .text   utf8    ̈A\rh` blocks=Combining Diacritical Marks,Basic Latin
1218 0x0000df6d 0x0040df6d 4   6    .text   utf8    PY#͋ blocks=Basic Latin,Combining Diacritical Marks
1219 0x0000dfde 0x0040dfde 6   7    .text   ascii   HVj+j&
1220 0x0000e028 0x0040e028 4   9    .text   utf16le jjjj
1221 0x0000e1a5 0x0040e1a5 4   5    .text   ascii   D$4j
1222 0x0000e28c 0x0040e28c 4   6    .text   utf8    KX\fP
1223 0x0000e294 0x0040e294 6   8    .text   utf8    L$D#ΈA blocks=Basic Latin,Greek and Coptic
1224 0x0000e367 0x0040e367 5   11   .text   utf16le jjjjj
1225 0x0000e38e 0x0040e38e 5   6    .text   ascii   jQjyj
1226 0x0000e41a 0x0040e41a 4   5    .text   ascii   t$H#
1227 0x0000e510 0x0040e510 4   6    .text   utf8    ۏLy+ blocks=Arabic,Basic Latin
1228 0x0000e562 0x0040e562 5   11   .text   utf16le jjjjj
1229 0x0000e5a5 0x0040e5a5 4   5    .text   ascii   L$8X
1230 0x0000e5d6 0x0040e5d6 4   5    .text   ascii   \$$#
1231 0x0000e5db 0x0040e5db 4   6    .text   utf8    \vŉ|$ blocks=Basic Latin,Latin Extended-A
1232 0x0000e615 0x0040e615 6   9    .text   utf8    ӉD$TËM blocks=Cyrillic,Basic Latin,Latin-1 Supplement
1233 0x0000e660 0x0040e660 4   5    .text   ascii   L$P#
1234 0x0000e692 0x0040e692 4   5    .text   ascii   L$$d
1235 0x0000e6a3 0x0040e6a3 5   11   .text   utf16le @jjjh
1236 0x0000e6de 0x0040e6de 4   5    .text   ascii   |$`U
1237 0x0000e733 0x0040e733 4   9    .text   utf16le jjjh
1238 0x0000e73c 0x0040e73c 4   9    .text   utf16le @jjh
1239 0x0000e815 0x0040e815 4   6    .text   utf8    #ˋE\b blocks=Basic Latin,Spacing Modifier Letters
1240 0x0000e838 0x0040e838 6   7    .text   ascii   wt\mNK
1241 0x0000e84c 0x0040e84c 11  12   .text   ascii   wt\m\tJ.3868
1242 0x0000e860 0x0040e860 6   7    .text   ascii   \tJ.380
1243 0x0000e878 0x0040e878 4   5    .text   ascii   1804
1244 0x0000e898 0x0040e898 4   5    .text   ascii   1804
1245 0x0000e8a0 0x0040e8a0 6   7    .text   ascii   \tJ.3Fl
1246 0x0000e8c4 0x0040e8c4 4   5    .text   ascii   XWk$
1247 0x0000e8cc 0x0040e8cc 7   8    .text   ascii   \tJ.3882
1248 0x0000e8d4 0x0040e8d4 4   5    .text   ascii   \tJ.3
1249 0x0000e8e0 0x0040e8e0 6   7    .text   ascii   \tJ.3NK
1250 0x0000e8ef 0x0040e8ef 4   5    .text   ascii   \acE^
1251 0x0000e8fc 0x0040e8fc 4   5    .text   ascii   1804
1252 0x0000e904 0x0040e904 4   5    .text   ascii   1804
1253 0x0000e914 0x0040e914 10  11   .text   ascii   \tJ.3wt\m34
1254 0x0000e924 0x0040e924 12  13   .text   ascii   \tJ.3\tJ.31804
1255 0x0000e938 0x0040e938 4   5    .text   ascii   1804
1256 0x0000e95c 0x0040e95c 4   5    .text   ascii   1804
1257 0x0000e964 0x0040e964 7   8    .text   ascii   \tJ.3868
1258 0x0000e978 0x0040e978 11  12   .text   ascii   \tJ.3wt\m834
1259 0x0000e988 0x0040e988 8   9    .text   ascii   \tJ.31804
1260 0x0000e998 0x0040e998 7   8    .text   ascii   \tJ.3868
1261 0x0000e9a8 0x0040e9a8 6   7    .text   ascii   wt\m34
1262 0x0000e9b0 0x0040e9b0 6   7    .text   ascii   wt\m31
1263 0x0000e9b8 0x0040e9b8 4   5    .text   ascii   1804
1264 0x0000e9c0 0x0040e9c0 4   5    .text   ascii   1804
1265 0x0000e9c8 0x0040e9c8 10  11   .text   ascii   wt\mwt\mNK
1266 0x0000e9d8 0x0040e9d8 7   8    .text   ascii   Cm]\v868
1267 0x0000e9f4 0x0040e9f4 4   5    .text   ascii   A:3X
1268 0x0000e9fc 0x0040e9fc 7   8    .text   ascii   wt\mcE^
1269 0x0000ea08 0x0040ea08 7   8    .text   ascii   \tJ.3cE^
1270 0x0000ea28 0x0040ea28 4   5    .text   ascii   1804
1271 0x0000ea31 0x0040ea31 6   7    .text   ascii   \t_U046
1272 0x0000ea3c 0x0040ea3c 4   5    .text   ascii   1804
1273 0x0000ea44 0x0040ea44 6   7    .text   ascii   \tJ.331
1274 0x0000ea4c 0x0040ea4c 7   8    .text   ascii   \tJ.3cE^
1275 0x0000ea58 0x0040ea58 6   7    .text   ascii   \tJ.331
1276 0x0000ea6b 0x0040ea6b 9   10   .text   ascii   \a\tJ.31804
1277 0x0000ea78 0x0040ea78 6   7    .text   ascii   wt\mNK
1278 0x0000ea93 0x0040ea93 4   5    .text   ascii   \acE^
1279 0x0000eaa0 0x0040eaa0 9   10   .text   ascii   wt\mwt\mf
1280 0x0000eab2 0x0040eab2 4   5    .text   ascii   \f<31
1281 0x0000eab8 0x0040eab8 4   5    .text   ascii   1804
1282 0x0000eac8 0x0040eac8 7   8    .text   ascii   Cm]\v`nA
1283 0x0000ead9 0x0040ead9 5   6    .text   ascii   IqqIq
1284 0x0000eaf1 0x0040eaf1 6   7    .text   ascii   IqssIq
1285 0x0000eaf9 0x0040eaf9 6   7    .text   ascii   Iq1Iq!
1286 0x0000eb04 0x0040eb04 4   5    .text   ascii   1Iqi
1287 0x0000eb10 0x0040eb10 5   6    .text   ascii   IqqIq
1288 0x0000eb1f 0x0040eb1f 6   7    .text   ascii   Iqo}Iq
1289 0x0000eb26 0x0040eb26 7   8    .text   ascii   Iqe|Iq=
1290 0x0000eb33 0x0040eb33 5   6    .text   ascii   Iq=Iq
1291 0x0000eb40 0x0040eb40 7   8    .text   ascii   Iq!'$Iq
1292 0x0000eb52 0x0040eb52 10  11   .text   ascii   Iq##Iq$Iq%
1293 0x0000eb8f 0x0040eb8f 4   5    .text   ascii   qIq{
1294 0x0000eb9d 0x0040eb9d 5   6    .text   ascii   Iq}Iq
1295 0x0000ebb6 0x0040ebb6 5   6    .text   ascii   Iq|Iq
1296 0x0000ebf7 0x0040ebf7 5   6    .text   ascii   Iq{Iq
1297 0x0000ec3b 0x0040ec3b 10  11   .text   ascii   %&Iq)Iq%Iq
1298 0x0000ec72 0x0040ec72 5   6    .text   ascii   Iq%Iq
1299 0x0000ec7d 0x0040ec7d 4   5    .text   ascii   SIqe
1300 0x0000ec82 0x0040ec82 5   6    .text   ascii   Iq"Iq
1301 0x0000ec8d 0x0040ec8d 8   12   .text   utf8    Iq瀙IqުIq blocks=Basic Latin,CJK Unified Ideographs,Thaana
1302 0x0000eca3 0x0040eca3 8   9    .text   ascii   Iq|IqzIq
1303 0x0000ecbc 0x0040ecbc 5   6    .text   ascii   Iq{Iq
1304 0x0000eccd 0x0040eccd 9   10   .text   ascii   Iq"Iq@Iqb
1305 0x0000ece1 0x0040ece1 6   7    .text   ascii   \fIq9Iq
1306 0x0000ecfa 0x0040ecfa 5   6    .text   ascii   IqVIq
1307 0x0000ed07 0x0040ed07 4   5    .text   ascii   4Iq5
1308 0x0000ed18 0x0040ed18 8   9    .text   ascii   Iqe8zIq&
1309 0x0000ed26 0x0040ed26 5   6    .text   ascii   IqMIq
1310 0x0000ed2e 0x0040ed2e 6   7    .text   ascii   Iq\b)Iq
1311 0x0000ed39 0x0040ed39 5   6    .text   ascii   Iq.Iq
1312 0x0000ed5e 0x0040ed5e 4   5    .text   ascii   1IqZ
1313 0x0000ed73 0x0040ed73 9   10   .text   ascii   IqSKIqPIq
1314 0x0000ed7f 0x0040ed7f 5   6    .text   ascii   IqLIq
1315 0x0000ed85 0x0040ed85 4   5    .text   ascii   FIIq
1316 0x0000ed93 0x0040ed93 6   7    .text   ascii   Iqh]Iq
1317 0x0000ed9a 0x0040ed9a 4   5    .text   ascii   Iqwu
1318 0x0000ed9f 0x0040ed9f 10  11   .text   ascii   IqOJIq%CIq
1319 0x0000edac 0x0040edac 4   5    .text   ascii   Iq}?
1320 0x0000edb1 0x0040edb1 4   5    .text   ascii   Iqd=
1321 0x0000edb6 0x0040edb6 5   6    .text   ascii   Iq2Iq
1322 0x0000edbd 0x0040edbd 5   6    .text   ascii   IqVIq
1323 0x0000edc3 0x0040edc3 7   8    .text   ascii   eIqeIqY
1324 0x0000ede3 0x0040ede3 14  15   .text   ascii   \rIq,Iq\nIqVwBIq
1325 0x0000edf8 0x0040edf8 5   6    .text   ascii   Iq'Iq
1326 0x0000edfe 0x0040edfe 7   8    .text   ascii   Iq=DIqZ
1327 0x0000ee07 0x0040ee07 6   7    .text   ascii   IqQeIq
1328 0x0000ee0f 0x0040ee0f 4   5    .text   ascii   \fIqD
1329 0x0000ee14 0x0040ee14 5   6    .text   ascii   IqRIq
1330 0x0000ee21 0x0040ee21 5   6    .text   ascii   IqRIq
1331 0x0000ee2c 0x0040ee2c 4   5    .text   ascii   fnIq
1332 0x0000ee32 0x0040ee32 6   7    .text   ascii   IqbIq_
1333 0x0000ee3d 0x0040ee3d 4   5    .text   ascii   A\aIq
1334 0x0000ee42 0x0040ee42 7   8    .text   ascii   Iq\tA/Iq
1335 0x0000ee50 0x0040ee50 4   5    .text   ascii   IqDJ
1336 0x0000ee55 0x0040ee55 5   7    .text   utf8    Iq݇Iq blocks=Basic Latin,Syriac
1337 0x0000ee5c 0x0040ee5c 4   5    .text   ascii   0Iq<
1338 0x0000ee65 0x0040ee65 5   6    .text   ascii   Iq\fIq
1339 0x0000ee6f 0x0040ee6f 5   6    .text   ascii   IqGIq
1340 0x0000ee77 0x0040ee77 5   6    .text   ascii   IqTIq
1341 0x0000ee89 0x0040ee89 5   6    .text   ascii   IqWIq
1342 0x0000ee90 0x0040ee90 5   6    .text   ascii   Iq_Iq
1343 0x0000ee9c 0x0040ee9c 6   8    .text   utf8    zIqشIq blocks=Basic Latin,Arabic
1344 0x0000eec2 0x0040eec2 4   5    .text   ascii   Iq K
1345 0x0000eeca 0x0040eeca 4   5    .text   ascii   Iqnm
1346 0x0000eed7 0x0040eed7 4   5    .text   ascii   IqKN
1347 0x0000eef2 0x0040eef2 5   6    .text   ascii   Iq[Iq
1348 0x0000eef9 0x0040eef9 7   8    .text   ascii   \rIqYZIq
1349 0x0000ef01 0x0040ef01 5   6    .text   ascii   IqpIq
1350 0x0000ef10 0x0040ef10 6   7    .text   ascii   Iq<`Iq
1351 0x0000ef19 0x0040ef19 9   10   .text   ascii   IqS1IqVIq
1352 0x0000ef25 0x0040ef25 8   9    .text   ascii   IqJIqiIq
1353 0x0000ef37 0x0040ef37 6   7    .text   ascii   "IqNIq
1354 0x0000ef3e 0x0040ef3e 6   7    .text   ascii   IqcIq{
1355 0x0000ef4c 0x0040ef4c 4   5    .text   ascii   gIqp
1356 0x0000ef52 0x0040ef52 9   10   .text   ascii   Iq\bIqP\bIq
1357 0x0000ef68 0x0040ef68 11  13   .text   utf8    Iq܋wIq*;Iq0 blocks=Basic Latin,Syriac
1358 0x0000ef80 0x0040ef80 4   5    .text   ascii   mIq)
1359 0x0000ef89 0x0040ef89 4   5    .text   ascii   3@Iq
1360 0x0000ef99 0x0040ef99 5   6    .text   ascii   WIq)\r
1361 0x0000efa2 0x0040efa2 6   7    .text   ascii   3Iq\bIq
1362 0x0000efaa 0x0040efaa 5   6    .text   ascii   Iq,Iq
1363 0x0000efb0 0x0040efb0 5   6    .text   ascii   Iq`Iq
1364 0x0000efc2 0x0040efc2 4   5    .text   ascii   Iq&[
1365 0x0000efcf 0x0040efcf 4   5    .text   ascii   \tIqd
1366 0x0000eff0 0x0040eff0 8   9    .text   ascii   Iq.Iq?Iq
1367 0x0000effe 0x0040effe 5   6    .text   ascii   Iq1Iq
1368 0x0000f007 0x0040f007 10  11   .text   ascii   \fIq\bIq?9Iq
1369 0x0000f01e 0x0040f01e 8   9    .text   ascii   IqgIq"Iq
1370 0x0000f02f 0x0040f02f 4   5    .text   ascii   Iq=+
1371 0x0000f039 0x0040f039 10  11   .text   ascii   Iq`!IqJIqn
1372 0x0000f04d 0x0040f04d 10  11   .text   ascii   wIqxIqKZIq
1373 0x0000f05a 0x0040f05a 5   6    .text   ascii   Iq@Iq
1374 0x0000f06e 0x0040f06e 5   6    .text   ascii   IqnIq
1375 0x0000f075 0x0040f075 4   5    .text   ascii   QIq2
1376 0x0000f07e 0x0040f07e 9   11   .text   utf8    IqZIq\v̖Iq blocks=Basic Latin,Combining Diacritical Marks
1377 0x0000f08a 0x0040f08a 6   7    .text   ascii   Iq.Iq2
1378 0x0000f092 0x0040f092 6   7    .text   ascii   Iq"aIq
1379 0x0000f0b0 0x0040f0b0 6   7    .text   ascii   IqBIq#
1380 0x0000f0bc 0x0040f0bc 5   6    .text   ascii   IqqIq
1381 0x0000f0c2 0x0040f0c2 4   5    .text   ascii   0]Iq
1382 0x0000f0c7 0x0040f0c7 5   6    .text   ascii   Iq\eIq
1383 0x0000f0d7 0x0040f0d7 4   5    .text   ascii   Z-Iq
1384 0x0000f0dc 0x0040f0dc 4   6    .text   utf8    ȓIqP blocks=Latin Extended-B,Basic Latin
1385 0x0000f0e2 0x0040f0e2 9   11   .text   utf8    Iq2ڣIqbIq blocks=Basic Latin,Arabic
1386 0x0000f0ed 0x0040f0ed 4   5    .text   ascii   pGIq
1387 0x0000f0f9 0x0040f0f9 5   6    .text   ascii   IqIIq
1388 0x0000f109 0x0040f109 12  14   .text   utf8    Iq$Iq9IqݫQIq blocks=Basic Latin,Arabic Supplement
1389 0x0000f11d 0x0040f11d 4   5    .text   ascii   IqB4
1390 0x0000f127 0x0040f127 5   6    .text   ascii   IqqIq
1391 0x0000f12d 0x0040f12d 5   6    .text   ascii   Iq.Iq
1392 0x0000f133 0x0040f133 4   5    .text   ascii   )@Iq
1393 0x0000f150 0x0040f150 9   10   .text   ascii   Iq>#Iq)Iq
1394 0x0000f169 0x0040f169 7   8    .text   ascii   Iq2Iq^%
1395 0x0000f17d 0x0040f17d 9   10   .text   ascii   Iqq\fIq&Iq
1396 0x0000f196 0x0040f196 7   8    .text   ascii   Iq~3Iq\r
1397 0x0000f19f 0x0040f19f 7   9    .text   utf8    IqoԦIq/ blocks=Basic Latin,Cyrillic Supplement
1398 0x0000f1b9 0x0040f1b9 11  13   .text   utf8    Iq)IqȳIqzIq blocks=Basic Latin,Latin Extended-B
1399 0x0000f1f4 0x0040f1f4 5   6    .text   ascii   IqxIq
1400 0x0000f21e 0x0040f21e 7   8    .text   ascii   IqvIqx]
1401 0x0000f229 0x0040f229 4   5    .text   ascii   tIqw
1402 0x0000f233 0x0040f233 4   5    .text   ascii   IqD_
1403 0x0000f244 0x0040f244 6   7    .text   ascii   IqRIqz
1404 0x0000f253 0x0040f253 5   6    .text   ascii   Iq0Iq
1405 0x0000f25e 0x0040f25e 5   6    .text   ascii   IqwIq
1406 0x0000f266 0x0040f266 4   5    .text   ascii   Iq\v\f
1407 0x0000f26b 0x0040f26b 5   6    .text   ascii   Iq~Iq
1408 0x0000f27d 0x0040f27d 4   5    .text   ascii   2yIq
1409 0x0000f29b 0x0040f29b 5   6    .text   ascii   Iq}Iq
1410 0x0000f2b3 0x0040f2b3 8   9    .text   ascii   ssIqsPIq
1411 0x0000f2c6 0x0040f2c6 5   6    .text   ascii   Iq_Iq
1412 0x0000f2e3 0x0040f2e3 7   8    .text   ascii   )IqWtIq
1413 0x0000f309 0x0040f309 5   6    .text   ascii   IqJIq
1414 0x0000f31a 0x0040f31a 5   6    .text   ascii   Iq Iq
1415 0x0000f320 0x0040f320 6   7    .text   ascii   Iq:BIq
1416 0x0000f332 0x0040f332 5   6    .text   ascii   IIq"{
1417 0x0000f342 0x0040f342 11  12   .text   ascii   IqzIq:BIq&9
1418 0x0000f35b 0x0040f35b 5   6    .text   ascii   Iq{Iq
1419 0x0000f381 0x0040f381 8   10   .text   utf8    IqΟIq~Iq blocks=Basic Latin,Greek and Coptic
1420 0x0000f39b 0x0040f39b 6   9    .text   utf8    Iq矧Iqq blocks=Basic Latin,CJK Unified Ideographs
