[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
353  0x00006c3c 0x0040863c 4   5    .data   ascii   Yr|R
354  0x00006ca0 0x004086a0 4   5    .data   ascii   Yr|R
355  0x00006d1c 0x0040871c 5   7    .data   utf8    ֪rJWj blocks=Hebrew,Basic Latin
356  0x00006d6a 0x0040876a 5   6    .data   ascii   \fm-!!
357  0x00006d80 0x00408780 5   7    .data   utf8    ֪rJWj blocks=Hebrew,Basic Latin
358  0x00006d9c 0x0040879c 4   5    .data   ascii   Yr|R
359  0x00006db8 0x004087b8 4   5    .data   ascii   Yr|R
360  0x00006fce 0x004089ce 4   5    .data   ascii   rjWj
361  0x00006fea 0x004089ea 4   5    .data   ascii   rjWj
362  0x00007002 0x00408a02 4   5    .data   ascii   rjWj
363  0x0000703e 0x00408a3e 4   5    .data   ascii   rY:\r
364  0x00007046 0x00408a46 4   5    .data   ascii   r\:5
365  0x00007052 0x00408a52 4   5    .data   ascii   r\:9
366  0x000070d8 0x00408ad8 4   6    .data   utf8    ҪrQ$ blocks=Cyrillic,Basic Latin
367  0x00007151 0x00408b51 5   8    .data   utf8    !)mǹÖ blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement
368  0x0000716a 0x00408b6a 4   7    .data   utf8    Ǩ֪|R blocks=Latin Extended-B,Hebrew,Basic Latin
369  0x000071fc 0x00408bfc 6   11   .data   utf8    _놮ӥ~9Ҫ blocks=Basic Latin,Hangul Syllables,Cyrillic
370  0x0000725a 0x00408c5a 6   7    .data   ascii   rPY`8r
371  0x00007269 0x00408c69 4   5    .data   ascii   zypR
372  0x00007289 0x00408c89 4   5    .data   ascii   ]\eS8
373  0x000072f8 0x00408cf8 5   6    .data   ascii   Ydzj-
374  0x0000733c 0x00408d3c 6   7    .data   ascii   YdrBQH
375  0x00007353 0x00408d53 5   9    .data   utf8    mǩVґ! blocks=Basic Latin,Latin Extended-B,Cyrillic
376  0x0000737d 0x00408d7d 4   5    .data   ascii   U9S=
377  0x00007418 0x00408e18 4   5    .data   ascii   dzzp
378  0x00007499 0x00408e99 4   5    .data   ascii   !8S0
379  0x0000751c 0x00408f1c 4   5    .data   ascii   Yh8p
380  0x0000752f 0x00408f2f 4   6    .data   utf8    yץOB blocks=Basic Latin,Hebrew
381  0x0000758a 0x00408f8a 4   5    .data   ascii   *xQS
382  0x000075f2 0x00408ff2 4   5    .data   ascii   :^$k
383  0x000075fd 0x00408ffd 4   5    .data   ascii   ?9S;
384  0x00007630 0x00409030 5   7    .data   utf8    Ҫ:^QP blocks=Cyrillic,Basic Latin
385  0x00007657 0x00409057 5   7    .data   utf8    \eҙ9Qj blocks=Basic Latin,Cyrillic
386  0x0000769c 0x0040909c 7   11   .data   utf8    Ҫzkեv\eҪ blocks=Cyrillic,Basic Latin,Armenian
387  0x000076d2 0x004090d2 4   5    .data   ascii   rX:q
388  0x00007715 0x00409115 5   6    .data   ascii   BWi-U
389  0x00007779 0x00409179 4   6    .data   utf8    !0zҫ blocks=Basic Latin,Cyrillic
390  0x0000778a 0x0040918a 4   5    .data   ascii   r[:5
391  0x000077b7 0x004091b7 4   5    .data   ascii   mSQy
392  0x00007810 0x00409210 4   5    .data   ascii   Y{rS
393  0x0000786d 0x0040926d 4   5    .data   ascii   jCm-
394  0x000078a2 0x004092a2 4   5    .data   ascii   1zzU
395  0x00007925 0x00409325 5   6    .data   ascii   @zZ-i
396  0x000079d3 0x004093d3 4   6    .data   utf8    \eљ9y blocks=Basic Latin,Cyrillic
397  0x00007a32 0x00409432 5   7    .data   utf8    ֝dzzp blocks=Hebrew,Basic Latin
398  0x00007ac8 0x004094c8 4   5    .data   ascii   9I5^
399  0x00007aed 0x004094ed 5   6    .data   ascii   @zZ-i
400  0x00007b9b 0x0040959b 4   6    .data   utf8    \eљ9y blocks=Basic Latin,Cyrillic
401  0x00007ca1 0x004096a1 7   8    .data   ascii   B\ad-U|R
402  0x00007cf7 0x004096f7 5   6    .data   ascii   j-U|R
403  0x00007d83 0x00409783 5   6    .data   ascii   f-U|R
404  0x00007da4 0x004097a4 7   11   .data   utf8    Ҫzkڥ}TҪ blocks=Cyrillic,Basic Latin,Arabic
405  0x00007dc2 0x004097c2 4   6    .data   utf8    zkޥw blocks=Basic Latin,Thaana
406  0x00007e2d 0x0040982d 7   8    .data   ascii   B{d-U|R
407  0x00007e55 0x00409855 5   6    .data   ascii   !5zBQ
408  0x00007e96 0x00409896 4   5    .data   ascii   rE:a
409  0x00007e9b 0x0040989b 4   5    .data   ascii   m-/9
410  0x00007ef4 0x004098f4 4   5    .data   ascii   9a5^
411  0x00007f24 0x00409924 4   7    .data   utf8    Ҫ:*Ӫ blocks=Cyrillic,Basic Latin
412  0x00007f50 0x00409950 4   7    .data   utf8    Ҫ:*ڪ blocks=Cyrillic,Basic Latin,Arabic
413  0x00007fcf 0x004099cf 6   7    .data   ascii   k-Uzj-
414  0x0000803a 0x00409a3a 4   5    .data   ascii   -zjT
415  0x00008046 0x00409a46 4   5    .data   ascii   yz~T
416  0x00008054 0x00409a54 4   6    .data   utf8    QSٝQ blocks=Basic Latin,Arabic
417  0x0000805f 0x00409a5f 7   8    .data   ascii   D:9\am- 
418  0x0000806c 0x00409a6c 5   6    .data   ascii   :-\am-
419  0x00008087 0x00409a87 4   5    .data   ascii   l-Us
420  0x000080cc 0x00409acc 5   7    .data   utf8    RSԝV! blocks=Basic Latin,Cyrillic Supplement
421  0x000080d7 0x00409ad7 4   5    .data   ascii   l-Us
422  0x00008152 0x00409b52 4   5    .data   ascii   &zrW
423  0x00008172 0x00409b72 4   5    .data   ascii   yzRW
424  0x000081b3 0x00409bb3 4   5    .data   ascii   mSSy
425  0x000081e9 0x00409be9 4   6    .data   utf8    j:*ª blocks=Basic Latin,Latin-1 Supplement
426  0x000081ff 0x00409bff 5   6    .data   ascii   h!i5^
427  0x0000821e 0x00409c1e 4   5    .data   ascii   rbYp
428  0x000082df 0x00409cdf 4   6    .data   utf8    \eę9y blocks=Basic Latin,Latin Extended-A
429  0x0000834e 0x00409d4e 5   7    .data   utf8    ֝dzzp blocks=Hebrew,Basic Latin
430  0x000083e4 0x00409de4 4   5    .data   ascii   9I5^
431  0x00008445 0x00409e45 4   5    .data   ascii   !8S0
432  0x00008507 0x00409f07 4   6    .data   utf8    ۱[rH blocks=Arabic,Basic Latin
433  0x0000851a 0x00409f1a 4   5    .data   ascii   rb%q
434  0x000085a3 0x00409fa3 4   6    .data   utf8    ʛ!5m blocks=IPA Extensions,Basic Latin
435  0x000086c2 0x0040a0c2 5   7    .data   utf8    ݲYr|R blocks=Arabic Supplement,Basic Latin
436  0x000086ce 0x0040a0ce 4   5    .data   ascii   rD:A
437  0x0000874a 0x0040a14a 4   5    .data   ascii   rY:m
438  0x0000877e 0x0040a17e 4   5    .data   ascii   7,-U
439  0x00008862 0x0040a262 8   9    .data   ascii   r]:!\am-#
440  0x000088ae 0x0040a2ae 4   5    .data   ascii   Bm-U
441  0x00008935 0x0040a335 4   6    .data   utf8    !3*Ӫ blocks=Basic Latin,Cyrillic
442  0x00008999 0x0040a399 4   5    .data   ascii   U6zN
443  0x00008a35 0x0040a435 4   5    .data   ascii   !7z2
444  0x00008a3c 0x0040a43c 4   5    .data   ascii   Yr|R
445  0x00008a5e 0x0040a45e 4   5    .data   ascii   rW:A
446  0x00008ae7 0x0040a4e7 4   7    .data   utf8    S顅aY blocks=Basic Latin,CJK Unified Ideographs
447  0x00008b94 0x0040a594 5   7    .data   utf8    ҪrbWj blocks=Cyrillic,Basic Latin
448  0x00008bc0 0x0040a5c0 4   6    .data   utf8    ҪrT9 blocks=Cyrillic,Basic Latin
449  0x00008c10 0x0040a610 5   6    .data   ascii   Yhzj-
450  0x00008cba 0x0040a6ba 4   5    .data   ascii   lSQH
451  0x00008d68 0x0040a768 5   7    .data   utf8    YsxlҨ blocks=Basic Latin,Cyrillic
452  0x00008df0 0x0040a7f0 6   7    .data   ascii   Ycxs-U
453  0x00008eaa 0x0040a8aa 5   7    .data   utf8    rB:aޒ blocks=Basic Latin,Thaana
454  0x00008ef9 0x0040a8f9 4   6    .data   utf8    !\tzƩ blocks=Basic Latin,Latin Extended-B
455  0x00008f19 0x0040a919 6   8    .data   utf8    crE:mܒ blocks=Basic Latin,Syriac
456  0x00008f35 0x0040a935 4   5    .data   ascii   crE:
457  0x00008f60 0x0040a960 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
458  0x00008f6d 0x0040a96d 4   5    .data   ascii   ]rD9
459  0x00008f99 0x0040a999 7   10   .data   utf8    BǂҪrJWj blocks=Basic Latin,Latin Extended-B,Cyrillic
460  0x00008fd0 0x0040a9d0 5   6    .data   ascii   YmrE:
461  0x00009027 0x0040aa27 4   5    .data   ascii   m-iC
462  0x0000906a 0x0040aa6a 8   9    .data   ascii   )e\b+\em-U
463  0x0000908e 0x0040aa8e 4   5    .data   ascii   r`:I
464  0x00009096 0x0040aa96 5   6    .data   ascii   rYYRA
465  0x0000909e 0x0040aa9e 4   5    .data   ascii   ke=!
466  0x000090e9 0x0040aae9 4   5    .data   ascii   !2zb
467  0x000091ac 0x0040abac 5   7    .data   utf8    ҪrzWj blocks=Cyrillic,Basic Latin
468  0x00009211 0x0040ac11 4   5    .data   ascii   f5^Q
469  0x00009275 0x0040ac75 4   5    .data   ascii   i5^Q
470  0x0000927c 0x0040ac7c 4   6    .data   utf8    љ9QY blocks=Cyrillic,Basic Latin
471  0x0000929f 0x0040ac9f 5   6    .data   ascii   k!i5^
472  0x000092d0 0x0040acd0 5   7    .data   utf8    QSǝU* blocks=Basic Latin,Latin Extended-B
473  0x00009329 0x0040ad29 5   8    .data   utf8    B˛Ҫ|R blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
474  0x00009379 0x0040ad79 4   5    .data   ascii   f5^Q
475  0x000093a9 0x0040ada9 4   6    .data   utf8    :8rΡ blocks=Basic Latin,Greek and Coptic
476  0x000093b7 0x0040adb7 5   6    .data   ascii   `!i5^
477  0x00009420 0x0040ae20 5   7    .data   utf8    ҪrjWj blocks=Cyrillic,Basic Latin
478  0x00009481 0x0040ae81 4   5    .data   ascii   jrJ:
479  0x0000948e 0x0040ae8e 5   7    .data   utf8    rY:}Ԓ blocks=Basic Latin,Cyrillic Supplement
480  0x000094c2 0x0040aec2 5   7    .data   utf8    rY:YԒ blocks=Basic Latin,Cyrillic Supplement
481  0x000095c9 0x0040afc9 9   10   .data   ascii   B\ad-UrJWj
482  0x000095e4 0x0040afe4 4   5    .data   ascii   Yr|R
483  0x000095f8 0x0040aff8 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
484  0x00009655 0x0040b055 4   5    .data   ascii   !,z2
485  0x0000965c 0x0040b05c 4   5    .data   ascii   Yr|R
486  0x00009674 0x0040b074 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
487  0x00009696 0x0040b096 4   6    .data   utf8    ru[ߖ blocks=Basic Latin,NKo
488  0x000096a4 0x0040b0a4 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
489  0x000096e7 0x0040b0e7 7   8    .data   ascii   f-UrJWj
490  0x000096fe 0x0040b0fe 4   5    .data   ascii   \vm-)
491  0x000097ec 0x0040b1ec 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
492  0x00009868 0x0040b268 4   5    .data   ascii   Yr|R
493  0x0000989f 0x0040b29f 7   8    .data   ascii   a-UrJWj
494  0x000098f0 0x0040b2f0 6   7    .data   ascii   -UrJWj
495  0x0000990e 0x0040b30e 4   5    .data   ascii   Am-U
496  0x00009927 0x0040b327 4   5    .data   ascii   l-Uz
497  0x000099d3 0x0040b3d3 4   6    .data   utf8    ̏i5^ blocks=Combining Diacritical Marks,Basic Latin
498  0x000099fa 0x0040b3fa 9   10   .data   ascii   rH:a\vm-/9
499  0x00009a1a 0x0040b41a 4   5    .data   ascii   rJWj
500  0x00009a49 0x0040b449 6   8    .data   utf8    )=ҍi5^ blocks=Basic Latin,Cyrillic
501  0x00009ad9 0x0040b4d9 4   5    .data   ascii   !:z\n
502  0x00009b49 0x0040b549 4   5    .data   ascii   U?zJ
503  0x00009b50 0x0040b550 4   5    .data   ascii   Yr|R
504  0x00009b87 0x0040b587 4   6    .data   utf8    ӌi5^ blocks=Cyrillic,Basic Latin
505  0x00009c0d 0x0040b60d 4   5    .data   ascii   U?S:
506  0x00009c89 0x0040b689 4   5    .data   ascii   !2z.
507  0x00009d3e 0x0040b73e 4   5    .data   ascii   ke='
508  0x00009d71 0x0040b771 5   7    .data   utf8    y\eڱap blocks=Basic Latin,Arabic
509  0x00009de9 0x0040b7e9 5   7    .data   utf8    Bzsӡ? blocks=Basic Latin,Cyrillic
510  0x00009df5 0x0040b7f5 5   6    .data   ascii   Vrc-`
511  0x00009e48 0x0040b848 4   6    .data   utf8    QF١\t blocks=Basic Latin,Arabic
512  0x00009e5b 0x0040b85b 4   5    .data   ascii   m-/9
513  0x00009e96 0x0040b896 4   5    .data   ascii   zZ-i
514  0x00009fb5 0x0040b9b5 4   5    .data   ascii   !7zv
515  0x0000a09d 0x0040ba9d 4   5    .data   ascii   !6zn
516  0x0000a125 0x0040bb25 5   6    .data   ascii   !6z*N
517  0x0000a159 0x0040bb59 6   8    .data   utf8    )=ҍi5^ blocks=Basic Latin,Cyrillic
518  0x0000a1d6 0x0040bbd6 4   5    .data   ascii   \am-U
519  0x0000a238 0x0040bc38 4   5    .data   ascii    Y:^
520  0x0000a25f 0x0040bc5f 5   6    .data   ascii   z-U|R
521  0x0000a26e 0x0040bc6e 6   8    .data   utf8    ke<'ńY blocks=Basic Latin,Latin Extended-A
522  0x0000a28a 0x0040bc8a 9   10   .data   ascii   rY:Q\am-/9
523  0x0000a2a5 0x0040bca5 4   5    .data   ascii   !2z"
524  0x0000a2df 0x0040bcdf 9   10   .data   ascii   EYz*xYd*r
525  0x0000a399 0x0040bd99 5   6    .data   ascii   ZBl-U
526  0x0000a3ce 0x0040bdce 8   9    .data   ascii   zQ*BOe-U
527  0x0000a41e 0x0040be1e 4   5    .data   ascii   rF:Y
528  0x0000a457 0x0040be57 5   6    .data   ascii   mYr|R
529  0x0000a494 0x0040be94 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
530  0x0000a4a7 0x0040bea7 4   5    .data   ascii   m-!!
531  0x0000a4c3 0x0040bec3 7   8    .data   ascii   |-UrJWj
532  0x0000a4e7 0x0040bee7 4   5    .data   ascii   m-/9
533  0x0000a517 0x0040bf17 5   6    .data   ascii   mYr|R
534  0x0000a527 0x0040bf27 5   6    .data   ascii   u-U|R
535  0x0000a53f 0x0040bf3f 5   6    .data   ascii   q-U|R
536  0x0000a5af 0x0040bfaf 5   6    .data   ascii   t-U|R
537  0x0000a6be 0x0040c0be 4   5    .data   ascii   r\:e
538  0x0000a6c3 0x0040c0c3 4   5    .data   ascii   m-!!
539  0x0000a6f1 0x0040c0f1 9   10   .data   ascii   Bgq-UrJWj
540  0x0000a72f 0x0040c12f 7   8    .data   ascii   w-UrJWj
541  0x0000a748 0x0040c148 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
542  0x0000a780 0x0040c180 4   5    .data   ascii   Yr|R
543  0x0000a798 0x0040c198 7   8    .data   ascii   :-'m-!!
544  0x0000a7b3 0x0040c1b3 4   5    .data   ascii   m-!!
545  0x0000a7e7 0x0040c1e7 7   8    .data   ascii   L-UrJWj
546  0x0000a81f 0x0040c21f 5   6    .data   ascii   mYr|R
547  0x0000a837 0x0040c237 5   6    .data   ascii   mYr|R
548  0x0000a853 0x0040c253 5   6    .data   ascii   mYr|R
549  0x0000a86e 0x0040c26e 5   6    .data   ascii   $m-!!
550  0x0000a885 0x0040c285 9   10   .data   ascii   BCq-UrJWj
551  0x0000a8a3 0x0040c2a3 4   5    .data   ascii   m-!!
552  0x0000a8bf 0x0040c2bf 5   6    .data   ascii   mYr|R
553  0x0000a8e8 0x0040c2e8 10  11   .data   ascii   RB[f-UrJWj
554  0x0000a927 0x0040c327 5   6    .data   ascii   mYr|R
555  0x0000a93e 0x0040c33e 4   5    .data   ascii   azrH
556  0x0000a943 0x0040c343 5   6    .data   ascii   mYr|R
557  0x0000a95a 0x0040c35a 4   5    .data   ascii   yzVH
558  0x0000a95f 0x0040c35f 5   6    .data   ascii   mYr|R
559  0x0000a9b3 0x0040c3b3 7   8    .data   ascii   j-UrJWj
560  0x0000a9cf 0x0040c3cf 7   8    .data   ascii   p-UrJWj
561  0x0000a9eb 0x0040c3eb 7   8    .data   ascii   `-UrJWj
562  0x0000aa27 0x0040c427 5   6    .data   ascii   mYr|R
563  0x0000aa3e 0x0040c43e 4   5    .data   ascii   azrK
564  0x0000aa43 0x0040c443 5   6    .data   ascii   mYr|R
565  0x0000aa5a 0x0040c45a 4   5    .data   ascii   yzVK
566  0x0000aa5f 0x0040c45f 5   6    .data   ascii   mYr|R
567  0x0000aa78 0x0040c478 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
568  0x0000aa94 0x0040c494 4   5    .data   ascii   Yr|R
569  0x0000aaa1 0x0040c4a1 5   6    .data   ascii   2rE:Y
570  0x0000ab17 0x0040c517 5   6    .data   ascii   mYr|R
571  0x0000ab2b 0x0040c52b 8   9    .data   ascii   Z:Y#m-!!
572  0x0000abaf 0x0040c5af 4   6    .data   utf8    ̏i5^ blocks=Combining Diacritical Marks,Basic Latin
573  0x0000abfd 0x0040c5fd 7   8    .data   ascii   Bsg-U|R
574  0x0000ac11 0x0040c611 6   8    .data   utf8    !"ޱd|d blocks=Basic Latin,Thaana
575  0x0000ac64 0x0040c664 5   6    .data   ascii    U?C,
576  0x0000ad94 0x0040c794 4   5    .data   ascii   Ya|I
577  0x0000ae72 0x0040c872 4   5    .data   ascii   rE:y
578  0x0000aed2 0x0040c8d2 7   8    .data   ascii   \am-UrA:
579  0x0000aeed 0x0040c8ed 5   8    .data   utf8    B߆Ҫ|R blocks=Basic Latin,NKo,Cyrillic
580  0x0000af2d 0x0040c92d 4   5    .data   ascii   !/z6
581  0x0000afad 0x0040c9ad 7   8    .data   ascii   BkN-U|R
582  0x0000aff2 0x0040c9f2 5   6    .data   ascii   %m-/9
583  0x0000b005 0x0040ca05 7   8    .data   ascii   B3|-U|R
584  0x0000b094 0x0040ca94 6   7    .data   ascii   -B\vx-U
585  0x0000b0bf 0x0040cabf 4   6    .data   utf8    ̏i5^ blocks=Combining Diacritical Marks,Basic Latin
586  0x0000b0dc 0x0040cadc 4   5    .data   ascii   Yk*r
587  0x0000b110 0x0040cb10 4   5    .data   ascii   Yrrx
588  0x0000b13a 0x0040cb3a 4   5    .data   ascii   r_:)
589  0x0000b24d 0x0040cc4d 4   6    .data   utf8    )=ҍi blocks=Basic Latin,Cyrillic
590  0x0000b267 0x0040cc67 7   8    .data   ascii   m9y5^Wx
591  0x0000b2a2 0x0040cca2 4   6    .data   utf8    zSց; blocks=Basic Latin,Armenian
592  0x0000b2ec 0x0040ccec 4   7    .data   utf8    [.ݢª blocks=Basic Latin,Arabic Supplement,Latin-1 Supplement
593  0x0000b4c6 0x0040cec6 9   10   .data   ascii   rK:U.m-/9
594  0x0000b4d5 0x0040ced5 4   5    .data   ascii   !6zj
595  0x0000b50a 0x0040cf0a 4   5    .data   ascii   rcWx
596  0x0000b521 0x0040cf21 5   6    .data   ascii   !6z>F
597  0x0000b529 0x0040cf29 4   5    .data   ascii   !8{,
598  0x0000b535 0x0040cf35 7   8    .data   ascii   BkE-U|R
599  0x0000b554 0x0040cf54 5   7    .data   utf8    ҪrzWj blocks=Cyrillic,Basic Latin
600  0x0000b563 0x0040cf63 7   8    .data   ascii   t-UrW;k
601  0x0000b577 0x0040cf77 5   6    .data   ascii   mYZ|R
602  0x0000b58e 0x0040cf8e 4   5    .data   ascii   rW%A
603  0x0000b5a1 0x0040cfa1 9   10   .data   ascii   B?n-UrW%A
604  0x0000b5e6 0x0040cfe6 8   9    .data   ascii   rYYz*zYd
605  0x0000b6ba 0x0040d0ba 4   5    .data   ascii   rY:a
606  0x0000b6bf 0x0040d0bf 4   5    .data   ascii   m-/9
607  0x0000b745 0x0040d145 4   5    .data   ascii   i5^_
608  0x0000b759 0x0040d159 4   7    .data   utf8    '퓛]  blocks=Basic Latin,Hangul Syllables
609  0x0000b77b 0x0040d17b 5   6    .data   ascii   q!i5^
610  0x0000b7cc 0x0040d1cc 6   7    .data   ascii   :\r#m-)
611  0x0000b81c 0x0040d21c 4   5    .data   ascii   MmzU
612  0x0000b824 0x0040d224 8   9    .data   ascii   zB[F-U|R
613  0x0000b842 0x0040d242 4   5    .data   ascii   *uYe
614  0x0000b862 0x0040d262 5   6    .data   ascii   -m-!\t
615  0x0000b87b 0x0040d27b 5   6    .data   ascii   mYr|R
616  0x0000b8cd 0x0040d2cd 5   6    .data   ascii   BCp-U
617  0x0000b8de 0x0040d2de 4   5    .data   ascii   QzzH
618  0x0000b8f8 0x0040d2f8 4   5    .data   ascii   Yr|R
619  0x0000b943 0x0040d343 5   6    .data   ascii   mYr|R
620  0x0000b959 0x0040d359 5   6    .data   ascii   !5z6x
621  0x0000b95f 0x0040d35f 5   6    .data   ascii   mYr|R
622  0x0000b9bd 0x0040d3bd 5   6    .data   ascii   !<z^J
623  0x0000b9c3 0x0040d3c3 5   6    .data   ascii   mYr|R
624  0x0000b9f8 0x0040d3f8 7   8    .data   ascii   :e+m-!!
625  0x0000ba98 0x0040d498 7   8    .data   ascii   :\r(m-!!
626  0x0000baba 0x0040d4ba 4   5    .data   ascii   rJWj
627  0x0000bb03 0x0040d503 7   8    .data   ascii   C-UrJWj
628  0x0000bb20 0x0040d520 6   7    .data   ascii   -~rJWj
629  0x0000bb4f 0x0040d54f 5   6    .data   ascii   mYr|R
630  0x0000bb6b 0x0040d56b 5   6    .data   ascii   FYr|R
631  0x0000bbef 0x0040d5ef 5   6    .data   ascii   mYr|R
632  0x0000bc07 0x0040d607 5   6    .data   ascii   FYr|R
633  0x0000bc77 0x0040d677 4   5    .data   ascii   ^:Mz
634  0x0000bd38 0x0040d738 7   8    .data   ascii   :%6m-/9
635  0x0000bd72 0x0040d772 5   6    .data   ascii   6m-!\t
636  0x0000bd9b 0x0040d79b 7   8    .data   ascii   @-UrJWj
637  0x0000bdc5 0x0040d7c5 5   6    .data   ascii   Q\rm-A
638  0x0000bdf8 0x0040d7f8 9   11   .data   utf8    :%$m-!?{ծ blocks=Basic Latin,Armenian
639  0x0000be3e 0x0040d83e 8   10   .data   utf8    ݢ:-7m-!! blocks=Arabic Supplement,Basic Latin
640  0x0000be63 0x0040d863 5   6    .data   ascii   mYr|R
641  0x0000be9a 0x0040d89a 5   6    .data   ascii   \em-!!
642  0x0000bec7 0x0040d8c7 5   6    .data   ascii   mYr|R
643  0x0000bee7 0x0040d8e7 5   6    .data   ascii   mYr|R
644  0x0000bf02 0x0040d902 4   5    .data   ascii   rJWj
645  0x0000bf4f 0x0040d94f 5   6    .data   ascii   mYr|R
646  0x0000c013 0x0040da13 5   6    .data   ascii   mYr|R
647  0x0000c02e 0x0040da2e 4   5    .data   ascii   rJWj
648  0x0000c07c 0x0040da7c 7   8    .data   ascii   :i2m-!!
649  0x0000c0e7 0x0040dae7 4   5    .data   ascii   m\a!!
650  0x0000c133 0x0040db33 7   8    .data   ascii   Y-UrJWj
651  0x0000c14f 0x0040db4f 5   6    .data   ascii   GYr|R
652  0x0000c177 0x0040db77 5   6    .data   ascii   mYr|R
653  0x0000c18e 0x0040db8e 4   5    .data   ascii   rJWj
654  0x0000c199 0x0040db99 4   5    .data   ascii   'z/"
655  0x0000c1f9 0x0040dbf9 5   6    .data   ascii   !6z^s
656  0x0000c22b 0x0040dc2b 5   7    .data   utf8    ɏi5^Q blocks=Latin Extended-B,Basic Latin
657  0x0000c2d9 0x0040dcd9 5   6    .data   ascii   Bc]-U
658  0x0000c328 0x0040dd28 4   5    .data   ascii   Yhrh
659  0x0000c374 0x0040dd74 4   5    .data   ascii   Y`|m
660  0x0000c3b8 0x0040ddb8 8   11   .data   utf8    :e$m-/9玫 blocks=Basic Latin,CJK Unified Ideographs
661  0x0000c4f8 0x0040def8 5   7    .data   utf8    ҪrJWj blocks=Cyrillic,Basic Latin
662  0x0000c509 0x0040df09 5   6    .data   ascii   !6zVo
663  0x0000c50f 0x0040df0f 5   6    .data   ascii   mYr|R
664  0x0000c51d 0x0040df1d 4   5    .data   ascii   BrE:
665  0x0000c52c 0x0040df2c 5   6    .data   ascii   :!/zr
666  0x0000c53f 0x0040df3f 5   6    .data   ascii   mYr|R
667  0x0000c568 0x0040df68 4   5    .data   ascii   Yr|R
668  0x0000c57b 0x0040df7b 7   8    .data   ascii   W-UrJWj
669  0x0000c5ab 0x0040dfab 7   8    .data   ascii   V-UrJWj
670  0x0000c5bb 0x0040dfbb 6   8    .data   utf8    ړ!.zzF blocks=Arabic,Basic Latin
671  0x0000c5d7 0x0040dfd7 5   6    .data   ascii   mYr|R
672  0x0000c627 0x0040e027 5   6    .data   ascii   mYr|R
673  0x0000c63e 0x0040e03e 5   6    .data   ascii   \tm-!!
674  0x0000c659 0x0040e059 9   10   .data   ascii   B?--UrJWj
675  0x0000c672 0x0040e072 5   6    .data   ascii   \tm-!!
676  0x0000c68f 0x0040e08f 5   6    .data   ascii   mYr|R
677  0x0000c6bf 0x0040e0bf 7   8    .data   ascii   --UrJWj
678  0x0000c6db 0x0040e0db 7   8    .data   ascii   A-UrJWj
679  0x0000c6f1 0x0040e0f1 9   10   .data   ascii   BS}-UrJWj
680  0x0000c72b 0x0040e12b 5   6    .data   ascii   mYr|R
