Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
369  0x00004fb3 0x00016bb3 6   8    .data   utf8    bs<Ɣ0c blocks=Basic Latin,Latin Extended-B
370  0x00004fd0 0x00016bd0 5   6    .data   ascii   BBbj~
371  0x0000506e 0x00016c6e 5   6    .data   ascii   \f:\f_d
372  0x00005074 0x00016c74 5   6    .data   ascii   9\nH]7
373  0x0000508c 0x00016c8c 4   6    .data   utf8    bk@ك blocks=Basic Latin,Arabic
374  0x000050d6 0x00016cd6 5   6    .data   ascii   R2Ukm
375  0x000050e9 0x00016ce9 4   5    .data   ascii   #\a\n<
376  0x00005149 0x00016d49 5   7    .data   utf8    gQdΥ! blocks=Basic Latin,Greek and Coptic
377  0x0000518f 0x00016d8f 4   5    .data   ascii   vD<?
378  0x00005197 0x00016d97 4   5    .data   ascii   90e>
379  0x000051a1 0x00016da1 5   7    .data   utf8    $Rܥv3 blocks=Basic Latin,Syriac
380  0x000051b1 0x00016db1 7   10   .data   utf8    r[ؔ\ad+ű blocks=Basic Latin,Arabic,Latin Extended-A
381  0x000051c8 0x00016dc8 7   8    .data   ascii   60q[W`\n
382  0x000051d6 0x00016dd6 5   6    .data   ascii   +-(47
383  0x00005258 0x00016e58 5   7    .data   utf8    {)ժO\n blocks=Basic Latin,Armenian
384  0x0000528a 0x00016e8a 5   6    .data   ascii   RJK2T
385  0x0000529f 0x00016e9f 4   5    .data   ascii   _/-"
386  0x000052c9 0x00016ec9 5   6    .data   ascii   !MrX<
387  0x000052eb 0x00016eeb 4   5    .data   ascii   f}"9
388  0x0000530d 0x00016f0d 4   7    .data   utf8    ∀2>Z blocks=Mathematical Operators,Basic Latin
389  0x00005335 0x00016f35 4   5    .data   ascii   \\t'q
390  0x00005399 0x00016f99 5   6    .data   ascii   wPE\tU
391  0x000053a7 0x00016fa7 4   5    .data   ascii   mQV\
392  0x0000540e 0x0001700e 4   5    .data   ascii   \nZI_
393  0x0000542d 0x0001702d 4   5    .data   ascii   z\rS`
394  0x00005460 0x00017060 5   6    .data   ascii   mhC$\t
395  0x0000548a 0x0001708a 4   5    .data   ascii   lX$C
396  0x000054a4 0x000170a4 4   5    .data   ascii   ;zwy
397  0x000054c3 0x000170c3 4   6    .data   utf8    )łAC blocks=Basic Latin,Latin Extended-A
398  0x00005520 0x00017120 4   5    .data   ascii   9#x&
399  0x00005537 0x00017137 6   7    .data   ascii   4tJ@R.
400  0x0000553f 0x0001713f 4   6    .data   utf8    ۓ3[6 blocks=Arabic,Basic Latin
401  0x0000557c 0x0001717c 9   11   .data   utf8    ŵ'93q,mL? blocks=Latin Extended-A,Basic Latin
402  0x000055cd 0x000171cd 4   5    .data   ascii   8^&W
403  0x000055d4 0x000171d4 5   6    .data   ascii   dhSlw
404  0x000055ef 0x000171ef 6   8    .data   utf8    Tλ&(XC blocks=Basic Latin,Greek and Coptic
405  0x0000562f 0x0001722f 4   7    .data   utf8    IÕɖu blocks=Basic Latin,Latin-1 Supplement,IPA Extensions
406  0x00005646 0x00017246 4   5    .data   ascii   3AP\
407  0x0000568a 0x0001728a 4   6    .data   utf8    9P@Ξ blocks=Basic Latin,Greek and Coptic
408  0x00005697 0x00017297 4   5    .data   ascii   /K|@
409  0x000056b8 0x000172b8 6   7    .data   ascii   \v`vu?&
410  0x000056c1 0x000172c1 4   7    .data   utf8    ꁌ;e^ blocks=Yi Syllables,Basic Latin
411  0x00005700 0x00017300 5   7    .data   utf8    W,ތR\n blocks=Basic Latin,Thaana
412  0x0000570b 0x0001730b 5   6    .data   ascii   C \"S
413  0x0000571a 0x0001731a 5   7    .data   utf8    Q9Paǅ blocks=Basic Latin,Latin Extended-B
414  0x00005739 0x00017339 4   5    .data   ascii   &=Z/
415  0x00005747 0x00017347 4   5    .data   ascii   l\eN\
416  0x0000574d 0x0001734d 4   5    .data   ascii   >d,q
417  0x00005775 0x00017375 4   5    .data   ascii   OL<G
418  0x0000578d 0x0001738d 4   5    .data   ascii   6 +J
419  0x000057dc 0x000173dc 5   6    .data   ascii   KObV=
420  0x000058a1 0x000174a1 4   5    .data   ascii   j;A|
421  0x000058b7 0x000174b7 5   7    .data   utf8    \nǌKq$ blocks=Basic Latin,Latin Extended-B
422  0x000058fe 0x000174fe 4   6    .data   utf8    Ь\nT9 blocks=Cyrillic,Basic Latin
423  0x0000591b 0x0001751b 4   5    .data   ascii   89\}
424  0x00005929 0x00017529 6   7    .data   ascii   K6sO*%
425  0x00005945 0x00017545 6   7    .data   ascii   vX1$f 
426  0x0000594c 0x0001754c 4   5    .data   ascii   >eL\v
427  0x00005968 0x00017568 4   5    .data   ascii   oK"A
428  0x00005974 0x00017574 8   9    .data   ascii   xRM;en![
429  0x00005987 0x00017587 4   6    .data   utf8    Ύ*dg blocks=Greek and Coptic,Basic Latin
430  0x00005997 0x00017597 5   6    .data   ascii   lz"ZY
431  0x000059a6 0x000175a6 4   5    .data   ascii   LRm]
432  0x00005a40 0x00017640 4   5    .data   ascii   +v*4
433  0x00005a61 0x00017661 4   5    .data   ascii   |v;9
434  0x00005a67 0x00017667 5   6    .data   ascii   'Ez!Y
435  0x00005a8d 0x0001768d 4   6    .data   utf8    i}ե@ blocks=Basic Latin,Armenian
436  0x00005ac5 0x000176c5 4   5    .data   ascii   Fw9@
437  0x00005ad6 0x000176d6 5   6    .data   ascii   Y{E\fv
438  0x00005ae1 0x000176e1 4   6    .data   utf8    \vݡ?< blocks=Basic Latin,Arabic Supplement
439  0x00005b1d 0x0001771d 5   6    .data   ascii   k%hY\n
440  0x00005b32 0x00017732 5   6    .data   ascii   GZ?Z)
441  0x00005b5b 0x0001775b 4   5    .data   ascii   8KW[
442  0x00005b72 0x00017772 4   6    .data   utf8    ~kި- blocks=Basic Latin,Thaana
443  0x00005bc2 0x000177c2 5   6    .data   ascii   qlfSQ
444  0x00005be3 0x000177e3 4   5    .data   ascii   qfEX
445  0x00005c18 0x00017818 4   5    .data   ascii   (x$;
446  0x00005c2d 0x0001782d 4   6    .data   utf8    ؒX\t\b blocks=Arabic,Basic Latin
447  0x00005c36 0x00017836 4   5    .data   ascii   ]<L 
448  0x00005c56 0x00017856 5   7    .data   utf8    sh(<ڞ blocks=Basic Latin,Arabic
449  0x00005c8f 0x0001788f 4   7    .data   utf8    醥\tEK blocks=CJK Unified Ideographs,Basic Latin
450  0x00005cce 0x000178ce 8   9    .data   ascii   \t ff\nIxx
451  0x00005cf2 0x000178f2 6   7    .data   ascii   V5KaHQ
452  0x00005d04 0x00017904 5   6    .data   ascii   MH8/\r
453  0x00005d0b 0x0001790b 8   9    .data   ascii   VV5NAB'p
454  0x00005d15 0x00017915 5   6    .data   ascii   7(P~x
455  0x00005d2d 0x0001792d 6   8    .data   utf8    Ę2s8[  blocks=Latin Extended-A,Basic Latin
456  0x00005d37 0x00017937 4   6    .data   utf8    <\a\vզ blocks=Basic Latin,Armenian
457  0x00005d5a 0x0001795a 6   8    .data   utf8    \rOßA|\t blocks=Basic Latin,Latin-1 Supplement
458  0x00005da1 0x000179a1 4   7    .data   utf8    Ɠђ7Y blocks=Latin Extended-B,Cyrillic,Basic Latin
459  0x00005de3 0x000179e3 5   6    .data   ascii   t8.\aD
460  0x00005df7 0x000179f7 5   6    .data   ascii   MP\tpS
461  0x00005eb2 0x00017ab2 4   5    .data   ascii   E\aE]
462  0x00005ed6 0x00017ad6 4   5    .data   ascii   S\\eN
463  0x00005eea 0x00017aea 4   5    .data   ascii   `\by*
464  0x00005f6b 0x00017b6b 6   8    .data   utf8    Pn$uȷ\b blocks=Basic Latin,Latin Extended-B
465  0x00005f89 0x00017b89 4   5    .data   ascii   9/\eF
466  0x00005fbb 0x00017bbb 4   7    .data   utf8    \rˋK3 blocks=Basic Latin,Spacing Modifier Letters
467  0x00005fc2 0x00017bc2 4   6    .data   utf8    1ץWO blocks=Basic Latin,Hebrew
468  0x00005fc8 0x00017bc8 4   6    .data   utf8    ]ӈu] blocks=Basic Latin,Cyrillic
469  0x00005ff5 0x00017bf5 4   5    .data   ascii   !yc\t
470  0x00006009 0x00017c09 6   7    .data   ascii   \S<JB3
471  0x00006012 0x00017c12 4   6    .data   utf8    iFV̋ blocks=Basic Latin,Combining Diacritical Marks
472  0x00006034 0x00017c34 4   5    .data   ascii   /9M*
473  0x000060a4 0x00017ca4 5   9    .data   utf8    =W:Rx
474  0x0000613d 0x00017d3d 4   5    .data   ascii   +\r%c
475  0x0000618c 0x00017d8c 4   5    .data   ascii   9ifn
476  0x000061b4 0x00017db4 4   5    .data   ascii   ^^c 
477  0x0000620c 0x00017e0c 4   5    .data   ascii   G\fg{
478  0x00006285 0x00017e85 6   8    .data   utf8    F\e[oeo
479  0x00006294 0x00017e94 6   8    .data   utf8    Lɣ{\je blocks=Basic Latin,IPA Extensions
480  0x000062b8 0x00017eb8 4   6    .data   utf8    uނ*] blocks=Basic Latin,Thaana
481  0x000062c2 0x00017ec2 4   6    .data   utf8    `j]z
482  0x000062e6 0x00017ee6 4   5    .data   ascii   2w\r=
483  0x000062fa 0x00017efa 4   5    .data   ascii   ~nK%
484  0x00006305 0x00017f05 4   5    .data   ascii   9[$4
485  0x0000630f 0x00017f0f 5   7    .data   utf8    @X&~В blocks=Basic Latin,Cyrillic
486  0x0000635b 0x00017f5b 7   8    .data   ascii   \aC3rva\
487  0x00006378 0x00017f78 4   5    .data   ascii   1/hY
488  0x0000638b 0x00017f8b 6   7    .data   ascii   G\fSo\n)
489  0x000063b0 0x00017fb0 4   5    .data   ascii   MKl6
490  0x000063b6 0x00017fb6 4   5    .data   ascii   Y&1R
491  0x000063e9 0x00017fe9 5   6    .data   ascii   s)Lb@
492  0x00006421 0x00018021 5   6    .data   ascii   L[H\bM
493  0x0000644b 0x0001804b 4   5    .data   ascii   >mc|
494  0x00006457 0x00018057 4   5    .data   ascii    kfi
495  0x00006495 0x00018095 4   5    .data   ascii   Lt?`
496  0x0000649c 0x0001809c 4   5    .data   ascii   b9G0
497  0x000064a3 0x000180a3 5   7    .data   utf8    \rb1sƕ blocks=Basic Latin,Latin Extended-B
498  0x000065cd 0x000181cd 4   5    .data   ascii   x|p0
499  0x000065d8 0x000181d8 4   5    .data   ascii   GC8[
500  0x000065e0 0x000181e0 4   6    .data   utf8    "cкr blocks=Basic Latin,Cyrillic
501  0x000065e6 0x000181e6 8   11   .data   utf8    Qс\e4ք_(A blocks=Basic Latin,Cyrillic,Armenian
502  0x000065fd 0x000181fd 4   5    .data   ascii   [eIq
503  0x00006605 0x00018205 8   10   .data   utf8    wHKۻK1\b\f blocks=Basic Latin,Arabic
504  0x00006614 0x00018214 4   6    .data   utf8    ѹS.E blocks=Cyrillic,Basic Latin
505  0x00006622 0x00018222 4   5    .data   ascii   U^Q8
506  0x000066a6 0x000182a6 4   5    .data   ascii   z1& 
507  0x000066ab 0x000182ab 4   6    .data   utf8    A} ß blocks=Basic Latin,Latin-1 Supplement
508  0x000066c3 0x000182c3 5   7    .data   utf8    Ȭg]N7 blocks=Latin Extended-B,Basic Latin
509  0x0000670d 0x0001830d 4   5    .data   ascii   rO(<
510  0x00006727 0x00018327 4   6    .data   utf8    č\r_r blocks=Latin Extended-A,Basic Latin
511  0x00006788 0x00018388 4   5    .data   ascii   \bOst
512  0x00006838 0x00018438 4   5    .data   ascii   \ap:z
513  0x0000683d 0x0001843d 4   5    .data   ascii   ]_]\b
514  0x000068ae 0x000184ae 4   5    .data   ascii   uZ&%
515  0x000068bd 0x000184bd 4   7    .data   utf8    ӎ͂ca blocks=Cyrillic,Combining Diacritical Marks,Basic Latin
516  0x000068e8 0x000184e8 4   5    .data   ascii   yH -
517  0x0000690c 0x0001850c 6   8    .data   utf8    ŤvSOtw blocks=Latin Extended-A,Basic Latin
518  0x00006915 0x00018515 5   6    .data   ascii   IYaD*
519  0x00006941 0x00018541 5   6    .data   ascii   F\bu*T
520  0x00006988 0x00018588 5   6    .data   ascii   r)sN5
521  0x0000699d 0x0001859d 5   6    .data   ascii   Fgh58
522  0x000069a6 0x000185a6 6   9    .data   utf8    +\aOpL俈 blocks=Basic Latin,CJK Unified Ideographs
523  0x000069ce 0x000185ce 4   5    .data   ascii   30c\e
524  0x000069d7 0x000185d7 5   7    .data   utf8    %NH΅A blocks=Basic Latin,Greek and Coptic
525  0x00006a1b 0x0001861b 5   6    .data   ascii   xY\b7/
526  0x00006a23 0x00018623 4   5    .data   ascii   T0HL
527  0x00006a6a 0x0001866a 4   5    .data   ascii   1ejY
528  0x00006a70 0x00018670 6   7    .data   ascii   m`("{3
529  0x00006a83 0x00018683 4   6    .data   utf8    ИO\fm blocks=Cyrillic,Basic Latin
530  0x00006aab 0x000186ab 4   5    .data   ascii   2jEF
531  0x00006abc 0x000186bc 5   6    .data   ascii   WRPUe
532  0x00006ad8 0x000186d8 4   7    .data   utf8    ؓ,.¬ blocks=Arabic,Basic Latin,Latin-1 Supplement
533  0x00006b0f 0x0001870f 5   6    .data   ascii   "r\e\r2
534  0x00006b26 0x00018726 4   5    .data   ascii   S|s%
535  0x00006b83 0x00018783 8   10   .data   utf8    nN9\eߖ6tX blocks=Basic Latin,NKo
536  0x00006bb8 0x000187b8 5   7    .data   utf8    ԡ-Ix$ blocks=Cyrillic Supplement,Basic Latin
537  0x00006bf9 0x000187f9 5   6    .data   ascii   \bfQ1k
538  0x00006c28 0x00018828 4   5    .data   ascii   \f!zy
539  0x00006c7d 0x0001887d 6   8    .data   utf8    =]ڧ\fmH blocks=Basic Latin,Arabic
540  0x00006c8b 0x0001888b 4   5    .data   ascii   zw6\n
541  0x00006d1b 0x0001891b 4   5    .data   ascii   Y'l*
542  0x00006d26 0x00018926 4   6    .data   utf8    Ϊ@\r' blocks=Greek and Coptic,Basic Latin
543  0x00006d45 0x00018945 4   5    .data   ascii   qD{\
544  0x00006d57 0x00018957 5   6    .data   ascii   O/8)X
545  0x00006d9a 0x0001899a 5   6    .data   ascii   \R,`J
546  0x00006daf 0x000189af 5   6    .data   ascii   TVg7B
547  0x00006db5 0x000189b5 4   5    .data   ascii   (%v3
548  0x00006dc2 0x000189c2 4   5    .data   ascii   4J\t\b
549  0x00006ded 0x000189ed 5   7    .data   utf8    6|̼wp blocks=Basic Latin,Combining Diacritical Marks
550  0x00006e95 0x00018a95 4   5    .data   ascii   YFc\n
551  0x00006e9f 0x00018a9f 4   5    .data   ascii   M`d6
552  0x00006eb8 0x00018ab8 4   5    .data   ascii   ~\r7>
553  0x00006f44 0x00018b44 4   5    .data   ascii   P}[}
554  0x00006fa2 0x00018ba2 8   10   .data   utf8    å$vkWqaU blocks=Latin-1 Supplement,Basic Latin
555  0x00006ff9 0x00018bf9 5   6    .data   ascii   9&_#b
556  0x00007008 0x00018c08 5   6    .data   ascii   >Wg_:
557  0x0000700e 0x00018c0e 5   6    .data   ascii   &gbGJ
558  0x00007048 0x00018c48 11  12   .data   ascii   KfEge&K9J6g
559  0x00007124 0x00018d24 5   8    .data   utf8    Ю\nh-К blocks=Cyrillic,Basic Latin
560  0x0000712c 0x00018d2c 4   6    .data   utf8    ߉B.H blocks=NKo,Basic Latin
561  0x00007190 0x00018d90 5   6    .data   ascii   n\a1Ln
562  0x000071b1 0x00018db1 4   6    .data   utf8    Ԗ6\f\e blocks=Cyrillic Supplement,Basic Latin
563  0x000071df 0x00018ddf 5   6    .data   ascii   C?&A?
564  0x000071f9 0x00018df9 4   5    .data   ascii   \bGp(
565  0x0000720f 0x00018e0f 6   8    .data   utf8    V`!Ҽw2 blocks=Basic Latin,Cyrillic
566  0x0000721f 0x00018e1f 5   8    .data   utf8    jρ\e՜) blocks=Basic Latin,Greek and Coptic,Armenian
567  0x00007260 0x00018e60 6   7    .data   ascii   {F#>V[
568  0x000072b7 0x00018eb7 5   6    .data   ascii   OJ\vDs
569  0x000072c0 0x00018ec0 6   7    .data   ascii   :iI8M\e
570  0x000072d2 0x00018ed2 5   6    .data   ascii   9$E0F
571  0x000072db 0x00018edb 4   5    .data   ascii   /-l\v
572  0x00007307 0x00018f07 4   6    .data   utf8    ɚvP, blocks=IPA Extensions,Basic Latin
573  0x0000735c 0x00018f5c 5   6    .data   ascii   {e\vM\n
574  0x00007397 0x00018f97 7   9    .data   utf8    Xu\tJìfY blocks=Basic Latin,Latin-1 Supplement
575  0x000073a7 0x00018fa7 5   7    .data   utf8    "ݝ\rZp blocks=Basic Latin,Arabic Supplement
576  0x000073c6 0x00018fc6 4   7    .data   utf8    YƋǍt blocks=Basic Latin,Latin Extended-B
577  0x0000740d 0x0001900d 5   7    .data   utf8    $lҜxN blocks=Basic Latin,Cyrillic
578  0x00007415 0x00019015 5   6    .data   ascii   m`}`|
579  0x0000741c 0x0001901c 4   5    .data   ascii   udMp
580  0x0000743e 0x0001903e 7   8    .data   ascii   'HPkdPy
581  0x00007482 0x00019082 4   5    .data   ascii   z<wO
582  0x0000749d 0x0001909d 4   5    .data   ascii   K)~&
583  0x000074a8 0x000190a8 4   5    .data   ascii   -M!U
584  0x000074ba 0x000190ba 6   8    .data   utf8    ŗmT M: blocks=Latin Extended-A,Basic Latin
585  0x000074d7 0x000190d7 5   6    .data   ascii   t=jk=
586  0x000074e6 0x000190e6 4   5    .data   ascii   J8D&
587  0x00007625 0x00019225 9   13   .data   utf8    雲>=79?\eј_ blocks=CJK Unified Ideographs,Basic Latin,Cyrillic
588  0x0000764e 0x0001924e 4   5    .data   ascii   /\vPU
589  0x00007662 0x00019262 7   9    .data   utf8    =FI@iβ1 blocks=Basic Latin,Greek and Coptic
590  0x00007670 0x00019270 4   5    .data   ascii   F-JI
591  0x000076a6 0x000192a6 4   5    .data   ascii   V[c>
592  0x000076c4 0x000192c4 4   5    .data   ascii   l]2\e
593  0x000076d5 0x000192d5 6   7    .data   ascii    #QUN<
594  0x000076dc 0x000192dc 13  16   .data   utf8    EYs(}Ϫ\tu"߁}F? blocks=Basic Latin,Greek and Coptic,NKo
595  0x00007710 0x00019310 5   6    .data   ascii   ]?\n<#
596  0x00007738 0x00019338 4   5    .data   ascii   %@(v
597  0x000077cc 0x000193cc 4   5    .data   ascii   |a0?
598  0x0000782a 0x0001942a 4   5    .data   ascii   Wj_}
599  0x0000783a 0x0001943a 4   5    .data   ascii   Sy,C
600  0x0000786a 0x0001946a 5   6    .data   ascii   s!P= 
601  0x00007871 0x00019471 4   5    .data   ascii   rHmS
602  0x000078c0 0x000194c0 5   7    .data   utf8    ǰ&?]  blocks=Latin Extended-B,Basic Latin
603  0x000078f4 0x000194f4 4   7    .data   utf8    WztF
604  0x00007903 0x00019503 4   6    .data   utf8    ֔\V{ blocks=Hebrew,Basic Latin
605  0x00007943 0x00019543 4   5    .data   ascii   YO\en
606  0x00007985 0x00019585 5   8    .data   utf8    =W0b輤 blocks=Basic Latin,CJK Unified Ideographs
607  0x000079e3 0x000195e3 5   6    .data   ascii   H7$cS
608  0x000079ea 0x000195ea 5   6    .data   ascii   ?,3;2
609  0x000079fa 0x000195fa 4   5    .data   ascii   6e+s
610  0x00007a1b 0x0001961b 4   5    .data   ascii   ?%dM
611  0x00007a3d 0x0001963d 4   5    .data   ascii   ?$>~
612  0x00007a85 0x00019685 5   7    .data   utf8    ]\r<ȅ2 blocks=Basic Latin,Latin Extended-B
613  0x00007ae8 0x000196e8 4   5    .data   ascii   `\r2x
614  0x00007b25 0x00019725 4   5    .data   ascii   eTg$
615  0x00007b31 0x00019731 4   5    .data   ascii   Q1VX
616  0x00007b47 0x00019747 6   9    .data   utf8    \bT[ء͒` blocks=Basic Latin,Arabic,Combining Diacritical Marks
617  0x00007b7d 0x0001977d 4   5    .data   ascii   6vwE
618  0x00007b82 0x00019782 4   5    .data   ascii   F!Hv
619  0x00007bb2 0x000197b2 7   8    .data   ascii   25o_qtp
620  0x00007bce 0x000197ce 5   6    .data   ascii   \v%2y|
621  0x00007be5 0x000197e5 4   9    .data   utf8    ЌϷ(ۅ blocks=Cyrillic,Greek and Coptic,Basic Latin,Arabic
622  0x00007c4a 0x0001984a 4   6    .data   utf8    %f3S
623  0x00007c6f 0x0001986f 4   5    .data   ascii   I\f&!
624  0x00007c96 0x00019896 4   5    .data   ascii   siM`
625  0x00007cd4 0x000198d4 4   6    .data   utf8    wխM- blocks=Basic Latin,Armenian
626  0x00007ce2 0x000198e2 4   5    .data   ascii   wL4n
627  0x00007ce7 0x000198e7 5   6    .data   ascii   yf'\vU
628  0x00007d55 0x00019955 6   7    .data   ascii   1ho\f\rP
629  0x00007d64 0x00019964 5   6    .data   ascii   2peoe
630  0x00007d73 0x00019973 6   7    .data   ascii   hL)NVg
631  0x00007d8e 0x0001998e 4   5    .data   ascii   tS&[
632  0x00007dfd 0x000199fd 4   6    .data   utf8    ߐg(\v blocks=NKo,Basic Latin
633  0x00007e37 0x00019a37 5   7    .data   utf8    \n_nTծ blocks=Basic Latin,Armenian
634  0x00007e7a 0x00019a7a 4   5    .data   ascii   ?\r8f
635  0x00007e92 0x00019a92 4   6    .data   utf8    &g։  blocks=Basic Latin,Armenian
636  0x00007ea8 0x00019aa8 4   5    .data   ascii   U Qk
637  0x00007f04 0x00019b04 4   5    .data   ascii   OEXc
638  0x00007f0a 0x00019b0a 5   7    .data   utf8    $<ֶE" blocks=Basic Latin,Hebrew
639  0x00007f22 0x00019b22 4   5    .data   ascii   Bz:\f
640  0x00007f3f 0x00019b3f 7   8    .data   ascii   ~vSM\n="
641  0x00007f56 0x00019b56 4   5    .data   ascii   q0\b\b
642  0x00007f64 0x00019b64 4   6    .data   utf8    ڔK:8 blocks=Arabic,Basic Latin
643  0x00007f99 0x00019b99 4   5    .data   ascii   c6"e
644  0x00007fc0 0x00019bc0 4   5    .data   ascii   \eM)q
645  0x00007fc5 0x00019bc5 4   5    .data   ascii   v-Qw
646  0x00007fd3 0x00019bd3 5   6    .data   ascii   3r6Az
647  0x00007ffd 0x00019bfd 4   5    .data   ascii   7*em
648  0x00008002 0x00019c02 6   7    .data   ascii   yeoi#F
649  0x00008023 0x00019c23 6   7    .data   ascii   _bO\fR+
650  0x00008073 0x00019c73 5   6    .data   ascii   .FX 4
651  0x00008079 0x00019c79 4   8    .data   utf8    Օ&zꏱ blocks=Armenian,Basic Latin,Yi Syllables
652  0x0000808c 0x00019c8c 4   5    .data   ascii   &-*^
653  0x000080b3 0x00019cb3 6   7    .data   ascii   u=|*2\t
654  0x000080e7 0x00019ce7 4   5    .data   ascii   l$jq
655  0x000080ef 0x00019cef 4   5    .data   ascii   :dT<
656  0x000080f4 0x00019cf4 4   6    .data   utf8    j5Т\n blocks=Basic Latin,Cyrillic
657  0x000080fb 0x00019cfb 4   5    .data   ascii   \e9yj
658  0x00008154 0x00019d54 7   8    .data   ascii   "qgI@A#
659  0x0000819c 0x00019d9c 4   5    .data   ascii   \t\bKI
660  0x000081a8 0x00019da8 11  12   .data   ascii   erdA*YoXb'D
661  0x000081f2 0x00019df2 5   8    .data   utf8    ߀#ս6v blocks=NKo,Basic Latin,Armenian
662  0x0000820c 0x00019e0c 7   9    .data   utf8    2fǔ3\vPO blocks=Basic Latin,Latin Extended-B
663  0x0000821c 0x00019e1c 4   6    .data   utf8    Hzڮ+ blocks=Basic Latin,Arabic
664  0x0000822a 0x00019e2a 6   9    .data   utf8    #\ոљx\ blocks=Basic Latin,Armenian,Cyrillic
665  0x00008237 0x00019e37 4   5    .data   ascii   kaUH
666  0x0000825e 0x00019e5e 6   7    .data   ascii   V]*3+\n
667  0x00008267 0x00019e67 4   5    .data   ascii   W\e:V
668  0x0000827c 0x00019e7c 4   5    .data   ascii   lmQy
669  0x00008294 0x00019e94 6   8    .data   utf8    +ӌ=jgh blocks=Basic Latin,Cyrillic
670  0x000082a3 0x00019ea3 5   9    .data   utf8    ˬڄZA՞ blocks=Spacing Modifier Letters,Arabic,Basic Latin,Armenian
671  0x000082b3 0x00019eb3 4   5    .data   ascii   Tm\)
672  0x000082ca 0x00019eca 4   5    .data   ascii   D<ek
673  0x000082d9 0x00019ed9 4   5    .data   ascii   {H$~
674  0x000082de 0x00019ede 4   6    .data   utf8    S\b62
675  0x00008303 0x00019f03 4   5    .data   ascii   =<(;
676  0x0000831e 0x00019f1e 5   6    .data   ascii   C\rtR`
677  0x00008372 0x00019f72 6   7    .data   ascii   1\r8Jr6
678  0x00008380 0x00019f80 4   5    .data   ascii    qfa
679  0x000083a0 0x00019fa0 4   5    .data   ascii   (J%T
680  0x000083ab 0x00019fab 5   7    .data   utf8    wuڜF* blocks=Basic Latin,Arabic
