Metadata Signature: 0x14d14 0x10001424a5342 12
.NET Version: v2.0.50727
Number of Metadata Streams: 5
DirectoryAddress: 6c Size: 537c
Stream name: #~ 4
DirectoryAddress: 53e8 Size: 57c4
Stream name: #Strings 12
DirectoryAddress: abac Size: cc
Stream name: #US 4
DirectoryAddress: ac78 Size: 10
Stream name: #GUID 8
DirectoryAddress: ac88 Size: 1ac8
Stream name: #Blob 8
[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3481  0x00055ad1 0x004576d1 5   7    .text   utf8    PƨRj\v blocks=Basic Latin,Latin Extended-B
3482  0x00055ae0 0x004576e0 5   7    .text   utf8    uT4tD
3483  0x00055aea 0x004576ea 4   5    .text   ascii   }V2t
3484  0x00055b39 0x00457739 4   5    .text   ascii   }E<G
3485  0x00055b46 0x00457746 4   5    .text   ascii   |E<G
3486  0x00055c27 0x00457827 4   5    .text   ascii   \efEZ
3487  0x00055c4b 0x0045784b 4   6    .text   utf8    Uދ\rz blocks=Basic Latin,Thaana
3488  0x00055c56 0x00457856 4   5    .text   ascii   .0K3
3489  0x00055c6b 0x0045786b 7   8    .text   ascii   s{e~\$H
3490  0x00055c78 0x00457878 7   8    .text   ascii   &.e~\$H
3491  0x00055cb2 0x004578b2 5   8    .text   utf8    壠'kfz blocks=CJK Unified Ideographs,Basic Latin
3492  0x00055cbf 0x004578bf 5   8    .text   utf8    壠'>3z blocks=CJK Unified Ideographs,Basic Latin
3493  0x00055cf5 0x004578f5 6   7    .text   ascii   {v&^<}
3494  0x00055d02 0x00457902 6   7    .text   ascii   {v&^h(
3495  0x00055d16 0x00457916 5   7    .text   utf8    Hpù%| blocks=Basic Latin,Latin-1 Supplement
3496  0x00055d35 0x00457935 6   7    .text   ascii   8!'W5-
3497  0x00055d3c 0x0045793c 4   5    .text   ascii   dPPw
3498  0x00055d42 0x00457942 6   7    .text   ascii   lt&W5-
3499  0x00055da4 0x004579a4 5   6    .text   ascii   \bkk5}
3500  0x00055dc0 0x004579c0 4   5    .text   ascii   b.OJ
3501  0x00055ddd 0x004579dd 4   5    .text   ascii   #,Ww
3502  0x00055dec 0x004579ec 5   6    .text   ascii   cu>+4
3503  0x00055e15 0x00457a15 4   5    .text   ascii   (+,9
3504  0x00055e1d 0x00457a1d 9   10   .text   ascii   f*Ml [WjT
3505  0x00055e7f 0x00457a7f 4   7    .text   utf8    eLކك blocks=Basic Latin,Thaana,Arabic
3506  0x00055e9b 0x00457a9b 4   5    .text   ascii   Fzm>
3507  0x00055efa 0x00457afa 4   7    .text   utf8    ߇Ӄw7 blocks=NKo,Cyrillic,Basic Latin
3508  0x00055f23 0x00457b23 5   7    .text   utf8    P\D_r
3509  0x00055f54 0x00457b54 6   7    .text   ascii   _};=\n\
3510  0x00055fbc 0x00457bbc 5   6    .text   ascii   P(\eRx
3511  0x00055fe2 0x00457be2 5   7    .text   utf8    \tvE}W
3512  0x0005601a 0x00457c1a 4   5    .text   ascii   N~/\e
3513  0x0005601f 0x00457c1f 4   5    .text   ascii   \e//+
3514  0x00056029 0x00457c29 5   7    .text   utf8    r_\rղ/ blocks=Basic Latin,Armenian
3515  0x00056059 0x00457c59 5   7    .text   utf8    j^;ڑ8 blocks=Basic Latin,Arabic
3516  0x0005608b 0x00457c8b 4   6    .text   utf8    \r\tLҐ blocks=Basic Latin,Cyrillic
3517  0x000561c8 0x00457dc8 5   6    .text   ascii   ?Myzy
3518  0x000561df 0x00457ddf 4   5    .text   ascii   &G\v)
3519  0x000561f6 0x00457df6 5   6    .text   ascii   @lz\nn
3520  0x00056212 0x00457e12 4   5    .text   ascii   mz\nn
3521  0x00056227 0x00457e27 4   5    .text   ascii   h\n;F
3522  0x00056242 0x00457e42 5   6    .text   ascii   ;x#qm
3523  0x0005626a 0x00457e6a 4   5    .text   ascii   y/_n
3524  0x00056285 0x00457e85 4   5    .text   ascii   y/\v;
3525  0x000562f9 0x00457ef9 4   5    .text   ascii   \eLJN
3526  0x00056308 0x00457f08 4   5    .text   ascii   \eLJN
3527  0x0005632c 0x00457f2c 4   5    .text   ascii   Q(\fg
3528  0x00056346 0x00457f46 4   6    .text   utf8    (\f3\b
3529  0x00056376 0x00457f76 4   7    .text   utf8    ǖ`\nܳ blocks=Latin Extended-B,Basic Latin,Syriac
3530  0x00056469 0x00458069 4   6    .text   utf8    CނBI blocks=Basic Latin,Thaana
3531  0x000564d7 0x004580d7 4   5    .text   ascii   &0*)
3532  0x000564dc 0x004580dc 4   5    .text   ascii   gwEw
3533  0x000564e4 0x004580e4 4   5    .text   ascii   b=1o
3534  0x00056522 0x00458122 4   5    .text   ascii   3NC\t
3535  0x0005654c 0x0045814c 6   8    .text   utf8    `XF2Шx blocks=Basic Latin,Cyrillic
3536  0x00056559 0x00458159 6   8    .text   utf8    5YF2Шx blocks=Basic Latin,Cyrillic
3537  0x000565da 0x004581da 5   6    .text   ascii   R9k~8
3538  0x0005665d 0x0045825d 4   6    .text   utf8    Mˎbc blocks=Basic Latin,Spacing Modifier Letters
3539  0x0005668d 0x0045828d 5   6    .text   ascii   0zE[d
3540  0x000566a1 0x004582a1 4   6    .text   utf8    ɲn\n! blocks=IPA Extensions,Basic Latin
3541  0x000566ae 0x004582ae 4   6    .text   utf8    Fl]ԥ blocks=Basic Latin,Cyrillic Supplement
3542  0x000566d8 0x004582d8 5   6    .text   ascii   /F+e|
3543  0x00056755 0x00458355 7   8    .text   ascii   iQ4gH\n$
3544  0x00056772 0x00458372 4   5    .text   ascii   k\b\9
3545  0x00056786 0x00458386 4   5    .text   ascii   6B\rK
3546  0x00056800 0x00458400 5   7    .text   utf8    Q\='E
3547  0x00056819 0x00458419 4   5    .text   ascii   "W\n_
3548  0x0005686a 0x0045846a 4   5    .text   ascii   {bQt
3549  0x0005688f 0x0045848f 4   6    .text   utf8    RG>Ǩ blocks=Basic Latin,Latin Extended-B
3550  0x000568d0 0x004584d0 5   7    .text   utf8    ;{·YI blocks=Basic Latin,Latin-1 Supplement
3551  0x00056944 0x00458544 6   7    .text   ascii   gtUaW\v
3552  0x0005697b 0x0045857b 5   6    .text   ascii   vz?Z\
3553  0x000569b2 0x004585b2 4   5    .text   ascii   bV6{
3554  0x000569dc 0x004585dc 8   9    .text   ascii   Rdm!j:t=
3555  0x000569fb 0x004585fb 4   6    .text   utf8    ηpg_ blocks=Greek and Coptic,Basic Latin
3556  0x00056a55 0x00458655 5   6    .text   ascii   0<amF
3557  0x00056a65 0x00458665 4   5    .text   ascii   n)jJ
3558  0x00056a7f 0x0045867f 6   7    .text   ascii   $^\r\fJ\n
3559  0x00056ab7 0x004586b7 4   7    .text   utf8    \Y≂B blocks=Basic Latin,Mathematical Operators
3560  0x00056ad6 0x004586d6 4   5    .text   ascii   GZ{V
3561  0x00056b03 0x00458703 4   5    .text   ascii   -p\a4
3562  0x00056b1d 0x0045871d 5   6    .text   ascii   ;mB&j
3563  0x00056b2c 0x0045872c 4   5    .text   ascii   \aD\a;
3564  0x00056b48 0x00458748 4   5    .text   ascii   IT8"
3565  0x00056bf3 0x004587f3 4   5    .text   ascii   {a1p
3566  0x00056c08 0x00458808 6   8    .text   utf8    P`\tʯ2, blocks=Basic Latin,IPA Extensions
3567  0x00056c48 0x00458848 5   6    .text   ascii   g`O2X
3568  0x00056c5b 0x0045885b 4   5    .text   ascii   E\t\t\
3569  0x00056c67 0x00458867 4   5    .text   ascii   !\naz
3570  0x00056c93 0x00458893 4   5    .text   ascii   beX&
3571  0x00056c9d 0x0045889d 4   6    .text   utf8    ܡz(5 blocks=Syriac,Basic Latin
3572  0x00056cd1 0x004588d1 4   5    .text   ascii    mJ,
3573  0x00056cff 0x004588ff 5   6    .text   ascii   OI^2o
3574  0x00056d33 0x00458933 4   6    .text   utf8    \tIp)
3575  0x00056d46 0x00458946 4   5    .text   ascii   `EO1
3576  0x00056d6f 0x0045896f 5   6    .text   ascii   \e)rM\
3577  0x00056d79 0x00458979 4   5    .text   ascii   >J\f>
3578  0x00056e29 0x00458a29 9   12   .text   utf8    J1ṵ)At\rnJ blocks=Basic Latin,Latin Extended Additional
3579  0x00056e57 0x00458a57 7   8    .text   ascii   hHy+c}G
3580  0x00056e9a 0x00458a9a 4   7    .text   utf8    \b&\e blocks=Basic Latin,Private Use Area
3581  0x00056eb5 0x00458ab5 4   5    .text   ascii   or^"
3582  0x00056ed5 0x00458ad5 4   5    .text   ascii   8f?5
3583  0x00056f01 0x00458b01 6   7    .text   ascii   ~4I\t\a!
3584  0x00056f08 0x00458b08 10  13   .text   utf8    \㶂9xJ*DR54 blocks=Basic Latin,CJK Unified Ideographs Extension A
3585  0x00056f3b 0x00458b3b 4   5    .text   ascii   W AI
3586  0x00056f66 0x00458b66 4   5    .text   ascii   Z2rU
3587  0x00056f89 0x00458b89 4   7    .text   utf8    \y爳~ blocks=Basic Latin,CJK Unified Ideographs
3588  0x00056fa6 0x00458ba6 4   5    .text   ascii   <Q29
3589  0x00056fbc 0x00458bbc 5   6    .text   ascii   ]]+t 
3590  0x00056fc5 0x00458bc5 5   6    .text   ascii   \na\b.8
3591  0x00056fed 0x00458bed 4   5    .text   ascii   CjrF
3592  0x00056ff4 0x00458bf4 4   5    .text   ascii   5R'l
3593  0x00057069 0x00458c69 4   6    .text   utf8    ˎ\fEM blocks=Spacing Modifier Letters,Basic Latin
3594  0x00057071 0x00458c71 4   6    .text   utf8    \awլ_ blocks=Basic Latin,Armenian
3595  0x000570a8 0x00458ca8 6   8    .text   utf8    *\bNNjΒ blocks=Basic Latin,Greek and Coptic
3596  0x000570cf 0x00458ccf 5   6    .text   ascii   X]Xxc
3597  0x00057128 0x00458d28 5   10   .text   utf8    ۡsϾV blocks=Arabic,Basic Latin,Greek and Coptic,Private Use Area
3598  0x0005719b 0x00458d9b 6   7    .text   ascii   ;@liB_
3599  0x000571cf 0x00458dcf 4   5    .text   ascii   ]Z\va
3600  0x00057247 0x00458e47 4   5    .text   ascii   [\GW
3601  0x000572e7 0x00458ee7 5   7    .text   utf8    L={Εv blocks=Basic Latin,Greek and Coptic
3602  0x00057302 0x00458f02 4   6    .text   utf8    *cݶ< blocks=Basic Latin,Arabic Supplement
3603  0x00057311 0x00458f11 4   6    .text   utf8    p߹ks blocks=Basic Latin,NKo
3604  0x00057342 0x00458f42 5   6    .text   ascii   is_H 
3605  0x0005734c 0x00458f4c 6   8    .text   utf8    cgMG%݂ blocks=Basic Latin,Syriac
3606  0x000573ac 0x00458fac 7   10   .text   utf8    \nx<f㕗 L blocks=Basic Latin,CJK Unified Ideographs Extension A
3607  0x00057470 0x00459070 7   8    .text   ascii   \rJqX\nr
3608  0x00057487 0x00459087 4   5    .text   ascii   gCz\v
3609  0x000574b9 0x004590b9 4   5    .text   ascii   \a5LP
3610  0x000574fa 0x004590fa 4   6    .text   utf8    ǱOl( blocks=Latin Extended-B,Basic Latin
3611  0x00057517 0x00459117 5   6    .text   ascii   -%`\fw
3612  0x00057521 0x00459121 5   7    .text   utf8    q&֮#' blocks=Basic Latin,Hebrew
3613  0x00057530 0x00459130 4   7    .text   utf8    1ۮ˦} blocks=Basic Latin,Arabic,Spacing Modifier Letters
3614  0x00057547 0x00459147 4   5    .text   ascii   7y* 
3615  0x00057565 0x00459165 5   6    .text   ascii   \b'"UQ
3616  0x00057570 0x00459170 5   6    .text   ascii   XIBFD
3617  0x000575c6 0x004591c6 4   5    .text   ascii   Dmk=
3618  0x000575db 0x004591db 6   7    .text   ascii   uj\7\aG
3619  0x000575ed 0x004591ed 4   5    .text   ascii   &Q{i
3620  0x00057619 0x00459219 5   6    .text   ascii   \a!o)+
3621  0x00057649 0x00459249 4   5    .text   ascii   ;?%%
3622  0x00057672 0x00459272 4   5    .text   ascii   j84\a
3623  0x000576ba 0x004592ba 5   7    .text   utf8    =\fی+G blocks=Basic Latin,Arabic
3624  0x000576e8 0x004592e8 6   7    .text   ascii   sfk /\f
3625  0x00057745 0x00459345 4   5    .text   ascii   \ttCe
3626  0x0005774c 0x0045934c 4   5    .text   ascii   yc\e 
3627  0x00057751 0x00459351 5   6    .text   ascii   ;Nu`h
3628  0x00057772 0x00459372 4   5    .text   ascii   @|;_
3629  0x0005777b 0x0045937b 4   6    .text   utf8    .9ŧC blocks=Basic Latin,Latin Extended-A
3630  0x00057786 0x00459386 4   6    .text   utf8    Jfݼ- blocks=Basic Latin,Arabic Supplement
3631  0x000577d9 0x004593d9 4   6    .text   utf8    _ڱ5_ blocks=Basic Latin,Arabic
3632  0x000577fe 0x004593fe 4   5    .text   ascii   }h\tW
3633  0x0005795e 0x0045955e 4   5    .text   ascii   x\b|Q
3634  0x00057977 0x00459577 4   5    .text   ascii   q}gf
3635  0x000579c0 0x004595c0 4   5    .text   ascii   5<1_
3636  0x000579ef 0x004595ef 4   5    .text   ascii   aXBD
3637  0x000579ff 0x004595ff 4   5    .text   ascii   ||5W
3638  0x00057a05 0x00459605 6   7    .text   ascii   $S:W..
3639  0x00057a1d 0x0045961d 7   9    .text   utf8    wt٘_t'" blocks=Basic Latin,Arabic
3640  0x00057a59 0x00459659 5   7    .text   utf8    ҕVnv4 blocks=Cyrillic,Basic Latin
3641  0x00057a76 0x00459676 7   8    .text   ascii   j\`f\rPe
3642  0x00057a7e 0x0045967e 4   5    .text   ascii   s\r\tQ
3643  0x00057ac6 0x004596c6 5   6    .text   ascii   \b_E(N
3644  0x00057ad1 0x004596d1 4   5    .text   ascii   7KA\n
3645  0x00057ad8 0x004596d8 5   6    .text   ascii   "E+ww
3646  0x00057ae1 0x004596e1 4   5    .text   ascii   N}\f^
3647  0x00057b04 0x00459704 6   7    .text   ascii   u8'Hpx
3648  0x00057b36 0x00459736 4   5    .text   ascii   @9aD
3649  0x00057b57 0x00459757 4   5    .text   ascii   Fl2~
3650  0x00057b63 0x00459763 6   7    .text   ascii   ^C5Z*s
3651  0x00057b6c 0x0045976c 4   6    .text   utf8    ߕ\b[{ blocks=NKo,Basic Latin
3652  0x00057b81 0x00459781 6   7    .text   ascii   dd\nr1"
3653  0x00057c46 0x00459846 6   7    .text   ascii   =nr'VK
3654  0x00057ccb 0x004598cb 4   5    .text   ascii   $(L\v
3655  0x00057cdd 0x004598dd 4   5    .text   ascii   e.Mm
3656  0x00057cf0 0x004598f0 4   5    .text   ascii   x\a03
3657  0x00057d17 0x00459917 4   5    .text   ascii   -Bef
3658  0x00057d38 0x00459938 5   6    .text   ascii   tg>4\t
3659  0x00057d53 0x00459953 5   7    .text   utf8    rژ@]g blocks=Basic Latin,Arabic
3660  0x00057d61 0x00459961 4   6    .text   utf8    r\nּ3 blocks=Basic Latin,Hebrew
3661  0x00057d7b 0x0045997b 4   5    .text   ascii   %XF\v
3662  0x00057db6 0x004599b6 7   8    .text   ascii   0m|OtX)
3663  0x00057e33 0x00459a33 5   6    .text   ascii   gW(gi
3664  0x00057e42 0x00459a42 4   5    .text   ascii   Du\v(
3665  0x00057e9d 0x00459a9d 9   10   .text   ascii   \tJKuy|{P!
3666  0x00057eb4 0x00459ab4 5   7    .text   utf8    ر5\v 4 blocks=Arabic,Basic Latin
3667  0x00057ee8 0x00459ae8 4   5    .text   ascii   H<Kn
3668  0x00057f2e 0x00459b2e 4   5    .text   ascii   1BLj
3669  0x00057f5e 0x00459b5e 4   5    .text   ascii   OeHO
3670  0x00057f63 0x00459b63 4   5    .text   ascii   F\b\e"
3671  0x00057f76 0x00459b76 4   6    .text   utf8    ~nW0
3672  0x00057f8c 0x00459b8c 7   8    .text   ascii   *xqNJb=
3673  0x00057f9b 0x00459b9b 4   5    .text   ascii   T\rLE
3674  0x00057ff3 0x00459bf3 5   7    .text   utf8    1ߨG[c blocks=Basic Latin,NKo
3675  0x0005801e 0x00459c1e 5   6    .text   ascii   &A>H0
3676  0x00058029 0x00459c29 5   6    .text   ascii   P!2k4
3677  0x0005807a 0x00459c7a 4   5    .text   ascii   4-H5
3678  0x000580db 0x00459cdb 5   6    .text   ascii   |0[.u
3679  0x00058117 0x00459d17 5   6    .text   ascii   (x{w|
3680  0x0005813b 0x00459d3b 5   7    .text   utf8    (\riOJ
3681  0x00058154 0x00459d54 4   5    .text   ascii   U]~\r
3682  0x00058176 0x00459d76 5   8    .text   utf8    켥HpYf blocks=Hangul Syllables,Basic Latin
3683  0x00058196 0x00459d96 4   5    .text   ascii   .I( 
3684  0x000581df 0x00459ddf 5   6    .text   ascii   vXSq/
3685  0x00058214 0x00459e14 4   5    .text   ascii   Aph_
3686  0x0005821c 0x00459e1c 5   6    .text   ascii   sU6;]
3687  0x00058226 0x00459e26 4   6    .text   utf8    5жQ0 blocks=Basic Latin,Cyrillic
3688  0x0005824e 0x00459e4e 5   6    .text   ascii    ec3e
3689  0x0005826c 0x00459e6c 6   7    .text   ascii   %T'4\t\n
3690  0x000582a4 0x00459ea4 4   5    .text   ascii   \t.L|
3691  0x000582e0 0x00459ee0 4   5    .text   ascii   wQ6E
3692  0x00058308 0x00459f08 4   5    .text   ascii   vd9a
3693  0x00058310 0x00459f10 5   6    .text   ascii   ,&]0\a
3694  0x00058338 0x00459f38 4   5    .text   ascii   1\v\a!
3695  0x00058396 0x00459f96 4   7    .text   utf8    ةϓ], blocks=Arabic,Greek and Coptic,Basic Latin
3696  0x000583a3 0x00459fa3 6   8    .text   utf8    Lk>hJݺ blocks=Basic Latin,Arabic Supplement
3697  0x000583e9 0x00459fe9 4   5    .text   ascii   +"XP
3698  0x000583f2 0x00459ff2 8   9    .text   ascii   IwEN-[;S
3699  0x0005842c 0x0045a02c 5   6    .text   ascii   4,+sA
3700  0x00058452 0x0045a052 4   5    .text   ascii   z;|n
3701  0x00058464 0x0045a064 4   7    .text   utf8    l>䂍$ blocks=Basic Latin,CJK Unified Ideographs Extension A
3702  0x00058476 0x0045a076 4   5    .text   ascii   Kj0=
3703  0x00058484 0x0045a084 4   6    .text   utf8     ۡ-k blocks=Basic Latin,Arabic
3704  0x0005849b 0x0045a09b 5   6    .text   ascii   !RGT2
3705  0x000584a3 0x0045a0a3 4   5    .text   ascii   T?fs
3706  0x000584cc 0x0045a0cc 4   5    .text   ascii   svL7
3707  0x000584e3 0x0045a0e3 5   6    .text   ascii   w9Y$;
3708  0x0005859a 0x0045a19a 5   7    .text   utf8    \fFOX² blocks=Basic Latin,Latin-1 Supplement
3709  0x000585d8 0x0045a1d8 4   5    .text   ascii   :'e3
3710  0x000585e2 0x0045a1e2 4   5    .text   ascii   o9$.
3711  0x000585e7 0x0045a1e7 4   5    .text   ascii   ZUks
3712  0x000585ff 0x0045a1ff 5   6    .text   ascii   G<fKL
3713  0x00058615 0x0045a215 4   6    .text   utf8     Aðg blocks=Basic Latin,Latin-1 Supplement
3714  0x00058630 0x0045a230 5   6    .text   ascii   n\ai<=
3715  0x00058668 0x0045a268 4   5    .text   ascii   \ao{=
3716  0x00058676 0x0045a276 4   5    .text   ascii   2=\b=
3717  0x000586e4 0x0045a2e4 5   6    .text   ascii   <r.\f3
3718  0x00058714 0x0045a314 5   7    .text   utf8    ^֖$3W blocks=Basic Latin,Hebrew
3719  0x0005871f 0x0045a31f 4   5    .text   ascii   "Gr<
3720  0x0005876c 0x0045a36c 8   9    .text   ascii   . &jL4IY
3721  0x0005877b 0x0045a37b 5   6    .text   ascii   9)'1F
3722  0x00058799 0x0045a399 4   5    .text   ascii   =qx>
3723  0x000587cc 0x0045a3cc 4   6    .text   utf8    gxU$
3724  0x000587d4 0x0045a3d4 10  11   .text   ascii   k+\eK`iu,B<
3725  0x00058801 0x0045a401 4   5    .text   ascii   Vx)w
3726  0x0005880b 0x0045a40b 6   7    .text   ascii   24nBzS
3727  0x0005881c 0x0045a41c 4   5    .text   ascii   ;0O~
3728  0x00058864 0x0045a464 4   5    .text   ascii   .%\r;
3729  0x00058878 0x0045a478 5   6    .text   ascii   dDg\nn
3730  0x00058889 0x0045a489 5   7    .text   utf8    &#B@e
3731  0x000588f3 0x0045a4f3 5   6    .text   ascii   nh;mt
3732  0x0005890c 0x0045a50c 5   6    .text   ascii   aqQ>\b
3733  0x0005897f 0x0045a57f 5   7    .text   utf8    B}.ޜ3 blocks=Basic Latin,Thaana
3734  0x000589ba 0x0045a5ba 5   6    .text   ascii   +=an!
3735  0x000589c8 0x0045a5c8 4   7    .text   utf8    ڳSZ̖ blocks=Arabic,Basic Latin,Combining Diacritical Marks
3736  0x00058a16 0x0045a616 4   5    .text   ascii   Elro
3737  0x00058a3b 0x0045a63b 6   7    .text   ascii   \bJ+\be1
3738  0x00058a8b 0x0045a68b 5   6    .text   ascii   cHN90
3739  0x00058ab2 0x0045a6b2 4   5    .text   ascii   xhP'
3740  0x00058adc 0x0045a6dc 6   9    .text   utf8    $GjtF笱 blocks=Basic Latin,CJK Unified Ideographs
3741  0x00058b04 0x0045a704 5   6    .text   ascii   $i!%4
3742  0x00058b1b 0x0045a71b 4   5    .text   ascii   \r|Px
3743  0x00058b4a 0x0045a74a 4   6    .text   utf8    ּDPY blocks=Hebrew,Basic Latin
3744  0x00058b5a 0x0045a75a 8   9    .text   ascii   |jb_oEuN
3745  0x00058b93 0x0045a793 4   5    .text   ascii   HzsS
3746  0x00058bca 0x0045a7ca 6   7    .text   ascii   N}'pA%
3747  0x00058bdf 0x0045a7df 6   7    .text   ascii   t\aB\R"
3748  0x00058c34 0x0045a834 6   7    .text   ascii   FtBZeW
3749  0x00058c50 0x0045a850 4   5    .text   ascii   \v](
3750  0x00058c58 0x0045a858 4   6    .text   utf8    \rΰM{ blocks=Basic Latin,Greek and Coptic
3751  0x00058cc5 0x0045a8c5 5   6    .text   ascii   jPM_t
3752  0x00058ccc 0x0045a8cc 4   5    .text   ascii   u\tiW
3753  0x00058d19 0x0045a919 4   6    .text   utf8    f;!> blocks=Basic Latin,Greek and Coptic
3754  0x00058d58 0x0045a958 4   5    .text   ascii   _.o\f
3755  0x00058da4 0x0045a9a4 4   5    .text   ascii   %qxP
3756  0x00058dc7 0x0045a9c7 4   7    .text   utf8    :-#ȡ blocks=Basic Latin,Latin Extended-B
3757  0x00058de2 0x0045a9e2 7   8    .text   ascii   ce0\Be&
3758  0x00058e42 0x0045aa42 4   5    .text   ascii   5api
3759  0x00058e52 0x0045aa52 4   6    .text   utf8    Д[b$ blocks=Cyrillic,Basic Latin
3760  0x00058e87 0x0045aa87 5   6    .text   ascii   x@HEa
3761  0x00058e8d 0x0045aa8d 4   5    .text   ascii   ueTi
3762  0x00058e9a 0x0045aa9a 7   8    .text   ascii   y\t_\n\e\el
3763  0x00058eb1 0x0045aab1 4   8    .text   utf8    Nïޅƍ blocks=Basic Latin,Latin-1 Supplement,Thaana,Latin Extended-B
3764  0x00058ed1 0x0045aad1 5   7    .text   utf8    0'ڬeZ blocks=Basic Latin,Arabic
3765  0x00058ee8 0x0045aae8 5   6    .text   ascii   E]2@^
3766  0x00058f2b 0x0045ab2b 5   6    .text   ascii   ,%\a>s
3767  0x00058f50 0x0045ab50 6   9    .text   utf8    \f\=ۀԋ\ blocks=Basic Latin,Arabic,Cyrillic Supplement
3768  0x00058f5d 0x0045ab5d 4   5    .text   ascii   Mg\a0
3769  0x00058f71 0x0045ab71 5   6    .text   ascii   d\n$_I
3770  0x00058f7d 0x0045ab7d 5   7    .text   utf8    ׃M`X0 blocks=Hebrew,Basic Latin
3771  0x00058f8a 0x0045ab8a 4   7    .text   utf8    [lX blocks=Basic Latin,Private Use Area
3772  0x00058fc1 0x0045abc1 6   7    .text   ascii   Yo|Pdk
3773  0x00058fce 0x0045abce 4   5    .text   ascii   ?T^z
3774  0x00058fd4 0x0045abd4 4   5    .text   ascii   L\eW@
3775  0x00058fd9 0x0045abd9 4   5    .text   ascii   A\reC
3776  0x00058fde 0x0045abde 4   5    .text   ascii   ,&>R
3777  0x00058ffe 0x0045abfe 4   6    .text   utf8    nޓP? blocks=Basic Latin,Thaana
3778  0x00059013 0x0045ac13 6   8    .text   utf8    %#ݝE { blocks=Basic Latin,Arabic Supplement
3779  0x0005902d 0x0045ac2d 4   6    .text   utf8    QK\eק blocks=Basic Latin,Hebrew
3780  0x0005907f 0x0045ac7f 5   7    .text   utf8    fфmn~ blocks=Basic Latin,Cyrillic
3781  0x000590e0 0x0045ace0 4   6    .text   utf8    KGSđ blocks=Basic Latin,Latin Extended-A
3782  0x0005918b 0x0045ad8b 5   6    .text   ascii   FU\vl\e
3783  0x000591ae 0x0045adae 5   6    .text   ascii   e9\fx"
3784  0x000591d4 0x0045add4 4   7    .text   utf8    [ꆶe| blocks=Basic Latin,Yi Syllables
3785  0x000591e1 0x0045ade1 5   6    .text   ascii   `^\nL\e
3786  0x0005923e 0x0045ae3e 4   5    .text   ascii   D;qA
3787  0x00059254 0x0045ae54 4   6    .text   utf8    QGHh
3788  0x00059278 0x0045ae78 4   6    .text   utf8    P2UҒ blocks=Basic Latin,Cyrillic
3789  0x0005927f 0x0045ae7f 4   5    .text   ascii   0#f'
3790  0x000592a5 0x0045aea5 6   7    .text   ascii   <fG p@
3791  0x000592b9 0x0045aeb9 5   6    .text   ascii   }0,\ee
