[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2871 0x00026420 0x10065020 4   6    .upx1   utf8     Bkґ blocks=Basic Latin,Cyrillic
2872 0x0002646c 0x1006506c 4   6    .upx1   utf8    ~ύd$ blocks=Basic Latin,Greek and Coptic
2873 0x0002649d 0x1006509d 6   7    .upx1   ascii   uTBR*A
2874 0x000264cd 0x100650cd 6   9    .upx1   utf8    @̥4ɢx7 blocks=Basic Latin,Combining Diacritical Marks,IPA Extensions
2875 0x0002651c 0x1006511c 6   7    .upx1   ascii   g\e{cB!
2876 0x0002652a 0x1006512a 4   5    .upx1   ascii   \a9ei
2877 0x0002654f 0x1006514f 5   7    .upx1   utf8    yE,èV blocks=Basic Latin,Latin-1 Supplement
2878 0x0002655b 0x1006515b 5   7    .upx1   utf8    ̕OUBR blocks=Combining Diacritical Marks,Basic Latin
2879 0x00026594 0x10065194 4   6    .upx1   utf8    AEզN blocks=Basic Latin,Armenian
2880 0x000265ba 0x100651ba 7   8    .upx1   ascii   wA\r.\b]d
2881 0x00026668 0x10065268 5   7    .upx1   utf8    ,{*ϑ^ blocks=Basic Latin,Greek and Coptic
2882 0x00026674 0x10065274 4   5    .upx1   ascii   40{U
2883 0x00026682 0x10065282 5   7    .upx1   utf8    S!gwň blocks=Basic Latin,Latin Extended-A
2884 0x000266a9 0x100652a9 5   6    .upx1   ascii   $<\Te
2885 0x000266d9 0x100652d9 4   5    .upx1   ascii   C2/P
2886 0x000266de 0x100652de 5   7    .upx1   utf8    ֊K}d{ blocks=Armenian,Basic Latin
2887 0x00026725 0x10065325 4   5    .upx1   ascii   y\rA 
2888 0x000267bf 0x100653bf 5   7    .upx1   utf8    *\t9ߖh blocks=Basic Latin,NKo
2889 0x000267c6 0x100653c6 4   5    .upx1   ascii   _Q\nY
2890 0x0002681d 0x1006541d 4   5    .upx1   ascii   ^PBR
2891 0x00026823 0x10065423 5   6    .upx1   ascii   E-o?q
2892 0x00026832 0x10065432 4   5    .upx1   ascii   d\b_k
2893 0x0002683c 0x1006543c 5   7    .upx1   utf8    ߙxb*z blocks=NKo,Basic Latin
2894 0x00026852 0x10065452 4   7    .upx1   utf8    י\t\rկ blocks=Hebrew,Basic Latin,Armenian
2895 0x00026880 0x10065480 5   6    .upx1   ascii   ojT<`
2896 0x00026892 0x10065492 5   6    .upx1   ascii   %G\nB\t
2897 0x000268b7 0x100654b7 4   7    .upx1   utf8    CJdἔ blocks=Basic Latin,Greek Extended
2898 0x000268e4 0x100654e4 4   5    .upx1   ascii   6M\tm
2899 0x00026901 0x10065501 4   5    .upx1   ascii   "vf$
2900 0x00026914 0x10065514 4   6    .upx1   utf8    xʓ?> blocks=Basic Latin,IPA Extensions
2901 0x00026936 0x10065536 9   13   .upx1   utf8    iX䙥-ԥXD1l blocks=Basic Latin,CJK Unified Ideographs Extension A,Cyrillic Supplement
2902 0x0002694d 0x1006554d 4   5    .upx1   ascii   F!Y4
2903 0x000269a1 0x100655a1 8   10   .upx1   utf8    h\7Lōd$8 blocks=Basic Latin,Latin Extended-A
2904 0x000269da 0x100655da 4   5    .upx1   ascii   QBR-
2905 0x00026a6b 0x1006566b 6   7    .upx1   ascii   2\nIK1m
2906 0x00026a80 0x10065680 4   5    .upx1   ascii   F|{/
2907 0x00026ab4 0x100656b4 7   9    .upx1   utf8    EEww)ɧ/ blocks=Basic Latin,IPA Extensions
2908 0x00026ae3 0x100656e3 4   5    .upx1   ascii   ^QMy
2909 0x00026aea 0x100656ea 4   5    .upx1   ascii   o|>J
2910 0x00026afb 0x100656fb 4   5    .upx1   ascii   kI\a(
2911 0x00026b0c 0x1006570c 4   5    .upx1   ascii   GBUL
2912 0x00026b11 0x10065711 4   6    .upx1   utf8    /ܾLv blocks=Basic Latin,Syriac
2913 0x00026c00 0x10065800 4   7    .upx1   utf8    "ס+ӣ blocks=Basic Latin,Hebrew,Cyrillic
2914 0x00026c61 0x10065861 4   5    .upx1   ascii   wp`0
2915 0x00026c7e 0x1006587e 10  12   .upx1   utf8    s?.әZ`LQ~@ blocks=Basic Latin,Cyrillic
2916 0x00026cc1 0x100658c1 5   7    .upx1   utf8    ɋ\$\f` blocks=Latin Extended-B,Basic Latin
2917 0x00026cf8 0x100658f8 4   5    .upx1   ascii   I\BR
2918 0x00026dbe 0x100659be 4   6    .upx1   utf8    -ݷ\a\a blocks=Basic Latin,Arabic Supplement
2919 0x00026e4b 0x10065a4b 4   6    .upx1   utf8    5XŮT blocks=Basic Latin,Latin Extended-A
2920 0x00026e6a 0x10065a6a 4   5    .upx1   ascii   ^BRV
2921 0x00026ee0 0x10065ae0 4   5    .upx1   ascii   HnZ@
2922 0x00026efc 0x10065afc 4   5    .upx1   ascii   UJ5a
2923 0x00026f94 0x10065b94 4   5    .upx1   ascii   =6A?
2924 0x00026fbf 0x10065bbf 12  13   .upx1   ascii   qYCCUWYtO>g6
2925 0x00026fe8 0x10065be8 6   7    .upx1   ascii   {_BR$O
2926 0x0002700c 0x10065c0c 4   5    .upx1   ascii   NJ>#
2927 0x00027023 0x10065c23 4   5    .upx1   ascii   6np%
2928 0x00027037 0x10065c37 8   11   .upx1   utf8    BSZ\ኤsOf blocks=Basic Latin,Ethiopic
2929 0x00027046 0x10065c46 4   6    .upx1   utf8    փ" M blocks=Armenian,Basic Latin
2930 0x000270c0 0x10065cc0 4   5    .upx1   ascii   {!.M
2931 0x000270c8 0x10065cc8 4   5    .upx1   ascii   D$HM
2932 0x00027182 0x10065d82 4   5    .upx1   ascii   YBRH
2933 0x000271da 0x10065dda 4   5    .upx1   ascii   ?fGu
2934 0x000271f5 0x10065df5 5   6    .upx1   ascii   [0x\a^
2935 0x00027205 0x10065e05 5   6    .upx1   ascii   'g9A,
2936 0x00027228 0x10065e28 6   7    .upx1   ascii   xZBRl%
2937 0x00027233 0x10065e33 6   7    .upx1   ascii   Amuk[Y
2938 0x0002723c 0x10065e3c 4   5    .upx1   ascii   ]}G~
2939 0x00027248 0x10065e48 4   5    .upx1   ascii   b*\a^
2940 0x00027287 0x10065e87 5   6    .upx1   ascii   xH^s{
2941 0x0002730e 0x10065f0e 5   6    .upx1   ascii   7E(ox
2942 0x00027315 0x10065f15 6   7    .upx1   ascii   r[BR-F
2943 0x00027336 0x10065f36 5   7    .upx1   utf8    C0K܋j blocks=Basic Latin,Syriac
2944 0x00027351 0x10065f51 4   5    .upx1   ascii   0388
2945 0x0002735f 0x10065f5f 4   6    .upx1   utf8    sCЛ$ blocks=Basic Latin,Cyrillic
2946 0x00027454 0x10066054 4   5    .upx1   ascii   t\f[:
2947 0x00027556 0x10066156 4   5    .upx1   ascii   R{j\a
2948 0x00027587 0x10066187 4   5    .upx1   ascii   %?/I
2949 0x000275fe 0x100661fe 4   5    .upx1   ascii   #eBR
2950 0x000276b1 0x100662b1 4   5    .upx1   ascii   n0&M
2951 0x000276be 0x100662be 5   6    .upx1   ascii   vfBR)
2952 0x000276d9 0x100662d9 5   6    .upx1   ascii   $>,Ls
2953 0x000276f7 0x100662f7 5   6    .upx1   ascii   kUp6!
2954 0x00027727 0x10066327 5   6    .upx1   ascii   3Wyom
2955 0x0002776e 0x1006636e 6   7    .upx1   ascii   Ft~<,3
2956 0x00027787 0x10066387 4   5    .upx1   ascii   ]S\e{
2957 0x000277c3 0x100663c3 6   7    .upx1   ascii   @Th'8D
2958 0x000277d5 0x100663d5 4   6    .upx1   utf8    اR#N blocks=Arabic,Basic Latin
2959 0x0002781a 0x1006641a 4   5    .upx1   ascii   i`BR
2960 0x00027832 0x10066432 4   5    .upx1   ascii   \b^>O
2961 0x00027861 0x10066461 6   7    .upx1   ascii   XB(LUA
2962 0x000278f6 0x100664f6 5   6    .upx1   ascii   '`BRx
2963 0x00027914 0x10066514 5   8    .upx1   utf8    uDg, blocks=Basic Latin,Private Use Area
2964 0x00027924 0x10066524 4   5    .upx1   ascii   <d`.
2965 0x0002793a 0x1006653a 6   10   .upx1   utf8    |Hef`植 blocks=Basic Latin,CJK Unified Ideographs
2966 0x000279dc 0x100665dc 5   6    .upx1   ascii   aBR'b
2967 0x00027a12 0x10066612 4   5    .upx1   ascii   2Qh7
2968 0x00027a5f 0x1006665f 6   8    .upx1   utf8    j>̻q13 blocks=Basic Latin,Combining Diacritical Marks
2969 0x00027a9c 0x1006669c 4   5    .upx1   ascii   ~B\vR
2970 0x00027aed 0x100666ed 5   7    .upx1   utf8    vɞ\a\vG blocks=Basic Latin,IPA Extensions
2971 0x00027af9 0x100666f9 4   6    .upx1   utf8    nZҿ_ blocks=Basic Latin,Cyrillic
2972 0x00027b3a 0x1006673a 5   6    .upx1   ascii   YK\bL\
2973 0x00027b75 0x10066775 4   5    .upx1   ascii   Z(LR
2974 0x00027b89 0x10066789 4   6    .upx1   utf8    ]RչM blocks=Basic Latin,Armenian
2975 0x00027c5e 0x1006685e 4   5    .upx1   ascii   Y1yW
2976 0x00027c64 0x10066864 5   6    .upx1   ascii   \aA!GH
2977 0x00027caa 0x100668aa 4   7    .upx1   utf8    ǸY;˭ blocks=Latin Extended-B,Basic Latin,Spacing Modifier Letters
2978 0x00027cc1 0x100668c1 4   6    .upx1   utf8    \bT$\b
2979 0x00027d00 0x10066900 4   5    .upx1   ascii   ClBR
2980 0x00027d32 0x10066932 4   5    .upx1   ascii   cy!c
2981 0x00027d62 0x10066962 4   5    .upx1   ascii   a7\ts
2982 0x00027d94 0x10066994 4   6    .upx1   utf8    IIP° blocks=Basic Latin,Latin-1 Supplement
2983 0x00027e41 0x10066a41 4   5    .upx1   ascii   j9&u
2984 0x00027e89 0x10066a89 4   5    .upx1   ascii   z$Sf
2985 0x0002808c 0x10066c8c 5   6    .upx1   ascii   4$<\t`
2986 0x000280f0 0x10066cf0 4   5    .upx1   ascii   hBR&
2987 0x00028130 0x10066d30 4   5    .upx1   ascii   _?N#
2988 0x00028176 0x10066d76 6   7    .upx1   ascii   i;{\tG]
2989 0x00028189 0x10066d89 7   10   .upx1   utf8    AkҹG5β* blocks=Basic Latin,Cyrillic,Greek and Coptic
2990 0x000281ac 0x10066dac 5   6    .upx1   ascii   iwIOk
2991 0x000281da 0x10066dda 5   6    .upx1   ascii   7|T"^
2992 0x000281ef 0x10066def 4   5    .upx1   ascii   \aQXu
2993 0x0002827e 0x10066e7e 4   6    .upx1   utf8    n'Ӑ\n blocks=Basic Latin,Cyrillic
2994 0x00028286 0x10066e86 4   5    .upx1   ascii   \ZQd
2995 0x000282c2 0x10066ec2 4   5    .upx1   ascii   2#97
2996 0x000282d5 0x10066ed5 4   6    .upx1   utf8    qɤF7 blocks=Basic Latin,IPA Extensions
2997 0x000282e7 0x10066ee7 4   5    .upx1   ascii   JP8_
2998 0x00028354 0x10066f54 5   7    .upx1   utf8    ӜFkBR blocks=Cyrillic,Basic Latin
2999 0x00028380 0x10066f80 5   7    .upx1   utf8    +ֳHqX blocks=Basic Latin,Hebrew
3000 0x0002838e 0x10066f8e 5   6    .upx1   ascii   zpPvB
3001 0x000283c1 0x10066fc1 4   5    .upx1   ascii   3BKo
3002 0x0002840e 0x1006700e 6   11   .upx1   utf8    }\ꇏ̽ņ= blocks=Basic Latin,Yi Syllables,Combining Diacritical Marks,Latin Extended-A
3003 0x0002842a 0x1006702a 5   6    .upx1   ascii   DM[$z
3004 0x0002845e 0x1006705e 4   5    .upx1   ascii   _MF>
3005 0x0002847d 0x1006707d 12  13   .upx1   ascii   imagehlp.dll
3006 0x000284c7 0x100670c7 4   5    .upx1   ascii   ia#{
3007 0x0002852d 0x1006712d 5   7    .upx1   utf8    ]"ιG| blocks=Basic Latin,Greek and Coptic
3008 0x0002853b 0x1006713b 4   5    .upx1   ascii   uBRj
3009 0x0002858e 0x1006718e 4   5    .upx1   ascii   \bL\aO
3010 0x0002859a 0x1006719a 5   6    .upx1   ascii    `J!5
3011 0x000285b9 0x100671b9 6   8    .upx1   utf8    \b_\v`ιG blocks=Basic Latin,Greek and Coptic
3012 0x000285c8 0x100671c8 7   9    .upx1   utf8    ~uBRj#˃ blocks=Basic Latin,Spacing Modifier Letters
3013 0x0002860d 0x1006720d 4   5    .upx1   ascii   \t!A0
3014 0x00028667 0x10067267 4   5    .upx1   ascii   7Z\fo
3015 0x00028697 0x10067297 6   8    .upx1   utf8    Q&.|Ǫp blocks=Basic Latin,Latin Extended-B
3016 0x000286c3 0x100672c3 4   5    .upx1   ascii   oE1F
3017 0x000286fa 0x100672fa 6   7    .upx1   ascii   wvBRc*
3018 0x00028740 0x10067340 4   5    .upx1   ascii   &JD<
3019 0x0002877a 0x1006737a 4   6    .upx1   utf8    6g&k
3020 0x0002880e 0x1006740e 6   7    .upx1   ascii   kpBR4_
3021 0x00028820 0x10067420 7   8    .upx1   ascii   $"bhDJ^
3022 0x00028850 0x10067450 4   5    .upx1   ascii   78}~
3023 0x0002885a 0x1006745a 5   6    .upx1   ascii   \bH81F
3024 0x00028860 0x10067460 4   5    .upx1   ascii   4_Uo
3025 0x00028873 0x10067473 6   7    .upx1   ascii   ):,}qI
3026 0x000288c5 0x100674c5 4   6    .upx1   utf8    -K]ߎ blocks=Basic Latin,NKo
3027 0x00028911 0x10067511 4   5    .upx1   ascii   \$ X
3028 0x0002891d 0x1006751d 4   5    .upx1   ascii   FqBR
3029 0x00028939 0x10067539 4   5    .upx1   ascii   \t!(:
3030 0x00028957 0x10067557 5   6    .upx1   ascii   p^F<N
3031 0x00028975 0x10067575 4   6    .upx1   utf8    #!ΣW blocks=Basic Latin,Greek and Coptic
3032 0x000289a5 0x100675a5 4   5    .upx1   ascii   H\f\l
3033 0x000289f7 0x100675f7 4   5    .upx1   ascii   TqBR
3034 0x00028a0f 0x1006760f 4   5    .upx1   ascii   Ya#{
3035 0x00028a6c 0x1006766c 4   5    .upx1   ascii   :M\bI
3036 0x00028ab5 0x100676b5 4   5    .upx1   ascii   |Cu0
3037 0x00028b06 0x10067706 4   5    .upx1   ascii   `h)1
3038 0x00028b76 0x10067776 6   8    .upx1   utf8    fsBR9R
3039 0x00028c05 0x10067805 4   5    .upx1   ascii   jUD2
3040 0x00028c2a 0x1006782a 5   6    .upx1   ascii   \n\t\a_4
3041 0x00028c38 0x10067838 5   6    .upx1   ascii   (|BRw
3042 0x00028c76 0x10067876 4   5    .upx1   ascii   ;=\tq
3043 0x00028d13 0x10067913 5   6    .upx1   ascii   z$hSB
3044 0x00028d2a 0x1006792a 8   9    .upx1   ascii   hZg*_P`i
3045 0x00028d43 0x10067943 4   5    .upx1   ascii   )}BR
3046 0x00028d7c 0x1006797c 4   5    .upx1   ascii   B:P`
3047 0x00028d83 0x10067983 4   5    .upx1   ascii   |Z\f+
3048 0x00028dc2 0x100679c2 4   6    .upx1   utf8    haѶ= blocks=Basic Latin,Cyrillic
3049 0x00028dc9 0x100679c9 6   7    .upx1   ascii   _+a[wQ
3050 0x00028e98 0x10067a98 4   5    .upx1   ascii   ~BRf
3051 0x00028ebb 0x10067abb 5   8    .upx1   utf8    園OJ;V blocks=CJK Unified Ideographs,Basic Latin
3052 0x00028f24 0x10067b24 4   6    .upx1   utf8    3t҅t blocks=Basic Latin,Cyrillic
3053 0x00028f30 0x10067b30 4   5    .upx1   ascii   >d$L
3054 0x00028f38 0x10067b38 5   8    .upx1   utf8    ,OkċH blocks=Basic Latin,Latin Extended-A
3055 0x00028f70 0x10067b70 4   5    .upx1   ascii   Yb:(
3056 0x00028f8d 0x10067b8d 4   5    .upx1   ascii   S#U:
3057 0x00028f9b 0x10067b9b 4   5    .upx1   ascii   +\vKE
3058 0x00028fa7 0x10067ba7 7   9    .upx1   utf8    $TڷS#m\f blocks=Basic Latin,Arabic
3059 0x00028fe0 0x10067be0 4   6    .upx1   utf8    $Ѯ\f\n blocks=Basic Latin,Cyrillic
3060 0x00029015 0x10067c15 4   6    .upx1   utf8    cոR) blocks=Basic Latin,Armenian
3061 0x00029067 0x10067c67 7   10   .upx1   utf8    \dvXD⍼W blocks=Basic Latin,Miscellaneous Technical
3062 0x00029081 0x10067c81 4   5    .upx1   ascii   ez6/
3063 0x000290ca 0x10067cca 6   7    .upx1   ascii   <xBRc\b
3064 0x000290dc 0x10067cdc 4   5    .upx1   ascii   $bJP
3065 0x0002910e 0x10067d0e 4   6    .upx1   utf8    Ӣ_Ue blocks=Cyrillic,Basic Latin
3066 0x00029176 0x10067d76 12  13   .upx1   ascii   KERNEL32.dll
3067 0x00029186 0x10067d86 5   6    .upx1   ascii   dyBR;
3068 0x000291a5 0x10067da5 4   5    .upx1   ascii   /1\ep
3069 0x00029246 0x10067e46 4   5    .upx1   ascii   zBR8
3070 0x00029261 0x10067e61 4   6    .upx1   utf8    \bVȽ/ blocks=Basic Latin,Latin Extended-B
3071 0x000292aa 0x10067eaa 4   5    .upx1   ascii   de,J
3072 0x000292c3 0x10067ec3 4   7    .upx1   utf8    b閔25 blocks=Basic Latin,CJK Unified Ideographs
3073 0x00029307 0x10067f07 4   5    .upx1   ascii   F{BR
3074 0x00029329 0x10067f29 4   6    .upx1   utf8    ٤#p; blocks=Arabic,Basic Latin
3075 0x00029346 0x10067f46 4   6    .upx1   utf8    9\ruڎ blocks=Basic Latin,Arabic
3076 0x0002937a 0x10067f7a 4   5    .upx1   ascii   ZIWY
3077 0x0002938e 0x10067f8e 4   5    .upx1   ascii   &%^0
3078 0x000293d3 0x10067fd3 4   5    .upx1   ascii   Eohh
3079 0x0002943f 0x1006803f 4   5    .upx1   ascii   BRJE
3080 0x00029479 0x10068079 6   8    .upx1   utf8    s"ٔ\e=\n blocks=Basic Latin,Arabic
3081 0x00029534 0x10068134 5   7    .upx1   utf8    t ޚ\Z blocks=Basic Latin,Thaana
3082 0x00029569 0x10068169 4   5    .upx1   ascii   s2'z
3083 0x00029734 0x10068334 8   10   .upx1   utf8    -GЯ!#,SB blocks=Basic Latin,Cyrillic
3084 0x00029749 0x10068349 15  16   .upx1   ascii   PathFileExistsA
3085 0x000297e9 0x100683e9 6   8    .upx1   utf8    aVՄa\nV blocks=Basic Latin,Armenian
3086 0x00029839 0x10068439 4   5    .upx1   ascii   m7O1
3087 0x00029885 0x10068485 4   5    .upx1   ascii   lW+@
3088 0x00029909 0x10068509 4   5    .upx1   ascii   ww|}
3089 0x00029947 0x10068547 6   7    .upx1   ascii   mQ,+]R
3090 0x000299bb 0x100685bb 4   5    .upx1   ascii   VLv6
3091 0x000299c9 0x100685c9 4   5    .upx1   ascii   m\eGQ
3092 0x000299ea 0x100685ea 4   5    .upx1   ascii   #${[
3093 0x00029a77 0x10068677 4   7    .upx1   utf8    葼zF1 blocks=CJK Unified Ideographs,Basic Latin
3094 0x00029aa5 0x100686a5 4   5    .upx1   ascii   \vU O
3095 0x00029ae1 0x100686e1 6   7    .upx1   ascii   D$\b\e43
3096 0x00029b02 0x10068702 4   5    .upx1   ascii   BR%`
3097 0x00029b27 0x10068727 4   5    .upx1   ascii   ^nLX
3098 0x00029b74 0x10068774 4   6    .upx1   utf8    :4mǽ blocks=Basic Latin,Latin Extended-B
3099 0x00029bc9 0x100687c9 4   7    .upx1   utf8     XꦀI blocks=Basic Latin,Javanese
3100 0x00029be6 0x100687e6 4   6    .upx1   utf8    !ɏpv blocks=Basic Latin,Latin Extended-B
3101 0x00029bf4 0x100687f4 6   8    .upx1   utf8    e՜n\Pd blocks=Basic Latin,Armenian
3102 0x00029c0c 0x1006880c 4   6    .upx1   utf8    wN߷O blocks=Basic Latin,NKo
3103 0x00029cd8 0x100688d8 4   5    .upx1   ascii   *f&Z
3104 0x00029d02 0x10068902 4   5    .upx1   ascii   B\tfA
3105 0x00029d44 0x10068944 4   5    .upx1   ascii   o0\b_
3106 0x00029d52 0x10068952 4   5    .upx1   ascii   \bv3f
3107 0x00029d98 0x10068998 4   5    .upx1   ascii   ,\nJ;
3108 0x00029dcc 0x100689cc 4   5    .upx1   ascii   h|*F
3109 0x00029dd8 0x100689d8 4   5    .upx1   ascii   y *F
3110 0x00029df0 0x100689f0 4   5    .upx1   ascii   !H*F
3111 0x00029e08 0x10068a08 4   5    .upx1   ascii   `/&F
3112 0x00029e2b 0x10068a2b 4   6    .upx1   utf8    fۼ-F blocks=Basic Latin,Arabic
3113 0x00029e58 0x10068a58 5   6    .upx1   ascii   X\c~]
3114 0x00029e7d 0x10068a7d 7   8    .upx1   ascii   k-x|F*F
3115 0x00029eb8 0x10068ab8 8   9    .upx1   ascii   Ky9|zu*F
3116 0x00029edf 0x10068adf 4   6    .upx1   utf8    SԚ,F blocks=Basic Latin,Cyrillic Supplement
3117 0x00029f31 0x10068b31 4   5    .upx1   ascii   -J7x
3118 0x00029f48 0x10068b48 4   5    .upx1   ascii   ll4x
3119 0x00029f6d 0x10068b6d 6   8    .upx1   utf8    g5bߩ-F blocks=Basic Latin,NKo
3120 0x00029f83 0x10068b83 4   6    .upx1   utf8    WDyތ blocks=Basic Latin,Thaana
3121 0x00029f92 0x10068b92 5   7    .upx1   utf8    2Ä/&F blocks=Basic Latin,Latin-1 Supplement
3122 0x00029f9d 0x10068b9d 4   5    .upx1   ascii   XAgf
3123 0x0002a07e 0x10068c7e 4   5    .upx1   ascii   D$\bj
3124 0x0002a0a5 0x10068ca5 5   6    .upx1   ascii   BR8qm
3125 0x0002a0ae 0x10068cae 5   6    .upx1   ascii   Q=E7n
3126 0x0002a0b4 0x10068cb4 6   7    .upx1   ascii   _5\hHF
3127 0x0002a0cc 0x10068ccc 5   6    .upx1   ascii   h.n:x
3128 0x0002a0e2 0x10068ce2 4   5    .upx1   ascii   ^B\n~
3129 0x0002a117 0x10068d17 4   6    .upx1   utf8    @ήwy blocks=Basic Latin,Greek and Coptic
3130 0x0002a137 0x10068d37 7   8    .upx1   ascii   :q7~_qP
3131 0x0002a145 0x10068d45 4   7    .upx1   utf8    멣s\v; blocks=Hangul Syllables,Basic Latin
3132 0x0002a156 0x10068d56 4   6    .upx1   utf8    ƗP5z blocks=Latin Extended-B,Basic Latin
3133 0x0002a196 0x10068d96 4   5    .upx1   ascii   :Z0u
3134 0x0002a1b4 0x10068db4 7   11   .upx1   utf8    i4%ب&o blocks=Basic Latin,Private Use Area,Arabic
3135 0x0002a256 0x10068e56 4   5    .upx1   ascii   BR0y
3136 0x0002a2b1 0x10068eb1 5   7    .upx1   utf8    %_ޕ)8 blocks=Basic Latin,Thaana
3137 0x0002a2da 0x10068eda 6   10   .upx1   utf8    W箄x>DT blocks=Basic Latin,CJK Unified Ideographs
3138 0x0002a2ed 0x10068eed 4   6    .upx1   utf8    /Bܹ_ blocks=Basic Latin,Syriac
3139 0x0002a31d 0x10068f1d 4   5    .upx1   ascii   &J_z
3140 0x0002a33e 0x10068f3e 7   8    .upx1   ascii   _9Iw_=\r
3141 0x0002a407 0x10069007 4   6    .upx1   utf8    ͋M\ff blocks=Combining Diacritical Marks,Basic Latin
3142 0x0002a41e 0x1006901e 4   5    .upx1   ascii   QhZ\v
3143 0x0002a43b 0x1006903b 5   7    .upx1   utf8    ҍd$<` blocks=Cyrillic,Basic Latin
3144 0x0002a44e 0x1006904e 6   7    .upx1   ascii   qu}3'?
3145 0x0002a457 0x10069057 4   5    .upx1   ascii   ww-]
3146 0x0002a490 0x10069090 4   5    .upx1   ascii   XB/D
3147 0x0002a4f9 0x100690f9 4   5    .upx1   ascii   !`YY
3148 0x0002a58c 0x1006918c 4   5    .upx1   ascii   e+]C
3149 0x0002a59c 0x1006919c 4   5    .upx1   ascii   >\n#S
3150 0x0002a5b8 0x100691b8 4   5    .upx1   ascii   :\bH8
3151 0x0002a5cd 0x100691cd 4   5    .upx1   ascii   c1-A
3152 0x0002a5e7 0x100691e7 5   8    .upx1   utf8    ̤+ǖc+ blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-B
3153 0x0002a61b 0x1006921b 4   5    .upx1   ascii   \bxn.
3154 0x0002a69d 0x1006929d 27  28   .upx1   ascii   MakeSureDirectoryPathExists
3155 0x0002a6d5 0x100692d5 4   5    .upx1   ascii   BR\rf
3156 0x0002a70f 0x1006930f 4   6    .upx1   utf8    EΥie blocks=Basic Latin,Greek and Coptic
3157 0x0002a715 0x10069315 9   10   .upx1   ascii   Ur>#oc-/5
3158 0x0002a730 0x10069330 5   6    .upx1   ascii   ? i~|
3159 0x0002a76a 0x1006936a 4   6    .upx1   utf8    [سWS blocks=Basic Latin,Arabic
3160 0x0002a7cc 0x100693cc 4   5    .upx1   ascii   :"<6
3161 0x0002a7d5 0x100693d5 4   6    .upx1   utf8    T,Ճx blocks=Basic Latin,Armenian
3162 0x0002a7e9 0x100693e9 4   7    .upx1   utf8    фɢh` blocks=Cyrillic,IPA Extensions,Basic Latin
3163 0x0002a802 0x10069402 5   6    .upx1   ascii   k\vIM5
3164 0x0002a815 0x10069415 4   5    .upx1   ascii   V,lD
3165 0x0002a863 0x10069463 4   5    .upx1   ascii   zf@8
3166 0x0002a88a 0x1006948a 4   6    .upx1   utf8    4$9ߜ blocks=Basic Latin,NKo
3167 0x0002a89e 0x1006949e 4   5    .upx1   ascii   |$rp
3168 0x0002a934 0x10069534 4   5    .upx1   ascii   \t\tI$
3169 0x0002a983 0x10069583 4   5    .upx1   ascii   BRl\a
3170 0x0002a98e 0x1006958e 4   5    .upx1   ascii   \vi8\f
3171 0x0002a99b 0x1006959b 5   7    .upx1   utf8     0lǀI blocks=Basic Latin,Latin Extended-B
3172 0x0002a9ab 0x100695ab 4   5    .upx1   ascii   XnBp
3173 0x0002aa25 0x10069625 4   5    .upx1   ascii   nyy/
3174 0x0002aaac 0x100696ac 5   6    .upx1   ascii   %-M<Q
3175 0x0002ab0e 0x1006970e 4   5    .upx1   ascii   81Ny
3176 0x0002ab84 0x10069784 4   6    .upx1   utf8    )ݽvh blocks=Basic Latin,Arabic Supplement
3177 0x0002ab91 0x10069791 4   5    .upx1   ascii   K}C)
3178 0x0002aba6 0x100697a6 5   6    .upx1   ascii   dTtzx
3179 0x0002abb1 0x100697b1 4   6    .upx1   utf8     phԋ blocks=Basic Latin,Cyrillic Supplement
3180 0x0002abcc 0x100697cc 4   5    .upx1   ascii   gG\fD
3181 0x0002ac3c 0x1006983c 4   5    .upx1   ascii   M-\1
3182 0x0002ac76 0x10069876 8   9    .upx1   ascii   \aPGI[D;)
3183 0x0002ad02 0x10069902 6   8    .upx1   utf8    OBђJ7E blocks=Basic Latin,Cyrillic
3184 0x0002adc4 0x100699c4 4   6    .upx1   utf8    ܷ;{e blocks=Syriac,Basic Latin
3185 0x0002adf5 0x100699f5 4   6    .upx1   utf8    J§Z6 blocks=Basic Latin,Latin-1 Supplement
3186 0x0002ae20 0x10069a20 4   6    .upx1   utf8    h`܇{ blocks=Basic Latin,Syriac
3187 0x0002ae29 0x10069a29 5   8    .upx1   utf8    қW#\nю blocks=Cyrillic,Basic Latin
3188 0x0002aebb 0x10069abb 4   5    .upx1   ascii   d$Df
3189 0x0002aef1 0x10069af1 6   8    .upx1   utf8    ¦X2vos blocks=Latin-1 Supplement,Basic Latin
3190 0x0002af06 0x10069b06 4   5    .upx1   ascii   -k}b
3191 0x0002af18 0x10069b18 4   5    .upx1   ascii   T/sG
3192 0x0002af73 0x10069b73 4   5    .upx1   ascii   \fAD_
3193 0x0002af82 0x10069b82 4   5    .upx1   ascii   9}0T
