[Strings]
nth   paddr      vaddr      len  size section       type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4879  0x000af7d8 0x004ccdd8 37   38   .debug_info   ascii   GUID_ADAPTIVE_POWER_BEHAVIOR_SUBGROUP
4880  0x000af806 0x004cce06 31   32   .debug_info   ascii   GUID_NON_ADAPTIVE_INPUT_TIMEOUT
4881  0x000af82e 0x004cce2e 18   19   .debug_info   ascii   GUID_DISK_SUBGROUP
4882  0x000af849 0x004cce49 27   28   .debug_info   ascii   GUID_DISK_POWERDOWN_TIMEOUT
4883  0x000af86d 0x004cce6d 22   23   .debug_info   ascii   GUID_DISK_IDLE_TIMEOUT
4884  0x000af88c 0x004cce8c 32   33   .debug_info   ascii   GUID_DISK_BURST_IGNORE_THRESHOLD
4885  0x000af8b5 0x004cceb5 28   29   .debug_info   ascii   GUID_DISK_ADAPTIVE_POWERDOWN
4886  0x000af8da 0x004cceda 19   20   .debug_info   ascii   GUID_SLEEP_SUBGROUP
4887  0x000af8f6 0x004ccef6 25   26   .debug_info   ascii   GUID_SLEEP_IDLE_THRESHOLD
4888  0x000af918 0x004ccf18 20   21   .debug_info   ascii   GUID_STANDBY_TIMEOUT
4889  0x000af935 0x004ccf35 27   28   .debug_info   ascii   GUID_UNATTEND_SLEEP_TIMEOUT
4890  0x000af959 0x004ccf59 22   23   .debug_info   ascii   GUID_HIBERNATE_TIMEOUT
4891  0x000af978 0x004ccf78 28   29   .debug_info   ascii   GUID_HIBERNATE_FASTS4_POLICY
4892  0x000af99d 0x004ccf9d 30   31   .debug_info   ascii   GUID_CRITICAL_POWER_TRANSITION
4893  0x000af9c4 0x004ccfc4 20   21   .debug_info   ascii   GUID_SYSTEM_AWAYMODE
4894  0x000af9e1 0x004ccfe1 19   20   .debug_info   ascii   GUID_ALLOW_AWAYMODE
4895  0x000af9fd 0x004ccffd 25   26   .debug_info   ascii   GUID_ALLOW_STANDBY_STATES
4896  0x000afa1f 0x004cd01f 19   20   .debug_info   ascii   GUID_ALLOW_RTC_WAKE
4897  0x000afa3b 0x004cd03b 26   27   .debug_info   ascii   GUID_ALLOW_SYSTEM_REQUIRED
4898  0x000afa5e 0x004cd05e 27   28   .debug_info   ascii   GUID_SYSTEM_BUTTON_SUBGROUP
4899  0x000afa82 0x004cd082 23   24   .debug_info   ascii   GUID_POWERBUTTON_ACTION
4900  0x000afaa2 0x004cd0a2 23   24   .debug_info   ascii   GUID_SLEEPBUTTON_ACTION
4901  0x000afac2 0x004cd0c2 31   32   .debug_info   ascii   GUID_USERINTERFACEBUTTON_ACTION
4902  0x000afaea 0x004cd0ea 20   21   .debug_info   ascii   GUID_LIDCLOSE_ACTION
4903  0x000afb07 0x004cd107 23   24   .debug_info   ascii   GUID_LIDOPEN_POWERSTATE
4904  0x000afb27 0x004cd127 21   22   .debug_info   ascii   GUID_BATTERY_SUBGROUP
4905  0x000afb45 0x004cd145 31   32   .debug_info   ascii   GUID_BATTERY_DISCHARGE_ACTION_0
4906  0x000afb6d 0x004cd16d 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_LEVEL_0
4907  0x000afb94 0x004cd194 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_FLAGS_0
4908  0x000afbbb 0x004cd1bb 31   32   .debug_info   ascii   GUID_BATTERY_DISCHARGE_ACTION_1
4909  0x000afbe3 0x004cd1e3 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_LEVEL_1
4910  0x000afc0a 0x004cd20a 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_FLAGS_1
4911  0x000afc31 0x004cd231 31   32   .debug_info   ascii   GUID_BATTERY_DISCHARGE_ACTION_2
4912  0x000afc59 0x004cd259 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_LEVEL_2
4913  0x000afc80 0x004cd280 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_FLAGS_2
4914  0x000afca7 0x004cd2a7 31   32   .debug_info   ascii   GUID_BATTERY_DISCHARGE_ACTION_3
4915  0x000afccf 0x004cd2cf 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_LEVEL_3
4916  0x000afcf6 0x004cd2f6 30   31   .debug_info   ascii   GUID_BATTERY_DISCHARGE_FLAGS_3
4917  0x000afd1d 0x004cd31d 32   33   .debug_info   ascii   GUID_PROCESSOR_SETTINGS_SUBGROUP
4918  0x000afd46 0x004cd346 30   31   .debug_info   ascii   GUID_PROCESSOR_THROTTLE_POLICY
4919  0x000afd6d 0x004cd36d 31   32   .debug_info   ascii   GUID_PROCESSOR_THROTTLE_MAXIMUM
4920  0x000afd95 0x004cd395 31   32   .debug_info   ascii   GUID_PROCESSOR_THROTTLE_MINIMUM
4921  0x000afdbd 0x004cd3bd 31   32   .debug_info   ascii   GUID_PROCESSOR_ALLOW_THROTTLING
4922  0x000afde5 0x004cd3e5 31   32   .debug_info   ascii   GUID_PROCESSOR_IDLESTATE_POLICY
4923  0x000afe0d 0x004cd40d 31   32   .debug_info   ascii   GUID_PROCESSOR_PERFSTATE_POLICY
4924  0x000afe35 0x004cd435 38   39   .debug_info   ascii   GUID_PROCESSOR_PERF_INCREASE_THRESHOLD
4925  0x000afe64 0x004cd464 38   39   .debug_info   ascii   GUID_PROCESSOR_PERF_DECREASE_THRESHOLD
4926  0x000afe93 0x004cd493 35   36   .debug_info   ascii   GUID_PROCESSOR_PERF_INCREASE_POLICY
4927  0x000afebf 0x004cd4bf 35   36   .debug_info   ascii   GUID_PROCESSOR_PERF_DECREASE_POLICY
4928  0x000afeeb 0x004cd4eb 33   34   .debug_info   ascii   GUID_PROCESSOR_PERF_INCREASE_TIME
4929  0x000aff15 0x004cd515 33   34   .debug_info   ascii   GUID_PROCESSOR_PERF_DECREASE_TIME
4930  0x000aff3f 0x004cd53f 30   31   .debug_info   ascii   GUID_PROCESSOR_PERF_TIME_CHECK
4931  0x000aff66 0x004cd566 32   33   .debug_info   ascii   GUID_PROCESSOR_PERF_BOOST_POLICY
4932  0x000aff8f 0x004cd58f 30   31   .debug_info   ascii   GUID_PROCESSOR_PERF_BOOST_MODE
4933  0x000affb6 0x004cd5b6 33   34   .debug_info   ascii   GUID_PROCESSOR_IDLE_ALLOW_SCALING
4934  0x000affe0 0x004cd5e0 27   28   .debug_info   ascii   GUID_PROCESSOR_IDLE_DISABLE
4935  0x000b0004 0x004cd604 33   34   .debug_info   ascii   GUID_PROCESSOR_IDLE_STATE_MAXIMUM
4936  0x000b002e 0x004cd62e 30   31   .debug_info   ascii   GUID_PROCESSOR_IDLE_TIME_CHECK
4937  0x000b0055 0x004cd655 36   37   .debug_info   ascii   GUID_PROCESSOR_IDLE_DEMOTE_THRESHOLD
4938  0x000b0082 0x004cd682 37   38   .debug_info   ascii   GUID_PROCESSOR_IDLE_PROMOTE_THRESHOLD
4939  0x000b00b0 0x004cd6b0 46   47   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_INCREASE_THRESHOLD
4940  0x000b00e7 0x004cd6e7 46   47   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_DECREASE_THRESHOLD
4941  0x000b011e 0x004cd71e 43   44   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_INCREASE_POLICY
4942  0x000b0152 0x004cd752 43   44   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_DECREASE_POLICY
4943  0x000b0186 0x004cd786 37   38   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_MAX_CORES
4944  0x000b01b4 0x004cd7b4 37   38   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_MIN_CORES
4945  0x000b01e2 0x004cd7e2 41   42   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_INCREASE_TIME
4946  0x000b0214 0x004cd814 41   42   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_DECREASE_TIME
4947  0x000b0246 0x004cd846 60   61   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_AFFINITY_HISTORY_DECREASE_FACTOR
4948  0x000b028b 0x004cd88b 54   55   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_AFFINITY_HISTORY_THRESHOLD
4949  0x000b02ca 0x004cd8ca 46   47   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_AFFINITY_WEIGHTING
4950  0x000b0301 0x004cd901 68   69   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_OVER_UTILIZATION_HISTORY_DECREASE_FACTOR
4951  0x000b034e 0x004cd94e 62   63   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_OVER_UTILIZATION_HISTORY_THRESHOLD
4952  0x000b0395 0x004cd995 54   55   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_OVER_UTILIZATION_WEIGHTING
4953  0x000b03d4 0x004cd9d4 54   55   .debug_info   ascii   GUID_PROCESSOR_CORE_PARKING_OVER_UTILIZATION_THRESHOLD
4954  0x000b0413 0x004cda13 36   37   .debug_info   ascii   GUID_PROCESSOR_PARKING_CORE_OVERRIDE
4955  0x000b0440 0x004cda40 33   34   .debug_info   ascii   GUID_PROCESSOR_PARKING_PERF_STATE
4956  0x000b046a 0x004cda6a 44   45   .debug_info   ascii   GUID_PROCESSOR_PARKING_CONCURRENCY_THRESHOLD
4957  0x000b049f 0x004cda9f 41   42   .debug_info   ascii   GUID_PROCESSOR_PARKING_HEADROOM_THRESHOLD
4958  0x000b04d1 0x004cdad1 27   28   .debug_info   ascii   GUID_PROCESSOR_PERF_HISTORY
4959  0x000b04f5 0x004cdaf5 32   33   .debug_info   ascii   GUID_PROCESSOR_PERF_LATENCY_HINT
4960  0x000b051e 0x004cdb1e 33   34   .debug_info   ascii   GUID_PROCESSOR_DISTRIBUTE_UTILITY
4961  0x000b0548 0x004cdb48 26   27   .debug_info   ascii   GUID_SYSTEM_COOLING_POLICY
4962  0x000b056b 0x004cdb6b 25   26   .debug_info   ascii   GUID_LOCK_CONSOLE_ON_WAKE
4963  0x000b058d 0x004cdb8d 23   24   .debug_info   ascii   GUID_DEVICE_IDLE_POLICY
4964  0x000b05ad 0x004cdbad 22   23   .debug_info   ascii   GUID_ACDC_POWER_SOURCE
4965  0x000b05cc 0x004cdbcc 27   28   .debug_info   ascii   GUID_LIDSWITCH_STATE_CHANGE
4966  0x000b05f0 0x004cdbf0 33   34   .debug_info   ascii   GUID_BATTERY_PERCENTAGE_REMAINING
4967  0x000b061a 0x004cdc1a 25   26   .debug_info   ascii   GUID_GLOBAL_USER_PRESENCE
4968  0x000b063c 0x004cdc3c 27   28   .debug_info   ascii   GUID_SESSION_DISPLAY_STATUS
4969  0x000b0660 0x004cdc60 26   27   .debug_info   ascii   GUID_SESSION_USER_PRESENCE
4970  0x000b0683 0x004cdc83 25   26   .debug_info   ascii   GUID_IDLE_BACKGROUND_TASK
4971  0x000b06a5 0x004cdca5 33   34   .debug_info   ascii   GUID_BACKGROUND_TASK_NOTIFICATION
4972  0x000b06cf 0x004cdccf 21   22   .debug_info   ascii   GUID_APPLAUNCH_BUTTON
4973  0x000b06ed 0x004cdced 33   34   .debug_info   ascii   GUID_PCIEXPRESS_SETTINGS_SUBGROUP
4974  0x000b0717 0x004cdd17 27   28   .debug_info   ascii   GUID_PCIEXPRESS_ASPM_POLICY
4975  0x000b073b 0x004cdd3b 34   35   .debug_info   ascii   GUID_ENABLE_SWITCH_FORCED_SHUTDOWN
4976  0x000b0766 0x004cdd66 25   26   .debug_info   ascii   PPM_PERFSTATE_CHANGE_GUID
4977  0x000b0788 0x004cdd88 32   33   .debug_info   ascii   PPM_PERFSTATE_DOMAIN_CHANGE_GUID
4978  0x000b07b1 0x004cddb1 25   26   .debug_info   ascii   PPM_IDLESTATE_CHANGE_GUID
4979  0x000b07d3 0x004cddd3 24   25   .debug_info   ascii   PPM_PERFSTATES_DATA_GUID
4980  0x000b07f4 0x004cddf4 24   25   .debug_info   ascii   PPM_IDLESTATES_DATA_GUID
4981  0x000b0815 0x004cde15 24   25   .debug_info   ascii   PPM_IDLE_ACCOUNTING_GUID
4982  0x000b0836 0x004cde36 27   28   .debug_info   ascii   PPM_IDLE_ACCOUNTING_EX_GUID
4983  0x000b085a 0x004cde5a 26   27   .debug_info   ascii   PPM_THERMALCONSTRAINT_GUID
4984  0x000b087d 0x004cde7d 26   27   .debug_info   ascii   PPM_PERFMON_PERFSTATE_GUID
4985  0x000b08a0 0x004cdea0 30   31   .debug_info   ascii   PPM_THERMAL_POLICY_CHANGE_GUID
4986  0x000b08c6 0x004cdec6 28   29   .debug_info   ascii   \f_RTL_CRITICAL_SECTION_DEBUG
4987  0x000b08eb 0x004cdeeb 5    6    .debug_info   ascii   \tType
4988  0x000b08f9 0x004cdef9 22   23   .debug_info   ascii   \tCreatorBackTraceIndex
4989  0x000b0918 0x004cdf18 16   17   .debug_info   ascii   \tCriticalSection
4990  0x000b0930 0x004cdf30 18   19   .debug_info   ascii   \b\tProcessLocksList
4991  0x000b094b 0x004cdf4b 11   12   .debug_info   ascii   \tEntryCount
4992  0x000b095e 0x004cdf5e 17   18   .debug_info   ascii    \tContentionCount
4993  0x000b0977 0x004cdf77 7    8    .debug_info   ascii   $\tFlags
4994  0x000b0986 0x004cdf86 27   28   .debug_info   ascii   (\tCreatorBackTraceIndexHigh
4995  0x000b09a9 0x004cdfa9 11   12   .debug_info   ascii   ,\tSpareWORD
4996  0x000b09be 0x004cdfbe 22   23   .debug_info   ascii   \f_RTL_CRITICAL_SECTION
4997  0x000b09dd 0x004cdfdd 10   11   .debug_info   ascii   \tDebugInfo
4998  0x000b09f0 0x004cdff0 10   11   .debug_info   ascii   \tLockCount
4999  0x000b0a02 0x004ce002 16   17   .debug_info   ascii   \b\tRecursionCount
5000  0x000b0a1a 0x004ce01a 14   15   .debug_info   ascii   \f\tOwningThread
5001  0x000b0a31 0x004ce031 14   15   .debug_info   ascii   \tLockSemaphore
5002  0x000b0a48 0x004ce048 10   11   .debug_info   ascii   \tSpinCount
5003  0x000b0a63 0x004ce063 27   28   .debug_info   ascii   PRTL_CRITICAL_SECTION_DEBUG
5004  0x000b0a8d 0x004ce08d 20   21   .debug_info   ascii   RTL_CRITICAL_SECTION
5005  0x000b0aaa 0x004ce0aa 16   17   .debug_info   ascii   CRITICAL_SECTION
5006  0x000b0ac2 0x004ce0c2 35   36   .debug_info   ascii   VIRTUAL_STORAGE_TYPE_VENDOR_UNKNOWN
5007  0x000b0aee 0x004ce0ee 37   38   .debug_info   ascii   VIRTUAL_STORAGE_TYPE_VENDOR_MICROSOFT
5008  0x000b0b1c 0x004ce11c 13   14   .debug_info   ascii   RPC_IF_HANDLE
5009  0x000b0b31 0x004ce131 13   14   .debug_info   ascii   tagCOINITBASE
5010  0x000b0b4c 0x004ce14c 24   25   .debug_info   ascii   COINITBASE_MULTITHREADED
5011  0x000b0b68 0x004ce168 27   28   .debug_info   ascii   IWinTypesBase_v0_1_c_ifspec
5012  0x000b0b8b 0x004ce18b 27   28   .debug_info   ascii   IWinTypesBase_v0_1_s_ifspec
5013  0x000b0bae 0x004ce1ae 12   13   .debug_info   ascii   IID_IUnknown
5014  0x000b0bc2 0x004ce1c2 17   18   .debug_info   ascii   IID_AsyncIUnknown
5015  0x000b0bdb 0x004ce1db 17   18   .debug_info   ascii   IID_IClassFactory
5016  0x000b0bf5 0x004ce1f5 12   13   .debug_info   ascii   IID_IMarshal
5017  0x000b0c0a 0x004ce20a 14   15   .debug_info   ascii   IID_INoMarshal
5018  0x000b0c21 0x004ce221 16   17   .debug_info   ascii   IID_IAgileObject
5019  0x000b0c3a 0x004ce23a 19   20   .debug_info   ascii   IID_IAgileReference
5020  0x000b0c56 0x004ce256 13   14   .debug_info   ascii   IID_IMarshal2
5021  0x000b0c6c 0x004ce26c 11   12   .debug_info   ascii   IID_IMalloc
5022  0x000b0c80 0x004ce280 19   20   .debug_info   ascii   IID_IStdMarshalInfo
5023  0x000b0c9c 0x004ce29c 23   24   .debug_info   ascii   IID_IExternalConnection
5024  0x000b0cbc 0x004ce2bc 12   13   .debug_info   ascii   IID_IMultiQI
5025  0x000b0cd1 0x004ce2d1 17   18   .debug_info   ascii   IID_AsyncIMultiQI
5026  0x000b0ceb 0x004ce2eb 20   21   .debug_info   ascii   IID_IInternalUnknown
5027  0x000b0d08 0x004ce308 16   17   .debug_info   ascii   IID_IEnumUnknown
5028  0x000b0d21 0x004ce321 15   16   .debug_info   ascii   IID_IEnumString
5029  0x000b0d39 0x004ce339 21   22   .debug_info   ascii   IID_ISequentialStream
5030  0x000b0d57 0x004ce357 11   12   .debug_info   ascii   IID_IStream
5031  0x000b0d6b 0x004ce36b 21   22   .debug_info   ascii   IID_IRpcChannelBuffer
5032  0x000b0d89 0x004ce389 22   23   .debug_info   ascii   IID_IRpcChannelBuffer2
5033  0x000b0da8 0x004ce3a8 26   27   .debug_info   ascii   IID_IAsyncRpcChannelBuffer
5034  0x000b0dcb 0x004ce3cb 22   23   .debug_info   ascii   IID_IRpcChannelBuffer3
5035  0x000b0dea 0x004ce3ea 23   24   .debug_info   ascii   IID_IRpcSyntaxNegotiate
5036  0x000b0e0a 0x004ce40a 19   20   .debug_info   ascii   IID_IRpcProxyBuffer
5037  0x000b0e26 0x004ce426 18   19   .debug_info   ascii   IID_IRpcStubBuffer
5038  0x000b0e41 0x004ce441 20   21   .debug_info   ascii   IID_IPSFactoryBuffer
5039  0x000b0e5e 0x004ce45e 16   17   .debug_info   ascii   IID_IChannelHook
5040  0x000b0e77 0x004ce477 19   20   .debug_info   ascii   IID_IClientSecurity
5041  0x000b0e93 0x004ce493 19   20   .debug_info   ascii   IID_IServerSecurity
5042  0x000b0eaf 0x004ce4af 15   16   .debug_info   ascii   IID_IRpcOptions
5043  0x000b0ec7 0x004ce4c7 18   19   .debug_info   ascii   IID_IGlobalOptions
5044  0x000b0ee2 0x004ce4e2 14   15   .debug_info   ascii   IID_ISurrogate
5045  0x000b0ef9 0x004ce4f9 25   26   .debug_info   ascii   IID_IGlobalInterfaceTable
5046  0x000b0f1b 0x004ce51b 16   17   .debug_info   ascii   IID_ISynchronize
5047  0x000b0f34 0x004ce534 22   23   .debug_info   ascii   IID_ISynchronizeHandle
5048  0x000b0f53 0x004ce553 21   22   .debug_info   ascii   IID_ISynchronizeEvent
5049  0x000b0f71 0x004ce571 25   26   .debug_info   ascii   IID_ISynchronizeContainer
5050  0x000b0f93 0x004ce593 21   22   .debug_info   ascii   IID_ISynchronizeMutex
5051  0x000b0fb1 0x004ce5b1 22   23   .debug_info   ascii   IID_ICancelMethodCalls
5052  0x000b0fd0 0x004ce5d0 17   18   .debug_info   ascii   IID_IAsyncManager
5053  0x000b0fea 0x004ce5ea 16   17   .debug_info   ascii   IID_ICallFactory
5054  0x000b1003 0x004ce603 14   15   .debug_info   ascii   IID_IRpcHelper
5055  0x000b101a 0x004ce61a 26   27   .debug_info   ascii   IID_IReleaseMarshalBuffers
5056  0x000b103d 0x004ce63d 17   18   .debug_info   ascii   IID_IWaitMultiple
5057  0x000b1057 0x004ce657 24   25   .debug_info   ascii   IID_IAddrTrackingControl
5058  0x000b1078 0x004ce678 25   26   .debug_info   ascii   IID_IAddrExclusionControl
5059  0x000b109a 0x004ce69a 13   14   .debug_info   ascii   IID_IPipeByte
5060  0x000b10b0 0x004ce6b0 13   14   .debug_info   ascii   IID_IPipeLong
5061  0x000b10c6 0x004ce6c6 15   16   .debug_info   ascii   IID_IPipeDouble
5062  0x000b10de 0x004ce6de 21   22   .debug_info   ascii   IID_IComThreadingInfo
5063  0x000b10fc 0x004ce6fc 23   24   .debug_info   ascii   IID_IProcessInitControl
5064  0x000b111c 0x004ce71c 16   17   .debug_info   ascii   IID_IFastRundown
5065  0x000b1135 0x004ce735 21   22   .debug_info   ascii   IID_IMarshalingStream
5066  0x000b1153 0x004ce753 45   46   .debug_info   ascii   IID_ICallbackWithNoReentrancyToApplicationSTA
5067  0x000b1189 0x004ce789 9    10   .debug_info   ascii   GUID_NULL
5068  0x000b119a 0x004ce79a 15   16   .debug_info   ascii   CATID_MARSHALER
5069  0x000b11b1 0x004ce7b1 15   16   .debug_info   ascii   IID_IRpcChannel
5070  0x000b11c8 0x004ce7c8 12   13   .debug_info   ascii   IID_IRpcStub
5071  0x000b11dc 0x004ce7dc 16   17   .debug_info   ascii   IID_IStubManager
5072  0x000b11f4 0x004ce7f4 13   14   .debug_info   ascii   IID_IRpcProxy
5073  0x000b1209 0x004ce809 17   18   .debug_info   ascii   IID_IProxyManager
5074  0x000b1222 0x004ce822 14   15   .debug_info   ascii   IID_IPSFactory
5075  0x000b1238 0x004ce838 20   21   .debug_info   ascii   IID_IInternalMoniker
5076  0x000b1254 0x004ce854 16   17   .debug_info   ascii   IID_IDfReserved1
5077  0x000b126c 0x004ce86c 16   17   .debug_info   ascii   IID_IDfReserved2
5078  0x000b1284 0x004ce884 16   17   .debug_info   ascii   IID_IDfReserved3
5079  0x000b129c 0x004ce89c 16   17   .debug_info   ascii   CLSID_StdMarshal
5080  0x000b12b4 0x004ce8b4 19   20   .debug_info   ascii   CLSID_AggStdMarshal
5081  0x000b12cf 0x004ce8cf 24   25   .debug_info   ascii   CLSID_StdAsyncActManager
5082  0x000b12ef 0x004ce8ef 9    10   .debug_info   ascii   IID_IStub
5083  0x000b1300 0x004ce900 10   11   .debug_info   ascii   IID_IProxy
5084  0x000b1312 0x004ce912 16   17   .debug_info   ascii   IID_IEnumGeneric
5085  0x000b132a 0x004ce92a 15   16   .debug_info   ascii   IID_IEnumHolder
5086  0x000b1341 0x004ce941 17   18   .debug_info   ascii   IID_IEnumCallback
5087  0x000b135a 0x004ce95a 15   16   .debug_info   ascii   IID_IOleManager
5088  0x000b1371 0x004ce971 15   16   .debug_info   ascii   IID_IOlePresObj
5089  0x000b1388 0x004ce988 10   11   .debug_info   ascii   IID_IDebug
5090  0x000b139a 0x004ce99a 16   17   .debug_info   ascii   IID_IDebugStream
5091  0x000b13b2 0x004ce9b2 17   18   .debug_info   ascii   CLSID_PSGenObject
5092  0x000b13cb 0x004ce9cb 18   19   .debug_info   ascii   CLSID_PSClientSite
5093  0x000b13e5 0x004ce9e5 19   20   .debug_info   ascii   CLSID_PSClassObject
5094  0x000b1400 0x004cea00 21   22   .debug_info   ascii   CLSID_PSInPlaceActive
5095  0x000b141d 0x004cea1d 20   21   .debug_info   ascii   CLSID_PSInPlaceFrame
5096  0x000b1439 0x004cea39 16   17   .debug_info   ascii   CLSID_PSDragDrop
5097  0x000b1451 0x004cea51 15   16   .debug_info   ascii   CLSID_PSBindCtx
5098  0x000b1468 0x004cea68 19   20   .debug_info   ascii   CLSID_PSEnumerators
5099  0x000b1483 0x004cea83 20   21   .debug_info   ascii   CLSID_StaticMetafile
5100  0x000b149f 0x004cea9f 15   16   .debug_info   ascii   CLSID_StaticDib
5101  0x000b14b6 0x004ceab6 14   15   .debug_info   ascii   CID_CDfsVolume
5102  0x000b14cc 0x004ceacc 23   24   .debug_info   ascii   CLSID_DCOMAccessControl
5103  0x000b14eb 0x004ceaeb 19   20   .debug_info   ascii   CLSID_GlobalOptions
5104  0x000b1506 0x004ceb06 29   30   .debug_info   ascii   CLSID_StdGlobalInterfaceTable
5105  0x000b152b 0x004ceb2b 16   17   .debug_info   ascii   CLSID_ComBinding
5106  0x000b1543 0x004ceb43 14   15   .debug_info   ascii   CLSID_StdEvent
5107  0x000b1559 0x004ceb59 22   23   .debug_info   ascii   CLSID_ManualResetEvent
5108  0x000b1577 0x004ceb77 26   27   .debug_info   ascii   CLSID_SynchronizeContainer
5109  0x000b1599 0x004ceb99 17   18   .debug_info   ascii   CLSID_AddrControl
5110  0x000b15b2 0x004cebb2 17   18   .debug_info   ascii   CLSID_CCDFormKrnl
5111  0x000b15cb 0x004cebcb 21   22   .debug_info   ascii   CLSID_CCDPropertyPage
5112  0x000b15e8 0x004cebe8 19   20   .debug_info   ascii   CLSID_CCDFormDialog
5113  0x000b1603 0x004cec03 22   23   .debug_info   ascii   CLSID_CCDCommandButton
5114  0x000b1621 0x004cec21 17   18   .debug_info   ascii   CLSID_CCDComboBox
5115  0x000b163a 0x004cec3a 16   17   .debug_info   ascii   CLSID_CCDTextBox
5116  0x000b1652 0x004cec52 17   18   .debug_info   ascii   CLSID_CCDCheckBox
5117  0x000b166b 0x004cec6b 14   15   .debug_info   ascii   CLSID_CCDLabel
5118  0x000b1681 0x004cec81 21   22   .debug_info   ascii   CLSID_CCDOptionButton
5119  0x000b169e 0x004cec9e 16   17   .debug_info   ascii   CLSID_CCDListBox
5120  0x000b16b6 0x004cecb6 18   19   .debug_info   ascii   CLSID_CCDScrollBar
5121  0x000b16d0 0x004cecd0 17   18   .debug_info   ascii   CLSID_CCDGroupBox
5122  0x000b16e9 0x004cece9 28   29   .debug_info   ascii   CLSID_CCDGeneralPropertyPage
5123  0x000b170d 0x004ced0d 28   29   .debug_info   ascii   CLSID_CCDGenericPropertyPage
5124  0x000b1731 0x004ced31 25   26   .debug_info   ascii   CLSID_CCDFontPropertyPage
